,hour,dif_tide_height,current_dir,wave_height,current_speed,wind_speed,cluster
683,0.75,0.0723404255319149,0.13636574075000002,0.23519061612555794,0.2472836267246889,0.24528301886792456,4
701,0.5,0.025531914893617023,0.5459027777777778,0.19472140790492,0.4328212812807344,0.4433962264150944,6
704,0.625,0.09787234042553193,0.22133838383333326,0.2084244204594544,0.2625770631831538,0.3679245283018868,1
705,0.6666666666666666,0.07659574468085106,0.12472222222222222,0.20117302034045112,0.4217309852331365,0.3867924528301887,8
706,0.7083333333333334,0.029787234042553193,0.0901388888888889,0.20938416427199627,0.5110378417366359,0.2924528301886793,8
725,0.5,0.025531914893617023,0.551875,0.08328445726294065,0.4221805918272303,0.28301886792452835,6
729,0.6666666666666666,0.0851063829787234,0.17300925925000002,0.124340176216854,0.28160359677049984,0.3113207547169811,1
733,0.8333333333333334,0.059574468085106386,0.12156565655555555,0.12524660061589366,0.1850812356757041,0.17924528301886794,4
774,0.5833333333333334,0.017021276595744685,0.5656944444444445,0.4299120233266656,0.19408017981685394,0.5283018867924528,15
775,0.625,0.017021276595744685,0.5142592591666667,0.5348973608293015,0.2139378043593624,0.6698113207547169,15
776,0.6666666666666666,0.05106382978723405,0.4652314813888889,0.606451613280106,0.15766204569524506,0.6886792452830189,15
777,0.7083333333333334,0.046808510638297884,0.2746527777777778,0.5835777129814846,0.1637317347155132,0.6509433962264152,15
779,0.7916666666666666,0.03404255319148936,0.11150462963888888,0.5853372437736862,0.39932559002073614,0.5188679245283019,14
796,0.5,0.05106382978723405,0.5142824075,0.2621700880380458,0.11412514047050835,0.5660377358490567,3
801,0.7083333333333334,0.042553191489361715,0.4797685186111111,0.16891495605135834,0.1839640314497404,0.2641509433962264,5
822,0.5833333333333334,0.06382978723404256,0.471643518611111,0.25043988252209737,0.10168602473054987,0.4528301886792453,3
823,0.625,0.03829787234042553,0.5399305555555556,0.24750733167096955,0.1706257024316727,0.5188679245283019,3
824,0.6666666666666666,0.03829787234042553,0.5603935186111111,0.2545454548397761,0.237991757143388,0.4622641509433963,3
825,0.7083333333333334,0.021276595744680854,0.5439583333333333,0.2228739005801464,0.15301611085963393,0.14150943396226418,16
826,0.75,0.029787234042553193,0.4540046297222222,0.20586510268759295,0.1282877481844674,0.4245283018867925,3
843,0.4583333333333333,0.01276595744680851,0.11067129630555557,0.20410557189539133,0.2867740726025801,0.4056603773584906,1
846,0.5833333333333334,0.05106382978723405,0.4793518519444444,0.15777126126868532,0.07560884227310155,0.3962264150943397,3
847,0.625,0.0723404255319149,0.5647222222222222,0.14604105575273693,0.17452229297376767,0.4905660377358491,3
848,0.6666666666666666,0.06808510638297872,0.5641435186111111,0.13724340179172867,0.26908954653824485,0.3584905660377359,7
849,0.7083333333333334,0.05531914893617021,0.5668287036111112,0.1284457478307204,0.3208692393513441,0.19811320754716985,10
850,0.75,0.021276595744680854,0.5571064813888891,0.11964809386971215,0.3292618957444572,0.19811320754716985,10
851,0.7916666666666666,0.017021276595744685,0.5191435186111111,0.12316715545411548,0.23626826516938745,0.169811320754717,16
867,0.4583333333333333,0.0723404255319149,0.14240740741666666,0.09560117280835218,0.2803297113905933,0.15094339622641512,9
872,0.6666666666666666,0.08085106382978724,0.3187268519444445,0.09794721433382923,0.03499437990997546,0.17924528301886794,17
873,0.7083333333333334,0.0851063829787234,0.5442824075,0.08914956037282099,0.2130385911711745,0.2169811320754717,16
874,0.75,0.05106382978723405,0.5528472222222223,0.09794721433382923,0.3881603595707629,0.4433962264150944,7
892,0.5,0.0723404255319149,0.12518518519444444,0.07683284482740946,0.30228550009882105,0.16037735849056606,9
894,0.5833333333333334,0.021276595744680854,0.06673611111111111,0.08387096799621603,0.2728362681856681,0.1037735849056604,9
895,0.625,0.07659574468085106,0.12995370369444445,0.0926686219572243,0.14185088040966073,0.2924528301886793,1
897,0.7083333333333334,0.0851063829787234,0.5931481480555556,0.08211143720401443,0.209441738418423,0.22641509433962265,16
898,0.75,0.09787234042553193,0.563125,0.0639296185487225,0.3730236042662408,0.2735849056603773,10
918,0.5833333333333334,0.025531914893617023,0.05993055555555556,0.0633431085192594,0.32716373166865925,0.05660377358490566,9
921,0.7083333333333334,0.1021276595744681,0.4812962963888889,0.07272727250973074,0.08857249900952917,0.3113207547169811,5
922,0.75,0.08936170212765958,0.5696527777777778,0.06568914934092415,0.3132259272517472,0.169811320754717,10
943,0.625,0.017021276595744685,0.058171296305555564,0.11202346067144243,0.3246159609088461,0.12264150943396228,9
944,0.6666666666666666,0.06382978723404256,0.042847222222222224,0.14428152496053526,0.27223679269690243,0.15094339622641512,9
964,0.5,0.10638297872340426,0.4871990741666667,0.06627566007419955,0.28812289238486194,0.07547169811320756,2
965,0.5416666666666666,0.1021276595744681,0.2506018518611111,0.07038123168806598,0.1958786061932297,0.24528301886792456,1
969,0.7083333333333334,0.08085106382978724,0.07770833333333334,0.0991202343927555,0.17819408012889434,0.14150943396226418,4
970,0.75,0.09361702127659577,0.4553703702777778,0.11612903228530888,0.059722742585141986,0.22641509433962265,5
988,0.5,0.07659574468085106,0.5298842591666667,0.058064516142654427,0.4437617083437394,0.33018867924528306,6
990,0.5833333333333334,0.09787234042553193,0.1626388888888889,0.08211143720401443,0.2654926937854933,0.2641509433962264,1
991,0.625,0.05531914893617021,0.09101851852777776,0.07624633409413402,0.41333832884002336,0.28301886792452835,13
992,0.6666666666666666,0.029787234042553193,0.08203703702777779,0.081524926470739,0.439040839105753,0.17924528301886794,13
993,0.7083333333333334,0.042553191489361715,0.08699494949999999,0.06702212764035713,0.32511325304807354,0.14150943396226418,13
994,0.75,0.08085106382978724,0.11037037036111112,0.058064516142654427,0.1680779317617808,0.17924528301886794,4
1018,0.75,0.06808510638297872,0.07884259258333333,0.08563049878841769,0.22540277250875776,0.15094339622641512,4
1019,0.7916666666666666,0.0851063829787234,0.2675231481388889,0.0639296185487225,0.07628325216424245,0.2641509433962264,17
1035,0.4583333333333333,0.021276595744680854,0.5652546297222222,0.03636363660677152,0.4723117270687043,0.0660377358490566,6
1039,0.625,0.08085106382978724,0.17694444444444446,0.058064516142654427,0.25762457838884945,0.16037735849056606,9
1040,0.6666666666666666,0.06808510638297872,0.1256018518611111,0.0633431085192594,0.3720494565857565,0.19811320754716985,13
1041,0.7083333333333334,0.00851063829787234,0.09490740741666666,0.0633431085192594,0.38493817900973015,0.22641509433962265,13
1064,0.6666666666666666,0.06382978723404256,0.15458333333333332,0.13548387099952702,0.2712626451063393,0.3490566037735849,1
1065,0.7083333333333334,0.03829787234042553,0.13780092591666668,0.159530792060887,0.3055076806598538,0.3679245283018868,8
1089,0.7083333333333334,0.03404255319148936,0.14314814813888888,0.07390029327246928,0.28077931798468725,0.2358490566037736,4
1090,0.75,0.01276595744680851,0.09895833333333333,0.06686217010366269,0.280479580285265,0.03773584905660378,4
1138,0.75,0.03829787234042553,0.3154166666666667,0.15894428132761154,0.15691270131180762,0.33018867924528306,5
1157,0.5416666666666666,0.029787234042553193,0.5834953702777779,0.06862170089586432,0.1484451105163193,0.1037735849056604,2
1182,0.5833333333333334,0.025531914893617023,0.5736111111111111,0.0961876835416276,0.1446983888688961,0.2169811320754717,2
1183,0.625,0.03404255319148936,0.5725694444444445,0.06979472165860287,0.20562008236862453,0.2735849056603773,2
1184,0.6666666666666666,0.017021276595744685,0.5716666666666667,0.09560117280835218,0.2499812662892525,0.22641509433962265,16
1186,0.75,0.017021276595744685,0.5000231480555556,0.07331378324300616,0.1965530160843706,0.19811320754716985,16
1205,0.5416666666666666,0.029787234042553193,0.4352546297222222,0.07565982406467092,0.02937429748380125,0.17924528301886794,2
1207,0.625,0.046808510638297884,0.5810185186111111,0.08680351884734391,0.15773698009762027,0.169811320754717,2
1209,0.7083333333333334,0.042553191489361715,0.5870833333333333,0.08387096799621603,0.2760584487467008,0.169811320754717,10
1232,0.6666666666666666,0.0723404255319149,0.5575925925,0.1771260999829035,0.18471337574325647,0.4905660377358491,3
1278,0.5833333333333334,0.0,0.05064814813888889,0.07741935485687257,0.3124016484659345,0.19811320754716985,9
1302,0.5833333333333334,0.03404255319148936,0.06206018519444445,0.06158357772705773,0.3784188833953681,0.2735849056603773,9
1303,0.625,0.042553191489361715,0.035162037027777766,0.05043988294438472,0.3116523041724184,0.24528301886792456,9
1326,0.5833333333333334,0.07659574468085106,0.08717592591666666,0.07624633409413402,0.4056950167404265,0.169811320754717,13
1328,0.6666666666666666,0.046808510638297884,0.03877314813888889,0.10146627591823257,0.330161108932645,0.18867924528301888,9
1329,0.7083333333333334,0.08936170212765958,0.02203703703611111,0.10439882676936044,0.16403147241493538,0.09433962264150944,4
1350,0.5833333333333334,0.09787234042553193,0.12868055555555558,0.08739002958061934,0.36425627568140906,0.169811320754717,9
1351,0.625,0.06808510638297872,0.08590277777777779,0.09736070360055382,0.549943799042205,0.16037735849056606,13
1352,0.6666666666666666,0.004255319148936171,0.06247685186111111,0.1026392959771588,0.5010116146883411,0.0660377358490566,13
1353,0.7083333333333334,0.06382978723404256,0.04668981480555556,0.10967741914596538,0.35623829139009344,0.2547169811320755,13
1375,0.625,0.10638297872340426,0.10793981480555556,0.06686217010366269,0.4381416259175652,0.22641509433962265,13
1544,0.6666666666666666,0.1148936170212766,0.3027546297222222,0.13431085023678846,0.05485200447946029,0.30188679245283023,5
1545,0.7083333333333334,0.1148936170212766,0.5671064813888889,0.12199413469137692,0.2643686773002585,0.12264150943396228,10
1555,0.75,0.13191489361702127,0.35208333333333336,0.054545454558251126,0.07695766205538335,0.0849056603773585,17
1647,0.5833333333333334,0.059574468085106386,0.5366898147222223,0.07741935485687257,0.4029224427734876,0.16037735849056606,6
1651,0.75,0.03829787234042553,0.11474537036111113,0.14428152496053526,0.34312476575899403,0.2075471698113208,13
1695,0.5833333333333334,0.042553191489361715,0.5660185186111111,0.09853372436329236,0.35541401260428074,0.28301886792452835,6
1697,0.6666666666666666,0.05106382978723405,0.4803703702777778,0.14310850419779672,0.2355189208758713,0.33018867924528306,7
1698,0.7083333333333334,0.0851063829787234,0.41657407416666653,0.16832844602189526,0.10191082802759684,0.24528301886792456,5
1699,0.75,0.07659574468085106,0.18870370369444445,0.20000000028152493,0.17871862112536352,0.2641509433962264,4
1719,0.5833333333333334,0.042553191489361715,0.4888888888888889,0.28712343349844544,0.027882421057126638,0.5566037735849058,3
1722,0.7083333333333334,0.017021276595744685,0.39125,0.4797653962415872,0.06796553014652823,0.6037735849056605,15
1862,0.5416666666666666,0.046808510638297884,0.10918981480555556,0.6322580644298553,0.3682278005359579,0.5377358490566039,14
1961,0.6666666666666666,0.06808510638297872,0.12253968252777778,0.19379974878446912,0.43848418333971695,0.2547169811320755,8
1985,0.6666666666666666,0.046808510638297884,0.12555555555555556,0.1624633429120149,0.414162607625836,0.18867924528301888,13
1986,0.7083333333333334,0.017021276595744685,0.10275,0.1720821114773213,0.4052004494869231,0.2641509433962264,8
2056,0.625,0.029787234042553193,0.4869444444444445,0.27390029355399426,0.14050206062737888,0.3113207547169811,3
2060,0.7916666666666666,0.029787234042553193,0.10066666666666667,0.307214076318408,0.410325964659594,0.33018867924528306,8
2083,0.75,0.07659574468085106,0.16842592591666666,0.5038123165991348,0.20134881972473212,0.3207547169811321,12
2084,0.7916666666666666,0.06382978723404256,0.10166666666666667,0.4465689150607787,0.3247208691441084,0.3207547169811321,12
2102,0.6666666666666666,0.03404255319148936,0.5497222222222222,0.2938416422976755,0.19190708124875944,0.15094339622641512,16
2159,0.7083333333333334,0.1021276595744681,0.8561111111111109,0.1777126100123666,0.050281004109169324,0.4056603773584906,11
2160,0.7916666666666666,0.06808510638297872,0.5511111111111111,0.15659824050594678,0.2759835143443256,0.3679245283018868,7
2173,0.7083333333333334,0.06382978723404256,0.4889722222222223,0.11554252225584576,0.7217234917290547,0.37735849056603776,6
2216,0.75,0.05106382978723405,0.10546296297222224,0.30557184781362395,0.4415886098655661,0.4245283018867925,8
2260,0.5833333333333334,0.025531914893617023,0.5459953702777778,0.07331378324300616,0.2481079055105016,0.3490566037735849,7
2263,0.7083333333333334,0.059574468085106386,0.30303240750000004,0.08973607040228412,0.1378044210628153,0.2547169811320755,17
2264,0.75,0.05531914893617021,0.18875,0.11202346067144243,0.2561258898018172,0.12264150943396228,4
2282,0.5,0.0851063829787234,0.4430555555555555,0.159530792060887,0.03506931433932707,0.2358490566037736,2
2285,0.625,0.017021276595744685,0.5496759258333334,0.14956011733714022,0.22555264140342954,0.05660377358490566,16
2287,0.7083333333333334,0.06382978723404256,0.3226620369444444,0.1700879768140969,0.13563132258464214,0.05660377358490566,17
2305,0.4583333333333333,0.05531914893617021,0.9326157408333332,0.13958944261339346,0.08520044955382466,0.2169811320754717,11
2307,0.5416666666666666,0.06808510638297872,0.5947916666666667,0.14956011733714022,0.030573248398387712,0.2075471698113208,2
2309,0.625,0.05106382978723405,0.5661574075,0.1319648094151237,0.25170475826325306,0.16037735849056606,16
2310,0.6666666666666666,0.029787234042553193,0.5696296297222222,0.12668621703851876,0.22165605086133447,0.169811320754717,16
2311,0.7083333333333334,0.042553191489361715,0.5640404041666667,0.14700079956527878,0.14240948261256392,0.14150943396226418,16
2312,0.75,0.029787234042553193,0.39085648138888895,0.13548387099952702,0.0754589733784298,0.11320754716981132,17
2330,0.5,0.05106382978723405,0.08583333333333333,0.1982404694893233,0.07785687524357124,0.2547169811320755,1
2333,0.625,0.03404255319148936,0.5849305555555555,0.1917888563499798,0.18688647431135091,0.14150943396226418,16
2335,0.7083333333333334,0.01276595744680851,0.5476851852777778,0.2029325511326528,0.21153990249422092,0.17924528301886794,16
2336,0.75,0.021276595744680854,0.5716203702777778,0.18005865083403136,0.16433121011435756,0.30188679245283023,16
2353,0.4583333333333333,0.017021276595744685,0.07027777777777779,0.1853372432106363,0.17272386659739195,0.0660377358490566,9
2354,0.5,0.01276595744680851,0.07851851852777778,0.1853372432106363,0.1532409141566809,0.2735849056603773,1
2381,0.625,0.05531914893617021,0.1305050505,0.16235670478882264,0.0482373377748311,0.169811320754717,17
2382,0.6666666666666666,0.05106382978723405,0.4701157408333333,0.16539589446695505,0.039115773686172514,0.1320754716981132,5
2404,0.5833333333333334,0.025531914893617023,0.14807870369444445,0.15366568895100666,0.19452978641094787,0.28301886792452835,1
2406,0.6666666666666666,0.07659574468085106,0.4591898147222223,0.20058651031098804,0.032146871477716485,0.3207547169811321,5
2407,0.7083333333333334,0.06382978723404256,0.5920370369444444,0.19765395875604785,0.2307231172355098,0.3867924528301887,7
2408,0.75,0.06382978723404256,0.5830787036111111,0.1736070383985002,0.4022480328823467,0.3679245283018868,7
2452,0.5833333333333334,0.029787234042553193,0.1301388888888889,0.06920821092532745,0.28984638435886245,0.3584905660377359,1
2454,0.6666666666666666,0.059574468085106386,0.2751388888888889,0.14076246337613196,0.19527913070446398,0.3679245283018868,1
2455,0.7083333333333334,0.08936170212765958,0.9388425925,0.13020527862292205,0.1204196327878235,0.1037735849056604,11
2474,0.5,0.1021276595744681,0.435,0.07800586488633568,0.1668040463818742,0.2735849056603773,2
2500,0.5833333333333334,0.10638297872340426,0.15181818180555556,0.04014929385106141,0.34931026246749985,0.30188679245283023,1
2504,0.75,0.1276595744680851,0.33648148138888884,0.06627566007419955,0.11719745222679072,0.37735849056603776,5
2569,0.4583333333333333,0.03404255319148936,0.5321296297222222,0.11085043990870393,0.5027351066623417,0.2358490566037736,6
2576,0.75,0.03404255319148936,0.11328703702777775,0.0785923756196111,0.3517422254491541,0.17924528301886794,13
2577,0.7916666666666666,0.0723404255319149,0.10634259258333333,0.06568914934092415,0.2368677406581532,0.2075471698113208,4
2595,0.5416666666666666,0.042553191489361715,0.5179629630555556,0.12023460389917527,0.502360434470623,0.2075471698113208,6
2596,0.5833333333333334,0.0723404255319149,0.4961342591666666,0.10909090911650228,0.35031847126449706,0.18867924528301888,6
2597,0.625,0.06808510638297872,0.3581712963888889,0.13958944261339346,0.17032596473225048,0.2924528301886793,5
2619,0.5416666666666666,0.021276595744680854,0.5179629630555556,0.09501466277888906,0.42450355928999656,0.28301886792452835,6
2642,0.5,0.06382978723404256,0.6008101852777777,0.3812316718782949,0.22307980513591288,0.5,3
2644,0.5833333333333334,0.042553191489361715,0.5125231480555555,0.4404692080798755,0.3182465341891557,0.5283018867924528,15
2649,0.7916666666666666,0.03404255319148936,0.0953787878888889,0.5225806452838899,0.3859327632881852,0.5566037735849058,14
2862,0.6666666666666666,0.05106382978723405,0.5696527777777778,0.0785923756196111,0.33143499431255163,0.11320754716981132,10
2913,0.7916666666666666,0.017021276595744685,0.5504166666666667,0.14310850419779672,0.3165979767074517,0.16037735849056606,10
3123,0.5416666666666666,0.06808510638297872,0.5120833333333333,0.09736070360055382,0.3656800298660661,0.5377358490566039,7
3176,0.75,0.042553191489361715,0.18752314813888887,0.09736070360055382,0.2035219182928266,0.2641509433962264,4
3199,0.7083333333333334,0.06808510638297872,0.4184722222222223,0.0674486801331258,0.16815286616415606,0.30188679245283023,5
3201,0.7916666666666666,0.046808510638297884,0.14960648147222222,0.07390029327246928,0.2450355937542192,0.2358490566037736,4
3220,0.5833333333333334,0.05106382978723405,0.5525231480555556,0.08035190641181275,0.23964031462509205,0.339622641509434,7
3344,0.75,0.10638297872340426,0.5839583333333334,0.2527859240475745,0.3428250279696505,0.02830188679245283,10
3578,0.625,0.029787234042553193,0.5628703702777778,0.10967741914596538,0.15533907823247886,0.169811320754717,2
3647,0.5,0.03829787234042553,0.1604861111111111,0.4533724343585626,0.2337204944994956,0.30188679245283023,12
3651,0.6666666666666666,0.06808510638297872,0.21643518519444446,0.3806451611450194,0.08542525285087163,0.2358490566037736,12
3652,0.7083333333333334,0.059574468085106386,0.5262731480555556,0.322580645002365,0.1123267140941326,0.3584905660377359,3
3677,0.75,0.0723404255319149,0.5957870369444445,0.14369501493107212,0.1585612588834329,0.2075471698113208,16
3696,0.5416666666666666,0.05531914893617021,0.18583333333333332,0.10439882676936044,0.2552266766136293,0.2169811320754717,1
3698,0.625,0.021276595744680854,0.08761574074999999,0.100293255155494,0.2338703633941673,0.169811320754717,9
3699,0.6666666666666666,0.08085106382978724,0.14626262625,0.09901359626956333,0.16415409236244413,0.18867924528301888,4
3700,0.7083333333333334,0.08085106382978724,0.5641161616666667,0.09261530254372204,0.037692019474539096,0.4622641509433963,3
3724,0.7083333333333334,0.08085106382978724,0.3136342591666666,0.15366568895100666,0.05500187334715567,0.30188679245283023,5
3741,0.4166666666666667,0.021276595744680854,0.5571296297222221,0.03343108505183134,0.4866991380797103,0.2169811320754717,6
3742,0.4583333333333333,0.059574468085106386,0.5420370369444445,0.0498533722111093,0.4979393029320588,0.169811320754717,6
3767,0.5,0.059574468085106386,0.5392361111111111,0.0281524926752264,0.3602098163345636,0.03773584905660378,6
3768,0.5416666666666666,0.08936170212765958,0.4887037036111112,0.029325513437964933,0.182540277175162,0.16037735849056606,2
3842,0.6666666666666666,0.0723404255319149,0.1762731481388889,0.0639296185487225,0.25530161101600457,0.3679245283018868,1
3912,0.5833333333333334,0.03404255319148936,0.5801620369444445,0.21407624661913813,0.3480704382940273,0.18867924528301888,6
3915,0.7083333333333334,0.046808510638297884,0.4362962963888888,0.2052785926581299,0.14432371667717736,0.17924528301886794,5
4028,0.4166666666666667,0.06382978723404256,0.5135185186111111,0.08035190641181275,0.5092544022767037,0.16037735849056606,6
4076,0.6666666666666666,0.021276595744680854,0.1033796296388889,0.14956011733714022,0.5146496814058309,0.12264150943396228,13
4077,0.7083333333333334,0.05106382978723405,0.07881944444444444,0.16598240449641816,0.33008617453026984,0.02830188679245283,13
4100,0.6666666666666666,0.05531914893617021,0.12432870369444445,0.21759530820354145,0.6189584112356243,0.4245283018867925,8
4168,0.5,0.029787234042553193,0.5402777777777777,0.17536656919070184,0.4368677406275798,0.30188679245283023,6
4172,0.6666666666666666,0.07659574468085106,0.3533101852777778,0.1771260999829035,0.1880104907965858,0.12264150943396228,17
4173,0.7083333333333334,0.05106382978723405,0.1958585858611111,0.1929618771127184,0.2575905172723367,0.14150943396226418,4
4174,0.75,0.05106382978723405,0.12736111111111112,0.1771260999829035,0.3617834394138924,0.11320754716981132,13
