,hour,dif_tide_height,water_temp,wave_height,current_speed,wind_speed,tide_height,cluster
850,0.75,0.021276595744680854,0.6555870658236853,0.11964809386971215,0.3292618957444572,0.19811320754716985,0.6772788203753349,24
851,0.7916666666666666,0.017021276595744685,0.6259759872203821,0.12316715545411548,0.23626826516938745,0.169811320754717,0.6757149242627346,24
867,0.4583333333333333,0.0723404255319149,0.6295668831407093,0.09560117280835218,0.2803297113905933,0.15094339622641512,0.2325737265415549,26
872,0.6666666666666666,0.08085106382978724,0.7495580440481906,0.09794721433382923,0.03499437990997546,0.17924528301886794,0.4085120643431636,16
873,0.7083333333333334,0.0851063829787234,0.7434258990846867,0.08914956037282099,0.2130385911711745,0.2169811320754717,0.5568588024798927,24
874,0.75,0.05106382978723405,0.7051414264747031,0.09794721433382923,0.3881603595707629,0.4433962264150944,0.6729222520107238,8
892,0.5,0.0723404255319149,0.6138221866127942,0.07683284482740946,0.30228550009882105,0.16037735849056606,0.2069928507372654,26
894,0.5833333333333334,0.021276595744680854,0.6344284032511576,0.08387096799621603,0.2728362681856681,0.1037735849056604,0.09986595174262736,18
895,0.625,0.07659574468085106,0.6516094582797907,0.0926686219572243,0.14185088040966073,0.2924528301886793,0.16923592493297587,7
897,0.7083333333333334,0.0851063829787234,0.67188420762283,0.08211143720401443,0.209441738418423,0.22641509433962265,0.44247095623324384,1
898,0.75,0.09787234042553193,0.6563604890708195,0.0639296185487225,0.3730236042662408,0.2735849056603773,0.6015827104557641,24
918,0.5833333333333334,0.025531914893617023,0.6108389809548733,0.0633431085192594,0.32716373166865925,0.05660377358490566,0.07629579979892763,18
921,0.7083333333333334,0.1021276595744681,0.6382402771473898,0.07272727250973074,0.08857249900952917,0.3113207547169811,0.31914655945040205,7
922,0.75,0.08936170212765958,0.6381850328191474,0.06568914934092415,0.3132259272517472,0.169811320754717,0.4840259160187666,24
943,0.625,0.017021276595744685,0.6432675309055003,0.11202346067144243,0.3246159609088461,0.12264150943396228,0.04378909738605899,18
944,0.6666666666666666,0.06382978723404256,0.6607248089012157,0.14428152496053526,0.27223679269690243,0.15094339622641512,0.09550938337801608,18
964,0.5,0.10638297872340426,0.5987956690037703,0.06627566007419955,0.28812289238486194,0.07547169811320756,0.5142984807640749,25
965,0.5416666666666666,0.1021276595744681,0.5965858872559182,0.07038123168806598,0.1958786061932297,0.24528301886792456,0.3372430741957104,26
969,0.7083333333333334,0.08085106382978724,0.6653101060445819,0.0991202343927555,0.17819408012889434,0.14150943396226418,0.13181411977211796,12
970,0.75,0.09361702127659577,0.6681828230460174,0.11612903228530888,0.059722742585141986,0.22641509433962265,0.2895442359249329,7
988,0.5,0.07659574468085106,0.599955804537406,0.058064516142654427,0.4437617083437394,0.33018867924528306,0.5890303840482572,4
990,0.5833333333333334,0.09787234042553193,0.5980774900848786,0.08211143720401443,0.2654926937854933,0.2641509433962264,0.2782618409517427,26
991,0.625,0.05531914893617021,0.6292906601736272,0.07624633409413402,0.41333832884002336,0.28301886792452835,0.13270777479892762,18
992,0.6666666666666666,0.029787234042553193,0.6948106953284652,0.081524926470739,0.439040839105753,0.17924528301886794,0.058199285053619286,18
993,0.7083333333333334,0.042553191489361715,0.6753495477092959,0.06702212764035713,0.32511325304807354,0.14150943396226418,0.07964700623324394,18
994,0.75,0.08085106382978724,0.6403948145669993,0.058064516142654427,0.1680779317617808,0.17924528301886794,0.19693923143431635,12
1018,0.75,0.06808510638297872,0.6697296702032205,0.08563049878841769,0.22540277250875776,0.15094339622641512,0.1647676496648793,12
1019,0.7916666666666666,0.0851063829787234,0.6574101359479703,0.0639296185487225,0.07628325216424245,0.2641509433962264,0.2944593386729222,7
1035,0.4583333333333333,0.021276595744680854,0.6353123158177116,0.03636363660677152,0.4723117270687043,0.0660377358490566,0.6846514745308311,4
1039,0.625,0.08085106382978724,0.6075795523298704,0.058064516142654427,0.25762457838884945,0.16037735849056606,0.33020554068364605,26
1040,0.6666666666666666,0.06808510638297872,0.6896729522509353,0.0633431085192594,0.3720494565857565,0.19811320754716985,0.20688114390080425,18
1041,0.7083333333333334,0.00851063829787234,0.6923246906135314,0.0633431085192594,0.38493817900973015,0.22641509433962265,0.14075067024128687,18
1064,0.6666666666666666,0.06382978723404256,0.6338759579799282,0.13548387099952702,0.2712626451063393,0.3490566037735849,0.3021671134718499,7
1065,0.7083333333333334,0.03829787234042553,0.6807785802683499,0.159530792060887,0.3055076806598538,0.3679245283018868,0.2125781948391421,7
1089,0.7083333333333334,0.03404255319148936,0.7095609899704071,0.07390029327246928,0.28077931798468725,0.2358490566037736,0.3465147453083109,14
1090,0.75,0.01276595744680851,0.6549793755612789,0.06686217010366269,0.280479580285265,0.03773584905660378,0.3026139410187667,14
1138,0.75,0.03829787234042553,0.7077931648372993,0.15894428132761154,0.15691270131180762,0.33018867924528306,0.4548704200402144,1
1157,0.5416666666666666,0.029787234042553193,0.7149749560150194,0.06862170089586432,0.1484451105163193,0.1037735849056604,0.4905049150804289,16
1182,0.5833333333333334,0.025531914893617023,0.6965232767962652,0.0961876835416276,0.1446983888688961,0.2169811320754717,0.4673815906836461,16
1183,0.625,0.03404255319148936,0.7348629937344915,0.06979472165860287,0.20562008236862453,0.2735849056603773,0.521112600536193,1
1184,0.6666666666666666,0.017021276595744685,0.7349734830539109,0.09560117280835218,0.2499812662892525,0.22641509433962265,0.5663538873994638,24
1186,0.75,0.017021276595744685,0.7263553333754731,0.07331378324300616,0.1965530160843706,0.19811320754716985,0.6127122432975871,24
1205,0.5416666666666666,0.029787234042553193,0.7835886861471979,0.07565982406467092,0.02937429748380125,0.17924528301886794,0.3433869526139409,16
1207,0.625,0.046808510638297884,0.7938641723022584,0.08680351884734391,0.15773698009762027,0.169811320754717,0.4693923145442358,1
1209,0.7083333333333334,0.042553191489361715,0.7608279320892246,0.08387096799621603,0.2760584487467008,0.169811320754717,0.6239946380697049,24
1232,0.6666666666666666,0.0723404255319149,0.7376252214165075,0.1771260999829035,0.18471337574325647,0.4905660377358491,0.5070375335120643,21
1278,0.5833333333333334,0.0,0.6744807016571837,0.07741935485687257,0.3124016484659345,0.19811320754716985,0.1713583556970509,18
1302,0.5833333333333334,0.03404255319148936,0.6626031233537429,0.06158357772705773,0.3784188833953681,0.2735849056603773,0.15046916890080428,18
1303,0.625,0.042553191489361715,0.6764695054291308,0.05043988294438472,0.3116523041724184,0.24528301886792456,0.1270107238605898,18
1326,0.5833333333333334,0.07659574468085106,0.649289187212519,0.07624633409413402,0.4056950167404265,0.169811320754717,0.17672028599195708,18
1328,0.6666666666666666,0.046808510638297884,0.6875184148313256,0.10146627591823257,0.330161108932645,0.18867924528301888,0.10819105402144773,18
1329,0.7083333333333334,0.08936170212765958,0.7122127283330035,0.10439882676936044,0.16403147241493538,0.09433962264150944,0.21726988384718496,12
1350,0.5833333333333334,0.09787234042553193,0.6491786978930993,0.08739002958061934,0.36425627568140906,0.169811320754717,0.27949061662198393,26
1351,0.625,0.06808510638297872,0.6834303186309459,0.09736070360055382,0.549943799042205,0.16037735849056606,0.1284629133378016,18
1352,0.6666666666666666,0.004255319148936171,0.7009428402919693,0.1026392959771588,0.5010116146883411,0.0660377358490566,0.0901474530831099,18
1353,0.7083333333333334,0.06382978723404256,0.6550898648806984,0.10967741914596538,0.35623829139009344,0.2547169811320755,0.15214477211796246,18
1375,0.625,0.10638297872340426,0.6526038601657644,0.06686217010366269,0.4381416259175652,0.22641509433962265,0.2525692582439678,26
1544,0.6666666666666666,0.1148936170212766,0.2674388629986564,0.13431085023678846,0.05485200447946029,0.30188679245283023,0.2450848972520107,3
1545,0.7083333333333334,0.1148936170212766,0.2803660875163132,0.12199413469137692,0.2643686773002585,0.12264150943396228,0.40773011615281496,3
1555,0.75,0.13191489361702127,0.2389326756007464,0.054545454558251126,0.07695766205538335,0.0849056603773585,0.32462019658176944,3
1647,0.5833333333333334,0.059574468085106386,0.21390689480374392,0.07741935485687257,0.4029224427734876,0.16037735849056606,0.5626675603217157,20
1651,0.75,0.03829787234042553,0.3013037714500013,0.14428152496053526,0.34312476575899403,0.2075471698113208,0.17761394101876676,2
1695,0.5833333333333334,0.042553191489361715,0.25274381268495705,0.09853372436329236,0.35541401260428074,0.28301886792452835,0.5428954423592492,11
1697,0.6666666666666666,0.05106382978723405,0.2586549796725561,0.14310850419779672,0.2355189208758713,0.33018867924528306,0.5577524575737265,11
1698,0.7083333333333334,0.0851063829787234,0.2461144667784665,0.16832844602189526,0.10191082802759684,0.24528301886792456,0.5088248436327077,3
1699,0.75,0.07659574468085106,0.26688641706449223,0.20000000028152493,0.17871862112536352,0.2641509433962264,0.4187890973860589,3
1719,0.5833333333333334,0.042553191489361715,0.2953674938259778,0.28712343349844544,0.027882421057126638,0.5566037735849058,0.520554066152815,9
1722,0.7083333333333334,0.017021276595744685,0.27346051864274035,0.4797653962415872,0.06796553014652823,0.6037735849056605,0.55015638961126,9
1862,0.5416666666666666,0.046808510638297884,0.4183669710278042,0.6322580644298553,0.3682278005359579,0.5377358490566039,0.1726988382707775,15
1961,0.6666666666666666,0.06808510638297872,0.5290218033379559,0.19379974878446912,0.43848418333971695,0.2547169811320755,0.1341599642761394,2
1985,0.6666666666666666,0.046808510638297884,0.5222819681120454,0.1624633429120149,0.414162607625836,0.18867924528301888,0.20062555851206434,2
1986,0.7083333333333334,0.017021276595744685,0.5248453154168666,0.1720821114773213,0.4052004494869231,0.2641509433962264,0.15527256481233245,2
2056,0.625,0.029787234042553193,0.5232763699980192,0.27390029355399426,0.14050206062737888,0.3113207547169811,0.577859696380697,10
2060,0.7916666666666666,0.029787234042553193,0.5124484385717292,0.307214076318408,0.410325964659594,0.33018867924528306,0.20051385167560326,6
2083,0.75,0.07659574468085106,0.5091337656184838,0.5038123165991348,0.20134881972473212,0.3207547169811321,0.39186773907506706,19
2084,0.7916666666666666,0.06382978723404256,0.5040954627295511,0.4465689150607787,0.3247208691441084,0.3207547169811321,0.28786863270777474,19
2102,0.6666666666666666,0.03404255319148936,0.5223924574314653,0.2938416422976755,0.19190708124875944,0.15094339622641512,0.6089142091152814,17
2159,0.7083333333333334,0.1021276595744681,0.628461991935316,0.1777126100123666,0.050281004109169324,0.4056603773584906,0.4535299374664878,21
2160,0.7916666666666666,0.06808510638297872,0.617192103894282,0.15659824050594678,0.2759835143443256,0.3679245283018868,0.7782618411528149,8
2173,0.7083333333333334,0.06382978723404256,0.7588391283172777,0.11554252225584576,0.7217234917290547,0.37735849056603776,0.12796550154155498,13
2216,0.75,0.05106382978723405,0.608850177182926,0.30557184781362395,0.4415886098655661,0.4245283018867925,0.18020245911528146,6
2260,0.5833333333333334,0.025531914893617023,0.6253130526297329,0.07331378324300616,0.2481079055105016,0.3490566037735849,0.6257819483914209,8
2263,0.7083333333333334,0.059574468085106386,0.6303955513790209,0.08973607040228412,0.1378044210628153,0.2547169811320755,0.4566577300938337,1
2264,0.75,0.05531914893617021,0.6432122865772578,0.11202346067144243,0.2561258898018172,0.12264150943396228,0.37701072386058976,14
2282,0.5,0.0851063829787234,0.6436542431920022,0.159530792060887,0.03506931433932707,0.2358490566037736,0.510053619302949,16
2285,0.625,0.017021276595744685,0.6260864765398018,0.14956011733714022,0.22555264140342954,0.05660377358490566,0.6048927613941019,17
2287,0.7083333333333334,0.06382978723404256,0.6186284623949998,0.1700879768140969,0.13563132258464214,0.05660377358490566,0.5730563002680964,17
2305,0.4583333333333333,0.05531914893617021,0.5907852095877391,0.13958944261339346,0.08520044955382466,0.2169811320754717,0.3725424485924933,23
2307,0.5416666666666666,0.06808510638297872,0.6002320275044881,0.14956011733714022,0.030573248398387712,0.2075471698113208,0.4814566577077748,16
2309,0.625,0.05106382978723405,0.6056459928861657,0.1319648094151237,0.25170475826325306,0.16037735849056606,0.5752904376675602,17
2310,0.6666666666666666,0.029787234042553193,0.6123305837838338,0.12668621703851876,0.22165605086133447,0.169811320754717,0.6178507593833779,17
2311,0.7083333333333334,0.042553191489361715,0.6218929127495265,0.14700079956527878,0.14240948261256392,0.14150943396226418,0.6094727432975869,17
2312,0.75,0.029787234042553193,0.6196228642809734,0.13548387099952702,0.0754589733784298,0.11320754716981132,0.5711572833109919,17
2330,0.5,0.05106382978723405,0.6487367412783551,0.1982404694893233,0.07785687524357124,0.2547169811320755,0.35936103666219843,23
2333,0.625,0.03404255319148936,0.6572444023003079,0.1917888563499798,0.18688647431135091,0.14150943396226418,0.559092940147453,17
2335,0.7083333333333334,0.01276595744680851,0.6901149088656793,0.2029325511326528,0.21153990249422092,0.17924528301886794,0.6360589812332439,17
2336,0.75,0.021276595744680854,0.6587912494575108,0.18005865083403136,0.16433121011435756,0.30188679245283023,0.6363941018766756,8
2353,0.4583333333333333,0.017021276595744685,0.6687905126454894,0.1853372432106363,0.17272386659739195,0.0660377358490566,0.344950848994638,23
2354,0.5,0.01276595744680851,0.6687905126454894,0.1853372432106363,0.1532409141566809,0.2735849056603773,0.3466264522117962,23
2381,0.625,0.05531914893617021,0.7323016557844142,0.16235670478882264,0.0482373377748311,0.169811320754717,0.4573279713806969,16
2382,0.6666666666666666,0.05106382978723405,0.7295042726810563,0.16539589446695505,0.039115773686172514,0.1320754716981132,0.5455764075067023,16
2404,0.5833333333333334,0.025531914893617023,0.7144225107437899,0.15366568895100666,0.19452978641094787,0.28301886792452835,0.31680071494638073,23
2406,0.6666666666666666,0.07659574468085106,0.7248637305465127,0.20058651031098804,0.032146871477716485,0.3207547169811321,0.4985478105227882,16
2407,0.7083333333333334,0.06382978723404256,0.7449175019136471,0.19765395875604785,0.2307231172355098,0.3867924528301887,0.6084673813672921,8
2408,0.75,0.06382978723404256,0.7419895405839689,0.1736070383985002,0.4022480328823467,0.3679245283018868,0.7128016085790884,8
2452,0.5833333333333334,0.029787234042553193,0.6711660287039383,0.06920821092532745,0.28984638435886245,0.3584905660377359,0.25044682754691683,26
2454,0.6666666666666666,0.059574468085106386,0.6721051855987348,0.14076246337613196,0.19527913070446398,0.3679245283018868,0.3255138516756032,7
2455,0.7083333333333334,0.08936170212765958,0.7255819094654044,0.13020527862292205,0.1204196327878235,0.1037735849056604,0.4606791778150133,1
2474,0.5,0.1021276595744681,0.6534877727323185,0.07800586488633568,0.1668040463818742,0.2735849056603773,0.5535075960455763,25
2500,0.5833333333333334,0.10638297872340426,0.638586810957156,0.04014929385106141,0.34931026246749985,0.30188679245283023,0.3490840035522789,26
2504,0.75,0.1276595744680851,0.6384060107950522,0.06627566007419955,0.11719745222679072,0.37735849056603776,0.3928731010053619,7
2569,0.4583333333333333,0.03404255319148936,0.6372458752614163,0.11085043990870393,0.5027351066623417,0.2358490566037736,0.7945710455764075,4
2576,0.75,0.03404255319148936,0.6673541548077062,0.0785923756196111,0.3517422254491541,0.17924528301886794,0.22017426273458446,14
2577,0.7916666666666666,0.0723404255319149,0.6386822337621341,0.06568914934092415,0.2368677406581532,0.2075471698113208,0.32808310991957107,14
2595,0.5416666666666666,0.042553191489361715,0.6018341189899337,0.12023460389917527,0.502360434470623,0.2075471698113208,0.7409517426273458,4
2596,0.5833333333333334,0.0723404255319149,0.6028285208759072,0.10909090911650228,0.35031847126449706,0.18867924528301888,0.6715817694369972,4
2597,0.625,0.06808510638297872,0.6081319976010999,0.13958944261339346,0.17032596473225048,0.2924528301886793,0.5504915102546917,17
2619,0.5416666666666666,0.021276595744680854,0.5881334712251425,0.09501466277888906,0.42450355928999656,0.28301886792452835,0.7295576407506701,4
2642,0.5,0.06382978723404256,0.5574727464076232,0.3812316718782949,0.22307980513591288,0.5,0.6096961575067024,5
2644,0.5833333333333334,0.042553191489361715,0.562886711789301,0.4404692080798755,0.3182465341891557,0.5283018867924528,0.7308981233243966,5
2649,0.7916666666666666,0.03404255319148936,0.5637354689345127,0.5225806452838899,0.3859327632881852,0.5566037735849058,0.38550044684986573,15
2862,0.6666666666666666,0.05106382978723405,0.10209192695995628,0.0785923756196111,0.33143499431255163,0.11320754716981132,0.531166219839142,20
2913,0.7916666666666666,0.017021276595744685,0.14766868006707967,0.14310850419779672,0.3165979767074517,0.16037735849056606,0.6577301159517425,20
3123,0.5416666666666666,0.06808510638297872,0.2590416912961233,0.09736070360055382,0.3656800298660661,0.5377358490566039,0.6615777975871312,11
3176,0.75,0.042553191489361715,0.3253903946892727,0.09736070360055382,0.2035219182928266,0.2641509433962264,0.4139779975871313,3
3199,0.7083333333333334,0.06808510638297872,0.2890947258512362,0.0674486801331258,0.16815286616415606,0.30188679245283023,0.5511382343163538,11
3201,0.7916666666666666,0.046808510638297884,0.26230111992112604,0.07390029327246928,0.2450355937542192,0.2358490566037736,0.40750670241286857,3
3220,0.5833333333333334,0.05106382978723405,0.28290733655948963,0.08035190641181275,0.23964031462509205,0.339622641509434,0.5941342332439677,11
3344,0.75,0.10638297872340426,0.3596972597553616,0.2527859240475745,0.3428250279696505,0.02830188679245283,0.5533958892091152,20
3578,0.625,0.029787234042553193,0.5284141130755495,0.10967741914596538,0.15533907823247886,0.169811320754717,0.5044682752680965,17
3647,0.5,0.03829787234042553,0.548025928490874,0.4533724343585626,0.2337204944994956,0.30188679245283023,0.24776586239946374,19
3651,0.6666666666666666,0.06808510638297872,0.6270256334345983,0.3806451611450194,0.08542525285087163,0.2358490566037736,0.41298033961126,19
3652,0.7083333333333334,0.059574468085106386,0.6052592812625988,0.322580645002365,0.1123267140941326,0.3584905660377359,0.523793565683646,21
3677,0.75,0.0723404255319149,0.6500626104596534,0.14369501493107212,0.1585612588834329,0.2075471698113208,0.5759606789544235,17
3696,0.5416666666666666,0.05531914893617021,0.5562021215545676,0.10439882676936044,0.2552266766136293,0.2169811320754717,0.24776586239946374,26
3698,0.625,0.021276595744680854,0.5423909844703572,0.100293255155494,0.2338703633941673,0.169811320754717,0.1813002680965148,12
3699,0.6666666666666666,0.08085106382978724,0.5494522422066745,0.09901359626956333,0.16415409236244413,0.18867924528301888,0.25212243076407503,12
3700,0.7083333333333334,0.08085106382978724,0.649012964245437,0.09261530254372204,0.037692019474539096,0.4622641509433963,0.3706434316353887,7
3724,0.7083333333333334,0.08085106382978724,0.619015174018567,0.15366568895100666,0.05500187334715567,0.30188679245283023,0.29557640750670233,7
3741,0.4166666666666667,0.021276595744680854,0.5604559520655439,0.03343108505183134,0.4866991380797103,0.2169811320754717,0.7617292225201071,4
3742,0.4583333333333333,0.059574468085106386,0.543661608660478,0.0498533722111093,0.4979393029320588,0.169811320754717,0.6952636280160857,4
3767,0.5,0.059574468085106386,0.5327784329059457,0.0281524926752264,0.3602098163345636,0.03773584905660378,0.6428731012064343,25
3768,0.5416666666666666,0.08936170212765958,0.5448217441941139,0.029325513437964933,0.182540277175162,0.16037735849056606,0.5260277032841822,25
3842,0.6666666666666666,0.0723404255319149,0.5473629939002251,0.0639296185487225,0.25530161101600457,0.3679245283018868,0.33646112600536193,7
3912,0.5833333333333334,0.03404255319148936,0.6279647909923292,0.21407624661913813,0.3480704382940273,0.18867924528301888,0.6091376226541554,17
3915,0.7083333333333334,0.046808510638297884,0.6168606365989573,0.2052785926581299,0.14432371667717736,0.17924528301886794,0.5236818587801608,17
4028,0.4166666666666667,0.06382978723404256,0.6107284916354536,0.08035190641181275,0.5092544022767037,0.16037735849056606,0.7677613941018766,4
4076,0.6666666666666666,0.021276595744680854,0.6622716560584185,0.14956011733714022,0.5146496814058309,0.12264150943396228,0.05864611260053618,18
4077,0.7083333333333334,0.05106382978723405,0.6537639956994004,0.16598240449641816,0.33008617453026984,0.02830188679245283,0.11695710455764075,18
4100,0.6666666666666666,0.05531914893617021,0.6578520918997799,0.21759530820354145,0.6189584112356243,0.4245283018867925,0.1333780160857909,13
4168,0.5,0.029787234042553193,0.6114466705543451,0.17536656919070184,0.4368677406275798,0.30188679245283023,0.6905719390080427,4
4172,0.6666666666666666,0.07659574468085106,0.5820565705898813,0.1771260999829035,0.1880104907965858,0.12264150943396228,0.515862377144772,17
4173,0.7083333333333334,0.05106382978723405,0.587842181743619,0.1929618771127184,0.2575905172723367,0.14150943396226418,0.41867739054959774,14
4174,0.75,0.05106382978723405,0.5984642017084456,0.1771260999829035,0.3617834394138924,0.11320754716981132,0.3294235924932976,14
