year,month,day,hour,wind_dir,current_dir,wind_speed,current_speed,wave_height,water_temp,tide_height,tide_variation,drowning,drowning_num
2016,6,25,0.833333333,0.810833333,0.570252525,0.311320755,0.047910351,0.301839509,0.261256495,0.350201072,0.242152466,0,0
2016,6,25,0.875,0.776388889,0.633425926,0.226415094,0.156463095,0.255718475,0.263185032,0.483914209,0.664424514,0,0
2016,6,25,0.916666667,0.821388889,0.580856481,0.235849057,0.33136006,0.224046921,0.261803919,0.609472743,0.550822123,0,0
2016,6,25,0.958333333,0.840277778,0.580578704,0.330188679,0.497115024,0.255131965,0.257550088,0.713695263,0.397608371,0,0
2016,6,25,1,0.893055556,0.547476852,0.235849057,0.416410641,0.255718475,0.257052888,0.751563896,0.277279522,0,0
2016,6,26,0.041666667,0.932222222,0.540347222,0.226415094,0.44615961,0.248093842,0.228104744,0.737078627,0.141255605,0,0
2016,6,26,0.083333333,0.921944444,0.501203704,0.150943396,0.283776695,0.240469209,0.216503388,0.674262735,0.226457399,0,0
2016,6,26,0.125,0.982777778,0.287152778,0.141509434,0.159010865,0.262170088,0.219818061,0.537086685,0.250373692,0,0
2016,6,26,0.166666667,0.9625,0.123356481,0.122641509,0.349269389,0.28797654,0.208216706,0.377457551,0.439461883,0,0
2016,6,26,0.208333333,0,0.0725,0,0.442487823,0.293841642,0.230425015,0.243967828,0.257847534,0,0
2016,6,26,0.25,0.360833333,0.055300926,0.179245283,0.470887973,0.309677419,0.225453005,0.171023235,0.180866966,0,0
2016,6,26,0.291666667,0.455,0.035671296,0.301886792,0.386286999,0.312609971,0.234789334,0.170352994,0.116591928,0,0
2016,6,26,0.333333333,0.485555556,0.093217593,0.273584906,0.280029974,0.310263929,0.244070419,0.23603664,0.313901345,0,0
2016,6,26,0.375,0.510277778,0.626018519,0.20754717,0.117647059,0.258064516,0.256997643,0.342828418,0.182361734,0,0
2016,6,26,0.416666667,0.556111111,0.667824074,0.273584906,0.086324466,0.215249267,0.265892015,0.466711349,0.26980568,0,0
2016,6,26,0.458333333,0.594166667,0.607314815,0.235849057,0.31022855,0.201759531,0.26340601,0.57126899,0.168161435,0,0
2016,6,26,0.5,0.626666667,0.57125,0.377358491,0.451704758,0.203519062,0.272797584,0.651027703,0.079970105,0,0
2016,6,26,0.541666667,0.611111111,0.535416667,0.433962264,0.41843387,0.188269795,0.261030495,0.68085344,0.092675635,0,0
2016,6,26,0.583333333,0.666111111,0.558472222,0.330188679,0.390783065,0.210557185,0.240148055,0.630473637,0.214499253,0,0
2016,6,26,0.625,0.626666667,0.506898148,0.367924528,0.275983514,0.228152493,0.236170448,0.538762288,0.23916293,0,0
2016,6,26,0.666666667,0.724444444,0.293148148,0.283018868,0.128437617,0.28914956,0.231529906,0.410299374,0.301943199,0,0
2016,6,26,0.708333333,0.712222222,0.139074074,0.235849057,0.319745223,0.301466275,0.266112994,0.292225201,0.232436472,0,0
2016,6,26,0.75,0.828055556,0.113888889,0.122641509,0.402547771,0.279178886,0.291359753,0.206322609,0.085201794,0,0
2016,6,26,0.791666667,0.779166667,0.110138889,0.141509434,0.34844511,0.270381232,0.289426193,0.192470956,0.065769806,0,0
2016,6,26,0.833333333,0.725833333,0.101990741,0.08490566,0.185537655,0.26803519,0.282023424,0.250446828,0.117339312,0,0
2016,6,26,0.875,0.961944444,0.45462963,0.113207547,0.064143874,0.241642229,0.277659104,0.348190349,0.134529148,0,0
2016,6,26,0.916666667,0.451666667,0.629467593,0.066037736,0.183739228,0.194134897,0.283128315,0.464477212,0.435724963,0,0
2016,6,26,0.958333333,0.351944444,0.580185185,0.179245283,0.330910453,0.182991202,0.287492634,0.563784629,0.19431988,0,0
2016,6,26,1,0.36,0.564606481,0.311320755,0.410041214,0.158357771,0.27456541,0.64399017,0.140508221,0,0
2016,6,27,0.041666667,0.473611111,0.548726852,0.20754717,0.374072686,0.173020528,0.26412419,0.668626115,0.183856502,0,0
