year,month,day,hour,wind_dir,current_dir,wind_speed,current_speed,wave_height,water_temp,tide_height,tide_variation,drifting,drifting_num
2016,6,18,0.958333333,0.133611111,0.170138889,0.226415094,0.190773667,0.165492958,0.186635945,0.453333333,0.317880795,0,0
2016,6,18,1,0.117222222,0.101527778,0.254716981,0.44113407,0.186619718,0.204081633,0.306666667,0.499632082,0,0
2016,6,19,0.041666667,0.090277778,0.075277778,0.254716981,0.491110043,0.204225352,0.173798552,0.18,0.246504783,0,0
2016,6,19,0.083333333,0.126944444,0.056111111,0.339622642,0.476213359,0.218309859,0.194535879,0.173333333,0.047093451,0,0
2016,6,19,0.125,0.146388889,0.047777778,0.29245283,0.41182124,0.200704225,0.188281764,0.21,0.154525386,0,0
2016,6,19,0.166666667,0.222222222,0.980138889,0.254716981,0.276790005,0.218309859,0.225148124,0.31,0.17071376,0,0
2016,6,19,0.208333333,0.028611111,0.929722222,0.264150943,0.125901009,0.204225352,0.225806452,0.426666667,0.571008094,0,0
2016,6,19,0.25,0.146111111,0.624166667,0.330188679,0.086977415,0.232394366,0.22317314,0.56,0.217807211,0,0
2016,6,19,0.291666667,0,0.564861111,0.028301887,0.200864969,0.257042254,0.23074391,0.62,0.114054452,0,0
2016,6,19,0.333333333,0.413611111,0.552222222,0.132075472,0.395002403,0.246478873,0.215273206,0.653333333,0.06254599,0,0
2016,6,19,0.375,0.474722222,0.522222222,0.047169811,0.412301778,0.214788732,0.203423305,0.62,0.174392936,0,0
2016,6,19,0.416666667,0.610277778,0.518611111,0.103773585,0.392599712,0.25,0.183673469,0.526666667,0.453274467,0,0
2016,6,19,0.458333333,0.618611111,0.374166667,0.20754717,0.110043248,0.246478873,0.184990125,0.41,0.376747609,0,0
2016,6,19,0.5,0.588333333,0.143333333,0.320754717,0.20855358,0.235915493,0.18038183,0.266666667,0.368653422,0,0
2016,6,19,0.541666667,0.654166667,0.075833333,0.433962264,0.362806343,0.211267606,0.218564845,0.166666667,0.128771155,0,0
2016,6,19,0.583333333,0.673333333,0.060416667,0.358490566,0.382988948,0.176056338,0.264976959,0.133333333,0.083149375,0,0
2016,6,19,0.625,0.618055556,0.083472222,0.264150943,0.291686689,0.158450704,0.279789335,0.153333333,0.211184695,0,0
2016,6,19,0.666666667,0.654722222,0.103333333,0.349056604,0.106679481,0.126760563,0.267939434,0.256666667,0.431935247,0,0
2016,6,19,0.708333333,0.6675,0.580555556,0.330188679,0.110043248,0.098591549,0.274193548,0.386666667,0.281824871,0,0
2016,6,19,0.75,0.984444444,0.577083333,0.198113208,0.308024988,0.088028169,0.28275181,0.536666667,0.231052244,0,0
2016,6,19,0.791666667,0.771666667,0.563611111,0.075471698,0.36905334,0.084507042,0.283410138,0.673333333,0.29874908,0,0
2016,6,19,0.833333333,0.6775,0.574166667,0.235849057,0.490629505,0.070422535,0.262343647,0.743333333,0.080206034,1,1
2016,6,19,0.875,0.803888889,0.535277778,0.169811321,0.444017299,0.073943662,0.271231073,0.746666667,0.08388521,0,0
2016,6,19,0.916666667,0.690555556,0.514583333,0.075471698,0.339740509,0.080985915,0.217577354,0.686666667,0.279617366,0,0
2016,6,19,0.958333333,0.075833333,0.363194444,0.113207547,0.182123979,0.091549296,0.199473338,0.54,0.314201619,0,0
2016,6,19,1,0.564166667,0.1275,0.066037736,0.330129745,0.102112676,0.225148124,0.366666667,0.481236203,0,0
2016,6,20,0.041666667,0,0.07625,0.018867925,0.547813551,0.105633803,0.210664911,0.2,0.214128035,0,0
2016,6,20,0.083333333,0.5775,0.053472222,0.08490566,0.580970687,0.126760563,0.203752469,0.1,0.10522443,0,0
2016,6,20,0.125,0.559444444,0.04875,0.047169811,0.507448342,0.112676056,0.21724819,0.1,0.113318617,0,0
2016,6,20,0.166666667,0.5725,0.03625,0.169811321,0.332051898,0.11971831,0.196840026,0.193333333,0.276674025,0,0
2016,6,20,0.208333333,0.321666667,0.9425,0.150943396,0.113407016,0.126760563,0.201448321,0.326666667,0.593818985,0,0
2016,6,20,0.25,0.37,0.7375,0.103773585,0.122056704,0.112676056,0.218564845,0.513333333,0.408388521,0,0
2016,6,20,0.291666667,0.3575,0.616527778,0.113207547,0.21912542,0.095070423,0.223831468,0.626666667,0.247240618,0,0
2016,6,20,0.333333333,0.468888889,0.584861111,0.122641509,0.450744834,0.088028169,0.227123107,0.693333333,0.103016924,0,0
2016,6,20,0.375,0.590277778,0.548055556,0.08490566,0.496395963,0.112676056,0.224160632,0.693333333,0.058130979,0,0
2016,6,20,0.416666667,0.576388889,0.540555556,0.254716981,0.427679,0.098591549,0.202435813,0.626666667,0.274466519,0,0
2016,6,20,0.458333333,0.033888889,0.502638889,0.066037736,0.311869294,0.080985915,0.196840026,0.49,0.421633554,0,0
2016,6,20,0.5,0.007222222,0.263888889,0.103773585,0.151369534,0.084507042,0.201448321,0.35,0.247976453,0,0
2016,6,20,0.541666667,0.628333333,0.111527778,0.20754717,0.302739068,0.070422535,0.200131666,0.22,0.289919058,0,0
2016,6,20,0.583333333,0.605555556,0.064861111,0.150943396,0.43056223,0.070422535,0.218235681,0.146666667,0.100809419,0,0
2016,6,20,0.625,0.736944444,0.045,0.141509434,0.397885632,0.070422535,0.221856485,0.113333333,0.288447388,0,0
2016,6,20,0.666666667,0.0325,0.488611111,0.094339623,0.275828928,0.056338028,0.220868993,0.203333333,0.242089772,0,0
2016,6,20,0.708333333,0.939166667,0.901111111,0.122641509,0.120615089,0.056338028,0.273206057,0.333333333,0.611479029,0,0
2016,6,20,0.75,0.8225,0.706527778,0.056603774,0.131667468,0.049295775,0.292626728,0.506666667,0.420161884,0,0
2016,6,20,0.791666667,0.567777778,0.6125,0.169811321,0.224891879,0.126760563,0.277814352,0.686666667,0.445916115,0,0
2016,6,20,0.833333333,0.580833333,0.566111111,0.264150943,0.428159539,0.10915493,0.253127057,0.8,0.17218543,0,0
2016,6,20,0.875,0.646666667,0.539027778,0.311320755,0.454108602,0.102112676,0.23238973,0.853333333,0.206033848,0,0
2016,6,20,0.916666667,0.968611111,0.530694444,0.226415094,0.458913984,0.098591549,0.204739961,0.813333333,0.217807211,0,0
2016,6,20,0.958333333,0.951111111,0.470555556,0.320754717,0.284959154,0.105633803,0.2080316,0.676666667,0.272259014,0,0
2016,6,20,1,0.026111111,0.215138889,0.29245283,0.204228736,0.098591549,0.205727452,0.516666667,0.317880795,0,0
2016,6,21,0.041666667,0.021111111,0.102638889,0.254716981,0.47861605,0.084507042,0.228439763,0.326666667,0.385577631,0,0
2016,6,21,0.083333333,0.073333333,0.062083333,0.132075472,0.591542528,0.059859155,0.220539829,0.186666667,0.368653422,0,0
2016,6,21,0.125,0.03,0.051388889,0.188679245,0.544449784,0.056338028,0.231402238,0.12,0.273730684,0,0
2016,6,21,0.166666667,0.106944444,0.021944444,0.198113208,0.409418549,0.049295775,0.208360764,0.173333333,0.172921266,0,0
2016,6,21,0.208333333,0.160555556,0.954166667,0.132075472,0.254685247,0.056338028,0.209348255,0.263333333,0.334805004,0,0
2016,6,21,0.25,0.944722222,0.774583333,0.066037736,0.120615089,0.102112676,0.210664911,0.446666667,0.515820456,0,0
2016,6,21,0.291666667,0,0.66,0.028301887,0.245555022,0.098591549,0.21724819,0.613333333,0.217807211,0,0
2016,6,21,0.333333333,0.006111111,0.593611111,0.150943396,0.378664104,0.116197183,0.225477288,0.706666667,0.479764533,0,0
2016,6,21,0.375,0,0.567222222,0.037735849,0.564632388,0.105633803,0.228439763,0.746666667,0.167034584,0,0
2016,6,21,0.416666667,0.682777778,0.543333333,0.150943396,0.48918789,0.077464789,0.218235681,0.72,0.090507726,0,0
2016,6,21,0.458333333,0.760277778,0.526944444,0.160377358,0.416626622,0.098591549,0.215273206,0.646666667,0.305371597,0,0
2016,6,21,0.5,0.833055556,0.484305556,0.188679245,0.23786641,0.112676056,0.22481896,0.463333333,0.506990434,0,0
2016,6,21,0.541666667,0.965277778,0.198055556,0.150943396,0.175396444,0.095070423,0.219223173,0.313333333,0.232523915,0,0
2016,6,21,0.583333333,0.840277778,0.117361111,0.20754717,0.390677559,0.105633803,0.262672811,0.193333333,0.151582046,0,0
2016,6,21,0.625,0.907777778,0.082083333,0.08490566,0.387313791,0.098591549,0.263001975,0.126666667,0.122148639,0,0
2016,6,21,0.666666667,0.782222222,0.061666667,0.103773585,0.267659779,0.105633803,0.269914417,0.14,0.181015453,0,0
2016,6,21,0.708333333,0.641111111,0.036944444,0.245283019,0.157616531,0.077464789,0.267281106,0.26,0.231052244,0,0
2016,6,21,0.75,0.627777778,0.688055556,0.198113208,0.148005766,0.098591549,0.2919684,0.406666667,0.328182487,0,0
2016,6,21,0.791666667,0.643611111,0.577222222,0.056603774,0.38779433,0.084507042,0.295260039,0.56,0.29727741,1,1
2016,6,21,0.833333333,0,0.559722222,0.037735849,0.512734262,0.091549296,0.262672811,0.713333333,0.192788815,0,0
2016,6,21,0.875,0.084166667,0.56,0.08490566,0.503123498,0.077464789,0.248847926,0.806666667,0.42384106,0,0
2016,6,21,0.916666667,0,0.546388889,0.009433962,0.511292648,0.080985915,0.216919026,0.82,0.157468727,0,0
2016,6,21,0.958333333,0.1625,0.52,0.150943396,0.401249399,0.084507042,0.215273206,0.76,0.211184695,0,0
2016,6,21,1,0.456944444,0.375555556,0.150943396,0.218644882,0.098591549,0.216589862,0.606666667,0.818984547,0,0
2016,6,22,0.041666667,0.534166667,0.138333333,0.132075472,0.333012975,0.098591549,0.21395655,0.41,0.345106696,0,0
2016,6,22,0.083333333,0.150833333,0.070694444,0.160377358,0.521864488,0.098591549,0.207373272,0.256666667,0.23325975,0,0
2016,6,22,0.125,0.271666667,0.055833333,0.160377358,0.619894282,0.084507042,0.214944042,0.14,0.134657837,0,0
2016,6,22,0.166666667,0.142222222,0.032638889,0.216981132,0.509851033,0.095070423,0.21560237,0.12,0.117733628,0,0
2016,6,22,0.208333333,0.085555556,0.014583333,0.216981132,0.341182124,0.098591549,0.228439763,0.183333333,0.281089036,0,0
2016,6,22,0.25,0.161666667,0.973333333,0.179245283,0.174435368,0.102112676,0.233706386,0.323333333,0.568064753,0,0
2016,6,22,0.291666667,0.121944444,0.702638889,0.264150943,0.074002883,0.080985915,0.236998025,0.506666667,0.472406181,0,0
2016,6,22,0.333333333,0.093888889,0.615555556,0.169811321,0.292647765,0.070422535,0.235352205,0.633333333,0.720382634,0,0
2016,6,22,0.375,0.5025,0.585416667,0.066037736,0.505526189,0.063380282,0.235023041,0.706666667,0.15084621,0,0
2016,6,22,0.416666667,0.968055556,0.532638889,0.141509434,0.520422874,0.059859155,0.236339697,0.733333333,0.135393672,0,0
2016,6,22,0.458333333,0.945555556,0.561388889,0.226415094,0.512253724,0.063380282,0.207702436,0.673333333,0.378955114,0,0
2016,6,22,0.5,0.713888889,0.52,0.122641509,0.393560788,0.070422535,0.216260698,0.533333333,0.281824871,0,0
2016,6,22,0.541666667,0.714444444,0.349305556,0.226415094,0.188370975,0.063380282,0.214614878,0.406666667,0.367181751,0,0
2016,6,22,0.583333333,0.831666667,0.136805556,0.216981132,0.32340221,0.070422535,0.203423305,0.276666667,0.413539367,0,0
2016,6,22,0.625,0.794166667,0.094722222,0.235849057,0.415665545,0.084507042,0.286372614,0.15,0.490066225,0,0
2016,6,22,0.666666667,0.846944444,0.082777778,0.377358491,0.397405094,0.098591549,0.272876893,0.153333333,0.184694628,0,0
2016,6,22,0.708333333,0.993333333,0.073472222,0.320754717,0.24603556,0.098591549,0.257077024,0.206666667,0.235467255,0,0
2016,6,22,0.75,0.001944444,0.074583333,0.339622642,0.083613647,0.091549296,0.278472679,0.32,0.346578366,0,0
2016,6,22,0.791666667,0.148333333,0.603333333,0.141509434,0.213358962,0.077464789,0.270572745,0.453333333,0.212656365,0,0
2016,6,22,0.833333333,0.042222222,0.562222222,0.188679245,0.447381067,0.052816901,0.276497696,0.626666667,0.666666667,0,0
2016,6,22,0.875,0.116111111,0.5625,0.179245283,0.610764056,0.063380282,0.248847926,0.736666667,0.203090508,0,0
2016,6,22,0.916666667,0.162222222,0.544166667,0.150943396,0.528592023,0.080985915,0.24160632,0.82,0.210448859,0,0
2016,6,22,0.958333333,0.0725,0.539444444,0.113207547,0.514656415,0.070422535,0.211981567,0.806666667,0.073583517,0,0
2016,6,22,1,0,0.483333333,0,0.337337818,0.056338028,0.216260698,0.71,0.343635026,0,0
2016,6,23,0.041666667,0.201944444,0.273055556,0.08490566,0.164824604,0.063380282,0.219223173,0.54,0.240618102,0,0
2016,6,23,0.083333333,0.258333333,0.104861111,0.08490566,0.434887074,0.070422535,0.210994075,0.353333333,0.621780721,0,0
2016,6,23,0.125,0.486666667,0.06125,0.169811321,0.550216242,0.070422535,0.204410797,0.2,0.342899191,0,0
2016,6,23,0.166666667,0.055277778,0.050416667,0.113207547,0.592984142,0.066901408,0.21395655,0.12,0.10522443,0,0
2016,6,23,0.208333333,0.211666667,0.026388889,0.122641509,0.431523306,0.066901408,0.220868993,0.126666667,0.260485651,0,0
2016,6,23,0.25,0.13,0.014722222,0.188679245,0.2993753,0.063380282,0.234693878,0.22,0.191317145,0,0
2016,6,23,0.291666667,0.389166667,0.959305556,0.103773585,0.092263335,0.059859155,0.242922976,0.346666667,0.293598234,0,0
2016,6,23,0.333333333,0.482222222,0.685555556,0.245283019,0.139356079,0.066901408,0.244239631,0.5,0.426048565,0,0
2016,6,23,0.375,0.472777778,0.605,0.273584906,0.338298895,0.070422535,0.24160632,0.606666667,0.396615158,0,0
2016,6,23,0.416666667,0.510555556,0.576111111,0.273584906,0.536761173,0.056338028,0.238314681,0.706666667,0.12803532,0,0
2016,6,23,0.458333333,0.566111111,0.54125,0.424528302,0.55069678,0.056338028,0.228768927,0.686666667,0.1066961,0,0
2016,6,23,0.5,0.619722222,0.540972222,0.405660377,0.476693897,0.059859155,0.209348255,0.62,0.197939662,0,0
2016,6,23,0.541666667,0.656388889,0.514166667,0.188679245,0.284478616,0.063380282,0.223831468,0.513333333,0.411331862,0,0
2016,6,23,0.583333333,0.594166667,0.236111111,0.622641509,0.162902451,0.102112676,0.216589862,0.313333333,0.649742458,0,0
2016,6,23,0.625,0.618333333,0.116388889,0.481132075,0.383950024,0.126760563,0.214614878,0.196666667,0.333333333,0,0
2016,6,23,0.666666667,0.585833333,0.079027778,0.264150943,0.472849592,0.123239437,0.281764319,0.126666667,0.196467991,0,0
2016,6,23,0.708333333,0.660833333,0.092222222,0.160377358,0.448822681,0.137323944,0.299539171,0.123333333,0.237674761,0,0
2016,6,23,0.75,0.939444444,0.09375,0.264150943,0.217683806,0.147887324,0.26596445,0.2,0.16924209,0,0
2016,6,23,0.791666667,0.012222222,0.514305556,0.273584906,0.054300817,0.133802817,0.255760369,0.333333333,0.394407653,0,0
2016,6,23,0.833333333,0.081944444,0.59,0.198113208,0.268620855,0.098591549,0.264976959,0.506666667,0.417218543,0,0
2016,6,23,0.875,0.015277778,0.573611111,0.29245283,0.473810668,0.091549296,0.275510204,0.64,0.650478293,0,0
2016,6,23,0.916666667,0.001666667,0.560138889,0.20754717,0.514175877,0.098591549,0.261356155,0.773333333,0.515820456,0,0
2016,6,23,0.958333333,0.997222222,0.545972222,0.056603774,0.503604037,0.091549296,0.242264648,0.8,0.203090508,0,0
2016,6,23,1,0.0775,0.53625,0.08490566,0.434406535,0.070422535,0.22317314,0.753333333,0.21486387,0,0
2016,6,24,0.041666667,0,0.408194444,0.037735849,0.243152331,0.070422535,0.223831468,0.66,0.628403238,0,0
2016,6,24,0.083333333,0.105277778,0.180694444,0.122641509,0.265257088,0.091549296,0.222843976,0.466666667,0.612214864,0,0
2016,6,24,0.125,0.144166667,0.095416667,0.264150943,0.547333013,0.084507042,0.216589862,0.286666667,0.398086829,0,0
2016,6,24,0.166666667,0.218888889,0.06,0.08490566,0.622777511,0.088028169,0.227781435,0.153333333,0.501103753,0,0
2016,6,24,0.208333333,0.071666667,0.048611111,0.113207547,0.551657857,0.084507042,0.228110599,0.12,0.265636497,0,0
2016,6,24,0.25,0.197222222,0.020555556,0.179245283,0.36088419,0.080985915,0.23074391,0.173333333,0.276674025,0,0
2016,6,24,0.291666667,0.134166667,0.977361111,0.198113208,0.232099952,0.084507042,0.24160632,0.3,0.314937454,0,0
2016,6,24,0.333333333,0.064722222,0.795,0.301886792,0.103315714,0.098591549,0.247531271,0.466666667,0.450331126,0,0
2016,6,24,0.375,0.063611111,0.625833333,0.301886792,0.30225853,0.154929577,0.244897959,0.613333333,0.514348786,0,0
2016,6,24,0.416666667,0.074722222,0.593888889,0.330188679,0.55886593,0.070422535,0.240289664,0.723333333,0.249448124,0,0
2016,6,24,0.458333333,0.061111111,0.550833333,0.330188679,0.583373378,0.059859155,0.244897959,0.766666667,0.228844739,0,0
2016,6,24,0.5,0.046111111,0.553194444,0.556603774,0.559346468,0.091549296,0.220210665,0.74,0.348785872,0,0
2016,6,24,0.541666667,0.024166667,0.533333333,0.735849057,0.470927439,0.147887324,0.210335747,0.626666667,0.509933775,0,0
2016,6,24,0.583333333,0.065555556,0.419027778,0.377358491,0.247477174,0.126760563,0.220539829,0.49,0.40544518,0,0
2016,6,24,0.625,0.997777778,0.165555556,0.41509434,0.29408938,0.095070423,0.219552337,0.32,0.386313466,0,0
2016,6,24,0.666666667,0.001388889,0.087916667,0.41509434,0.376741951,0.11971831,0.223831468,0.2,0.524650478,0,0
2016,6,24,0.708333333,0.861111111,0.100277778,0.518867925,0.329168669,0.176056338,0.243581303,0.17,0.228108904,0,0
2016,6,24,0.75,0.843888889,0.102222222,0.566037736,0.24074964,0.246478873,0.244897959,0.183333333,0.220750552,0,0
2016,6,24,0.791666667,0.928055556,0.077222222,0.433962264,0.061989428,0.25,0.233706386,0.293333333,0.378955114,0,0
2016,6,24,0.833333333,0.906944444,0.627222222,0.245283019,0.094666026,0.169014085,0.235681369,0.453333333,0.517292127,0,0
2016,6,24,0.875,0.979444444,0.573055556,0.245283019,0.414704469,0.147887324,0.236010533,0.593333333,0.383370125,0,0
2016,6,24,0.916666667,0.978611111,0.578333333,0.169811321,0.555021624,0.161971831,0.227781435,0.703333333,0.218543046,0,0
2016,6,24,0.958333333,0.959722222,0.539027778,0.433962264,0.578087458,0.218309859,0.236668861,0.8,0.308314937,0,0
2016,6,24,1,0.996111111,0.543194444,0.29245283,0.52666987,0.207746479,0.214285714,0.796666667,0.118469463,0,0
2016,6,25,0.041666667,0.006944444,0.505,0.396226415,0.375780875,0.161971831,0.218564845,0.74,0.718175129,0,0
2016,6,25,0.083333333,0.9475,0.367222222,0.094339623,0.154252763,0.172535211,0.221198157,0.606666667,0.571008094,0,0
2016,6,25,0.125,0.001666667,0.135,0.094339623,0.345506968,0.154929577,0.21395655,0.423333333,0.497424577,0,0
2016,6,25,0.166666667,0.693888889,0.080694444,0.132075472,0.505526189,0.200704225,0.204410797,0.246666667,0.398822664,0,0
2016,6,25,0.208333333,0,0.067222222,0.028301887,0.558385392,0.302816901,0.210006583,0.16,0.322295806,0,0
2016,6,25,0.25,0.9525,0.041666667,0.358490566,0.448822681,0.281690141,0.212969059,0.153333333,0.337012509,0,0
2016,6,25,0.291666667,0.0575,0.0225,0.216981132,0.330610284,0.26056338,0.225148124,0.213333333,0.189845475,0,0
2016,6,25,0.333333333,0.986666667,0.975972222,0.132075472,0.139836617,0.246478873,0.234364714,0.32,1,0,0
2016,6,25,0.375,0.719166667,0.656527778,0.311320755,0.084574724,0.232394366,0.235023041,0.476666667,0.348785872,0,0
2016,6,25,0.416666667,0.686944444,0.617638889,0.29245283,0.337818357,0.204225352,0.230414747,0.586666667,0.268579838,0,0
2016,6,25,0.458333333,0.797222222,0.5775,0.283018868,0.548294089,0.242957746,0.2399605,0.66,0.410596026,0,0
2016,6,25,0.5,0.734444444,0.548472222,0.386792453,0.485343585,0.242957746,0.252797893,0.73,0.183958793,0,0
2016,6,25,0.541666667,0.698888889,0.548472222,0.481132075,0.524747717,0.23943662,0.222843976,0.68,0.203090508,0,0
2016,6,25,0.583333333,0.696388889,0.506805556,0.471698113,0.414704469,0.23943662,0.228768927,0.573333333,0.144223694,0,0
2016,6,25,0.625,0.662222222,0.336388889,0.490566038,0.197501201,0.281690141,0.228439763,0.446666667,0.453274467,0,0
2016,6,25,0.666666667,0.679444444,0.174444444,0.5,0.346468044,0.295774648,0.255431205,0.306666667,0.50919794,0,0
2016,6,25,0.708333333,0.701388889,0.117361111,0.41509434,0.437770303,0.309859155,0.273206057,0.223333333,0.34142752,0,0
2016,6,25,0.75,0.734722222,0.100972222,0.41509434,0.387313791,0.334507042,0.274851876,0.19,0.212656365,0,0
2016,6,25,0.791666667,0.8075,0.088888889,0.396226415,0.189332052,0.341549296,0.256089533,0.243333333,0.483443709,0,0
2016,6,25,0.833333333,0.810833333,0.752777778,0.311320755,0.048534358,0.295774648,0.259381172,0.353333333,0.253863135,0,0
2016,6,25,0.875,0.776388889,0.629583333,0.226415094,0.181162902,0.242957746,0.261356155,0.473333333,0.669610007,0,0
2016,6,25,0.916666667,0.821388889,0.579166667,0.235849057,0.372897645,0.214788732,0.261685319,0.6,0.557763061,0,0
2016,6,25,0.958333333,0.840277778,0.581111111,0.330188679,0.546852475,0.242957746,0.257077024,0.716666667,0.406916851,0,0
2016,6,25,1,0.893055556,0.550416667,0.235849057,0.443056223,0.246478873,0.255760369,0.74,0.288447388,0,0
2016,6,26,0.041666667,0.932222222,0.54375,0.226415094,0.492551658,0.23943662,0.218894009,0.733333333,0.154525386,0,0
2016,6,26,0.083333333,0.921944444,0.500416667,0.150943396,0.296972609,0.225352113,0.21395655,0.663333333,0.238410596,0,0
2016,6,26,0.125,0.982777778,0.279444444,0.141509434,0.172032677,0.246478873,0.218564845,0.523333333,0.261957322,0,0
2016,6,26,0.166666667,0.9625,0.127638889,0.122641509,0.398846708,0.281690141,0.205069124,0.366666667,0.44812362,0,0
2016,6,26,0.208333333,0,0.071944444,0,0.474771744,0.288732394,0.229756419,0.24,0.269315673,0,0
2016,6,26,0.25,0.360833333,0.055277778,0.179245283,0.506967804,0.302816901,0.225148124,0.166666667,0.19352465,0,0
2016,6,26,0.291666667,0.455,0.038055556,0.301886792,0.414704469,0.299295775,0.233706386,0.166666667,0.130242826,0,0
2016,6,26,0.333333333,0.485555556,0.011111111,0.273584906,0.305622297,0.295774648,0.242264648,0.233333333,0.324503311,0,0
2016,6,26,0.375,0.510277778,0.896805556,0.20754717,0.133109082,0.23943662,0.255102041,0.34,0.194996321,0,0
2016,6,26,0.416666667,0.556111111,0.640416667,0.273584906,0.099471408,0.204225352,0.264976959,0.46,0.281089036,0,0
2016,6,26,0.458333333,0.594166667,0.607638889,0.235849057,0.372417107,0.183098592,0.259381172,0.58,0.181015453,0,0
2016,6,26,0.5,0.626666667,0.572222222,0.377358491,0.486304661,0.193661972,0.268268598,0.65,0.094186902,0,0
2016,6,26,0.541666667,0.611111111,0.532361111,0.433962264,0.443536761,0.179577465,0.255431205,0.673333333,0.1066961,0,0
2016,6,26,0.583333333,0.666111111,0.549861111,0.330188679,0.423354157,0.204225352,0.244897959,0.626666667,0.226637233,0,0
2016,6,26,0.625,0.626666667,0.516666667,0.367924528,0.296492071,0.214788732,0.234364714,0.536666667,0.250919794,0,0
2016,6,26,0.666666667,0.724444444,0.279444444,0.283018868,0.139356079,0.274647887,0.230414747,0.42,0.312729948,0,0
2016,6,26,0.708333333,0.712222222,0.138333333,0.235849057,0.351273426,0.295774648,0.296247531,0.283333333,0.244297277,0,0
2016,6,26,0.75,0.828055556,0.112777778,0.122641509,0.437770303,0.274647887,0.289993417,0.203333333,0.099337748,0,0
2016,6,26,0.791666667,0.779166667,0.108888889,0.141509434,0.378664104,0.257042254,0.286701777,0.193333333,0.080206034,0,0
2016,6,26,0.833333333,0.725833333,0.102777778,0.08490566,0.203748198,0.257042254,0.280447663,0.253333333,0.130978661,0,0
2016,6,26,0.875,0.961944444,0.397916667,0.113207547,0.084094185,0.232394366,0.273864384,0.34,0.14790287,0,0
2016,6,26,0.916666667,0.451666667,0.625416667,0.066037736,0.204228736,0.183098592,0.281435155,0.453333333,0.444444444,0,0
2016,6,26,0.958333333,0.351944444,0.583333333,0.179245283,0.367131187,0.179577465,0.286372614,0.566666667,0.206769684,0,0
2016,6,26,1,0.36,0.564027778,0.311320755,0.44930322,0.147887324,0.270901909,0.633333333,0.153789551,0,0
2016,6,27,0.041666667,0.473611111,0.547638889,0.20754717,0.387313791,0.165492958,0.261685319,0.666666667,0.196467991,0,0
2016,6,27,0.083333333,0.423888889,0.518611111,0.20754717,0.349831812,0.144366197,0.255102041,0.64,0.093451067,0,0
2016,6,27,0.125,0.4975,0.511805556,0.103773585,0.215761653,0.147887324,0.23074391,0.566666667,0.128771155,0,0
2016,6,27,0.166666667,0.280555556,0.224583333,0.094339623,0.134070159,0.154929577,0.221856485,0.453333333,0.399558499,0,0
