,hour,dif_tide_height,current_dir,water_temp,current_speed,wind_speed,wind_dir,cluster
559,0.5416666666666666,0.042553191489361715,0.08608796297222222,0.4289739244781894,0.328962158045035,0.28301886792452835,0.7105555555555556,26
560,0.5833333333333334,0.025531914893617023,0.04826388888888889,0.4504640543460414,0.2780816784201236,0.2075471698113208,0.74,26
561,0.625,0.046808510638297884,0.13131944444444446,0.4854890983310223,0.16230798044093486,0.19811320754716985,0.7780555555555556,26
562,0.6666666666666666,0.07659574468085106,0.3219444444444445,0.4842184741409013,0.0787560884317591,0.16037735849056606,0.7930555555555555,3
585,0.625,0.046808510638297884,0.03893518519444445,0.4706283150325956,0.274934432261466,0.28301886792452835,0.6969444444444445,26
610,0.6666666666666666,0.05531914893617021,0.044583333333333336,0.5345462580390534,0.2917946795399887,0.2358490566037736,0.7274999999999999,26
611,0.7083333333333334,0.0851063829787234,0.2817129630555556,0.5380819096311379,0.15968527536866775,0.169811320754717,0.8122222222222222,3
612,0.75,0.08936170212765958,0.6781481480555556,0.5700685036299558,0.06878980889637235,0.11320754716981132,0.065,8
635,0.7083333333333334,0.07659574468085106,0.20477272727777776,0.5275151339945539,0.2866923259409338,0.1320754716981132,0.6775,26
653,0.4583333333333333,0.03829787234042553,0.5623379630555555,0.4482542725981893,0.4884975644560861,0.2358490566037736,0.4908333333333333,7
657,0.625,0.07659574468085106,0.09992424241666667,0.4756254350988879,0.4365339417217237,0.4150943396226416,0.6344444444444445,9
658,0.6666666666666666,0.017021276595744685,0.07835648147222221,0.5448217441941139,0.4637692017809195,0.5660377358490567,0.6569444444444444,17
659,0.7083333333333334,0.05106382978723405,0.12300925925,0.5679692105385887,0.3826901460392605,0.30188679245283023,0.6533333333333333,9
660,0.75,0.09361702127659577,0.17819444444444446,0.5573070127599609,0.15339078305135265,0.14150943396226418,0.5569444444444445,28
680,0.625,0.08936170212765958,0.14093434344444444,0.4511571226285085,0.3491467692341286,0.33018867924528306,0.525,9
681,0.6666666666666666,0.05106382978723405,0.0875,0.503885533221534,0.4668415135372019,0.3962264150943397,0.5513888888888889,17
682,0.7083333333333334,0.004255319148936171,0.09745370369444444,0.5591853272124887,0.468040464424812,0.3584905660377359,0.4994444444444445,17
683,0.75,0.0723404255319149,0.13636574075000002,0.5651517385283302,0.2472836267246889,0.24528301886792456,0.5244444444444445,28
701,0.5,0.025531914893617023,0.5459027777777778,0.503940778212711,0.4328212812807344,0.4433962264150944,0.5180555555555556,7
704,0.625,0.09787234042553193,0.22133838383333326,0.474118765755486,0.2625770631831538,0.3679245283018868,0.5336111111111111,9
705,0.6666666666666666,0.07659574468085106,0.12472222222222222,0.5015652621542621,0.4217309852331365,0.3867924528301887,0.5433333333333333,9
706,0.7083333333333334,0.029787234042553193,0.0901388888888889,0.5476502653351947,0.5110378417366359,0.2924528301886793,0.5388888888888889,17
725,0.5,0.025531914893617023,0.551875,0.5392420451647741,0.4221805918272303,0.28301886792452835,0.5449999999999999,7
729,0.6666666666666666,0.0851063829787234,0.17300925925000002,0.5030568649832226,0.28160359677049984,0.3113207547169811,0.5697222222222222,9
733,0.8333333333333334,0.059574468085106386,0.12156565655555555,0.5383631543277443,0.1850812356757041,0.17924528301886794,0.5494444444444445,28
774,0.5833333333333334,0.017021276595744685,0.5656944444444445,0.5685216558098181,0.19408017981685394,0.5283018867924528,0.5325,1
775,0.625,0.017021276595744685,0.5142592591666667,0.5503461995581458,0.2139378043593624,0.6698113207547169,0.5527777777777778,27
776,0.6666666666666666,0.05106382978723405,0.4652314813888889,0.5434958750128156,0.15766204569524506,0.6886792452830189,0.5533333333333333,27
777,0.7083333333333334,0.046808510638297884,0.2746527777777778,0.5534298497505687,0.1637317347155132,0.6509433962264152,0.5566666666666666,27
779,0.7916666666666666,0.03404255319148936,0.11150462963888888,0.5576937243835279,0.39932559002073614,0.5188679245283019,0.6447222222222222,17
796,0.5,0.05106382978723405,0.5142824075,0.5810621687039077,0.11412514047050835,0.5660377358490567,0.6441666666666667,1
801,0.7083333333333334,0.042553191489361715,0.4797685186111111,0.5915586328348732,0.1839640314497404,0.2641509433962264,0.6105555555555556,33
822,0.5833333333333334,0.06382978723404256,0.471643518611111,0.6094578667823979,0.10168602473054987,0.4528301886792453,0.5155555555555555,1
823,0.625,0.03829787234042553,0.5399305555555556,0.6097893340777225,0.1706257024316727,0.5188679245283019,0.5102777777777777,1
824,0.6666666666666666,0.03829787234042553,0.5603935186111111,0.61133618189786,0.237991757143388,0.4622641509433963,0.5197222222222222,1
825,0.7083333333333334,0.021276595744680854,0.5439583333333333,0.6237662054725301,0.15301611085963393,0.14150943396226418,0.5291666666666667,18
826,0.75,0.029787234042553193,0.4540046297222222,0.6217221567094056,0.1282877481844674,0.4245283018867925,0.5533333333333333,1
843,0.4583333333333333,0.01276595744680851,0.11067129630555557,0.601778874661691,0.2867740726025801,0.4056603773584906,0.5591666666666667,2
846,0.5833333333333334,0.05106382978723405,0.4793518519444444,0.6519961699033578,0.07560884227310155,0.3962264150943397,0.5733333333333334,1
847,0.625,0.0723404255319149,0.5647222222222222,0.6452010903492051,0.17452229297376767,0.4905660377358491,0.6097222222222223,1
848,0.6666666666666666,0.06808510638297872,0.5641435186111111,0.6452010903492051,0.26908954653824485,0.3584905660377359,0.6422222222222221,33
849,0.7083333333333334,0.05531914893617021,0.5668287036111112,0.6562500004143343,0.3208692393513441,0.19811320754716985,0.6308333333333334,18
850,0.75,0.021276595744680854,0.5571064813888891,0.6555870658236853,0.3292618957444572,0.19811320754716985,0.6813888888888889,18
851,0.7916666666666666,0.017021276595744685,0.5191435186111111,0.6259759872203821,0.23626826516938745,0.169811320754717,0.6652777777777777,18
867,0.4583333333333333,0.0723404255319149,0.14240740741666666,0.6295668831407093,0.2803297113905933,0.15094339622641512,0.6733333333333333,2
872,0.6666666666666666,0.08085106382978724,0.3187268519444445,0.7495580440481906,0.03499437990997546,0.17924528301886794,0.7899999999999999,3
873,0.7083333333333334,0.0851063829787234,0.5442824075,0.7434258990846867,0.2130385911711745,0.2169811320754717,0.8002777777777779,15
874,0.75,0.05106382978723405,0.5528472222222223,0.7051414264747031,0.3881603595707629,0.4433962264150944,0.8283333333333333,21
892,0.5,0.0723404255319149,0.12518518519444444,0.6138221866127942,0.30228550009882105,0.16037735849056606,0.9969444444444444,31
894,0.5833333333333334,0.021276595744680854,0.06673611111111111,0.6344284032511576,0.2728362681856681,0.1037735849056604,0.7563888888888889,16
895,0.625,0.07659574468085106,0.12995370369444445,0.6516094582797907,0.14185088040966073,0.2924528301886793,0.8341666666666667,11
897,0.7083333333333334,0.0851063829787234,0.5931481480555556,0.67188420762283,0.209441738418423,0.22641509433962265,0.8555555555555555,10
898,0.75,0.09787234042553193,0.563125,0.6563604890708195,0.3730236042662408,0.2735849056603773,0.8333333333333334,21
918,0.5833333333333334,0.025531914893617023,0.05993055555555556,0.6108389809548733,0.32716373166865925,0.05660377358490566,0.8752777777777778,16
921,0.7083333333333334,0.1021276595744681,0.4812962963888889,0.6382402771473898,0.08857249900952917,0.3113207547169811,0.8197222222222222,36
922,0.75,0.08936170212765958,0.5696527777777778,0.6381850328191474,0.3132259272517472,0.169811320754717,0.9711111111111111,10
943,0.625,0.017021276595744685,0.058171296305555564,0.6432675309055003,0.3246159609088461,0.12264150943396228,0.7269444444444444,16
944,0.6666666666666666,0.06382978723404256,0.042847222222222224,0.6607248089012157,0.27223679269690243,0.15094339622641512,0.7172222222222222,16
964,0.5,0.10638297872340426,0.4871990741666667,0.5987956690037703,0.28812289238486194,0.07547169811320756,0.7694444444444445,24
965,0.5416666666666666,0.1021276595744681,0.2506018518611111,0.5965858872559182,0.1958786061932297,0.24528301886792456,0.6797222222222222,2
969,0.7083333333333334,0.08085106382978724,0.07770833333333334,0.6653101060445819,0.17819408012889434,0.14150943396226418,0.8261111111111109,11
970,0.75,0.09361702127659577,0.4553703702777778,0.6681828230460174,0.059722742585141986,0.22641509433962265,0.950277777777778,36
988,0.5,0.07659574468085106,0.5298842591666667,0.599955804537406,0.4437617083437394,0.33018867924528306,0.6325,7
990,0.5833333333333334,0.09787234042553193,0.1626388888888889,0.5980774900848786,0.2654926937854933,0.2641509433962264,0.6261111111111112,2
991,0.625,0.05531914893617021,0.09101851852777776,0.6292906601736272,0.41333832884002336,0.28301886792452835,0.6266666666666667,9
992,0.6666666666666666,0.029787234042553193,0.08203703702777779,0.6948106953284652,0.439040839105753,0.17924528301886794,0.6786111111111112,16
993,0.7083333333333334,0.042553191489361715,0.08699494949999999,0.6753495477092959,0.32511325304807354,0.14150943396226418,0.7241666666666666,16
994,0.75,0.08085106382978724,0.11037037036111112,0.6403948145669993,0.1680779317617808,0.17924528301886794,0.9461111111111112,11
1018,0.75,0.06808510638297872,0.07884259258333333,0.6697296702032205,0.22540277250875776,0.15094339622641512,0.8469444444444444,11
1019,0.7916666666666666,0.0851063829787234,0.2675231481388889,0.6574101359479703,0.07628325216424245,0.2641509433962264,0.8516666666666667,36
1035,0.4583333333333333,0.021276595744680854,0.5652546297222222,0.6353123158177116,0.4723117270687043,0.0660377358490566,0.7783333333333333,24
1039,0.625,0.08085106382978724,0.17694444444444446,0.6075795523298704,0.25762457838884945,0.16037735849056606,0.7541666666666667,16
1040,0.6666666666666666,0.06808510638297872,0.1256018518611111,0.6896729522509353,0.3720494565857565,0.19811320754716985,0.7863888888888889,16
1041,0.7083333333333334,0.00851063829787234,0.09490740741666666,0.6923246906135314,0.38493817900973015,0.22641509433962265,0.8619444444444445,13
1064,0.6666666666666666,0.06382978723404256,0.15458333333333332,0.6338759579799282,0.2712626451063393,0.3490566037735849,0.8961111111111112,13
1065,0.7083333333333334,0.03829787234042553,0.13780092591666668,0.6807785802683499,0.3055076806598538,0.3679245283018868,0.8861111111111111,13
1089,0.7083333333333334,0.03404255319148936,0.14314814813888888,0.7095609899704071,0.28077931798468725,0.2358490566037736,0.6327777777777778,2
1090,0.75,0.01276595744680851,0.09895833333333333,0.6549793755612789,0.280479580285265,0.03773584905660378,0.0,25
1138,0.75,0.03829787234042553,0.3154166666666667,0.7077931648372993,0.15691270131180762,0.33018867924528306,0.9044444444444444,36
1157,0.5416666666666666,0.029787234042553193,0.5834953702777779,0.7149749560150194,0.1484451105163193,0.1037735849056604,0.8111111111111111,15
1182,0.5833333333333334,0.025531914893617023,0.5736111111111111,0.6965232767962652,0.1446983888688961,0.2169811320754717,0.7138888888888889,15
1183,0.625,0.03404255319148936,0.5725694444444445,0.7348629937344915,0.20562008236862453,0.2735849056603773,0.7033333333333333,15
1184,0.6666666666666666,0.017021276595744685,0.5716666666666667,0.7349734830539109,0.2499812662892525,0.22641509433962265,0.73,15
1186,0.75,0.017021276595744685,0.5000231480555556,0.7263553333754731,0.1965530160843706,0.19811320754716985,0.8052777777777778,15
1205,0.5416666666666666,0.029787234042553193,0.4352546297222222,0.7835886861471979,0.02937429748380125,0.17924528301886794,0.6963888888888888,15
1207,0.625,0.046808510638297884,0.5810185186111111,0.7938641723022584,0.15773698009762027,0.169811320754717,0.7788888888888889,15
1209,0.7083333333333334,0.042553191489361715,0.5870833333333333,0.7608279320892246,0.2760584487467008,0.169811320754717,0.7977777777777777,15
1232,0.6666666666666666,0.0723404255319149,0.5575925925,0.7376252214165075,0.18471337574325647,0.4905660377358491,0.8397222222222223,21
1278,0.5833333333333334,0.0,0.05064814813888889,0.6744807016571837,0.3124016484659345,0.19811320754716985,0.7033333333333333,16
1302,0.5833333333333334,0.03404255319148936,0.06206018519444445,0.6626031233537429,0.3784188833953681,0.2735849056603773,0.6966666666666667,16
1303,0.625,0.042553191489361715,0.035162037027777766,0.6764695054291308,0.3116523041724184,0.24528301886792456,0.6755555555555556,16
1326,0.5833333333333334,0.07659574468085106,0.08717592591666666,0.649289187212519,0.4056950167404265,0.169811320754717,0.7052777777777778,16
1328,0.6666666666666666,0.046808510638297884,0.03877314813888889,0.6875184148313256,0.330161108932645,0.18867924528301888,0.8466666666666667,13
1329,0.7083333333333334,0.08936170212765958,0.02203703703611111,0.7122127283330035,0.16403147241493538,0.09433962264150944,0.7936111111111109,11
1350,0.5833333333333334,0.09787234042553193,0.12868055555555558,0.6491786978930993,0.36425627568140906,0.169811320754717,0.7494444444444445,16
1351,0.625,0.06808510638297872,0.08590277777777779,0.6834303186309459,0.549943799042205,0.16037735849056606,0.7536111111111111,16
1352,0.6666666666666666,0.004255319148936171,0.06247685186111111,0.7009428402919693,0.5010116146883411,0.0660377358490566,0.8138888888888889,16
1353,0.7083333333333334,0.06382978723404256,0.04668981480555556,0.6550898648806984,0.35623829139009344,0.2547169811320755,0.8958333333333334,13
1375,0.625,0.10638297872340426,0.10793981480555556,0.6526038601657644,0.4381416259175652,0.22641509433962265,0.8552777777777777,13
1544,0.6666666666666666,0.1148936170212766,0.3027546297222222,0.2674388629986564,0.05485200447946029,0.30188679245283023,0.8386111111111111,19
1545,0.7083333333333334,0.1148936170212766,0.5671064813888889,0.2803660875163132,0.2643686773002585,0.12264150943396228,0.8641666666666667,23
1555,0.75,0.13191489361702127,0.35208333333333336,0.2389326756007464,0.07695766205538335,0.0849056603773585,0.924722222222222,19
1647,0.5833333333333334,0.059574468085106386,0.5366898147222223,0.21390689480374392,0.4029224427734876,0.16037735849056606,0.7811111111111111,23
1651,0.75,0.03829787234042553,0.11474537036111113,0.3013037714500013,0.34312476575899403,0.2075471698113208,0.8005555555555556,26
1695,0.5833333333333334,0.042553191489361715,0.5660185186111111,0.25274381268495705,0.35541401260428074,0.28301886792452835,0.4847222222222222,38
1697,0.6666666666666666,0.05106382978723405,0.4803703702777778,0.2586549796725561,0.2355189208758713,0.33018867924528306,0.5069444444444444,38
1698,0.7083333333333334,0.0851063829787234,0.41657407416666653,0.2461144667784665,0.10191082802759684,0.24528301886792456,0.5219444444444444,38
1699,0.75,0.07659574468085106,0.18870370369444445,0.26688641706449223,0.17871862112536352,0.2641509433962264,0.5449999999999999,28
1719,0.5833333333333334,0.042553191489361715,0.4888888888888889,0.2953674938259778,0.027882421057126638,0.5566037735849058,0.5088888888888888,32
1722,0.7083333333333334,0.017021276595744685,0.39125,0.27346051864274035,0.06796553014652823,0.6037735849056605,0.5547222222222222,32
1862,0.5416666666666666,0.046808510638297884,0.10918981480555556,0.4183669710278042,0.3682278005359579,0.5377358490566039,0.5136111111111111,9
1961,0.6666666666666666,0.06808510638297872,0.12253968252777778,0.5290218033379559,0.43848418333971695,0.2547169811320755,0.6947222222222222,9
1985,0.6666666666666666,0.046808510638297884,0.12555555555555556,0.5222819681120454,0.414162607625836,0.18867924528301888,0.5777777777777777,9
1986,0.7083333333333334,0.017021276595744685,0.10275,0.5248453154168666,0.4052004494869231,0.2641509433962264,0.6680555555555555,9
2056,0.625,0.029787234042553193,0.4869444444444445,0.5232763699980192,0.14050206062737888,0.3113207547169811,0.5294444444444444,33
2060,0.7916666666666666,0.029787234042553193,0.10066666666666667,0.5124484385717292,0.410325964659594,0.33018867924528306,0.5125,17
2083,0.75,0.07659574468085106,0.16842592591666666,0.5091337656184838,0.20134881972473212,0.3207547169811321,0.5336111111111111,28
2084,0.7916666666666666,0.06382978723404256,0.10166666666666667,0.5040954627295511,0.3247208691441084,0.3207547169811321,0.44833333333333336,28
2102,0.6666666666666666,0.03404255319148936,0.5497222222222222,0.5223924574314653,0.19190708124875944,0.15094339622641512,0.5305555555555556,18
2159,0.7083333333333334,0.1021276595744681,0.8561111111111109,0.628461991935316,0.050281004109169324,0.4056603773584906,0.5572222222222222,39
2160,0.7916666666666666,0.06808510638297872,0.5511111111111111,0.617192103894282,0.2759835143443256,0.3679245283018868,0.5713888888888888,33
2173,0.7083333333333334,0.06382978723404256,0.4889722222222223,0.7588391283172777,0.7217234917290547,0.37735849056603776,0.8622222222222221,35
2216,0.75,0.05106382978723405,0.10546296297222224,0.608850177182926,0.4415886098655661,0.4245283018867925,0.5680555555555555,17
2260,0.5833333333333334,0.025531914893617023,0.5459953702777778,0.6253130526297329,0.2481079055105016,0.3490566037735849,0.6677777777777778,33
2263,0.7083333333333334,0.059574468085106386,0.30303240750000004,0.6303955513790209,0.1378044210628153,0.2547169811320755,0.6777777777777778,3
2264,0.75,0.05531914893617021,0.18875,0.6432122865772578,0.2561258898018172,0.12264150943396228,0.7241666666666666,11
2282,0.5,0.0851063829787234,0.4430555555555555,0.6436542431920022,0.03506931433932707,0.2358490566037736,0.4405555555555555,5
2285,0.625,0.017021276595744685,0.5496759258333334,0.6260864765398018,0.22555264140342954,0.05660377358490566,0.15666666666666668,30
2287,0.7083333333333334,0.06382978723404256,0.3226620369444444,0.6186284623949998,0.13563132258464214,0.05660377358490566,0.5252777777777777,5
2305,0.4583333333333333,0.05531914893617021,0.9326157408333332,0.5907852095877391,0.08520044955382466,0.2169811320754717,0.14805555555555555,8
2307,0.5416666666666666,0.06808510638297872,0.5947916666666667,0.6002320275044881,0.030573248398387712,0.2075471698113208,0.12972222222222224,8
2309,0.625,0.05106382978723405,0.5661574075,0.6056459928861657,0.25170475826325306,0.16037735849056606,0.9538888888888888,10
2310,0.6666666666666666,0.029787234042553193,0.5696296297222222,0.6123305837838338,0.22165605086133447,0.169811320754717,0.9505555555555556,10
2311,0.7083333333333334,0.042553191489361715,0.5640404041666667,0.6218929127495265,0.14240948261256392,0.14150943396226418,0.9880555555555556,10
2312,0.75,0.029787234042553193,0.39085648138888895,0.6196228642809734,0.0754589733784298,0.11320754716981132,0.8597222222222223,3
2330,0.5,0.05106382978723405,0.08583333333333333,0.6487367412783551,0.07785687524357124,0.2547169811320755,0.6530555555555555,2
2333,0.625,0.03404255319148936,0.5849305555555555,0.6572444023003079,0.18688647431135091,0.14150943396226418,0.7580555555555555,15
2335,0.7083333333333334,0.01276595744680851,0.5476851852777778,0.6901149088656793,0.21153990249422092,0.17924528301886794,0.9208333333333332,10
2336,0.75,0.021276595744680854,0.5716203702777778,0.6587912494575108,0.16433121011435756,0.30188679245283023,0.0030555555555555557,8
2353,0.4583333333333333,0.017021276595744685,0.07027777777777779,0.6687905126454894,0.17272386659739195,0.0660377358490566,0.9908333333333332,31
2354,0.5,0.01276595744680851,0.07851851852777778,0.6687905126454894,0.1532409141566809,0.2735849056603773,0.6219444444444444,2
2381,0.625,0.05531914893617021,0.1305050505,0.7323016557844142,0.0482373377748311,0.169811320754717,0.7163888888888889,11
2382,0.6666666666666666,0.05106382978723405,0.4701157408333333,0.7295042726810563,0.039115773686172514,0.1320754716981132,0.7277777777777777,15
2404,0.5833333333333334,0.025531914893617023,0.14807870369444445,0.7144225107437899,0.19452978641094787,0.28301886792452835,0.9838888888888888,31
2406,0.6666666666666666,0.07659574468085106,0.4591898147222223,0.7248637305465127,0.032146871477716485,0.3207547169811321,0.9613888888888891,36
2407,0.7083333333333334,0.06382978723404256,0.5920370369444444,0.7449175019136471,0.2307231172355098,0.3867924528301887,0.9580555555555554,21
2408,0.75,0.06382978723404256,0.5830787036111111,0.7419895405839689,0.4022480328823467,0.3679245283018868,0.9319444444444444,21
2452,0.5833333333333334,0.029787234042553193,0.1301388888888889,0.6711660287039383,0.28984638435886245,0.3584905660377359,0.6766666666666666,2
2454,0.6666666666666666,0.059574468085106386,0.2751388888888889,0.6721051855987348,0.19527913070446398,0.3679245283018868,0.7047222222222221,2
2455,0.7083333333333334,0.08936170212765958,0.9388425925,0.7255819094654044,0.1204196327878235,0.1037735849056604,0.7466666666666667,29
2474,0.5,0.1021276595744681,0.435,0.6534877727323185,0.1668040463818742,0.2735849056603773,0.5944444444444444,33
2500,0.5833333333333334,0.10638297872340426,0.15181818180555556,0.638586810957156,0.34931026246749985,0.30188679245283023,0.09194444444444444,12
2504,0.75,0.1276595744680851,0.33648148138888884,0.6384060107950522,0.11719745222679072,0.37735849056603776,0.11194444444444444,14
2569,0.4583333333333333,0.03404255319148936,0.5321296297222222,0.6372458752614163,0.5027351066623417,0.2358490566037736,0.5172222222222221,7
2576,0.75,0.03404255319148936,0.11328703702777775,0.6673541548077062,0.3517422254491541,0.17924528301886794,0.9513888888888888,13
2577,0.7916666666666666,0.0723404255319149,0.10634259258333333,0.6386822337621341,0.2368677406581532,0.2075471698113208,0.9672222222222222,11
2595,0.5416666666666666,0.042553191489361715,0.5179629630555556,0.6018341189899337,0.502360434470623,0.2075471698113208,0.3227777777777778,22
2596,0.5833333333333334,0.0723404255319149,0.4961342591666666,0.6028285208759072,0.35031847126449706,0.18867924528301888,0.4547222222222222,22
2597,0.625,0.06808510638297872,0.3581712963888889,0.6081319976010999,0.17032596473225048,0.2924528301886793,0.4097222222222222,5
2619,0.5416666666666666,0.021276595744680854,0.5179629630555556,0.5881334712251425,0.42450355928999656,0.28301886792452835,0.1475,22
2642,0.5,0.06382978723404256,0.6008101852777777,0.5574727464076232,0.22307980513591288,0.5,0.4386111111111111,1
2644,0.5833333333333334,0.042553191489361715,0.5125231480555555,0.562886711789301,0.3182465341891557,0.5283018867924528,0.4686111111111111,1
2649,0.7916666666666666,0.03404255319148936,0.0953787878888889,0.5637354689345127,0.3859327632881852,0.5566037735849058,0.5594444444444444,17
2862,0.6666666666666666,0.05106382978723405,0.5696527777777778,0.10209192695995628,0.33143499431255163,0.11320754716981132,0.36666666666666653,20
2913,0.7916666666666666,0.017021276595744685,0.5504166666666667,0.14766868006707967,0.3165979767074517,0.16037735849056606,0.4847222222222222,20
3123,0.5416666666666666,0.06808510638297872,0.5120833333333333,0.2590416912961233,0.3656800298660661,0.5377358490566039,0.09444444444444444,37
3176,0.75,0.042553191489361715,0.18752314813888887,0.3253903946892727,0.2035219182928266,0.2641509433962264,0.17305555555555555,4
3199,0.7083333333333334,0.06808510638297872,0.4184722222222223,0.2890947258512362,0.16815286616415606,0.30188679245283023,0.12194444444444445,14
3201,0.7916666666666666,0.046808510638297884,0.14960648147222222,0.26230111992112604,0.2450355937542192,0.2358490566037736,0.1647222222222222,4
3220,0.5833333333333334,0.05106382978723405,0.5525231480555556,0.28290733655948963,0.23964031462509205,0.339622641509434,0.33444444444444443,38
3344,0.75,0.10638297872340426,0.5839583333333334,0.3596972597553616,0.3428250279696505,0.02830188679245283,0.0,30
3578,0.625,0.029787234042553193,0.5628703702777778,0.5284141130755495,0.15533907823247886,0.169811320754717,0.2813888888888889,5
3647,0.5,0.03829787234042553,0.1604861111111111,0.548025928490874,0.2337204944994956,0.30188679245283023,0.2897222222222222,12
3651,0.6666666666666666,0.06808510638297872,0.21643518519444446,0.6270256334345983,0.08542525285087163,0.2358490566037736,0.3416666666666667,34
3652,0.7083333333333334,0.059574468085106386,0.5262731480555556,0.6052592812625988,0.1123267140941326,0.3584905660377359,0.33694444444444444,5
3677,0.75,0.0723404255319149,0.5957870369444445,0.6500626104596534,0.1585612588834329,0.2075471698113208,0.32333333333333336,5
3696,0.5416666666666666,0.05531914893617021,0.18583333333333332,0.5562021215545676,0.2552266766136293,0.2169811320754717,0.3516666666666666,12
3698,0.625,0.021276595744680854,0.08761574074999999,0.5423909844703572,0.2338703633941673,0.169811320754717,0.3558333333333333,34
3699,0.6666666666666666,0.08085106382978724,0.14626262625,0.5494522422066745,0.16415409236244413,0.18867924528301888,0.3405555555555556,34
3700,0.7083333333333334,0.08085106382978724,0.5641161616666667,0.649012964245437,0.037692019474539096,0.4622641509433963,0.3416666666666667,1
3724,0.7083333333333334,0.08085106382978724,0.3136342591666666,0.619015174018567,0.05500187334715567,0.30188679245283023,0.3505555555555556,5
3741,0.4166666666666667,0.021276595744680854,0.5571296297222221,0.5604559520655439,0.4866991380797103,0.2169811320754717,0.3202777777777778,22
3742,0.4583333333333333,0.059574468085106386,0.5420370369444445,0.543661608660478,0.4979393029320588,0.169811320754717,0.33722222222222226,22
3767,0.5,0.059574468085106386,0.5392361111111111,0.5327784329059457,0.3602098163345636,0.03773584905660378,0.0,30
3768,0.5416666666666666,0.08936170212765958,0.4887037036111112,0.5448217441941139,0.182540277175162,0.16037735849056606,0.3358333333333334,5
3842,0.6666666666666666,0.0723404255319149,0.1762731481388889,0.5473629939002251,0.25530161101600457,0.3679245283018868,0.3325,12
3912,0.5833333333333334,0.03404255319148936,0.5801620369444445,0.6279647909923292,0.3480704382940273,0.18867924528301888,0.3322222222222222,22
3915,0.7083333333333334,0.046808510638297884,0.4362962963888888,0.6168606365989573,0.14432371667717736,0.17924528301886794,0.32944444444444443,5
4028,0.4166666666666667,0.06382978723404256,0.5135185186111111,0.6107284916354536,0.5092544022767037,0.16037735849056606,0.33194444444444443,22
4076,0.6666666666666666,0.021276595744680854,0.1033796296388889,0.6622716560584185,0.5146496814058309,0.12264150943396228,0.3286111111111111,34
4077,0.7083333333333334,0.05106382978723405,0.07881944444444444,0.6537639956994004,0.33008617453026984,0.02830188679245283,0.0,25
4100,0.6666666666666666,0.05531914893617021,0.12432870369444445,0.6578520918997799,0.6189584112356243,0.4245283018867925,0.3316666666666667,17
4168,0.5,0.029787234042553193,0.5402777777777777,0.6114466705543451,0.4368677406275798,0.30188679245283023,0.3322222222222222,22
4172,0.6666666666666666,0.07659574468085106,0.3533101852777778,0.5820565705898813,0.1880104907965858,0.12264150943396228,0.33611111111111114,5
4173,0.7083333333333334,0.05106382978723405,0.1958585858611111,0.587842181743619,0.2575905172723367,0.14150943396226418,0.3341666666666667,34
4174,0.75,0.05106382978723405,0.12736111111111112,0.5984642017084456,0.3617834394138924,0.11320754716981132,0.33055555555555555,34
