,hour,dif_tide_height,current_dir,water_temp,current_speed,wind_dir,cluster
993,0.7083333333333334,0.042553191489361715,0.08699494949999999,0.6753495477092959,0.32511325304807354,0.7241666666666666,11
994,0.75,0.08085106382978724,0.11037037036111112,0.6403948145669993,0.1680779317617808,0.9461111111111112,7
1018,0.75,0.06808510638297872,0.07884259258333333,0.6697296702032205,0.22540277250875776,0.8469444444444444,7
1019,0.7916666666666666,0.0851063829787234,0.2675231481388889,0.6574101359479703,0.07628325216424245,0.8516666666666667,2
1035,0.4583333333333333,0.021276595744680854,0.5652546297222222,0.6353123158177116,0.4723117270687043,0.7783333333333333,26
1039,0.625,0.08085106382978724,0.17694444444444446,0.6075795523298704,0.25762457838884945,0.7541666666666667,11
1040,0.6666666666666666,0.06808510638297872,0.1256018518611111,0.6896729522509353,0.3720494565857565,0.7863888888888889,28
1041,0.7083333333333334,0.00851063829787234,0.09490740741666666,0.6923246906135314,0.38493817900973015,0.8619444444444445,28
1064,0.6666666666666666,0.06382978723404256,0.15458333333333332,0.6338759579799282,0.2712626451063393,0.8961111111111112,7
1065,0.7083333333333334,0.03829787234042553,0.13780092591666668,0.6807785802683499,0.3055076806598538,0.8861111111111111,7
1089,0.7083333333333334,0.03404255319148936,0.14314814813888888,0.7095609899704071,0.28077931798468725,0.6327777777777778,11
1090,0.75,0.01276595744680851,0.09895833333333333,0.6549793755612789,0.280479580285265,0.0,5
1138,0.75,0.03829787234042553,0.3154166666666667,0.7077931648372993,0.15691270131180762,0.9044444444444444,2
1157,0.5416666666666666,0.029787234042553193,0.5834953702777779,0.7149749560150194,0.1484451105163193,0.8111111111111111,4
1182,0.5833333333333334,0.025531914893617023,0.5736111111111111,0.6965232767962652,0.1446983888688961,0.7138888888888889,4
1183,0.625,0.03404255319148936,0.5725694444444445,0.7348629937344915,0.20562008236862453,0.7033333333333333,4
1184,0.6666666666666666,0.017021276595744685,0.5716666666666667,0.7349734830539109,0.2499812662892525,0.73,4
1186,0.75,0.017021276595744685,0.5000231480555556,0.7263553333754731,0.1965530160843706,0.8052777777777778,4
1205,0.5416666666666666,0.029787234042553193,0.4352546297222222,0.7835886861471979,0.02937429748380125,0.6963888888888888,21
1207,0.625,0.046808510638297884,0.5810185186111111,0.7938641723022584,0.15773698009762027,0.7788888888888889,4
1209,0.7083333333333334,0.042553191489361715,0.5870833333333333,0.7608279320892246,0.2760584487467008,0.7977777777777777,4
1232,0.6666666666666666,0.0723404255319149,0.5575925925,0.7376252214165075,0.18471337574325647,0.8397222222222223,4
1278,0.5833333333333334,0.0,0.05064814813888889,0.6744807016571837,0.3124016484659345,0.7033333333333333,11
1302,0.5833333333333334,0.03404255319148936,0.06206018519444445,0.6626031233537429,0.3784188833953681,0.6966666666666667,11
1303,0.625,0.042553191489361715,0.035162037027777766,0.6764695054291308,0.3116523041724184,0.6755555555555556,11
1326,0.5833333333333334,0.07659574468085106,0.08717592591666666,0.649289187212519,0.4056950167404265,0.7052777777777778,11
1328,0.6666666666666666,0.046808510638297884,0.03877314813888889,0.6875184148313256,0.330161108932645,0.8466666666666667,28
1329,0.7083333333333334,0.08936170212765958,0.02203703703611111,0.7122127283330035,0.16403147241493538,0.7936111111111109,7
1350,0.5833333333333334,0.09787234042553193,0.12868055555555558,0.6491786978930993,0.36425627568140906,0.7494444444444445,11
1351,0.625,0.06808510638297872,0.08590277777777779,0.6834303186309459,0.549943799042205,0.7536111111111111,28
1352,0.6666666666666666,0.004255319148936171,0.06247685186111111,0.7009428402919693,0.5010116146883411,0.8138888888888889,28
1353,0.7083333333333334,0.06382978723404256,0.04668981480555556,0.6550898648806984,0.35623829139009344,0.8958333333333334,7
1375,0.625,0.10638297872340426,0.10793981480555556,0.6526038601657644,0.4381416259175652,0.8552777777777777,28
1544,0.6666666666666666,0.1148936170212766,0.3027546297222222,0.2674388629986564,0.05485200447946029,0.8386111111111111,18
1545,0.7083333333333334,0.1148936170212766,0.5671064813888889,0.2803660875163132,0.2643686773002585,0.8641666666666667,13
1555,0.75,0.13191489361702127,0.35208333333333336,0.2389326756007464,0.07695766205538335,0.924722222222222,18
1647,0.5833333333333334,0.059574468085106386,0.5366898147222223,0.21390689480374392,0.4029224427734876,0.7811111111111111,6
1651,0.75,0.03829787234042553,0.11474537036111113,0.3013037714500013,0.34312476575899403,0.8005555555555556,29
1695,0.5833333333333334,0.042553191489361715,0.5660185186111111,0.25274381268495705,0.35541401260428074,0.4847222222222222,15
1697,0.6666666666666666,0.05106382978723405,0.4803703702777778,0.2586549796725561,0.2355189208758713,0.5069444444444444,15
1698,0.7083333333333334,0.0851063829787234,0.41657407416666653,0.2461144667784665,0.10191082802759684,0.5219444444444444,12
1699,0.75,0.07659574468085106,0.18870370369444445,0.26688641706449223,0.17871862112536352,0.5449999999999999,25
1719,0.5833333333333334,0.042553191489361715,0.4888888888888889,0.2953674938259778,0.027882421057126638,0.5088888888888888,12
1722,0.7083333333333334,0.017021276595744685,0.39125,0.27346051864274035,0.06796553014652823,0.5547222222222222,12
1862,0.5416666666666666,0.046808510638297884,0.10918981480555556,0.4183669710278042,0.3682278005359579,0.5136111111111111,25
1961,0.6666666666666666,0.06808510638297872,0.12253968252777778,0.5290218033379559,0.43848418333971695,0.6947222222222222,3
1985,0.6666666666666666,0.046808510638297884,0.12555555555555556,0.5222819681120454,0.414162607625836,0.5777777777777777,3
1986,0.7083333333333334,0.017021276595744685,0.10275,0.5248453154168666,0.4052004494869231,0.6680555555555555,3
2056,0.625,0.029787234042553193,0.4869444444444445,0.5232763699980192,0.14050206062737888,0.5294444444444444,10
2060,0.7916666666666666,0.029787234042553193,0.10066666666666667,0.5124484385717292,0.410325964659594,0.5125,3
2083,0.75,0.07659574468085106,0.16842592591666666,0.5091337656184838,0.20134881972473212,0.5336111111111111,14
2084,0.7916666666666666,0.06382978723404256,0.10166666666666667,0.5040954627295511,0.3247208691441084,0.44833333333333336,25
2102,0.6666666666666666,0.03404255319148936,0.5497222222222222,0.5223924574314653,0.19190708124875944,0.5305555555555556,10
2159,0.7083333333333334,0.1021276595744681,0.8561111111111109,0.628461991935316,0.050281004109169324,0.5572222222222222,24
2160,0.7916666666666666,0.06808510638297872,0.5511111111111111,0.617192103894282,0.2759835143443256,0.5713888888888888,10
2173,0.7083333333333334,0.06382978723404256,0.4889722222222223,0.7588391283172777,0.7217234917290547,0.8622222222222221,22
2216,0.75,0.05106382978723405,0.10546296297222224,0.608850177182926,0.4415886098655661,0.5680555555555555,3
2260,0.5833333333333334,0.025531914893617023,0.5459953702777778,0.6253130526297329,0.2481079055105016,0.6677777777777778,4
2263,0.7083333333333334,0.059574468085106386,0.30303240750000004,0.6303955513790209,0.1378044210628153,0.6777777777777778,14
2264,0.75,0.05531914893617021,0.18875,0.6432122865772578,0.2561258898018172,0.7241666666666666,14
2282,0.5,0.0851063829787234,0.4430555555555555,0.6436542431920022,0.03506931433932707,0.4405555555555555,21
2285,0.625,0.017021276595744685,0.5496759258333334,0.6260864765398018,0.22555264140342954,0.15666666666666668,19
2287,0.7083333333333334,0.06382978723404256,0.3226620369444444,0.6186284623949998,0.13563132258464214,0.5252777777777777,14
2305,0.4583333333333333,0.05531914893617021,0.9326157408333332,0.5907852095877391,0.08520044955382466,0.14805555555555555,17
2307,0.5416666666666666,0.06808510638297872,0.5947916666666667,0.6002320275044881,0.030573248398387712,0.12972222222222224,19
2309,0.625,0.05106382978723405,0.5661574075,0.6056459928861657,0.25170475826325306,0.9538888888888888,20
2310,0.6666666666666666,0.029787234042553193,0.5696296297222222,0.6123305837838338,0.22165605086133447,0.9505555555555556,20
2311,0.7083333333333334,0.042553191489361715,0.5640404041666667,0.6218929127495265,0.14240948261256392,0.9880555555555556,20
2312,0.75,0.029787234042553193,0.39085648138888895,0.6196228642809734,0.0754589733784298,0.8597222222222223,2
2330,0.5,0.05106382978723405,0.08583333333333333,0.6487367412783551,0.07785687524357124,0.6530555555555555,27
2333,0.625,0.03404255319148936,0.5849305555555555,0.6572444023003079,0.18688647431135091,0.7580555555555555,4
2335,0.7083333333333334,0.01276595744680851,0.5476851852777778,0.6901149088656793,0.21153990249422092,0.9208333333333332,20
2336,0.75,0.021276595744680854,0.5716203702777778,0.6587912494575108,0.16433121011435756,0.0030555555555555557,19
2353,0.4583333333333333,0.017021276595744685,0.07027777777777779,0.6687905126454894,0.17272386659739195,0.9908333333333332,32
2354,0.5,0.01276595744680851,0.07851851852777778,0.6687905126454894,0.1532409141566809,0.6219444444444444,27
2381,0.625,0.05531914893617021,0.1305050505,0.7323016557844142,0.0482373377748311,0.7163888888888889,27
2382,0.6666666666666666,0.05106382978723405,0.4701157408333333,0.7295042726810563,0.039115773686172514,0.7277777777777777,21
2404,0.5833333333333334,0.025531914893617023,0.14807870369444445,0.7144225107437899,0.19452978641094787,0.9838888888888888,32
2406,0.6666666666666666,0.07659574468085106,0.4591898147222223,0.7248637305465127,0.032146871477716485,0.9613888888888891,2
2407,0.7083333333333334,0.06382978723404256,0.5920370369444444,0.7449175019136471,0.2307231172355098,0.9580555555555554,20
2408,0.75,0.06382978723404256,0.5830787036111111,0.7419895405839689,0.4022480328823467,0.9319444444444444,20
2452,0.5833333333333334,0.029787234042553193,0.1301388888888889,0.6711660287039383,0.28984638435886245,0.6766666666666666,11
2454,0.6666666666666666,0.059574468085106386,0.2751388888888889,0.6721051855987348,0.19527913070446398,0.7047222222222221,14
2455,0.7083333333333334,0.08936170212765958,0.9388425925,0.7255819094654044,0.1204196327878235,0.7466666666666667,24
2474,0.5,0.1021276595744681,0.435,0.6534877727323185,0.1668040463818742,0.5944444444444444,21
2500,0.5833333333333334,0.10638297872340426,0.15181818180555556,0.638586810957156,0.34931026246749985,0.09194444444444444,5
2504,0.75,0.1276595744680851,0.33648148138888884,0.6384060107950522,0.11719745222679072,0.11194444444444444,19
2569,0.4583333333333333,0.03404255319148936,0.5321296297222222,0.6372458752614163,0.5027351066623417,0.5172222222222221,26
2576,0.75,0.03404255319148936,0.11328703702777775,0.6673541548077062,0.3517422254491541,0.9513888888888888,7
2577,0.7916666666666666,0.0723404255319149,0.10634259258333333,0.6386822337621341,0.2368677406581532,0.9672222222222222,7
2595,0.5416666666666666,0.042553191489361715,0.5179629630555556,0.6018341189899337,0.502360434470623,0.3227777777777778,9
2596,0.5833333333333334,0.0723404255319149,0.4961342591666666,0.6028285208759072,0.35031847126449706,0.4547222222222222,10
2597,0.625,0.06808510638297872,0.3581712963888889,0.6081319976010999,0.17032596473225048,0.4097222222222222,1
2619,0.5416666666666666,0.021276595744680854,0.5179629630555556,0.5881334712251425,0.42450355928999656,0.1475,9
2642,0.5,0.06382978723404256,0.6008101852777777,0.5574727464076232,0.22307980513591288,0.4386111111111111,10
2644,0.5833333333333334,0.042553191489361715,0.5125231480555555,0.562886711789301,0.3182465341891557,0.4686111111111111,10
2649,0.7916666666666666,0.03404255319148936,0.0953787878888889,0.5637354689345127,0.3859327632881852,0.5594444444444444,3
2862,0.6666666666666666,0.05106382978723405,0.5696527777777778,0.10209192695995628,0.33143499431255163,0.36666666666666653,15
2913,0.7916666666666666,0.017021276595744685,0.5504166666666667,0.14766868006707967,0.3165979767074517,0.4847222222222222,15
3123,0.5416666666666666,0.06808510638297872,0.5120833333333333,0.2590416912961233,0.3656800298660661,0.09444444444444444,23
3176,0.75,0.042553191489361715,0.18752314813888887,0.3253903946892727,0.2035219182928266,0.17305555555555555,16
3199,0.7083333333333334,0.06808510638297872,0.4184722222222223,0.2890947258512362,0.16815286616415606,0.12194444444444445,23
3201,0.7916666666666666,0.046808510638297884,0.14960648147222222,0.26230111992112604,0.2450355937542192,0.1647222222222222,16
3220,0.5833333333333334,0.05106382978723405,0.5525231480555556,0.28290733655948963,0.23964031462509205,0.33444444444444443,15
3344,0.75,0.10638297872340426,0.5839583333333334,0.3596972597553616,0.3428250279696505,0.0,23
3578,0.625,0.029787234042553193,0.5628703702777778,0.5284141130755495,0.15533907823247886,0.2813888888888889,1
3647,0.5,0.03829787234042553,0.1604861111111111,0.548025928490874,0.2337204944994956,0.2897222222222222,8
3651,0.6666666666666666,0.06808510638297872,0.21643518519444446,0.6270256334345983,0.08542525285087163,0.3416666666666667,8
3652,0.7083333333333334,0.059574468085106386,0.5262731480555556,0.6052592812625988,0.1123267140941326,0.33694444444444444,1
3677,0.75,0.0723404255319149,0.5957870369444445,0.6500626104596534,0.1585612588834329,0.32333333333333336,1
3696,0.5416666666666666,0.05531914893617021,0.18583333333333332,0.5562021215545676,0.2552266766136293,0.3516666666666666,8
3698,0.625,0.021276595744680854,0.08761574074999999,0.5423909844703572,0.2338703633941673,0.3558333333333333,8
3699,0.6666666666666666,0.08085106382978724,0.14626262625,0.5494522422066745,0.16415409236244413,0.3405555555555556,8
3700,0.7083333333333334,0.08085106382978724,0.5641161616666667,0.649012964245437,0.037692019474539096,0.3416666666666667,1
3724,0.7083333333333334,0.08085106382978724,0.3136342591666666,0.619015174018567,0.05500187334715567,0.3505555555555556,1
3741,0.4166666666666667,0.021276595744680854,0.5571296297222221,0.5604559520655439,0.4866991380797103,0.3202777777777778,9
3742,0.4583333333333333,0.059574468085106386,0.5420370369444445,0.543661608660478,0.4979393029320588,0.33722222222222226,9
3767,0.5,0.059574468085106386,0.5392361111111111,0.5327784329059457,0.3602098163345636,0.0,19
3768,0.5416666666666666,0.08936170212765958,0.4887037036111112,0.5448217441941139,0.182540277175162,0.3358333333333334,1
3842,0.6666666666666666,0.0723404255319149,0.1762731481388889,0.5473629939002251,0.25530161101600457,0.3325,8
3912,0.5833333333333334,0.03404255319148936,0.5801620369444445,0.6279647909923292,0.3480704382940273,0.3322222222222222,9
3915,0.7083333333333334,0.046808510638297884,0.4362962963888888,0.6168606365989573,0.14432371667717736,0.32944444444444443,1
4028,0.4166666666666667,0.06382978723404256,0.5135185186111111,0.6107284916354536,0.5092544022767037,0.33194444444444443,9
4076,0.6666666666666666,0.021276595744680854,0.1033796296388889,0.6622716560584185,0.5146496814058309,0.3286111111111111,30
4077,0.7083333333333334,0.05106382978723405,0.07881944444444444,0.6537639956994004,0.33008617453026984,0.0,5
4100,0.6666666666666666,0.05531914893617021,0.12432870369444445,0.6578520918997799,0.6189584112356243,0.3316666666666667,30
4168,0.5,0.029787234042553193,0.5402777777777777,0.6114466705543451,0.4368677406275798,0.3322222222222222,9
4172,0.6666666666666666,0.07659574468085106,0.3533101852777778,0.5820565705898813,0.1880104907965858,0.33611111111111114,1
4173,0.7083333333333334,0.05106382978723405,0.1958585858611111,0.587842181743619,0.2575905172723367,0.3341666666666667,8
4174,0.75,0.05106382978723405,0.12736111111111112,0.5984642017084456,0.3617834394138924,0.33055555555555555,8
