,hour,current_dir,wind_dir,tide_height,wind_speed,cluster
898,0.75,0.563125,0.8333333333333334,0.6015827104557641,0.2735849056603773,4
918,0.5833333333333334,0.05993055555555556,0.8752777777777778,0.07629579979892763,0.05660377358490566,3
921,0.7083333333333334,0.4812962963888889,0.8197222222222222,0.31914655945040205,0.3113207547169811,6
922,0.75,0.5696527777777778,0.9711111111111111,0.4840259160187666,0.169811320754717,4
943,0.625,0.058171296305555564,0.7269444444444444,0.04378909738605899,0.12264150943396228,3
944,0.6666666666666666,0.042847222222222224,0.7172222222222222,0.09550938337801608,0.15094339622641512,3
964,0.5,0.4871990741666667,0.7694444444444445,0.5142984807640749,0.07547169811320756,4
965,0.5416666666666666,0.2506018518611111,0.6797222222222222,0.3372430741957104,0.24528301886792456,6
969,0.7083333333333334,0.07770833333333334,0.8261111111111109,0.13181411977211796,0.14150943396226418,3
970,0.75,0.4553703702777778,0.950277777777778,0.2895442359249329,0.22641509433962265,6
988,0.5,0.5298842591666667,0.6325,0.5890303840482572,0.33018867924528306,2
990,0.5833333333333334,0.1626388888888889,0.6261111111111112,0.2782618409517427,0.2641509433962264,1
991,0.625,0.09101851852777776,0.6266666666666667,0.13270777479892762,0.28301886792452835,1
992,0.6666666666666666,0.08203703702777779,0.6786111111111112,0.058199285053619286,0.17924528301886794,3
993,0.7083333333333334,0.08699494949999999,0.7241666666666666,0.07964700623324394,0.14150943396226418,3
994,0.75,0.11037037036111112,0.9461111111111112,0.19693923143431635,0.17924528301886794,3
1018,0.75,0.07884259258333333,0.8469444444444444,0.1647676496648793,0.15094339622641512,3
1019,0.7916666666666666,0.2675231481388889,0.8516666666666667,0.2944593386729222,0.2641509433962264,6
1035,0.4583333333333333,0.5652546297222222,0.7783333333333333,0.6846514745308311,0.0660377358490566,4
1039,0.625,0.17694444444444446,0.7541666666666667,0.33020554068364605,0.16037735849056606,6
1040,0.6666666666666666,0.1256018518611111,0.7863888888888889,0.20688114390080425,0.19811320754716985,3
1041,0.7083333333333334,0.09490740741666666,0.8619444444444445,0.14075067024128687,0.22641509433962265,3
1064,0.6666666666666666,0.15458333333333332,0.8961111111111112,0.3021671134718499,0.3490566037735849,6
1065,0.7083333333333334,0.13780092591666668,0.8861111111111111,0.2125781948391421,0.3679245283018868,3
1089,0.7083333333333334,0.14314814813888888,0.6327777777777778,0.3465147453083109,0.2358490566037736,1
1090,0.75,0.09895833333333333,0.0,0.3026139410187667,0.03773584905660378,8
1138,0.75,0.3154166666666667,0.9044444444444444,0.4548704200402144,0.33018867924528306,6
1157,0.5416666666666666,0.5834953702777779,0.8111111111111111,0.4905049150804289,0.1037735849056604,4
1182,0.5833333333333334,0.5736111111111111,0.7138888888888889,0.4673815906836461,0.2169811320754717,4
1183,0.625,0.5725694444444445,0.7033333333333333,0.521112600536193,0.2735849056603773,4
1184,0.6666666666666666,0.5716666666666667,0.73,0.5663538873994638,0.22641509433962265,4
1186,0.75,0.5000231480555556,0.8052777777777778,0.6127122432975871,0.19811320754716985,4
1205,0.5416666666666666,0.4352546297222222,0.6963888888888888,0.3433869526139409,0.17924528301886794,6
1207,0.625,0.5810185186111111,0.7788888888888889,0.4693923145442358,0.169811320754717,4
1209,0.7083333333333334,0.5870833333333333,0.7977777777777777,0.6239946380697049,0.169811320754717,4
1232,0.6666666666666666,0.5575925925,0.8397222222222223,0.5070375335120643,0.4905660377358491,2
1278,0.5833333333333334,0.05064814813888889,0.7033333333333333,0.1713583556970509,0.19811320754716985,3
1302,0.5833333333333334,0.06206018519444445,0.6966666666666667,0.15046916890080428,0.2735849056603773,3
1303,0.625,0.035162037027777766,0.6755555555555556,0.1270107238605898,0.24528301886792456,3
1326,0.5833333333333334,0.08717592591666666,0.7052777777777778,0.17672028599195708,0.169811320754717,3
1328,0.6666666666666666,0.03877314813888889,0.8466666666666667,0.10819105402144773,0.18867924528301888,3
1329,0.7083333333333334,0.02203703703611111,0.7936111111111109,0.21726988384718496,0.09433962264150944,3
1350,0.5833333333333334,0.12868055555555558,0.7494444444444445,0.27949061662198393,0.169811320754717,3
1351,0.625,0.08590277777777779,0.7536111111111111,0.1284629133378016,0.16037735849056606,3
1352,0.6666666666666666,0.06247685186111111,0.8138888888888889,0.0901474530831099,0.0660377358490566,3
1353,0.7083333333333334,0.04668981480555556,0.8958333333333334,0.15214477211796246,0.2547169811320755,3
1375,0.625,0.10793981480555556,0.8552777777777777,0.2525692582439678,0.22641509433962265,3
1544,0.6666666666666666,0.3027546297222222,0.8386111111111111,0.2450848972520107,0.30188679245283023,6
1545,0.7083333333333334,0.5671064813888889,0.8641666666666667,0.40773011615281496,0.12264150943396228,4
1555,0.75,0.35208333333333336,0.924722222222222,0.32462019658176944,0.0849056603773585,6
1647,0.5833333333333334,0.5366898147222223,0.7811111111111111,0.5626675603217157,0.16037735849056606,4
1651,0.75,0.11474537036111113,0.8005555555555556,0.17761394101876676,0.2075471698113208,3
1695,0.5833333333333334,0.5660185186111111,0.4847222222222222,0.5428954423592492,0.28301886792452835,7
1697,0.6666666666666666,0.4803703702777778,0.5069444444444444,0.5577524575737265,0.33018867924528306,2
1698,0.7083333333333334,0.41657407416666653,0.5219444444444444,0.5088248436327077,0.24528301886792456,7
1699,0.75,0.18870370369444445,0.5449999999999999,0.4187890973860589,0.2641509433962264,1
1719,0.5833333333333334,0.4888888888888889,0.5088888888888888,0.520554066152815,0.5566037735849058,2
1722,0.7083333333333334,0.39125,0.5547222222222222,0.55015638961126,0.6037735849056605,2
1862,0.5416666666666666,0.10918981480555556,0.5136111111111111,0.1726988382707775,0.5377358490566039,1
1961,0.6666666666666666,0.12253968252777778,0.6947222222222222,0.1341599642761394,0.2547169811320755,3
1985,0.6666666666666666,0.12555555555555556,0.5777777777777777,0.20062555851206434,0.18867924528301888,1
1986,0.7083333333333334,0.10275,0.6680555555555555,0.15527256481233245,0.2641509433962264,1
2056,0.625,0.4869444444444445,0.5294444444444444,0.577859696380697,0.3113207547169811,7
2060,0.7916666666666666,0.10066666666666667,0.5125,0.20051385167560326,0.33018867924528306,1
2083,0.75,0.16842592591666666,0.5336111111111111,0.39186773907506706,0.3207547169811321,1
2084,0.7916666666666666,0.10166666666666667,0.44833333333333336,0.28786863270777474,0.3207547169811321,1
2102,0.6666666666666666,0.5497222222222222,0.5305555555555556,0.6089142091152814,0.15094339622641512,7
2159,0.7083333333333334,0.8561111111111109,0.5572222222222222,0.4535299374664878,0.4056603773584906,2
2160,0.7916666666666666,0.5511111111111111,0.5713888888888888,0.7782618411528149,0.3679245283018868,2
2173,0.7083333333333334,0.4889722222222223,0.8622222222222221,0.12796550154155498,0.37735849056603776,6
2216,0.75,0.10546296297222224,0.5680555555555555,0.18020245911528146,0.4245283018867925,1
2260,0.5833333333333334,0.5459953702777778,0.6677777777777778,0.6257819483914209,0.3490566037735849,2
2263,0.7083333333333334,0.30303240750000004,0.6777777777777778,0.4566577300938337,0.2547169811320755,6
2264,0.75,0.18875,0.7241666666666666,0.37701072386058976,0.12264150943396228,6
2282,0.5,0.4430555555555555,0.4405555555555555,0.510053619302949,0.2358490566037736,7
2285,0.625,0.5496759258333334,0.15666666666666668,0.6048927613941019,0.05660377358490566,5
2287,0.7083333333333334,0.3226620369444444,0.5252777777777777,0.5730563002680964,0.05660377358490566,7
2305,0.4583333333333333,0.9326157408333332,0.14805555555555555,0.3725424485924933,0.2169811320754717,5
2307,0.5416666666666666,0.5947916666666667,0.12972222222222224,0.4814566577077748,0.2075471698113208,5
2309,0.625,0.5661574075,0.9538888888888888,0.5752904376675602,0.16037735849056606,4
2310,0.6666666666666666,0.5696296297222222,0.9505555555555556,0.6178507593833779,0.169811320754717,4
2311,0.7083333333333334,0.5640404041666667,0.9880555555555556,0.6094727432975869,0.14150943396226418,4
2312,0.75,0.39085648138888895,0.8597222222222223,0.5711572833109919,0.11320754716981132,4
2330,0.5,0.08583333333333333,0.6530555555555555,0.35936103666219843,0.2547169811320755,1
2333,0.625,0.5849305555555555,0.7580555555555555,0.559092940147453,0.14150943396226418,4
2335,0.7083333333333334,0.5476851852777778,0.9208333333333332,0.6360589812332439,0.17924528301886794,4
2336,0.75,0.5716203702777778,0.0030555555555555557,0.6363941018766756,0.30188679245283023,5
2353,0.4583333333333333,0.07027777777777779,0.9908333333333332,0.344950848994638,0.0660377358490566,3
2354,0.5,0.07851851852777778,0.6219444444444444,0.3466264522117962,0.2735849056603773,1
2381,0.625,0.1305050505,0.7163888888888889,0.4573279713806969,0.169811320754717,6
2382,0.6666666666666666,0.4701157408333333,0.7277777777777777,0.5455764075067023,0.1320754716981132,4
2404,0.5833333333333334,0.14807870369444445,0.9838888888888888,0.31680071494638073,0.28301886792452835,6
2406,0.6666666666666666,0.4591898147222223,0.9613888888888891,0.4985478105227882,0.3207547169811321,4
2407,0.7083333333333334,0.5920370369444444,0.9580555555555554,0.6084673813672921,0.3867924528301887,4
2408,0.75,0.5830787036111111,0.9319444444444444,0.7128016085790884,0.3679245283018868,4
2452,0.5833333333333334,0.1301388888888889,0.6766666666666666,0.25044682754691683,0.3584905660377359,1
2454,0.6666666666666666,0.2751388888888889,0.7047222222222221,0.3255138516756032,0.3679245283018868,6
2455,0.7083333333333334,0.9388425925,0.7466666666666667,0.4606791778150133,0.1037735849056604,4
2474,0.5,0.435,0.5944444444444444,0.5535075960455763,0.2735849056603773,7
2500,0.5833333333333334,0.15181818180555556,0.09194444444444444,0.3490840035522789,0.30188679245283023,8
2504,0.75,0.33648148138888884,0.11194444444444444,0.3928731010053619,0.37735849056603776,8
2569,0.4583333333333333,0.5321296297222222,0.5172222222222221,0.7945710455764075,0.2358490566037736,7
2576,0.75,0.11328703702777775,0.9513888888888888,0.22017426273458446,0.17924528301886794,3
2577,0.7916666666666666,0.10634259258333333,0.9672222222222222,0.32808310991957107,0.2075471698113208,6
2595,0.5416666666666666,0.5179629630555556,0.3227777777777778,0.7409517426273458,0.2075471698113208,7
2596,0.5833333333333334,0.4961342591666666,0.4547222222222222,0.6715817694369972,0.18867924528301888,7
2597,0.625,0.3581712963888889,0.4097222222222222,0.5504915102546917,0.2924528301886793,7
2619,0.5416666666666666,0.5179629630555556,0.1475,0.7295576407506701,0.28301886792452835,5
2642,0.5,0.6008101852777777,0.4386111111111111,0.6096961575067024,0.5,2
2644,0.5833333333333334,0.5125231480555555,0.4686111111111111,0.7308981233243966,0.5283018867924528,2
2649,0.7916666666666666,0.0953787878888889,0.5594444444444444,0.38550044684986573,0.5566037735849058,1
2862,0.6666666666666666,0.5696527777777778,0.36666666666666653,0.531166219839142,0.11320754716981132,7
2913,0.7916666666666666,0.5504166666666667,0.4847222222222222,0.6577301159517425,0.16037735849056606,7
3123,0.5416666666666666,0.5120833333333333,0.09444444444444444,0.6615777975871312,0.5377358490566039,5
3176,0.75,0.18752314813888887,0.17305555555555555,0.4139779975871313,0.2641509433962264,8
3199,0.7083333333333334,0.4184722222222223,0.12194444444444445,0.5511382343163538,0.30188679245283023,5
3201,0.7916666666666666,0.14960648147222222,0.1647222222222222,0.40750670241286857,0.2358490566037736,8
3220,0.5833333333333334,0.5525231480555556,0.33444444444444443,0.5941342332439677,0.339622641509434,7
3344,0.75,0.5839583333333334,0.0,0.5533958892091152,0.02830188679245283,5
3578,0.625,0.5628703702777778,0.2813888888888889,0.5044682752680965,0.169811320754717,7
3647,0.5,0.1604861111111111,0.2897222222222222,0.24776586239946374,0.30188679245283023,8
3651,0.6666666666666666,0.21643518519444446,0.3416666666666667,0.41298033961126,0.2358490566037736,8
3652,0.7083333333333334,0.5262731480555556,0.33694444444444444,0.523793565683646,0.3584905660377359,7
3677,0.75,0.5957870369444445,0.32333333333333336,0.5759606789544235,0.2075471698113208,7
3696,0.5416666666666666,0.18583333333333332,0.3516666666666666,0.24776586239946374,0.2169811320754717,8
3698,0.625,0.08761574074999999,0.3558333333333333,0.1813002680965148,0.169811320754717,8
3699,0.6666666666666666,0.14626262625,0.3405555555555556,0.25212243076407503,0.18867924528301888,8
3700,0.7083333333333334,0.5641161616666667,0.3416666666666667,0.3706434316353887,0.4622641509433963,2
3724,0.7083333333333334,0.3136342591666666,0.3505555555555556,0.29557640750670233,0.30188679245283023,8
3741,0.4166666666666667,0.5571296297222221,0.3202777777777778,0.7617292225201071,0.2169811320754717,7
3742,0.4583333333333333,0.5420370369444445,0.33722222222222226,0.6952636280160857,0.169811320754717,7
3767,0.5,0.5392361111111111,0.0,0.6428731012064343,0.03773584905660378,5
3768,0.5416666666666666,0.4887037036111112,0.3358333333333334,0.5260277032841822,0.16037735849056606,7
3842,0.6666666666666666,0.1762731481388889,0.3325,0.33646112600536193,0.3679245283018868,8
3912,0.5833333333333334,0.5801620369444445,0.3322222222222222,0.6091376226541554,0.18867924528301888,7
3915,0.7083333333333334,0.4362962963888888,0.32944444444444443,0.5236818587801608,0.17924528301886794,7
4028,0.4166666666666667,0.5135185186111111,0.33194444444444443,0.7677613941018766,0.16037735849056606,7
4076,0.6666666666666666,0.1033796296388889,0.3286111111111111,0.05864611260053618,0.12264150943396228,8
4077,0.7083333333333334,0.07881944444444444,0.0,0.11695710455764075,0.02830188679245283,8
4100,0.6666666666666666,0.12432870369444445,0.3316666666666667,0.1333780160857909,0.4245283018867925,1
4168,0.5,0.5402777777777777,0.3322222222222222,0.6905719390080427,0.30188679245283023,7
4172,0.6666666666666666,0.3533101852777778,0.33611111111111114,0.515862377144772,0.12264150943396228,7
4173,0.7083333333333334,0.1958585858611111,0.3341666666666667,0.41867739054959774,0.14150943396226418,8
4174,0.75,0.12736111111111112,0.33055555555555555,0.3294235924932976,0.11320754716981132,8
