,hour,wave_height,current_dir,water_temp,wind_speed,cluster
774,0.5833333333333334,0.4299120233266656,0.5656944444444445,0.5685216558098181,0.5283018867924528,4
775,0.625,0.5348973608293015,0.5142592591666667,0.5503461995581458,0.6698113207547169,9
776,0.6666666666666666,0.606451613280106,0.4652314813888889,0.5434958750128156,0.6886792452830189,9
777,0.7083333333333334,0.5835777129814846,0.2746527777777778,0.5534298497505687,0.6509433962264152,9
779,0.7916666666666666,0.5853372437736862,0.11150462963888888,0.5576937243835279,0.5188679245283019,9
796,0.5,0.2621700880380458,0.5142824075,0.5810621687039077,0.5660377358490567,4
801,0.7083333333333334,0.16891495605135834,0.4797685186111111,0.5915586328348732,0.2641509433962264,6
822,0.5833333333333334,0.25043988252209737,0.471643518611111,0.6094578667823979,0.4528301886792453,4
823,0.625,0.24750733167096955,0.5399305555555556,0.6097893340777225,0.5188679245283019,4
824,0.6666666666666666,0.2545454548397761,0.5603935186111111,0.61133618189786,0.4622641509433963,4
825,0.7083333333333334,0.2228739005801464,0.5439583333333333,0.6237662054725301,0.14150943396226418,6
826,0.75,0.20586510268759295,0.4540046297222222,0.6217221567094056,0.4245283018867925,4
843,0.4583333333333333,0.20410557189539133,0.11067129630555557,0.601778874661691,0.4056603773584906,5
846,0.5833333333333334,0.15777126126868532,0.4793518519444444,0.6519961699033578,0.3962264150943397,4
847,0.625,0.14604105575273693,0.5647222222222222,0.6452010903492051,0.4905660377358491,4
848,0.6666666666666666,0.13724340179172867,0.5641435186111111,0.6452010903492051,0.3584905660377359,6
849,0.7083333333333334,0.1284457478307204,0.5668287036111112,0.6562500004143343,0.19811320754716985,6
850,0.75,0.11964809386971215,0.5571064813888891,0.6555870658236853,0.19811320754716985,6
851,0.7916666666666666,0.12316715545411548,0.5191435186111111,0.6259759872203821,0.169811320754717,6
867,0.4583333333333333,0.09560117280835218,0.14240740741666666,0.6295668831407093,0.15094339622641512,2
872,0.6666666666666666,0.09794721433382923,0.3187268519444445,0.7495580440481906,0.17924528301886794,1
873,0.7083333333333334,0.08914956037282099,0.5442824075,0.7434258990846867,0.2169811320754717,6
874,0.75,0.09794721433382923,0.5528472222222223,0.7051414264747031,0.4433962264150944,6
892,0.5,0.07683284482740946,0.12518518519444444,0.6138221866127942,0.16037735849056606,2
894,0.5833333333333334,0.08387096799621603,0.06673611111111111,0.6344284032511576,0.1037735849056604,2
895,0.625,0.0926686219572243,0.12995370369444445,0.6516094582797907,0.2924528301886793,2
897,0.7083333333333334,0.08211143720401443,0.5931481480555556,0.67188420762283,0.22641509433962265,6
898,0.75,0.0639296185487225,0.563125,0.6563604890708195,0.2735849056603773,6
918,0.5833333333333334,0.0633431085192594,0.05993055555555556,0.6108389809548733,0.05660377358490566,2
921,0.7083333333333334,0.07272727250973074,0.4812962963888889,0.6382402771473898,0.3113207547169811,6
922,0.75,0.06568914934092415,0.5696527777777778,0.6381850328191474,0.169811320754717,6
943,0.625,0.11202346067144243,0.058171296305555564,0.6432675309055003,0.12264150943396228,2
944,0.6666666666666666,0.14428152496053526,0.042847222222222224,0.6607248089012157,0.15094339622641512,2
964,0.5,0.06627566007419955,0.4871990741666667,0.5987956690037703,0.07547169811320756,3
965,0.5416666666666666,0.07038123168806598,0.2506018518611111,0.5965858872559182,0.24528301886792456,1
969,0.7083333333333334,0.0991202343927555,0.07770833333333334,0.6653101060445819,0.14150943396226418,2
970,0.75,0.11612903228530888,0.4553703702777778,0.6681828230460174,0.22641509433962265,6
988,0.5,0.058064516142654427,0.5298842591666667,0.599955804537406,0.33018867924528306,3
990,0.5833333333333334,0.08211143720401443,0.1626388888888889,0.5980774900848786,0.2641509433962264,2
991,0.625,0.07624633409413402,0.09101851852777776,0.6292906601736272,0.28301886792452835,2
992,0.6666666666666666,0.081524926470739,0.08203703702777779,0.6948106953284652,0.17924528301886794,2
993,0.7083333333333334,0.06702212764035713,0.08699494949999999,0.6753495477092959,0.14150943396226418,2
994,0.75,0.058064516142654427,0.11037037036111112,0.6403948145669993,0.17924528301886794,2
1018,0.75,0.08563049878841769,0.07884259258333333,0.6697296702032205,0.15094339622641512,2
1019,0.7916666666666666,0.0639296185487225,0.2675231481388889,0.6574101359479703,0.2641509433962264,1
1035,0.4583333333333333,0.03636363660677152,0.5652546297222222,0.6353123158177116,0.0660377358490566,3
1039,0.625,0.058064516142654427,0.17694444444444446,0.6075795523298704,0.16037735849056606,2
1040,0.6666666666666666,0.0633431085192594,0.1256018518611111,0.6896729522509353,0.19811320754716985,2
1041,0.7083333333333334,0.0633431085192594,0.09490740741666666,0.6923246906135314,0.22641509433962265,2
1064,0.6666666666666666,0.13548387099952702,0.15458333333333332,0.6338759579799282,0.3490566037735849,5
1065,0.7083333333333334,0.159530792060887,0.13780092591666668,0.6807785802683499,0.3679245283018868,5
1089,0.7083333333333334,0.07390029327246928,0.14314814813888888,0.7095609899704071,0.2358490566037736,2
1090,0.75,0.06686217010366269,0.09895833333333333,0.6549793755612789,0.03773584905660378,2
1138,0.75,0.15894428132761154,0.3154166666666667,0.7077931648372993,0.33018867924528306,1
1157,0.5416666666666666,0.06862170089586432,0.5834953702777779,0.7149749560150194,0.1037735849056604,3
1182,0.5833333333333334,0.0961876835416276,0.5736111111111111,0.6965232767962652,0.2169811320754717,3
1183,0.625,0.06979472165860287,0.5725694444444445,0.7348629937344915,0.2735849056603773,6
1184,0.6666666666666666,0.09560117280835218,0.5716666666666667,0.7349734830539109,0.22641509433962265,6
1186,0.75,0.07331378324300616,0.5000231480555556,0.7263553333754731,0.19811320754716985,6
1205,0.5416666666666666,0.07565982406467092,0.4352546297222222,0.7835886861471979,0.17924528301886794,3
1207,0.625,0.08680351884734391,0.5810185186111111,0.7938641723022584,0.169811320754717,6
1209,0.7083333333333334,0.08387096799621603,0.5870833333333333,0.7608279320892246,0.169811320754717,6
1232,0.6666666666666666,0.1771260999829035,0.5575925925,0.7376252214165075,0.4905660377358491,4
1278,0.5833333333333334,0.07741935485687257,0.05064814813888889,0.6744807016571837,0.19811320754716985,2
1302,0.5833333333333334,0.06158357772705773,0.06206018519444445,0.6626031233537429,0.2735849056603773,2
1303,0.625,0.05043988294438472,0.035162037027777766,0.6764695054291308,0.24528301886792456,2
1326,0.5833333333333334,0.07624633409413402,0.08717592591666666,0.649289187212519,0.169811320754717,2
1328,0.6666666666666666,0.10146627591823257,0.03877314813888889,0.6875184148313256,0.18867924528301888,2
1329,0.7083333333333334,0.10439882676936044,0.02203703703611111,0.7122127283330035,0.09433962264150944,2
1350,0.5833333333333334,0.08739002958061934,0.12868055555555558,0.6491786978930993,0.169811320754717,2
1351,0.625,0.09736070360055382,0.08590277777777779,0.6834303186309459,0.16037735849056606,2
1352,0.6666666666666666,0.1026392959771588,0.06247685186111111,0.7009428402919693,0.0660377358490566,2
1353,0.7083333333333334,0.10967741914596538,0.04668981480555556,0.6550898648806984,0.2547169811320755,2
1375,0.625,0.06686217010366269,0.10793981480555556,0.6526038601657644,0.22641509433962265,2
1544,0.6666666666666666,0.13431085023678846,0.3027546297222222,0.2674388629986564,0.30188679245283023,7
1545,0.7083333333333334,0.12199413469137692,0.5671064813888889,0.2803660875163132,0.12264150943396228,7
1555,0.75,0.054545454558251126,0.35208333333333336,0.2389326756007464,0.0849056603773585,7
1647,0.5833333333333334,0.07741935485687257,0.5366898147222223,0.21390689480374392,0.16037735849056606,7
1651,0.75,0.14428152496053526,0.11474537036111113,0.3013037714500013,0.2075471698113208,8
1695,0.5833333333333334,0.09853372436329236,0.5660185186111111,0.25274381268495705,0.28301886792452835,7
1697,0.6666666666666666,0.14310850419779672,0.4803703702777778,0.2586549796725561,0.33018867924528306,7
1698,0.7083333333333334,0.16832844602189526,0.41657407416666653,0.2461144667784665,0.24528301886792456,7
1699,0.75,0.20000000028152493,0.18870370369444445,0.26688641706449223,0.2641509433962264,8
1719,0.5833333333333334,0.28712343349844544,0.4888888888888889,0.2953674938259778,0.5566037735849058,4
1722,0.7083333333333334,0.4797653962415872,0.39125,0.27346051864274035,0.6037735849056605,9
1862,0.5416666666666666,0.6322580644298553,0.10918981480555556,0.4183669710278042,0.5377358490566039,9
1961,0.6666666666666666,0.19379974878446912,0.12253968252777778,0.5290218033379559,0.2547169811320755,5
1985,0.6666666666666666,0.1624633429120149,0.12555555555555556,0.5222819681120454,0.18867924528301888,8
1986,0.7083333333333334,0.1720821114773213,0.10275,0.5248453154168666,0.2641509433962264,8
2056,0.625,0.27390029355399426,0.4869444444444445,0.5232763699980192,0.3113207547169811,4
2060,0.7916666666666666,0.307214076318408,0.10066666666666667,0.5124484385717292,0.33018867924528306,5
2083,0.75,0.5038123165991348,0.16842592591666666,0.5091337656184838,0.3207547169811321,5
2084,0.7916666666666666,0.4465689150607787,0.10166666666666667,0.5040954627295511,0.3207547169811321,5
2102,0.6666666666666666,0.2938416422976755,0.5497222222222222,0.5223924574314653,0.15094339622641512,6
2159,0.7083333333333334,0.1777126100123666,0.8561111111111109,0.628461991935316,0.4056603773584906,4
2160,0.7916666666666666,0.15659824050594678,0.5511111111111111,0.617192103894282,0.3679245283018868,6
2173,0.7083333333333334,0.11554252225584576,0.4889722222222223,0.7588391283172777,0.37735849056603776,6
2216,0.75,0.30557184781362395,0.10546296297222224,0.608850177182926,0.4245283018867925,5
2260,0.5833333333333334,0.07331378324300616,0.5459953702777778,0.6253130526297329,0.3490566037735849,3
2263,0.7083333333333334,0.08973607040228412,0.30303240750000004,0.6303955513790209,0.2547169811320755,1
2264,0.75,0.11202346067144243,0.18875,0.6432122865772578,0.12264150943396228,2
2282,0.5,0.159530792060887,0.4430555555555555,0.6436542431920022,0.2358490566037736,3
2285,0.625,0.14956011733714022,0.5496759258333334,0.6260864765398018,0.05660377358490566,6
2287,0.7083333333333334,0.1700879768140969,0.3226620369444444,0.6186284623949998,0.05660377358490566,1
2305,0.4583333333333333,0.13958944261339346,0.9326157408333332,0.5907852095877391,0.2169811320754717,3
2307,0.5416666666666666,0.14956011733714022,0.5947916666666667,0.6002320275044881,0.2075471698113208,3
2309,0.625,0.1319648094151237,0.5661574075,0.6056459928861657,0.16037735849056606,6
2310,0.6666666666666666,0.12668621703851876,0.5696296297222222,0.6123305837838338,0.169811320754717,6
2311,0.7083333333333334,0.14700079956527878,0.5640404041666667,0.6218929127495265,0.14150943396226418,6
2312,0.75,0.13548387099952702,0.39085648138888895,0.6196228642809734,0.11320754716981132,1
2330,0.5,0.1982404694893233,0.08583333333333333,0.6487367412783551,0.2547169811320755,2
2333,0.625,0.1917888563499798,0.5849305555555555,0.6572444023003079,0.14150943396226418,6
2335,0.7083333333333334,0.2029325511326528,0.5476851852777778,0.6901149088656793,0.17924528301886794,6
2336,0.75,0.18005865083403136,0.5716203702777778,0.6587912494575108,0.30188679245283023,6
2353,0.4583333333333333,0.1853372432106363,0.07027777777777779,0.6687905126454894,0.0660377358490566,2
2354,0.5,0.1853372432106363,0.07851851852777778,0.6687905126454894,0.2735849056603773,2
2381,0.625,0.16235670478882264,0.1305050505,0.7323016557844142,0.169811320754717,2
2382,0.6666666666666666,0.16539589446695505,0.4701157408333333,0.7295042726810563,0.1320754716981132,6
2404,0.5833333333333334,0.15366568895100666,0.14807870369444445,0.7144225107437899,0.28301886792452835,2
2406,0.6666666666666666,0.20058651031098804,0.4591898147222223,0.7248637305465127,0.3207547169811321,6
2407,0.7083333333333334,0.19765395875604785,0.5920370369444444,0.7449175019136471,0.3867924528301887,6
2408,0.75,0.1736070383985002,0.5830787036111111,0.7419895405839689,0.3679245283018868,6
2452,0.5833333333333334,0.06920821092532745,0.1301388888888889,0.6711660287039383,0.3584905660377359,2
2454,0.6666666666666666,0.14076246337613196,0.2751388888888889,0.6721051855987348,0.3679245283018868,1
2455,0.7083333333333334,0.13020527862292205,0.9388425925,0.7255819094654044,0.1037735849056604,6
2474,0.5,0.07800586488633568,0.435,0.6534877727323185,0.2735849056603773,3
2500,0.5833333333333334,0.04014929385106141,0.15181818180555556,0.638586810957156,0.30188679245283023,2
2504,0.75,0.06627566007419955,0.33648148138888884,0.6384060107950522,0.37735849056603776,1
2569,0.4583333333333333,0.11085043990870393,0.5321296297222222,0.6372458752614163,0.2358490566037736,3
2576,0.75,0.0785923756196111,0.11328703702777775,0.6673541548077062,0.17924528301886794,2
2577,0.7916666666666666,0.06568914934092415,0.10634259258333333,0.6386822337621341,0.2075471698113208,2
2595,0.5416666666666666,0.12023460389917527,0.5179629630555556,0.6018341189899337,0.2075471698113208,3
2596,0.5833333333333334,0.10909090911650228,0.4961342591666666,0.6028285208759072,0.18867924528301888,3
2597,0.625,0.13958944261339346,0.3581712963888889,0.6081319976010999,0.2924528301886793,1
2619,0.5416666666666666,0.09501466277888906,0.5179629630555556,0.5881334712251425,0.28301886792452835,3
2642,0.5,0.3812316718782949,0.6008101852777777,0.5574727464076232,0.5,4
2644,0.5833333333333334,0.4404692080798755,0.5125231480555555,0.562886711789301,0.5283018867924528,4
2649,0.7916666666666666,0.5225806452838899,0.0953787878888889,0.5637354689345127,0.5566037735849058,9
2862,0.6666666666666666,0.0785923756196111,0.5696527777777778,0.10209192695995628,0.11320754716981132,7
2913,0.7916666666666666,0.14310850419779672,0.5504166666666667,0.14766868006707967,0.16037735849056606,7
3123,0.5416666666666666,0.09736070360055382,0.5120833333333333,0.2590416912961233,0.5377358490566039,4
3176,0.75,0.09736070360055382,0.18752314813888887,0.3253903946892727,0.2641509433962264,8
3199,0.7083333333333334,0.0674486801331258,0.4184722222222223,0.2890947258512362,0.30188679245283023,7
3201,0.7916666666666666,0.07390029327246928,0.14960648147222222,0.26230111992112604,0.2358490566037736,8
3220,0.5833333333333334,0.08035190641181275,0.5525231480555556,0.28290733655948963,0.339622641509434,7
3344,0.75,0.2527859240475745,0.5839583333333334,0.3596972597553616,0.02830188679245283,7
3578,0.625,0.10967741914596538,0.5628703702777778,0.5284141130755495,0.169811320754717,3
3647,0.5,0.4533724343585626,0.1604861111111111,0.548025928490874,0.30188679245283023,5
3651,0.6666666666666666,0.3806451611450194,0.21643518519444446,0.6270256334345983,0.2358490566037736,5
3652,0.7083333333333334,0.322580645002365,0.5262731480555556,0.6052592812625988,0.3584905660377359,4
3677,0.75,0.14369501493107212,0.5957870369444445,0.6500626104596534,0.2075471698113208,6
3696,0.5416666666666666,0.10439882676936044,0.18583333333333332,0.5562021215545676,0.2169811320754717,2
3698,0.625,0.100293255155494,0.08761574074999999,0.5423909844703572,0.169811320754717,2
3699,0.6666666666666666,0.09901359626956333,0.14626262625,0.5494522422066745,0.18867924528301888,2
3700,0.7083333333333334,0.09261530254372204,0.5641161616666667,0.649012964245437,0.4622641509433963,4
3724,0.7083333333333334,0.15366568895100666,0.3136342591666666,0.619015174018567,0.30188679245283023,1
3741,0.4166666666666667,0.03343108505183134,0.5571296297222221,0.5604559520655439,0.2169811320754717,3
3742,0.4583333333333333,0.0498533722111093,0.5420370369444445,0.543661608660478,0.169811320754717,3
3767,0.5,0.0281524926752264,0.5392361111111111,0.5327784329059457,0.03773584905660378,3
3768,0.5416666666666666,0.029325513437964933,0.4887037036111112,0.5448217441941139,0.16037735849056606,3
3842,0.6666666666666666,0.0639296185487225,0.1762731481388889,0.5473629939002251,0.3679245283018868,5
3912,0.5833333333333334,0.21407624661913813,0.5801620369444445,0.6279647909923292,0.18867924528301888,3
3915,0.7083333333333334,0.2052785926581299,0.4362962963888888,0.6168606365989573,0.17924528301886794,1
4028,0.4166666666666667,0.08035190641181275,0.5135185186111111,0.6107284916354536,0.16037735849056606,3
4076,0.6666666666666666,0.14956011733714022,0.1033796296388889,0.6622716560584185,0.12264150943396228,2
4077,0.7083333333333334,0.16598240449641816,0.07881944444444444,0.6537639956994004,0.02830188679245283,2
4100,0.6666666666666666,0.21759530820354145,0.12432870369444445,0.6578520918997799,0.4245283018867925,5
4168,0.5,0.17536656919070184,0.5402777777777777,0.6114466705543451,0.30188679245283023,3
4172,0.6666666666666666,0.1771260999829035,0.3533101852777778,0.5820565705898813,0.12264150943396228,1
4173,0.7083333333333334,0.1929618771127184,0.1958585858611111,0.587842181743619,0.14150943396226418,2
4174,0.75,0.1771260999829035,0.12736111111111112,0.5984642017084456,0.11320754716981132,2
