,hour,current_dir,wind_speed,cluster
1375,0.625,0.10793981480555556,0.22641509433962265,1
1544,0.6666666666666666,0.3027546297222222,0.30188679245283023,1
1545,0.7083333333333334,0.5671064813888889,0.12264150943396228,2
1555,0.75,0.35208333333333336,0.0849056603773585,1
1647,0.5833333333333334,0.5366898147222223,0.16037735849056606,2
1651,0.75,0.11474537036111113,0.2075471698113208,1
1695,0.5833333333333334,0.5660185186111111,0.28301886792452835,2
1697,0.6666666666666666,0.4803703702777778,0.33018867924528306,2
1698,0.7083333333333334,0.41657407416666653,0.24528301886792456,2
1699,0.75,0.18870370369444445,0.2641509433962264,1
1719,0.5833333333333334,0.4888888888888889,0.5566037735849058,2
1722,0.7083333333333334,0.39125,0.6037735849056605,2
1862,0.5416666666666666,0.10918981480555556,0.5377358490566039,1
1961,0.6666666666666666,0.12253968252777778,0.2547169811320755,1
1985,0.6666666666666666,0.12555555555555556,0.18867924528301888,1
1986,0.7083333333333334,0.10275,0.2641509433962264,1
2056,0.625,0.4869444444444445,0.3113207547169811,2
2060,0.7916666666666666,0.10066666666666667,0.33018867924528306,1
2083,0.75,0.16842592591666666,0.3207547169811321,1
2084,0.7916666666666666,0.10166666666666667,0.3207547169811321,1
2102,0.6666666666666666,0.5497222222222222,0.15094339622641512,2
2159,0.7083333333333334,0.8561111111111109,0.4056603773584906,2
2160,0.7916666666666666,0.5511111111111111,0.3679245283018868,2
2173,0.7083333333333334,0.4889722222222223,0.37735849056603776,2
2216,0.75,0.10546296297222224,0.4245283018867925,1
2260,0.5833333333333334,0.5459953702777778,0.3490566037735849,2
2263,0.7083333333333334,0.30303240750000004,0.2547169811320755,1
2264,0.75,0.18875,0.12264150943396228,1
2282,0.5,0.4430555555555555,0.2358490566037736,2
2285,0.625,0.5496759258333334,0.05660377358490566,2
2287,0.7083333333333334,0.3226620369444444,0.05660377358490566,1
2305,0.4583333333333333,0.9326157408333332,0.2169811320754717,2
2307,0.5416666666666666,0.5947916666666667,0.2075471698113208,2
2309,0.625,0.5661574075,0.16037735849056606,2
2310,0.6666666666666666,0.5696296297222222,0.169811320754717,2
2311,0.7083333333333334,0.5640404041666667,0.14150943396226418,2
2312,0.75,0.39085648138888895,0.11320754716981132,2
2330,0.5,0.08583333333333333,0.2547169811320755,1
2333,0.625,0.5849305555555555,0.14150943396226418,2
2335,0.7083333333333334,0.5476851852777778,0.17924528301886794,2
2336,0.75,0.5716203702777778,0.30188679245283023,2
2353,0.4583333333333333,0.07027777777777779,0.0660377358490566,1
2354,0.5,0.07851851852777778,0.2735849056603773,1
2381,0.625,0.1305050505,0.169811320754717,1
2382,0.6666666666666666,0.4701157408333333,0.1320754716981132,2
2404,0.5833333333333334,0.14807870369444445,0.28301886792452835,1
2406,0.6666666666666666,0.4591898147222223,0.3207547169811321,2
2407,0.7083333333333334,0.5920370369444444,0.3867924528301887,2
2408,0.75,0.5830787036111111,0.3679245283018868,2
2452,0.5833333333333334,0.1301388888888889,0.3584905660377359,1
2454,0.6666666666666666,0.2751388888888889,0.3679245283018868,1
2455,0.7083333333333334,0.9388425925,0.1037735849056604,2
2474,0.5,0.435,0.2735849056603773,2
2500,0.5833333333333334,0.15181818180555556,0.30188679245283023,1
2504,0.75,0.33648148138888884,0.37735849056603776,2
2569,0.4583333333333333,0.5321296297222222,0.2358490566037736,2
2576,0.75,0.11328703702777775,0.17924528301886794,1
2577,0.7916666666666666,0.10634259258333333,0.2075471698113208,1
2595,0.5416666666666666,0.5179629630555556,0.2075471698113208,2
2596,0.5833333333333334,0.4961342591666666,0.18867924528301888,2
2597,0.625,0.3581712963888889,0.2924528301886793,2
2619,0.5416666666666666,0.5179629630555556,0.28301886792452835,2
2642,0.5,0.6008101852777777,0.5,2
2644,0.5833333333333334,0.5125231480555555,0.5283018867924528,2
2649,0.7916666666666666,0.0953787878888889,0.5566037735849058,1
2862,0.6666666666666666,0.5696527777777778,0.11320754716981132,2
2913,0.7916666666666666,0.5504166666666667,0.16037735849056606,2
3123,0.5416666666666666,0.5120833333333333,0.5377358490566039,2
3176,0.75,0.18752314813888887,0.2641509433962264,1
3199,0.7083333333333334,0.4184722222222223,0.30188679245283023,2
3201,0.7916666666666666,0.14960648147222222,0.2358490566037736,1
3220,0.5833333333333334,0.5525231480555556,0.339622641509434,2
3344,0.75,0.5839583333333334,0.02830188679245283,2
3578,0.625,0.5628703702777778,0.169811320754717,2
3647,0.5,0.1604861111111111,0.30188679245283023,1
3651,0.6666666666666666,0.21643518519444446,0.2358490566037736,1
3652,0.7083333333333334,0.5262731480555556,0.3584905660377359,2
3677,0.75,0.5957870369444445,0.2075471698113208,2
3696,0.5416666666666666,0.18583333333333332,0.2169811320754717,1
3698,0.625,0.08761574074999999,0.169811320754717,1
3699,0.6666666666666666,0.14626262625,0.18867924528301888,1
3700,0.7083333333333334,0.5641161616666667,0.4622641509433963,2
3724,0.7083333333333334,0.3136342591666666,0.30188679245283023,1
3741,0.4166666666666667,0.5571296297222221,0.2169811320754717,2
3742,0.4583333333333333,0.5420370369444445,0.169811320754717,2
3767,0.5,0.5392361111111111,0.03773584905660378,2
3768,0.5416666666666666,0.4887037036111112,0.16037735849056606,2
3842,0.6666666666666666,0.1762731481388889,0.3679245283018868,1
3912,0.5833333333333334,0.5801620369444445,0.18867924528301888,2
3915,0.7083333333333334,0.4362962963888888,0.17924528301886794,2
4028,0.4166666666666667,0.5135185186111111,0.16037735849056606,2
4076,0.6666666666666666,0.1033796296388889,0.12264150943396228,1
4077,0.7083333333333334,0.07881944444444444,0.02830188679245283,1
4100,0.6666666666666666,0.12432870369444445,0.4245283018867925,1
4168,0.5,0.5402777777777777,0.30188679245283023,2
4172,0.6666666666666666,0.3533101852777778,0.12264150943396228,2
4173,0.7083333333333334,0.1958585858611111,0.14150943396226418,1
4174,0.75,0.12736111111111112,0.11320754716981132,1
