,hour,tide_variation,current_dir,wind_dir,current_speed,cluster
705,0.6666666666666666,0.2384155455904335,0.12472222222222222,0.5433333333333333,0.4217309852331365,3
706,0.7083333333333334,0.07249626307922273,0.0901388888888889,0.5388888888888889,0.5110378417366359,3
725,0.5,0.10986547085201794,0.551875,0.5449999999999999,0.4221805918272303,6
729,0.6666666666666666,0.4835575485799701,0.17300925925000002,0.5697222222222222,0.28160359677049984,1
733,0.8333333333333334,0.3744394618834081,0.12156565655555555,0.5494444444444445,0.1850812356757041,1
774,0.5833333333333334,0.14050822122571002,0.5656944444444445,0.5325,0.19408017981685394,7
775,0.625,0.027653213751868463,0.5142592591666667,0.5527777777777778,0.2139378043593624,7
776,0.6666666666666666,0.3430493273542601,0.4652314813888889,0.5533333333333333,0.15766204569524506,7
777,0.7083333333333334,0.13004484304932734,0.2746527777777778,0.5566666666666666,0.1637317347155132,7
779,0.7916666666666666,0.14499252615844546,0.11150462963888888,0.6447222222222222,0.39932559002073614,3
796,0.5,0.29745889387145,0.5142824075,0.6441666666666667,0.11412514047050835,7
801,0.7083333333333334,0.2847533632286996,0.4797685186111111,0.6105555555555556,0.1839640314497404,7
822,0.5833333333333334,0.3385650224215247,0.471643518611111,0.5155555555555555,0.10168602473054987,7
823,0.625,0.12855007473841554,0.5399305555555556,0.5102777777777777,0.1706257024316727,7
824,0.6666666666666666,0.11509715994020925,0.5603935186111111,0.5197222222222222,0.237991757143388,7
825,0.7083333333333334,0.1046337817638266,0.5439583333333333,0.5291666666666667,0.15301611085963393,7
826,0.75,0.17264573991031393,0.4540046297222222,0.5533333333333333,0.1282877481844674,7
843,0.4583333333333333,0.09267563527653214,0.11067129630555557,0.5591666666666667,0.2867740726025801,3
846,0.5833333333333334,0.1360239162929746,0.4793518519444444,0.5733333333333334,0.07560884227310155,7
847,0.625,0.29820627802690586,0.5647222222222222,0.6097222222222223,0.17452229297376767,7
848,0.6666666666666666,0.22571001494768314,0.5641435186111111,0.6422222222222221,0.26908954653824485,7
849,0.7083333333333334,0.1532137518684604,0.5668287036111112,0.6308333333333334,0.3208692393513441,7
850,0.75,0.044843049327354265,0.5571064813888891,0.6813888888888889,0.3292618957444572,2
851,0.7916666666666666,0.09865470852017937,0.5191435186111111,0.6652777777777777,0.23626826516938745,7
867,0.4583333333333333,0.4192825112107624,0.14240740741666666,0.6733333333333333,0.2803297113905933,1
872,0.6666666666666666,0.4245142002989537,0.3187268519444445,0.7899999999999999,0.03499437990997546,1
873,0.7083333333333334,0.23916292974588946,0.5442824075,0.8002777777777779,0.2130385911711745,2
874,0.75,0.17713004484304934,0.5528472222222223,0.8283333333333333,0.3881603595707629,2
892,0.5,0.1973094170403588,0.12518518519444444,0.9969444444444444,0.30228550009882105,3
894,0.5833333333333334,0.22645739910313906,0.06673611111111111,0.7563888888888889,0.2728362681856681,3
895,0.625,0.17937219730941706,0.12995370369444445,0.8341666666666667,0.14185088040966073,3
897,0.7083333333333334,0.4678624813153962,0.5931481480555556,0.8555555555555555,0.209441738418423,2
898,0.75,0.3714499252615845,0.563125,0.8333333333333334,0.3730236042662408,2
918,0.5833333333333334,0.2047832585949178,0.05993055555555556,0.8752777777777778,0.32716373166865925,3
921,0.7083333333333334,0.5829596412556054,0.4812962963888889,0.8197222222222222,0.08857249900952917,1
922,0.75,0.5186846038863976,0.5696527777777778,0.9711111111111111,0.3132259272517472,2
943,0.625,0.04409566517189836,0.058171296305555564,0.7269444444444444,0.3246159609088461,3
944,0.6666666666666666,0.18236173393124067,0.042847222222222224,0.7172222222222222,0.27223679269690243,3
964,0.5,0.4626307922272048,0.4871990741666667,0.7694444444444445,0.28812289238486194,2
965,0.5416666666666666,0.6128550074738416,0.2506018518611111,0.6797222222222222,0.1958786061932297,1
969,0.7083333333333334,0.28923766816143504,0.07770833333333334,0.8261111111111109,0.17819408012889434,1
970,0.75,0.3191330343796712,0.4553703702777778,0.950277777777778,0.059722742585141986,2
988,0.5,0.3213751868460389,0.5298842591666667,0.6325,0.4437617083437394,6
990,0.5833333333333334,0.2855007473841555,0.1626388888888889,0.6261111111111112,0.2654926937854933,3
991,0.625,0.3654708520179372,0.09101851852777776,0.6266666666666667,0.41333832884002336,3
992,0.6666666666666666,0.04633781763826607,0.08203703702777779,0.6786111111111112,0.439040839105753,3
993,0.7083333333333334,0.1046337817638266,0.08699494949999999,0.7241666666666666,0.32511325304807354,3
994,0.75,0.4364723467862481,0.11037037036111112,0.9461111111111112,0.1680779317617808,1
1018,0.75,0.14648729446935727,0.07884259258333333,0.8469444444444444,0.22540277250875776,3
1019,0.7916666666666666,0.5388639760837071,0.2675231481388889,0.8516666666666667,0.07628325216424245,1
1035,0.4583333333333333,0.15695067264573992,0.5652546297222222,0.7783333333333333,0.4723117270687043,2
1039,0.625,0.3071748878923767,0.17694444444444446,0.7541666666666667,0.25762457838884945,1
1040,0.6666666666666666,0.36397608370702544,0.1256018518611111,0.7863888888888889,0.3720494565857565,1
1041,0.7083333333333334,0.04409566517189836,0.09490740741666666,0.8619444444444445,0.38493817900973015,3
1064,0.6666666666666666,0.2197309417040359,0.15458333333333332,0.8961111111111112,0.2712626451063393,3
1065,0.7083333333333334,0.2272047832585949,0.13780092591666668,0.8861111111111111,0.3055076806598538,3
1089,0.7083333333333334,0.1816143497757848,0.14314814813888888,0.6327777777777778,0.28077931798468725,3
1090,0.75,0.020926756352765325,0.09895833333333333,0.0,0.280479580285265,4
1138,0.75,0.10089686098654707,0.3154166666666667,0.9044444444444444,0.15691270131180762,2
1157,0.5416666666666666,0.06576980568011959,0.5834953702777779,0.8111111111111111,0.1484451105163193,2
1182,0.5833333333333334,0.05754857997010464,0.5736111111111111,0.7138888888888889,0.1446983888688961,7
1183,0.625,0.1898355754857997,0.5725694444444445,0.7033333333333333,0.20562008236862453,7
1184,0.6666666666666666,0.08295964125560537,0.5716666666666667,0.73,0.2499812662892525,2
1186,0.75,0.05680119581464872,0.5000231480555556,0.8052777777777778,0.1965530160843706,2
1205,0.5416666666666666,0.059043348281016435,0.4352546297222222,0.6963888888888888,0.02937429748380125,7
1207,0.625,0.13079222720478328,0.5810185186111111,0.7788888888888889,0.15773698009762027,2
1209,0.7083333333333334,0.17414050822122573,0.5870833333333333,0.7977777777777777,0.2760584487467008,2
1232,0.6666666666666666,0.16591928251121074,0.5575925925,0.8397222222222223,0.18471337574325647,2
1278,0.5833333333333334,0.017189835575485802,0.05064814813888889,0.7033333333333333,0.3124016484659345,3
1302,0.5833333333333334,0.08819133034379671,0.06206018519444445,0.6966666666666667,0.3784188833953681,3
1303,0.625,0.2690582959641256,0.035162037027777766,0.6755555555555556,0.3116523041724184,3
1326,0.5833333333333334,0.2683109118086697,0.08717592591666666,0.7052777777777778,0.4056950167404265,3
1328,0.6666666666666666,0.23318385650224216,0.03877314813888889,0.8466666666666667,0.330161108932645,3
1329,0.7083333333333334,0.43796711509716,0.02203703703611111,0.7936111111111109,0.16403147241493538,1
1350,0.5833333333333334,0.5508221225710015,0.12868055555555558,0.7494444444444445,0.36425627568140906,1
1351,0.625,0.3579970104633782,0.08590277777777779,0.7536111111111111,0.549943799042205,3
1352,0.6666666666666666,0.01345291479820628,0.06247685186111111,0.8138888888888889,0.5010116146883411,3
1353,0.7083333333333334,0.28026905829596416,0.04668981480555556,0.8958333333333334,0.35623829139009344,3
1375,0.625,0.2615844544095665,0.10793981480555556,0.8552777777777777,0.4381416259175652,3
1544,0.6666666666666666,0.4147982062780269,0.3027546297222222,0.8386111111111111,0.05485200447946029,1
1545,0.7083333333333334,0.5,0.5671064813888889,0.8641666666666667,0.2643686773002585,2
1555,0.75,0.2608370702541106,0.35208333333333336,0.924722222222222,0.07695766205538335,2
1647,0.5833333333333334,0.15994020926756355,0.5366898147222223,0.7811111111111111,0.4029224427734876,2
1651,0.75,0.08594917787742899,0.11474537036111113,0.8005555555555556,0.34312476575899403,3
1695,0.5833333333333334,0.14125560538116594,0.5660185186111111,0.4847222222222222,0.35541401260428074,6
1697,0.6666666666666666,0.1345291479820628,0.4803703702777778,0.5069444444444444,0.2355189208758713,7
1698,0.7083333333333334,0.2062780269058296,0.41657407416666653,0.5219444444444444,0.10191082802759684,7
1699,0.75,0.1704035874439462,0.18870370369444445,0.5449999999999999,0.17871862112536352,3
1719,0.5833333333333334,0.12630792227204785,0.4888888888888889,0.5088888888888888,0.027882421057126638,7
1722,0.7083333333333334,0.03736920777279522,0.39125,0.5547222222222222,0.06796553014652823,7
1862,0.5416666666666666,0.13976083707025413,0.10918981480555556,0.5136111111111111,0.3682278005359579,3
1961,0.6666666666666666,0.15844544095665172,0.12253968252777778,0.6947222222222222,0.43848418333971695,3
1985,0.6666666666666666,0.2384155455904335,0.12555555555555556,0.5777777777777777,0.414162607625836,3
1986,0.7083333333333334,0.08146487294469358,0.10275,0.6680555555555555,0.4052004494869231,3
2056,0.625,0.07174887892376683,0.4869444444444445,0.5294444444444444,0.14050206062737888,7
2060,0.7916666666666666,0.050822122571001487,0.10066666666666667,0.5125,0.410325964659594,3
2083,0.75,0.3863976083707026,0.16842592591666666,0.5336111111111111,0.20134881972473212,1
2084,0.7916666666666666,0.33333333333333337,0.10166666666666667,0.44833333333333336,0.3247208691441084,4
2102,0.6666666666666666,0.06726457399103139,0.5497222222222222,0.5305555555555556,0.19190708124875944,7
2159,0.7083333333333334,0.5388639760837071,0.8561111111111109,0.5572222222222222,0.050281004109169324,7
2160,0.7916666666666666,0.3841554559043349,0.5511111111111111,0.5713888888888888,0.2759835143443256,7
2173,0.7083333333333334,0.2698056801195815,0.4889722222222223,0.8622222222222221,0.7217234917290547,2
2216,0.75,0.2713004484304933,0.10546296297222224,0.5680555555555555,0.4415886098655661,3
2260,0.5833333333333334,0.08445440956651719,0.5459953702777778,0.6677777777777778,0.2481079055105016,7
2263,0.7083333333333334,0.20254110612855009,0.30303240750000004,0.6777777777777778,0.1378044210628153,7
2264,0.75,0.20926756352765324,0.18875,0.7241666666666666,0.2561258898018172,3
2282,0.5,0.14125560538116594,0.4430555555555555,0.4405555555555555,0.03506931433932707,7
2285,0.625,0.0343796711509716,0.5496759258333334,0.15666666666666668,0.22555264140342954,5
2287,0.7083333333333334,0.3086696562032885,0.3226620369444444,0.5252777777777777,0.13563132258464214,7
2305,0.4583333333333333,0.14050822122571002,0.9326157408333332,0.14805555555555555,0.08520044955382466,5
2307,0.5416666666666666,0.2533632286995516,0.5947916666666667,0.12972222222222224,0.030573248398387712,5
2309,0.625,0.18759342301943202,0.5661574075,0.9538888888888888,0.25170475826325306,2
2310,0.6666666666666666,0.08370702541106129,0.5696296297222222,0.9505555555555556,0.22165605086133447,2
2311,0.7083333333333334,0.19207772795216746,0.5640404041666667,0.9880555555555556,0.14240948261256392,2
2312,0.75,0.1674140508221226,0.39085648138888895,0.8597222222222223,0.0754589733784298,2
2330,0.5,0.2002989536621824,0.08583333333333333,0.6530555555555555,0.07785687524357124,3
2333,0.625,0.10014947683109117,0.5849305555555555,0.7580555555555555,0.18688647431135091,2
2335,0.7083333333333334,0.041106128550074734,0.5476851852777778,0.9208333333333332,0.21153990249422092,2
2336,0.75,0.06427503736920777,0.5716203702777778,0.0030555555555555557,0.16433121011435756,5
2353,0.4583333333333333,0.029147982062780273,0.07027777777777779,0.9908333333333332,0.17272386659739195,3
2354,0.5,0.05680119581464872,0.07851851852777778,0.6219444444444444,0.1532409141566809,3
2381,0.625,0.11584454409566518,0.1305050505,0.7163888888888889,0.0482373377748311,3
2382,0.6666666666666666,0.2937219730941704,0.4701157408333333,0.7277777777777777,0.039115773686172514,7
2404,0.5833333333333334,0.08744394618834081,0.14807870369444445,0.9838888888888888,0.19452978641094787,3
2406,0.6666666666666666,0.19581464872944696,0.4591898147222223,0.9613888888888891,0.032146871477716485,2
2407,0.7083333333333334,0.19133034379671152,0.5920370369444444,0.9580555555555554,0.2307231172355098,2
2408,0.75,0.3034379671150972,0.5830787036111111,0.9319444444444444,0.4022480328823467,2
2452,0.5833333333333334,0.09192825112107623,0.1301388888888889,0.6766666666666666,0.28984638435886245,3
2454,0.6666666666666666,0.14275037369207774,0.2751388888888889,0.7047222222222221,0.19527913070446398,3
2455,0.7083333333333334,0.3804185351270553,0.9388425925,0.7466666666666667,0.1204196327878235,2
2474,0.5,0.5799701046337817,0.435,0.5944444444444444,0.1668040463818742,1
2500,0.5833333333333334,0.38266068759342303,0.15181818180555556,0.09194444444444444,0.34931026246749985,4
2504,0.75,0.4588938714499253,0.33648148138888884,0.11194444444444444,0.11719745222679072,4
2569,0.4583333333333333,0.18236173393124067,0.5321296297222222,0.5172222222222221,0.5027351066623417,6
2576,0.75,0.101644245142003,0.11328703702777775,0.9513888888888888,0.3517422254491541,3
2577,0.7916666666666666,0.41704035874439466,0.10634259258333333,0.9672222222222222,0.2368677406581532,1
2595,0.5416666666666666,0.24215246636771304,0.5179629630555556,0.3227777777777778,0.502360434470623,6
2596,0.5833333333333334,0.4282511210762332,0.4961342591666666,0.4547222222222222,0.35031847126449706,6
2597,0.625,0.4252615844544096,0.3581712963888889,0.4097222222222222,0.17032596473225048,7
2619,0.5416666666666666,0.07025411061285501,0.5179629630555556,0.1475,0.42450355928999656,6
2642,0.5,0.20254110612855009,0.6008101852777777,0.4386111111111111,0.22307980513591288,6
2644,0.5833333333333334,0.101644245142003,0.5125231480555555,0.4686111111111111,0.3182465341891557,6
2649,0.7916666666666666,0.09865470852017937,0.0953787878888889,0.5594444444444444,0.3859327632881852,3
2862,0.6666666666666666,0.13153961136023914,0.5696527777777778,0.36666666666666653,0.33143499431255163,6
2913,0.7916666666666666,0.048579970104633774,0.5504166666666667,0.4847222222222222,0.3165979767074517,7
3123,0.5416666666666666,0.2877428998505232,0.5120833333333333,0.09444444444444444,0.3656800298660661,5
3176,0.75,0.18086696562032886,0.18752314813888887,0.17305555555555555,0.2035219182928266,4
3199,0.7083333333333334,0.3647234678624813,0.4184722222222223,0.12194444444444445,0.16815286616415606,5
3201,0.7916666666666666,0.2869955156950673,0.14960648147222222,0.1647222222222222,0.2450355937542192,4
3220,0.5833333333333334,0.3026905829596413,0.5525231480555556,0.33444444444444443,0.23964031462509205,5
3344,0.75,0.5134529147982062,0.5839583333333334,0.0,0.3428250279696505,5
3578,0.625,0.06203288490284006,0.5628703702777778,0.2813888888888889,0.15533907823247886,5
3647,0.5,0.2384155455904335,0.1604861111111111,0.2897222222222222,0.2337204944994956,4
3651,0.6666666666666666,0.31988041853512705,0.21643518519444446,0.3416666666666667,0.08542525285087163,4
3652,0.7083333333333334,0.2556053811659193,0.5262731480555556,0.33694444444444444,0.1123267140941326,5
3677,0.75,0.2384155455904335,0.5957870369444445,0.32333333333333336,0.1585612588834329,5
3696,0.5416666666666666,0.2698056801195815,0.18583333333333332,0.3516666666666666,0.2552266766136293,4
3698,0.625,0.06427503736920777,0.08761574074999999,0.3558333333333333,0.2338703633941673,4
3699,0.6666666666666666,0.3841554559043349,0.14626262625,0.3405555555555556,0.16415409236244413,4
3700,0.7083333333333334,0.2518684603886398,0.5641161616666667,0.3416666666666667,0.037692019474539096,5
3724,0.7083333333333334,0.4461883408071749,0.3136342591666666,0.3505555555555556,0.05500187334715567,4
3741,0.4166666666666667,0.050822122571001487,0.5571296297222221,0.3202777777777778,0.4866991380797103,6
3742,0.4583333333333333,0.2414050822122571,0.5420370369444445,0.33722222222222226,0.4979393029320588,6
3767,0.5,0.3213751868460389,0.5392361111111111,0.0,0.3602098163345636,5
3768,0.5416666666666666,0.23318385650224216,0.4887037036111112,0.3358333333333334,0.182540277175162,5
3842,0.6666666666666666,0.3430493273542601,0.1762731481388889,0.3325,0.25530161101600457,4
3912,0.5833333333333334,0.05530642750373692,0.5801620369444445,0.3322222222222222,0.3480704382940273,6
3915,0.7083333333333334,0.17713004484304934,0.4362962963888888,0.32944444444444443,0.14432371667717736,5
4028,0.4166666666666667,0.2884902840059791,0.5135185186111111,0.33194444444444443,0.5092544022767037,6
4076,0.6666666666666666,0.05381165919282512,0.1033796296388889,0.3286111111111111,0.5146496814058309,4
4077,0.7083333333333334,0.2989536621823617,0.07881944444444444,0.0,0.33008617453026984,4
4100,0.6666666666666666,0.2772795216741405,0.12432870369444445,0.3316666666666667,0.6189584112356243,4
4168,0.5,0.05605381165919282,0.5402777777777777,0.3322222222222222,0.4368677406275798,6
4172,0.6666666666666666,0.41778774289985054,0.3533101852777778,0.33611111111111114,0.1880104907965858,4
4173,0.7083333333333334,0.20852017937219733,0.1958585858611111,0.3341666666666667,0.2575905172723367,4
4174,0.75,0.2914798206278027,0.12736111111111112,0.33055555555555555,0.3617834394138924,4
