hour,dif_tide_height,tide_height,drifting,prediction,cluster,p(s|pred),p(pred),p(pred|s),p(pred|drifting),p(drifting),p(~drifting),p(pred|~drifting),p(drifting|pred),p(drifting|pred)*p(s|pred)
0.375,0.025531915,0.69919571,0,0,0,0,0,0,0,0,0.949397021,0.385803238,0,0
0.416666667,0.059574468,0.625335121,0,1,1,0.572727273,0.416174036,0.488623894,0.985981308,0.050602979,0.949397021,0.385803238,0.119886364,0.06866219
0.458333333,0.072340426,0.508378016,0,1,1,0.572727273,0.416174036,0.488623894,0.985981308,0.050602979,0.949397021,0.385803238,0.119886364,0.06866219
0.5,0.10212766,0.355339589,0,1,2,0.427272727,0.416174036,0.347173549,0.985981308,0.050602979,0.949397021,0.385803238,0.119886364,0.051224174
0.541666667,0.059574468,0.219615728,0,1,2,0.427272727,0.416174036,0.347173549,0.985981308,0.050602979,0.949397021,0.385803238,0.119886364,0.051224174
0.583333333,0.029787234,0.146671135,0,1,2,0.427272727,0.416174036,0.347173549,0.985981308,0.050602979,0.949397021,0.385803238,0.119886364,0.051224174
0.625,0.05106383,0.119079535,0,1,2,0.427272727,0.416174036,0.347173549,0.985981308,0.050602979,0.949397021,0.385803238,0.119886364,0.051224174
0.666666667,0.110638298,0.194258266,0,1,2,0.427272727,0.416174036,0.347173549,0.985981308,0.050602979,0.949397021,0.385803238,0.119886364,0.051224174
0.708333333,0.106382979,0.34707328,0,1,2,0.427272727,0.416174036,0.347173549,0.985981308,0.050602979,0.949397021,0.385803238,0.119886364,0.051224174
0.75,0.127659574,0.4967605,0,0,0,0,0,0,0,0,0.949397021,0.385803238,0,0
0.791666667,0.114893617,0.671581769,0,1,1,0.572727273,0.416174036,0.488623894,0.985981308,0.050602979,0.949397021,0.385803238,0.119886364,0.06866219
0.833333333,0.055319149,0.804736372,0,0,0,0,0,0,0,0,0.949397021,0.385803238,0,0
0.875,0.05106383,0.851876676,0,0,0,0,0,0,0,0,0.949397021,0.385803238,0,0
0.916666667,0.093617021,0.819034853,0,0,0,0,0,0,0,0,0.949397021,0.385803238,0,0
0.958333333,0.080851064,0.692582663,0,0,0,0,0,0,0,0,0.949397021,0.385803238,0,0
1,0.127659574,0.517426273,0,0,0,0,0,0,0,0,0.949397021,0.385803238,0,0
0.041666667,0.093617021,0.334823979,0,0,0,0,0,0,0,0,0.949397021,0.385803238,0,0
0.083333333,0.093617021,0.188896336,0,0,0,0,0,0,0,0,0.949397021,0.385803238,0,0
0.125,0.05106383,0.129579982,0,0,0,0,0,0,0,0,0.949397021,0.385803238,0,0
0.166666667,0.085106383,0.17727882,0,0,0,0,0,0,0,0,0.949397021,0.385803238,0,0
0.208333333,0.09787234,0.289209115,0,0,0,0,0,0,0,0,0.949397021,0.385803238,0,0
0.25,0.093617021,0.426831993,0,0,0,0,0,0,0,0,0.949397021,0.385803238,0,0
0.291666667,0.09787234,0.594280608,0,0,0,0,0,0,0,0,0.949397021,0.385803238,0,0
0.333333333,0.05106383,0.70487042,0,0,0,0,0,0,0,0,0.949397021,0.385803238,0,0
0.375,0.029787234,0.751005362,0,0,0,0,0,0,0,0,0.949397021,0.385803238,0,0
0.416666667,0.042553191,0.723748883,0,1,1,0.572727273,0.416174036,0.488623894,0.985981308,0.050602979,0.949397021,0.385803238,0.119886364,0.06866219
0.458333333,0.076595745,0.626117069,0,1,1,0.572727273,0.416174036,0.488623894,0.985981308,0.050602979,0.949397021,0.385803238,0.119886364,0.06866219
0.5,0.106382979,0.481791778,0,1,1,0.572727273,0.416174036,0.488623894,0.985981308,0.050602979,0.949397021,0.385803238,0.119886364,0.06866219
0.541666667,0.093617021,0.321939231,0,1,2,0.427272727,0.416174036,0.347173549,0.985981308,0.050602979,0.949397021,0.385803238,0.119886364,0.051224174
0.583333333,0.076595745,0.2012958,0,1,2,0.427272727,0.416174036,0.347173549,0.985981308,0.050602979,0.949397021,0.385803238,0.119886364,0.051224174
0.625,0.038297872,0.135835567,0,1,2,0.427272727,0.416174036,0.347173549,0.985981308,0.050602979,0.949397021,0.385803238,0.119886364,0.051224174
0.666666667,0.059574468,0.156389634,0,1,2,0.427272727,0.416174036,0.347173549,0.985981308,0.050602979,0.949397021,0.385803238,0.119886364,0.051224174
0.708333333,0.076595745,0.263851653,0,1,2,0.427272727,0.416174036,0.347173549,0.985981308,0.050602979,0.949397021,0.385803238,0.119886364,0.051224174
0.75,0.072340426,0.409070599,0,1,1,0.572727273,0.416174036,0.488623894,0.985981308,0.050602979,0.949397021,0.385803238,0.119886364,0.06866219
0.791666667,0.089361702,0.557193923,1,1,1,0.572727273,0.416174036,0.488623894,0.985981308,0.050602979,0.949397021,0.385803238,0.119886364,0.06866219
0.833333333,0.085106383,0.721626452,0,1,1,0.572727273,0.416174036,0.488623894,0.985981308,0.050602979,0.949397021,0.385803238,0.119886364,0.06866219
0.875,0.063829787,0.809874888,0,0,0,0,0,0,0,0,0.949397021,0.385803238,0,0
0.916666667,0.046808511,0.822386059,0,0,0,0,0,0,0,0,0.949397021,0.385803238,0,0
0.958333333,0.063829787,0.765303842,0,0,0,0,0,0,0,0,0.949397021,0.385803238,0,0
1,0.136170213,0.621648794,0,0,0,0,0,0,0,0,0.949397021,0.385803238,0,0
0.041666667,0.144680851,0.43230563,0,0,0,0,0,0,0,0,0.949397021,0.385803238,0,0
0.083333333,0.09787234,0.25681412,0,0,0,0,0,0,0,0,0.949397021,0.385803238,0,0
0.125,0.05106383,0.138181412,0,0,0,0,0,0,0,0,0.949397021,0.385803238,0,0
0.166666667,0.046808511,0.120420018,0,0,0,0,0,0,0,0,0.949397021,0.385803238,0,0
0.208333333,0.063829787,0.191465594,0,0,0,0,0,0,0,0,0.949397021,0.385803238,0,0
0.25,0.114893617,0.334226988,0,0,0,0,0,0,0,0,0.949397021,0.385803238,0,0
0.291666667,0.106382979,0.493297587,0,0,0,0,0,0,0,0,0.949397021,0.385803238,0,0
0.333333333,0.106382979,0.627457552,0,0,0,0,0,0,0,0,0.949397021,0.385803238,0,0
0.375,0.042553191,0.713248436,0,0,0,0,0,0,0,0,0.949397021,0.385803238,0,0
0.416666667,0.025531915,0.739499553,0,1,1,0.572727273,0.416174036,0.488623894,0.985981308,0.050602979,0.949397021,0.385803238,0.119886364,0.06866219
0.458333333,0.063829787,0.695375335,0,1,1,0.572727273,0.416174036,0.488623894,0.985981308,0.050602979,0.949397021,0.385803238,0.119886364,0.06866219
0.5,0.110638298,0.556411975,0,1,1,0.572727273,0.416174036,0.488623894,0.985981308,0.050602979,0.949397021,0.385803238,0.119886364,0.06866219
0.541666667,0.127659574,0.399575514,0,0,0,0,0,0,0,0,0.949397021,0.385803238,0,0
0.583333333,0.123404255,0.273905273,0,1,2,0.427272727,0.416174036,0.347173549,0.985981308,0.050602979,0.949397021,0.385803238,0.119886364,0.051224174
0.625,0.106382979,0.174262735,0,1,2,0.427272727,0.416174036,0.347173549,0.985981308,0.050602979,0.949397021,0.385803238,0.119886364,0.051224174
0.666666667,0.05106383,0.142873101,0,1,2,0.427272727,0.416174036,0.347173549,0.985981308,0.050602979,0.949397021,0.385803238,0.119886364,0.051224174
0.708333333,0.059574468,0.213136729,0,1,2,0.427272727,0.416174036,0.347173549,0.985981308,0.050602979,0.949397021,0.385803238,0.119886364,0.051224174
0.75,0.085106383,0.326519214,0,1,2,0.427272727,0.416174036,0.347173549,0.985981308,0.050602979,0.949397021,0.385803238,0.119886364,0.051224174
0.791666667,0.076595745,0.47419571,0,1,1,0.572727273,0.416174036,0.488623894,0.985981308,0.050602979,0.949397021,0.385803238,0.119886364,0.06866219
0.833333333,0.131914894,0.646112601,0,0,0,0,0,0,0,0,0.949397021,0.385803238,0,0
0.875,0.059574468,0.754244861,0,0,0,0,0,0,0,0,0.949397021,0.385803238,0,0
0.916666667,0.038297872,0.824620196,0,0,0,0,0,0,0,0,0.949397021,0.385803238,0,0
0.958333333,0.046808511,0.817247542,0,0,0,0,0,0,0,0,0.949397021,0.385803238,0,0
1,0.10212766,0.715482574,0,0,0,0,0,0,0,0,0.949397021,0.385803238,0,0
0.041666667,0.093617021,0.539851888,0,0,0,0,0,0,0,0,0.949397021,0.385803238,0,0
0.083333333,0.110638298,0.350201072,0,0,0,0,0,0,0,0,0.949397021,0.385803238,0,0
0.125,0.076595745,0.205093834,0,0,0,0,0,0,0,0,0.949397021,0.385803238,0,0
0.166666667,0.034042553,0.117180518,0,0,0,0,0,0,0,0,0.949397021,0.385803238,0,0
0.208333333,0.059574468,0.13538874,0,0,0,0,0,0,0,0,0.949397021,0.385803238,0,0
0.25,0.063829787,0.240393208,0,0,0,0,0,0,0,0,0.949397021,0.385803238,0,0
0.291666667,0.10212766,0.370308311,0,0,0,0,0,0,0,0,0.949397021,0.385803238,0,0
0.333333333,0.110638298,0.508824844,0,0,0,0,0,0,0,0,0.949397021,0.385803238,0,0
0.375,0.076595745,0.615393208,0,0,0,0,0,0,0,0,0.949397021,0.385803238,0,0
0.416666667,0.05106383,0.711349419,0,1,1,0.572727273,0.416174036,0.488623894,0.985981308,0.050602979,0.949397021,0.385803238,0.119886364,0.06866219
0.458333333,0.042553191,0.69626899,0,1,1,0.572727273,0.416174036,0.488623894,0.985981308,0.050602979,0.949397021,0.385803238,0.119886364,0.06866219
0.5,0.085106383,0.630808758,0,1,1,0.572727273,0.416174036,0.488623894,0.985981308,0.050602979,0.949397021,0.385803238,0.119886364,0.06866219
0.541666667,0.093617021,0.51217605,0,1,1,0.572727273,0.416174036,0.488623894,0.985981308,0.050602979,0.949397021,0.385803238,0.119886364,0.06866219
0.583333333,0.106382979,0.332551385,0,1,2,0.427272727,0.416174036,0.347173549,0.985981308,0.050602979,0.949397021,0.385803238,0.119886364,0.051224174
0.625,0.09787234,0.19626899,0,1,2,0.427272727,0.416174036,0.347173549,0.985981308,0.050602979,0.949397021,0.385803238,0.119886364,0.051224174
0.666666667,0.042553191,0.122319035,0,1,2,0.427272727,0.416174036,0.347173549,0.985981308,0.050602979,0.949397021,0.385803238,0.119886364,0.051224174
0.708333333,0.055319149,0.120084897,0,1,2,0.427272727,0.416174036,0.347173549,0.985981308,0.050602979,0.949397021,0.385803238,0.119886364,0.051224174
0.75,0.09787234,0.206949887,0,1,2,0.427272727,0.416174036,0.347173549,0.985981308,0.050602979,0.949397021,0.385803238,0.119886364,0.051224174
0.791666667,0.119148936,0.359300887,0,1,2,0.427272727,0.416174036,0.347173549,0.985981308,0.050602979,0.949397021,0.385803238,0.119886364,0.051224174
0.833333333,0.131914894,0.525357462,0,0,0,0,0,0,0,0,0.949397021,0.385803238,0,0
0.875,0.106382979,0.663762288,0,0,0,0,0,0,0,0,0.949397021,0.385803238,0,0
0.916666667,0.085106383,0.763516533,0,0,0,0,0,0,0,0,0.949397021,0.385803238,0,0
0.958333333,0.068085106,0.805406613,0,0,0,0,0,0,0,0,0.949397021,0.385803238,0,0
1,0.085106383,0.760500447,0,0,0,0,0,0,0,0,0.949397021,0.385803238,0,0
0.041666667,0.10212766,0.647090493,0,0,0,0,0,0,0,0,0.949397021,0.385803238,0,0
0.083333333,0.131914894,0.469168901,0,0,0,0,0,0,0,0,0.949397021,0.385803238,0,0
0.125,0.093617021,0.278485255,0,0,0,0,0,0,0,0,0.949397021,0.385803238,0,0
0.166666667,0.072340426,0.160746202,0,0,0,0,0,0,0,0,0.949397021,0.385803238,0,0
0.208333333,0.072340426,0.115840036,0,0,0,0,0,0,0,0,0.949397021,0.385803238,0,0
0.25,0.080851064,0.174709562,0,0,0,0,0,0,0,0,0.949397021,0.385803238,0,0
0.291666667,0.093617021,0.2987042,0,0,0,0,0,0,0,0,0.949397021,0.385803238,0,0
0.333333333,0.093617021,0.46849866,0,0,0,0,0,0,0,0,0.949397021,0.385803238,0,0
0.375,0.127659574,0.610254692,0,0,0,0,0,0,0,0,0.949397021,0.385803238,0,0
0.416666667,0.106382979,0.718386952,0,1,1,0.572727273,0.416174036,0.488623894,0.985981308,0.050602979,0.949397021,0.385803238,0.119886364,0.06866219
0.458333333,0.153191489,0.761058981,0,0,0,0,0,0,0,0,0.949397021,0.385803238,0,0
0.5,0.204255319,0.749776586,0,0,0,0,0,0,0,0,0.949397021,0.385803238,0,0
0.541666667,0.174468085,0.631478999,0,0,0,0,0,0,0,0,0.949397021,0.385803238,0,0
0.583333333,0.131914894,0.480004468,0,0,0,0,0,0,0,0,0.949397021,0.385803238,0,0
0.625,0.114893617,0.317359249,0,1,2,0.427272727,0.416174036,0.347173549,0.985981308,0.050602979,0.949397021,0.385803238,0.119886364,0.051224174
0.666666667,0.089361702,0.20163092,0,1,2,0.427272727,0.416174036,0.347173549,0.985981308,0.050602979,0.949397021,0.385803238,0.119886364,0.051224174
0.708333333,0.089361702,0.178284182,0,1,2,0.427272727,0.416174036,0.347173549,0.985981308,0.050602979,0.949397021,0.385803238,0.119886364,0.051224174
0.75,0.076595745,0.192135836,0,1,2,0.427272727,0.416174036,0.347173549,0.985981308,0.050602979,0.949397021,0.385803238,0.119886364,0.051224174
0.791666667,0.093617021,0.30730563,0,1,2,0.427272727,0.416174036,0.347173549,0.985981308,0.050602979,0.949397021,0.385803238,0.119886364,0.051224174
0.833333333,0.089361702,0.4480563,0,1,1,0.572727273,0.416174036,0.488623894,0.985981308,0.050602979,0.949397021,0.385803238,0.119886364,0.06866219
0.875,0.110638298,0.600871314,0,0,0,0,0,0,0,0,0.949397021,0.385803238,0,0
0.916666667,0.068085106,0.702971403,0,0,0,0,0,0,0,0,0.949397021,0.385803238,0,0
0.958333333,0.072340426,0.799932976,0,0,0,0,0,0,0,0,0.949397021,0.385803238,0,0
1,0.05106383,0.802837355,0,0,0,0,0,0,0,0,0.949397021,0.385803238,0,0
0.041666667,0.119148936,0.734331737,0,0,0,0,0,0,0,0,0.949397021,0.385803238,0,0
0.083333333,0.123404255,0.580875782,0,0,0,0,0,0,0,0,0.949397021,0.385803238,0,0
0.125,0.119148936,0.423145666,0,0,0,0,0,0,0,0,0.949397021,0.385803238,0,0
0.166666667,0.09787234,0.260947274,0,0,0,0,0,0,0,0,0.949397021,0.385803238,0,0
0.208333333,0.080851064,0.163985702,0,0,0,0,0,0,0,0,0.949397021,0.385803238,0,0
0.25,0.093617021,0.157059875,0,0,0,0,0,0,0,0,0.949397021,0.385803238,0,0
0.291666667,0.068085106,0.219615728,0,0,0,0,0,0,0,0,0.949397021,0.385803238,0,0
0.333333333,0.165957447,0.332774799,0,0,0,0,0,0,0,0,0.949397021,0.385803238,0,0
0.375,0.114893617,0.476094727,0,0,0,0,0,0,0,0,0.949397021,0.385803238,0,0
0.416666667,0.085106383,0.585455764,0,1,1,0.572727273,0.416174036,0.488623894,0.985981308,0.050602979,0.949397021,0.385803238,0.119886364,0.06866219
0.458333333,0.09787234,0.673274413,0,1,1,0.572727273,0.416174036,0.488623894,0.985981308,0.050602979,0.949397021,0.385803238,0.119886364,0.06866219
0.5,0.080851064,0.731233244,0,1,1,0.572727273,0.416174036,0.488623894,0.985981308,0.050602979,0.949397021,0.385803238,0.119886364,0.06866219
0.541666667,0.093617021,0.676720286,0,1,1,0.572727273,0.416174036,0.488623894,0.985981308,0.050602979,0.949397021,0.385803238,0.119886364,0.06866219
0.583333333,0.068085106,0.58489723,0,1,1,0.572727273,0.416174036,0.488623894,0.985981308,0.050602979,0.949397021,0.385803238,0.119886364,0.06866219
0.625,0.10212766,0.445487042,0,1,1,0.572727273,0.416174036,0.488623894,0.985981308,0.050602979,0.949397021,0.385803238,0.119886364,0.06866219
0.666666667,0.10212766,0.313896336,0,1,2,0.427272727,0.416174036,0.347173549,0.985981308,0.050602979,0.949397021,0.385803238,0.119886364,0.051224174
0.708333333,0.131914894,0.210902592,0,1,2,0.427272727,0.416174036,0.347173549,0.985981308,0.050602979,0.949397021,0.385803238,0.119886364,0.051224174
0.75,0.063829787,0.196492404,0,1,2,0.427272727,0.416174036,0.347173549,0.985981308,0.050602979,0.949397021,0.385803238,0.119886364,0.051224174
0.791666667,0.106382979,0.238047364,0,1,2,0.427272727,0.416174036,0.347173549,0.985981308,0.050602979,0.949397021,0.385803238,0.119886364,0.051224174
0.833333333,0.123404255,0.350201072,0,1,2,0.427272727,0.416174036,0.347173549,0.985981308,0.050602979,0.949397021,0.385803238,0.119886364,0.051224174
0.875,0.114893617,0.483914209,0,0,0,0,0,0,0,0,0.949397021,0.385803238,0,0
0.916666667,0.106382979,0.609472743,0,0,0,0,0,0,0,0,0.949397021,0.385803238,0,0
0.958333333,0.068085106,0.713695263,0,0,0,0,0,0,0,0,0.949397021,0.385803238,0,0
1,0.089361702,0.751563896,0,0,0,0,0,0,0,0,0.949397021,0.385803238,0,0
0.041666667,0.05106383,0.737078627,0,0,0,0,0,0,0,0,0.949397021,0.385803238,0,0
0.083333333,0.059574468,0.674262735,0,0,0,0,0,0,0,0,0.949397021,0.385803238,0,0
0.125,0.10212766,0.537086685,0,0,0,0,0,0,0,0,0.949397021,0.385803238,0,0
0.166666667,0.114893617,0.377457551,0,0,0,0,0,0,0,0,0.949397021,0.385803238,0,0
0.208333333,0.063829787,0.243967828,0,0,0,0,0,0,0,0,0.949397021,0.385803238,0,0
0.25,0.038297872,0.171023235,0,0,0,0,0,0,0,0,0.949397021,0.385803238,0,0
0.291666667,0.038297872,0.170352994,0,0,0,0,0,0,0,0,0.949397021,0.385803238,0,0
0.333333333,0.076595745,0.23603664,0,0,0,0,0,0,0,0,0.949397021,0.385803238,0,0
0.375,0.089361702,0.342828418,0,0,0,0,0,0,0,0,0.949397021,0.385803238,0,0
0.416666667,0.068085106,0.466711349,0,1,1,0.572727273,0.416174036,0.488623894,0.985981308,0.050602979,0.949397021,0.385803238,0.119886364,0.06866219
0.458333333,0.046808511,0.57126899,0,1,1,0.572727273,0.416174036,0.488623894,0.985981308,0.050602979,0.949397021,0.385803238,0.119886364,0.06866219
0.5,0.034042553,0.651027703,0,1,1,0.572727273,0.416174036,0.488623894,0.985981308,0.050602979,0.949397021,0.385803238,0.119886364,0.06866219
0.541666667,0.025531915,0.68085344,0,1,1,0.572727273,0.416174036,0.488623894,0.985981308,0.050602979,0.949397021,0.385803238,0.119886364,0.06866219
0.583333333,0.05106383,0.630473637,0,1,1,0.572727273,0.416174036,0.488623894,0.985981308,0.050602979,0.949397021,0.385803238,0.119886364,0.06866219
0.625,0.076595745,0.538762288,0,1,1,0.572727273,0.416174036,0.488623894,0.985981308,0.050602979,0.949397021,0.385803238,0.119886364,0.06866219
0.666666667,0.068085106,0.410299374,0,1,1,0.572727273,0.416174036,0.488623894,0.985981308,0.050602979,0.949397021,0.385803238,0.119886364,0.06866219
0.708333333,0.059574468,0.292225201,0,1,2,0.427272727,0.416174036,0.347173549,0.985981308,0.050602979,0.949397021,0.385803238,0.119886364,0.051224174
0.75,0.038297872,0.206322609,0,1,2,0.427272727,0.416174036,0.347173549,0.985981308,0.050602979,0.949397021,0.385803238,0.119886364,0.051224174
0.791666667,0.025531915,0.192470956,0,1,2,0.427272727,0.416174036,0.347173549,0.985981308,0.050602979,0.949397021,0.385803238,0.119886364,0.051224174
0.833333333,0.038297872,0.250446828,0,1,2,0.427272727,0.416174036,0.347173549,0.985981308,0.050602979,0.949397021,0.385803238,0.119886364,0.051224174
0.875,0.068085106,0.348190349,0,0,0,0,0,0,0,0,0.949397021,0.385803238,0,0
0.916666667,0.072340426,0.464477212,0,0,0,0,0,0,0,0,0.949397021,0.385803238,0,0
0.958333333,0.072340426,0.563784629,0,0,0,0,0,0,0,0,0.949397021,0.385803238,0,0
1,0.034042553,0.64399017,0,0,0,0,0,0,0,0,0.949397021,0.385803238,0,0
0.041666667,0.029787234,0.668626115,0,0,0,0,0,0,0,0,0.949397021,0.385803238,0,0
0.083333333,0.038297872,0.64399017,0,0,0,0,0,0,0,0,0.949397021,0.385803238,0,0
0.125,0.05106383,0.562454302,0,0,0,0,0,0,0,0,0.949397021,0.385803238,0,0
0.166666667,0.085106383,0.458627833,0,0,0,0,0,0,0,0,0.949397021,0.385803238,0,0
0.208333333,0.089361702,0.31236652,0,0,0,0,0,0,0,0,0.949397021,0.385803238,0,0
0.25,0.042553191,0.213025022,0,0,0,0,0,0,0,0,0.949397021,0.385803238,0,0
0.291666667,0.034042553,0.154490617,0,0,0,0,0,0,0,0,0.949397021,0.385803238,0,0
0.333333333,0.034042553,0.1493521,0,0,0,0,0,0,0,0,0.949397021,0.385803238,0,0
0.375,0.089361702,0.223637176,0,0,0,0,0,0,0,0,0.949397021,0.385803238,0,0
0.416666667,0.072340426,0.321045576,0,0,0,0,0,0,0,0,0.949397021,0.385803238,0,0
0.458333333,0.059574468,0.420576408,0,1,1,0.572727273,0.416174036,0.488623894,0.985981308,0.050602979,0.949397021,0.385803238,0.119886364,0.06866219
0.5,0.059574468,0.51720286,0,1,1,0.572727273,0.416174036,0.488623894,0.985981308,0.050602979,0.949397021,0.385803238,0.119886364,0.06866219
