,hour,dif_tide_height,tide_height,cluster
2382,0.6666666666666666,0.05106382978723405,0.5455764075067023,1
2404,0.5833333333333334,0.025531914893617023,0.31680071494638073,2
2406,0.6666666666666666,0.07659574468085106,0.4985478105227882,1
2407,0.7083333333333334,0.06382978723404256,0.6084673813672921,1
2408,0.75,0.06382978723404256,0.7128016085790884,1
2452,0.5833333333333334,0.029787234042553193,0.25044682754691683,2
2454,0.6666666666666666,0.059574468085106386,0.3255138516756032,2
2455,0.7083333333333334,0.08936170212765958,0.4606791778150133,1
2474,0.5,0.1021276595744681,0.5535075960455763,1
2500,0.5833333333333334,0.10638297872340426,0.3490840035522789,2
2504,0.75,0.1276595744680851,0.3928731010053619,2
2569,0.4583333333333333,0.03404255319148936,0.7945710455764075,1
2576,0.75,0.03404255319148936,0.22017426273458446,2
2577,0.7916666666666666,0.0723404255319149,0.32808310991957107,2
2595,0.5416666666666666,0.042553191489361715,0.7409517426273458,1
2596,0.5833333333333334,0.0723404255319149,0.6715817694369972,1
2597,0.625,0.06808510638297872,0.5504915102546917,1
2619,0.5416666666666666,0.021276595744680854,0.7295576407506701,1
2642,0.5,0.06382978723404256,0.6096961575067024,1
2644,0.5833333333333334,0.042553191489361715,0.7308981233243966,1
2649,0.7916666666666666,0.03404255319148936,0.38550044684986573,2
2862,0.6666666666666666,0.05106382978723405,0.531166219839142,1
2913,0.7916666666666666,0.017021276595744685,0.6577301159517425,1
3123,0.5416666666666666,0.06808510638297872,0.6615777975871312,1
3176,0.75,0.042553191489361715,0.4139779975871313,1
3199,0.7083333333333334,0.06808510638297872,0.5511382343163538,1
3201,0.7916666666666666,0.046808510638297884,0.40750670241286857,1
3220,0.5833333333333334,0.05106382978723405,0.5941342332439677,1
3344,0.75,0.10638297872340426,0.5533958892091152,1
3578,0.625,0.029787234042553193,0.5044682752680965,1
3647,0.5,0.03829787234042553,0.24776586239946374,2
3651,0.6666666666666666,0.06808510638297872,0.41298033961126,1
3652,0.7083333333333334,0.059574468085106386,0.523793565683646,1
3677,0.75,0.0723404255319149,0.5759606789544235,1
3696,0.5416666666666666,0.05531914893617021,0.24776586239946374,2
3698,0.625,0.021276595744680854,0.1813002680965148,2
3699,0.6666666666666666,0.08085106382978724,0.25212243076407503,2
3700,0.7083333333333334,0.08085106382978724,0.3706434316353887,2
3724,0.7083333333333334,0.08085106382978724,0.29557640750670233,2
3741,0.4166666666666667,0.021276595744680854,0.7617292225201071,1
3742,0.4583333333333333,0.059574468085106386,0.6952636280160857,1
3767,0.5,0.059574468085106386,0.6428731012064343,1
3768,0.5416666666666666,0.08936170212765958,0.5260277032841822,1
3842,0.6666666666666666,0.0723404255319149,0.33646112600536193,2
3912,0.5833333333333334,0.03404255319148936,0.6091376226541554,1
3915,0.7083333333333334,0.046808510638297884,0.5236818587801608,1
4028,0.4166666666666667,0.06382978723404256,0.7677613941018766,1
4076,0.6666666666666666,0.021276595744680854,0.05864611260053618,2
4077,0.7083333333333334,0.05106382978723405,0.11695710455764075,2
4100,0.6666666666666666,0.05531914893617021,0.1333780160857909,2
4168,0.5,0.029787234042553193,0.6905719390080427,1
4172,0.6666666666666666,0.07659574468085106,0.515862377144772,1
4173,0.7083333333333334,0.05106382978723405,0.41867739054959774,1
4174,0.75,0.05106382978723405,0.3294235924932976,2
