,hour,wave_height,water_temp,current_speed,cluster
657,0.625,0.2129032258563996,0.4756254350988879,0.4365339417217237,3
658,0.6666666666666666,0.20762463347979465,0.5448217441941139,0.4637692017809195,3
659,0.7083333333333334,0.19589442796384615,0.5679692105385887,0.3826901460392605,3
660,0.75,0.17947214080456825,0.5573070127599609,0.15339078305135265,2
680,0.625,0.2269794721940128,0.4511571226285085,0.3491467692341286,1
681,0.6666666666666666,0.2363636361844841,0.503885533221534,0.4668415135372019,3
682,0.7083333333333334,0.22580645143127426,0.5591853272124887,0.468040464424812,3
683,0.75,0.23519061612555794,0.5651517385283302,0.2472836267246889,2
701,0.5,0.19472140790492,0.503940778212711,0.4328212812807344,3
704,0.625,0.2084244204594544,0.474118765755486,0.2625770631831538,1
705,0.6666666666666666,0.20117302034045112,0.5015652621542621,0.4217309852331365,3
706,0.7083333333333334,0.20938416427199627,0.5476502653351947,0.5110378417366359,3
725,0.5,0.08328445726294065,0.5392420451647741,0.4221805918272303,3
729,0.6666666666666666,0.124340176216854,0.5030568649832226,0.28160359677049984,3
733,0.8333333333333334,0.12524660061589366,0.5383631543277443,0.1850812356757041,2
774,0.5833333333333334,0.4299120233266656,0.5685216558098181,0.19408017981685394,4
775,0.625,0.5348973608293015,0.5503461995581458,0.2139378043593624,4
776,0.6666666666666666,0.606451613280106,0.5434958750128156,0.15766204569524506,4
777,0.7083333333333334,0.5835777129814846,0.5534298497505687,0.1637317347155132,4
779,0.7916666666666666,0.5853372437736862,0.5576937243835279,0.39932559002073614,4
796,0.5,0.2621700880380458,0.5810621687039077,0.11412514047050835,2
801,0.7083333333333334,0.16891495605135834,0.5915586328348732,0.1839640314497404,2
822,0.5833333333333334,0.25043988252209737,0.6094578667823979,0.10168602473054987,2
823,0.625,0.24750733167096955,0.6097893340777225,0.1706257024316727,2
824,0.6666666666666666,0.2545454548397761,0.61133618189786,0.237991757143388,2
825,0.7083333333333334,0.2228739005801464,0.6237662054725301,0.15301611085963393,2
826,0.75,0.20586510268759295,0.6217221567094056,0.1282877481844674,2
843,0.4583333333333333,0.20410557189539133,0.601778874661691,0.2867740726025801,3
846,0.5833333333333334,0.15777126126868532,0.6519961699033578,0.07560884227310155,2
847,0.625,0.14604105575273693,0.6452010903492051,0.17452229297376767,2
848,0.6666666666666666,0.13724340179172867,0.6452010903492051,0.26908954653824485,2
849,0.7083333333333334,0.1284457478307204,0.6562500004143343,0.3208692393513441,3
850,0.75,0.11964809386971215,0.6555870658236853,0.3292618957444572,3
851,0.7916666666666666,0.12316715545411548,0.6259759872203821,0.23626826516938745,2
867,0.4583333333333333,0.09560117280835218,0.6295668831407093,0.2803297113905933,3
872,0.6666666666666666,0.09794721433382923,0.7495580440481906,0.03499437990997546,2
873,0.7083333333333334,0.08914956037282099,0.7434258990846867,0.2130385911711745,2
874,0.75,0.09794721433382923,0.7051414264747031,0.3881603595707629,3
892,0.5,0.07683284482740946,0.6138221866127942,0.30228550009882105,3
894,0.5833333333333334,0.08387096799621603,0.6344284032511576,0.2728362681856681,3
895,0.625,0.0926686219572243,0.6516094582797907,0.14185088040966073,2
897,0.7083333333333334,0.08211143720401443,0.67188420762283,0.209441738418423,2
898,0.75,0.0639296185487225,0.6563604890708195,0.3730236042662408,3
918,0.5833333333333334,0.0633431085192594,0.6108389809548733,0.32716373166865925,3
921,0.7083333333333334,0.07272727250973074,0.6382402771473898,0.08857249900952917,2
922,0.75,0.06568914934092415,0.6381850328191474,0.3132259272517472,3
943,0.625,0.11202346067144243,0.6432675309055003,0.3246159609088461,3
944,0.6666666666666666,0.14428152496053526,0.6607248089012157,0.27223679269690243,2
964,0.5,0.06627566007419955,0.5987956690037703,0.28812289238486194,3
965,0.5416666666666666,0.07038123168806598,0.5965858872559182,0.1958786061932297,2
969,0.7083333333333334,0.0991202343927555,0.6653101060445819,0.17819408012889434,2
970,0.75,0.11612903228530888,0.6681828230460174,0.059722742585141986,2
988,0.5,0.058064516142654427,0.599955804537406,0.4437617083437394,3
990,0.5833333333333334,0.08211143720401443,0.5980774900848786,0.2654926937854933,3
991,0.625,0.07624633409413402,0.6292906601736272,0.41333832884002336,3
992,0.6666666666666666,0.081524926470739,0.6948106953284652,0.439040839105753,3
993,0.7083333333333334,0.06702212764035713,0.6753495477092959,0.32511325304807354,3
994,0.75,0.058064516142654427,0.6403948145669993,0.1680779317617808,2
1018,0.75,0.08563049878841769,0.6697296702032205,0.22540277250875776,2
1019,0.7916666666666666,0.0639296185487225,0.6574101359479703,0.07628325216424245,2
1035,0.4583333333333333,0.03636363660677152,0.6353123158177116,0.4723117270687043,3
1039,0.625,0.058064516142654427,0.6075795523298704,0.25762457838884945,2
1040,0.6666666666666666,0.0633431085192594,0.6896729522509353,0.3720494565857565,3
1041,0.7083333333333334,0.0633431085192594,0.6923246906135314,0.38493817900973015,3
1064,0.6666666666666666,0.13548387099952702,0.6338759579799282,0.2712626451063393,2
1065,0.7083333333333334,0.159530792060887,0.6807785802683499,0.3055076806598538,3
1089,0.7083333333333334,0.07390029327246928,0.7095609899704071,0.28077931798468725,2
1090,0.75,0.06686217010366269,0.6549793755612789,0.280479580285265,2
1138,0.75,0.15894428132761154,0.7077931648372993,0.15691270131180762,2
1157,0.5416666666666666,0.06862170089586432,0.7149749560150194,0.1484451105163193,2
1182,0.5833333333333334,0.0961876835416276,0.6965232767962652,0.1446983888688961,2
1183,0.625,0.06979472165860287,0.7348629937344915,0.20562008236862453,2
1184,0.6666666666666666,0.09560117280835218,0.7349734830539109,0.2499812662892525,2
1186,0.75,0.07331378324300616,0.7263553333754731,0.1965530160843706,2
1205,0.5416666666666666,0.07565982406467092,0.7835886861471979,0.02937429748380125,2
1207,0.625,0.08680351884734391,0.7938641723022584,0.15773698009762027,2
1209,0.7083333333333334,0.08387096799621603,0.7608279320892246,0.2760584487467008,2
1232,0.6666666666666666,0.1771260999829035,0.7376252214165075,0.18471337574325647,2
1278,0.5833333333333334,0.07741935485687257,0.6744807016571837,0.3124016484659345,3
1302,0.5833333333333334,0.06158357772705773,0.6626031233537429,0.3784188833953681,3
1303,0.625,0.05043988294438472,0.6764695054291308,0.3116523041724184,3
1326,0.5833333333333334,0.07624633409413402,0.649289187212519,0.4056950167404265,3
1328,0.6666666666666666,0.10146627591823257,0.6875184148313256,0.330161108932645,3
1329,0.7083333333333334,0.10439882676936044,0.7122127283330035,0.16403147241493538,2
1350,0.5833333333333334,0.08739002958061934,0.6491786978930993,0.36425627568140906,3
1351,0.625,0.09736070360055382,0.6834303186309459,0.549943799042205,3
1352,0.6666666666666666,0.1026392959771588,0.7009428402919693,0.5010116146883411,3
1353,0.7083333333333334,0.10967741914596538,0.6550898648806984,0.35623829139009344,3
1375,0.625,0.06686217010366269,0.6526038601657644,0.4381416259175652,3
1544,0.6666666666666666,0.13431085023678846,0.2674388629986564,0.05485200447946029,1
1545,0.7083333333333334,0.12199413469137692,0.2803660875163132,0.2643686773002585,1
1555,0.75,0.054545454558251126,0.2389326756007464,0.07695766205538335,1
1647,0.5833333333333334,0.07741935485687257,0.21390689480374392,0.4029224427734876,1
1651,0.75,0.14428152496053526,0.3013037714500013,0.34312476575899403,1
1695,0.5833333333333334,0.09853372436329236,0.25274381268495705,0.35541401260428074,1
1697,0.6666666666666666,0.14310850419779672,0.2586549796725561,0.2355189208758713,1
1698,0.7083333333333334,0.16832844602189526,0.2461144667784665,0.10191082802759684,1
1699,0.75,0.20000000028152493,0.26688641706449223,0.17871862112536352,1
1719,0.5833333333333334,0.28712343349844544,0.2953674938259778,0.027882421057126638,1
1722,0.7083333333333334,0.4797653962415872,0.27346051864274035,0.06796553014652823,4
1862,0.5416666666666666,0.6322580644298553,0.4183669710278042,0.3682278005359579,4
1961,0.6666666666666666,0.19379974878446912,0.5290218033379559,0.43848418333971695,3
1985,0.6666666666666666,0.1624633429120149,0.5222819681120454,0.414162607625836,3
1986,0.7083333333333334,0.1720821114773213,0.5248453154168666,0.4052004494869231,3
2056,0.625,0.27390029355399426,0.5232763699980192,0.14050206062737888,2
2060,0.7916666666666666,0.307214076318408,0.5124484385717292,0.410325964659594,4
2083,0.75,0.5038123165991348,0.5091337656184838,0.20134881972473212,4
2084,0.7916666666666666,0.4465689150607787,0.5040954627295511,0.3247208691441084,4
2102,0.6666666666666666,0.2938416422976755,0.5223924574314653,0.19190708124875944,4
2159,0.7083333333333334,0.1777126100123666,0.628461991935316,0.050281004109169324,2
2160,0.7916666666666666,0.15659824050594678,0.617192103894282,0.2759835143443256,2
2173,0.7083333333333334,0.11554252225584576,0.7588391283172777,0.7217234917290547,3
2216,0.75,0.30557184781362395,0.608850177182926,0.4415886098655661,3
2260,0.5833333333333334,0.07331378324300616,0.6253130526297329,0.2481079055105016,2
2263,0.7083333333333334,0.08973607040228412,0.6303955513790209,0.1378044210628153,2
2264,0.75,0.11202346067144243,0.6432122865772578,0.2561258898018172,2
2282,0.5,0.159530792060887,0.6436542431920022,0.03506931433932707,2
2285,0.625,0.14956011733714022,0.6260864765398018,0.22555264140342954,2
2287,0.7083333333333334,0.1700879768140969,0.6186284623949998,0.13563132258464214,2
2305,0.4583333333333333,0.13958944261339346,0.5907852095877391,0.08520044955382466,2
2307,0.5416666666666666,0.14956011733714022,0.6002320275044881,0.030573248398387712,2
2309,0.625,0.1319648094151237,0.6056459928861657,0.25170475826325306,2
2310,0.6666666666666666,0.12668621703851876,0.6123305837838338,0.22165605086133447,2
2311,0.7083333333333334,0.14700079956527878,0.6218929127495265,0.14240948261256392,2
2312,0.75,0.13548387099952702,0.6196228642809734,0.0754589733784298,2
2330,0.5,0.1982404694893233,0.6487367412783551,0.07785687524357124,2
2333,0.625,0.1917888563499798,0.6572444023003079,0.18688647431135091,2
2335,0.7083333333333334,0.2029325511326528,0.6901149088656793,0.21153990249422092,2
2336,0.75,0.18005865083403136,0.6587912494575108,0.16433121011435756,2
2353,0.4583333333333333,0.1853372432106363,0.6687905126454894,0.17272386659739195,2
2354,0.5,0.1853372432106363,0.6687905126454894,0.1532409141566809,2
2381,0.625,0.16235670478882264,0.7323016557844142,0.0482373377748311,2
2382,0.6666666666666666,0.16539589446695505,0.7295042726810563,0.039115773686172514,2
2404,0.5833333333333334,0.15366568895100666,0.7144225107437899,0.19452978641094787,2
2406,0.6666666666666666,0.20058651031098804,0.7248637305465127,0.032146871477716485,2
2407,0.7083333333333334,0.19765395875604785,0.7449175019136471,0.2307231172355098,2
2408,0.75,0.1736070383985002,0.7419895405839689,0.4022480328823467,3
2452,0.5833333333333334,0.06920821092532745,0.6711660287039383,0.28984638435886245,3
2454,0.6666666666666666,0.14076246337613196,0.6721051855987348,0.19527913070446398,2
2455,0.7083333333333334,0.13020527862292205,0.7255819094654044,0.1204196327878235,2
2474,0.5,0.07800586488633568,0.6534877727323185,0.1668040463818742,2
2500,0.5833333333333334,0.04014929385106141,0.638586810957156,0.34931026246749985,3
2504,0.75,0.06627566007419955,0.6384060107950522,0.11719745222679072,2
2569,0.4583333333333333,0.11085043990870393,0.6372458752614163,0.5027351066623417,3
2576,0.75,0.0785923756196111,0.6673541548077062,0.3517422254491541,3
2577,0.7916666666666666,0.06568914934092415,0.6386822337621341,0.2368677406581532,2
2595,0.5416666666666666,0.12023460389917527,0.6018341189899337,0.502360434470623,3
2596,0.5833333333333334,0.10909090911650228,0.6028285208759072,0.35031847126449706,3
2597,0.625,0.13958944261339346,0.6081319976010999,0.17032596473225048,2
2619,0.5416666666666666,0.09501466277888906,0.5881334712251425,0.42450355928999656,3
2642,0.5,0.3812316718782949,0.5574727464076232,0.22307980513591288,4
2644,0.5833333333333334,0.4404692080798755,0.562886711789301,0.3182465341891557,4
2649,0.7916666666666666,0.5225806452838899,0.5637354689345127,0.3859327632881852,4
2862,0.6666666666666666,0.0785923756196111,0.10209192695995628,0.33143499431255163,1
2913,0.7916666666666666,0.14310850419779672,0.14766868006707967,0.3165979767074517,1
3123,0.5416666666666666,0.09736070360055382,0.2590416912961233,0.3656800298660661,1
3176,0.75,0.09736070360055382,0.3253903946892727,0.2035219182928266,1
3199,0.7083333333333334,0.0674486801331258,0.2890947258512362,0.16815286616415606,1
3201,0.7916666666666666,0.07390029327246928,0.26230111992112604,0.2450355937542192,1
3220,0.5833333333333334,0.08035190641181275,0.28290733655948963,0.23964031462509205,1
3344,0.75,0.2527859240475745,0.3596972597553616,0.3428250279696505,1
3578,0.625,0.10967741914596538,0.5284141130755495,0.15533907823247886,2
3647,0.5,0.4533724343585626,0.548025928490874,0.2337204944994956,4
3651,0.6666666666666666,0.3806451611450194,0.6270256334345983,0.08542525285087163,4
3652,0.7083333333333334,0.322580645002365,0.6052592812625988,0.1123267140941326,2
3677,0.75,0.14369501493107212,0.6500626104596534,0.1585612588834329,2
3696,0.5416666666666666,0.10439882676936044,0.5562021215545676,0.2552266766136293,3
3698,0.625,0.100293255155494,0.5423909844703572,0.2338703633941673,2
3699,0.6666666666666666,0.09901359626956333,0.5494522422066745,0.16415409236244413,2
3700,0.7083333333333334,0.09261530254372204,0.649012964245437,0.037692019474539096,2
3724,0.7083333333333334,0.15366568895100666,0.619015174018567,0.05500187334715567,2
3741,0.4166666666666667,0.03343108505183134,0.5604559520655439,0.4866991380797103,3
3742,0.4583333333333333,0.0498533722111093,0.543661608660478,0.4979393029320588,3
3767,0.5,0.0281524926752264,0.5327784329059457,0.3602098163345636,3
3768,0.5416666666666666,0.029325513437964933,0.5448217441941139,0.182540277175162,2
3842,0.6666666666666666,0.0639296185487225,0.5473629939002251,0.25530161101600457,2
3912,0.5833333333333334,0.21407624661913813,0.6279647909923292,0.3480704382940273,3
3915,0.7083333333333334,0.2052785926581299,0.6168606365989573,0.14432371667717736,2
4028,0.4166666666666667,0.08035190641181275,0.6107284916354536,0.5092544022767037,3
4076,0.6666666666666666,0.14956011733714022,0.6622716560584185,0.5146496814058309,3
4077,0.7083333333333334,0.16598240449641816,0.6537639956994004,0.33008617453026984,3
4100,0.6666666666666666,0.21759530820354145,0.6578520918997799,0.6189584112356243,3
4168,0.5,0.17536656919070184,0.6114466705543451,0.4368677406275798,3
4172,0.6666666666666666,0.1771260999829035,0.5820565705898813,0.1880104907965858,2
4173,0.7083333333333334,0.1929618771127184,0.587842181743619,0.2575905172723367,2
4174,0.75,0.1771260999829035,0.5984642017084456,0.3617834394138924,3
