hour,wave_height,water_temp,current_speed,wind_speed,drifting,prediction,cluster,p(s|pred),p(pred),p(pred|s),p(pred|drifting),p(drifting),p(~drifting),p(pred|~drifting),p(drifting|pred),p(drifting|pred)*p(s|pred)
0.541666667,0.213489736,0.222635533,0.327913076,0.433962264,0,1,2,0.378157504,0.318278553,0.221133987,0.985981308,0.050602979,0.949397021,0.282440847,0.064736685,0.024480663
0.583333333,0.184750733,0.27202416,0.351592357,0.358490566,0,1,2,0.378157504,0.318278553,0.221133987,0.985981308,0.050602979,0.949397021,0.282440847,0.064736685,0.024480663
0.625,0.161290323,0.283515027,0.271487448,0.264150943,0,1,2,0.378157504,0.318278553,0.221133987,0.985981308,0.050602979,0.949397021,0.282440847,0.064736685,0.024480663
0.666666667,0.139589443,0.268930466,0.104608468,0.349056604,0,1,2,0.378157504,0.318278553,0.221133987,0.985981308,0.050602979,0.949397021,0.282440847,0.064736685,0.024480663
0.708333333,0.107331378,0.276443724,0.103859123,0.330188679,0,1,2,0.378157504,0.318278553,0.221133987,0.985981308,0.050602979,0.949397021,0.282440847,0.064736685,0.024480663
0.75,0.099120234,0.287050678,0.276133383,0.198113208,0,1,2,0.378157504,0.318278553,0.221133987,0.985981308,0.050602979,0.949397021,0.282440847,0.064736685,0.024480663
0.791666667,0.096774194,0.283128315,0.367103784,0.075471698,0,1,2,0.378157504,0.318278553,0.221133987,0.985981308,0.050602979,0.949397021,0.282440847,0.064736685,0.024480663
0.833333333,0.078005865,0.261859163,0.45477707,0.235849057,1,1,2,0.378157504,0.318278553,0.221133987,0.985981308,0.050602979,0.949397021,0.282440847,0.064736685,0.024480663
0.875,0.079765396,0.271858426,0.419258149,0.169811321,0,0,0,0,0,0,0,0,0.949397021,0.282440847,0,0
0.916666667,0.084457478,0.226613141,0.304233795,0.075471698,0,0,0,0,0,0,0,0,0.949397021,0.282440847,0,0
0.958333333,0.102052786,0.200592958,0.168077932,0.113207547,0,0,0,0,0,0,0,0,0.949397021,0.282440847,0,0
1,0.11143695,0.221585887,0.304233795,0.066037736,0,0,0,0,0,0,0,0,0.949397021,0.282440847,0,0
0.041666667,0.117888563,0.211641868,0.502884975,0.018867925,0,0,0,0,0,0,0,0,0.949397021,0.282440847,0,0
0.083333333,0.118475073,0.205343989,0.540352192,0.08490566,0,0,0,0,0,0,0,0,0.949397021,0.282440847,0,0
0.125,0.123167155,0.213962139,0.458448857,0.047169811,0,0,0,0,0,0,0,0,0.949397021,0.282440847,0,0
0.166666667,0.130205279,0.198106953,0.297414762,0.169811321,0,0,0,0,0,0,0,0,0.949397021,0.282440847,0,0
0.208333333,0.137829912,0.202692251,0.104083927,0.150943396,0,0,0,0,0,0,0,0,0.949397021,0.282440847,0,0
0.25,0.120821115,0.217166323,0.106107156,0.103773585,0,0,0,0,0,0,0,0,0.949397021,0.282440847,0,0
0.291666667,0.108504399,0.225563494,0.214387411,0.113207547,0,0,0,0,0,0,0,0,0.949397021,0.282440847,0,0
0.333333333,0.103225807,0.228767678,0.414687149,0.122641509,0,0,0,0,0,0,0,0,0.949397021,0.282440847,0,0
0.375,0.117302053,0.225397761,0.467890596,0.08490566,0,0,0,0,0,0,0,0,0.949397021,0.282440847,0,0
0.416666667,0.11085044,0.203907631,0.396253278,0.254716981,0,0,0,0,0,0,0,0,0.949397021,0.282440847,0,0
0.458333333,0.09032258,0.198714644,0.282128138,0.066037736,0,0,0,0,0,0,0,0,0.949397021,0.282440847,0,0
0.5,0.090055985,0.202978518,0.148458735,0.103773585,0,1,2,0.378157504,0.318278553,0.221133987,0.985981308,0.050602979,0.949397021,0.282440847,0.064736685,0.024480663
0.541666667,0.083870968,0.21567472,0.292993631,0.20754717,0,1,2,0.378157504,0.318278553,0.221133987,0.985981308,0.050602979,0.949397021,0.282440847,0.064736685,0.024480663
0.583333333,0.078005865,0.220591485,0.402173098,0.150943396,0,1,2,0.378157504,0.318278553,0.221133987,0.985981308,0.050602979,0.949397021,0.282440847,0.064736685,0.024480663
0.625,0.078592376,0.222801267,0.365605095,0.141509434,0,1,2,0.378157504,0.318278553,0.221133987,0.985981308,0.050602979,0.949397021,0.282440847,0.064736685,0.024480663
0.666666667,0.063929619,0.222746022,0.250131135,0.094339623,0,1,2,0.378157504,0.318278553,0.221133987,0.985981308,0.050602979,0.949397021,0.282440847,0.064736685,0.024480663
0.708333333,0.065742469,0.285242674,0.110364794,0.122641509,0,1,2,0.378157504,0.318278553,0.221133987,0.985981308,0.050602979,0.949397021,0.282440847,0.064736685,0.024480663
0.75,0.064516129,0.29412198,0.124840764,0.056603774,0,1,2,0.378157504,0.318278553,0.221133987,0.985981308,0.050602979,0.949397021,0.282440847,0.064736685,0.024480663
0.791666667,0.136070381,0.282078668,0.209441738,0.169811321,0,1,2,0.378157504,0.318278553,0.221133987,0.985981308,0.050602979,0.949397021,0.282440847,0.064736685,0.024480663
0.833333333,0.114956012,0.268654243,0.405020607,0.264150943,0,1,2,0.378157504,0.318278553,0.221133987,0.985981308,0.050602979,0.949397021,0.282440847,0.064736685,0.024480663
0.875,0.115542522,0.231253683,0.43297115,0.311320755,0,0,0,0,0,0,0,0,0.949397021,0.282440847,0,0
0.916666667,0.112609971,0.206062168,0.430123642,0.226415094,0,0,0,0,0,0,0,0,0.949397021,0.282440847,0,0
0.958333333,0.11085044,0.209376841,0.24885725,0.320754717,0,0,0,0,0,0,0,0,0.949397021,0.282440847,0,0
1,0.11026393,0.206614614,0.205695017,0.29245283,0,0,0,0,0,0,0,0,0.949397021,0.282440847,0,0
0.041666667,0.08914956,0.220978197,0.434844511,0.254716981,0,0,0,0,0,0,0,0,0.949397021,0.282440847,0,0
0.083333333,0.06744868,0.224955804,0.544248782,0.132075472,0,0,0,0,0,0,0,0,0.949397021,0.282440847,0,0
0.125,0.060997068,0.233352976,0.515698763,0.188679245,0,0,0,0,0,0,0,0,0.949397021,0.282440847,0,0
0.166666667,0.059237537,0.211089423,0.383814163,0.198113208,0,0,0,0,0,0,0,0,0.949397021,0.282440847,0,0
0.208333333,0.069794722,0.210592222,0.235294118,0.132075472,0,0,0,0,0,0,0,0,0.949397021,0.282440847,0,0
0.25,0.108504399,0.212083825,0.103784189,0.066037736,0,0,0,0,0,0,0,0,0.949397021,0.282440847,0,0
0.291666667,0.112023461,0.220260018,0.22840015,0.028301887,0,0,0,0,0,0,0,0,0.949397021,0.282440847,0,0
0.333333333,0.123753665,0.227828521,0.384188835,0.150943396,0,0,0,0,0,0,0,0,0.949397021,0.282440847,0,0
0.375,0.114369501,0.231750884,0.508505058,0.037735849,0,0,0,0,0,0,0,0,0.949397021,0.282440847,0,0
0.416666667,0.086803519,0.219652327,0.450880479,0.150943396,0,0,0,0,0,0,0,0,0.949397021,0.282440847,0,0
0.458333333,0.11085044,0.217608279,0.387560884,0.160377358,0,0,0,0,0,0,0,0,0.949397021,0.282440847,0,0
0.5,0.121407625,0.226944608,0.222705133,0.188679245,0,1,2,0.378157504,0.318278553,0.221133987,0.985981308,0.050602979,0.949397021,0.282440847,0.064736685,0.024480663
0.541666667,0.102052786,0.220978197,0.174222555,0.150943396,0,1,2,0.378157504,0.318278553,0.221133987,0.985981308,0.050602979,0.949397021,0.282440847,0.064736685,0.024480663
0.583333333,0.11026393,0.255616529,0.350992881,0.20754717,0,1,2,0.378157504,0.318278553,0.221133987,0.985981308,0.050602979,0.949397021,0.282440847,0.064736685,0.024480663
0.625,0.104985338,0.264345168,0.353540652,0.08490566,0,1,2,0.378157504,0.318278553,0.221133987,0.985981308,0.050602979,0.949397021,0.282440847,0.064736685,0.024480663
0.666666667,0.111810184,0.27276745,0.257754011,0.103773585,0,1,2,0.378157504,0.318278553,0.221133987,0.985981308,0.050602979,0.949397021,0.282440847,0.064736685,0.024480663
0.708333333,0.090909091,0.269759134,0.145447733,0.245283019,0,1,2,0.378157504,0.318278553,0.221133987,0.985981308,0.050602979,0.949397021,0.282440847,0.064736685,0.024480663
0.75,0.103225807,0.291138775,0.121693518,0.198113208,0,1,2,0.378157504,0.318278553,0.221133987,0.985981308,0.050602979,0.949397021,0.282440847,0.064736685,0.024480663
0.791666667,0.08973607,0.29655274,0.344023979,0.056603774,1,1,2,0.378157504,0.318278553,0.221133987,0.985981308,0.050602979,0.949397021,0.282440847,0.064736685,0.024480663
0.833333333,0.097733937,0.262642631,0.48934228,0.037735849,0,0,0,0,0,0,0,0,0.949397021,0.282440847,0,0
0.875,0.082378033,0.252035678,0.484273987,0.08490566,0,0,0,0,0,0,0,0,0.949397021,0.282440847,0,0
0.916666667,0.091495601,0.221088686,0.462270513,0.009433962,0,0,0,0,0,0,0,0,0.949397021,0.282440847,0,0
0.958333333,0.096454279,0.216357743,0.352825369,0.150943396,0,0,0,0,0,0,0,0,0.949397021,0.282440847,0,0
1,0.106744868,0.217718769,0.203746722,0.150943396,0,0,0,0,0,0,0,0,0.949397021,0.282440847,0,0
0.041666667,0.109890696,0.214911341,0.305494056,0.132075472,0,0,0,0,0,0,0,0,0.949397021,0.282440847,0,0
0.083333333,0.104985338,0.214569829,0.484600974,0.160377358,0,0,0,0,0,0,0,0,0.949397021,0.282440847,0,0
0.125,0.096187684,0.2168901,0.579093293,0.160377358,0,0,0,0,0,0,0,0,0.949397021,0.282440847,0,0
0.166666667,0.103812317,0.217442546,0.466766579,0.216981132,0,0,0,0,0,0,0,0,0.949397021,0.282440847,0,0
0.208333333,0.099706745,0.228988657,0.32476583,0.216981132,0,0,0,0,0,0,0,0,0.949397021,0.282440847,0,0
0.25,0.106744868,0.235120802,0.159685275,0.179245283,0,0,0,0,0,0,0,0,0.949397021,0.282440847,0,0
0.291666667,0.09032258,0.238490719,0.085575122,0.264150943,0,0,0,0,0,0,0,0,0.949397021,0.282440847,0,0
0.333333333,0.080938416,0.235176046,0.275833645,0.169811321,0,0,0,0,0,0,0,0,0.949397021,0.282440847,0,0
0.375,0.075659824,0.236501915,0.470738104,0.066037736,0,0,0,0,0,0,0,0,0.949397021,0.282440847,0,0
0.416666667,0.069208211,0.237662051,0.486774073,0.141509434,0,0,0,0,0,0,0,0,0.949397021,0.282440847,0,0
0.458333333,0.070381232,0.21020551,0.468415137,0.226415094,0,0,0,0,0,0,0,0,0.949397021,0.282440847,0,0
0.5,0.080351906,0.215564231,0.360134882,0.122641509,0,1,2,0.378157504,0.318278553,0.221133987,0.985981308,0.050602979,0.949397021,0.282440847,0.064736685,0.024480663
0.541666667,0.073900293,0.216669122,0.183664294,0.226415094,0,1,2,0.378157504,0.318278553,0.221133987,0.985981308,0.050602979,0.949397021,0.282440847,0.064736685,0.024480663
0.583333333,0.082697947,0.210702711,0.286774073,0.216981132,0,1,2,0.378157504,0.318278553,0.221133987,0.985981308,0.050602979,0.949397021,0.282440847,0.064736685,0.024480663
0.625,0.090695814,0.285965875,0.367866753,0.235849057,0,1,2,0.378157504,0.318278553,0.221133987,0.985981308,0.050602979,0.949397021,0.282440847,0.064736685,0.024480663
0.666666667,0.107331378,0.273571008,0.366729112,0.377358491,0,1,2,0.378157504,0.318278553,0.221133987,0.985981308,0.050602979,0.949397021,0.282440847,0.064736685,0.024480663
0.708333333,0.109677419,0.259815115,0.229449232,0.320754717,0,1,2,0.378157504,0.318278553,0.221133987,0.985981308,0.050602979,0.949397021,0.282440847,0.064736685,0.024480663
0.75,0.098533724,0.279979375,0.073735481,0.339622642,0,1,2,0.378157504,0.318278553,0.221133987,0.985981308,0.050602979,0.949397021,0.282440847,0.064736685,0.024480663
0.791666667,0.083870968,0.273791986,0.196777819,0.141509434,0,1,2,0.378157504,0.318278553,0.221133987,0.985981308,0.050602979,0.949397021,0.282440847,0.064736685,0.024480663
0.833333333,0.064516129,0.272134649,0.426152117,0.188679245,0,1,2,0.378157504,0.318278553,0.221133987,0.985981308,0.050602979,0.949397021,0.282440847,0.064736685,0.024480663
0.875,0.070861104,0.250107141,0.555148336,0.179245283,0,0,0,0,0,0,0,0,0.949397021,0.282440847,0,0
0.916666667,0.09032258,0.234236888,0.493068565,0.150943396,0,0,0,0,0,0,0,0,0.949397021,0.282440847,0,0
0.958333333,0.076832845,0.214404096,0.475009367,0.113207547,0,0,0,0,0,0,0,0,0.949397021,0.282440847,0,0
1,0.068035191,0.217663524,0.294492319,0,0,0,0,0,0,0,0,0,0.949397021,0.282440847,0,0
0.041666667,0.069581445,0.220275084,0.165707279,0.08490566,0,0,0,0,0,0,0,0,0.949397021,0.282440847,0,0
0.083333333,0.079178886,0.212581026,0.389059573,0.08490566,0,0,0,0,0,0,0,0,0.949397021,0.282440847,0,0
0.125,0.079178886,0.206448881,0.524990633,0.169811321,0,0,0,0,0,0,0,0,0.949397021,0.282440847,0,0
0.166666667,0.074486803,0.214901297,0.547845635,0.113207547,0,0,0,0,0,0,0,0,0.949397021,0.282440847,0,0
0.208333333,0.075659824,0.223298468,0.40591982,0.122641509,0,0,0,0,0,0,0,0,0.949397021,0.282440847,0,0
0.25,0.072140762,0.235618003,0.276957662,0.188679245,0,0,0,0,0,0,0,0,0.949397021,0.282440847,0,0
0.291666667,0.069208211,0.243904685,0.101985762,0.103773585,0,0,0,0,0,0,0,0,0.949397021,0.282440847,0,0
0.333333333,0.076832845,0.246114467,0.131884601,0.245283019,0,0,0,0,0,0,0,0,0.949397021,0.282440847,0,0
0.375,0.081524926,0.240534767,0.30093668,0.273584906,0,0,0,0,0,0,0,0,0.949397021,0.282440847,0,0
0.416666667,0.068621701,0.239264143,0.508055451,0.273584906,0,0,0,0,0,0,0,0,0.949397021,0.282440847,0,0
0.458333333,0.075659824,0.22915439,0.515324091,0.424528302,0,0,0,0,0,0,0,0,0.949397021,0.282440847,0,0
0.5,0.065102639,0.212304803,0.434095167,0.405660377,0,1,2,0.378157504,0.318278553,0.221133987,0.985981308,0.050602979,0.949397021,0.282440847,0.064736685,0.024480663
0.541666667,0.076246334,0.225066294,0.258149119,0.188679245,0,1,2,0.378157504,0.318278553,0.221133987,0.985981308,0.050602979,0.949397021,0.282440847,0.064736685,0.024480663
0.583333333,0.108504399,0.218492192,0.168227801,0.622641509,0,0,0,0,0,0,0,0,0.949397021,0.282440847,0,0
0.625,0.138043189,0.244080463,0.371954085,0.481132075,0,1,2,0.378157504,0.318278553,0.221133987,0.985981308,0.050602979,0.949397021,0.282440847,0.064736685,0.024480663
0.666666667,0.13372434,0.284122716,0.438441364,0.264150943,0,1,2,0.378157504,0.318278553,0.221133987,0.985981308,0.050602979,0.949397021,0.282440847,0.064736685,0.024480663
0.708333333,0.148856305,0.296994697,0.388115399,0.160377358,0,1,2,0.378157504,0.318278553,0.221133987,0.985981308,0.050602979,0.949397021,0.282440847,0.064736685,0.024480663
0.75,0.15483871,0.268930466,0.195578868,0.264150943,0,1,2,0.378157504,0.318278553,0.221133987,0.985981308,0.050602979,0.949397021,0.282440847,0.064736685,0.024480663
0.791666667,0.144868035,0.257550088,0.043162233,0.273584906,0,0,0,0,0,0,0,0,0.949397021,0.282440847,0,0
0.833333333,0.105571848,0.269814378,0.241888348,0.198113208,0,1,2,0.378157504,0.318278553,0.221133987,0.985981308,0.050602979,0.949397021,0.282440847,0.064736685,0.024480663
0.875,0.098533724,0.277493371,0.459123267,0.29245283,0,0,0,0,0,0,0,0,0.949397021,0.282440847,0,0
0.916666667,0.107331378,0.262024897,0.489171974,0.20754717,0,0,0,0,0,0,0,0,0.949397021,0.282440847,0,0
0.958333333,0.096774194,0.243186505,0.465118022,0.056603774,0,0,0,0,0,0,0,0,0.949397021,0.282440847,0,0
1,0.080938416,0.225287272,0.399250656,0.08490566,0,0,0,0,0,0,0,0,0.949397021,0.282440847,0,0
0.041666667,0.078005865,0.225673984,0.237242413,0.037735849,0,0,0,0,0,0,0,0,0.949397021,0.282440847,0,0
0.083333333,0.100293255,0.223906158,0.254027726,0.122641509,0,0,0,0,0,0,0,0,0.949397021,0.282440847,0,0
0.125,0.08914956,0.222138332,0.480104908,0.264150943,0,0,0,0,0,0,0,0,0.949397021,0.282440847,0,0
0.166666667,0.100293255,0.230590748,0.568677407,0.08490566,0,0,0,0,0,0,0,0,0.949397021,0.282440847,0,0
0.208333333,0.091495601,0.228215233,0.524466092,0.113207547,0,0,0,0,0,0,0,0,0.949397021,0.282440847,0,0
0.25,0.08797654,0.231861373,0.357437242,0.179245283,0,0,0,0,0,0,0,0,0.949397021,0.282440847,0,0
0.291666667,0.09032258,0.242799794,0.213263394,0.198113208,0,0,0,0,0,0,0,0,0.949397021,0.282440847,0,0
0.333333333,0.118848307,0.248841538,0.101944889,0.301886792,0,0,0,0,0,0,0,0,0.949397021,0.282440847,0,0
0.375,0.160437216,0.245466599,0.281378793,0.301886792,0,0,0,0,0,0,0,0,0.949397021,0.282440847,0,0
0.416666667,0.088136497,0.242935394,0.485990667,0.330188679,0,0,0,0,0,0,0,0,0.949397021,0.282440847,0,0
0.458333333,0.070381232,0.247164113,0.540127388,0.330188679,0,0,0,0,0,0,0,0,0.949397021,0.282440847,0,0
0.5,0.096774194,0.221641131,0.512701386,0.556603774,0,0,0,0,0,0,0,0,0.949397021,0.282440847,0,0
0.541666667,0.1542522,0.210039776,0.428475084,0.735849057,0,0,0,0,0,0,0,0,0.949397021,0.282440847,0,0
0.583333333,0.135483871,0.222083088,0.235743724,0.377358491,0,1,2,0.378157504,0.318278553,0.221133987,0.985981308,0.050602979,0.949397021,0.282440847,0.064736685,0.024480663
0.625,0.107917888,0.221088686,0.261146497,0.41509434,0,1,2,0.378157504,0.318278553,0.221133987,0.985981308,0.050602979,0.949397021,0.282440847,0.064736685,0.024480663
0.666666667,0.123753665,0.226281673,0.345822405,0.41509434,0,1,2,0.378157504,0.318278553,0.221133987,0.985981308,0.050602979,0.949397021,0.282440847,0.064736685,0.024480663
0.708333333,0.194988004,0.24414073,0.298463844,0.518867925,0,1,2,0.378157504,0.318278553,0.221133987,0.985981308,0.050602979,0.949397021,0.282440847,0.064736685,0.024480663
0.75,0.253372434,0.246777401,0.210415886,0.566037736,0,0,0,0,0,0,0,0,0.949397021,0.282440847,0,0
0.791666667,0.256891496,0.235286535,0.063094792,0.433962264,0,1,2,0.378157504,0.318278553,0.221133987,0.985981308,0.050602979,0.949397021,0.282440847,0.064736685,0.024480663
0.833333333,0.188589709,0.237451117,0.095977383,0.245283019,0,1,2,0.378157504,0.318278553,0.221133987,0.985981308,0.050602979,0.949397021,0.282440847,0.064736685,0.024480663
0.875,0.160117302,0.232690041,0.371824653,0.245283019,0,0,0,0,0,0,0,0,0.949397021,0.282440847,0,0
0.916666667,0.171847508,0.234402622,0.517796928,0.169811321,0,0,0,0,0,0,0,0,0.949397021,0.282440847,0,0
0.958333333,0.226392962,0.240148055,0.530760584,0.433962264,0,0,0,0,0,0,0,0,0.949397021,0.282440847,0,0
1,0.217008797,0.216503388,0.489696515,0.29245283,0,0,0,0,0,0,0,0,0.949397021,0.282440847,0,0
0.041666667,0.168328446,0.21943135,0.352416635,0.396226415,0,0,0,0,0,0,0,0,0.949397021,0.282440847,0,0
0.083333333,0.182404692,0.222469799,0.153915324,0.094339623,0,0,0,0,0,0,0,0,0.949397021,0.282440847,0,0
0.125,0.164222874,0.216227166,0.313825403,0.094339623,0,0,0,0,0,0,0,0,0.949397021,0.282440847,0,0
0.166666667,0.231085044,0.205675457,0.474934432,0.132075472,0,0,0,0,0,0,0,0,0.949397021,0.282440847,0,0
0.208333333,0.309677419,0.210315999,0.512851255,0.028301887,0,0,0,0,0,0,0,0,0.949397021,0.282440847,0,0
0.25,0.295014663,0.214901297,0.417684526,0.358490566,0,0,0,0,0,0,0,0,0.949397021,0.282440847,0,0
0.291666667,0.271554252,0.226392163,0.297564631,0.216981132,0,0,0,0,0,0,0,0,0.949397021,0.282440847,0,0
0.333333333,0.258064516,0.235838981,0.133083552,0.132075472,0,0,0,0,0,0,0,0,0.949397021,0.282440847,0,0
0.375,0.237536657,0.23655716,0.084750843,0.311320755,0,0,0,0,0,0,0,0,0.949397021,0.282440847,0,0
0.416666667,0.218768328,0.231861373,0.322892469,0.29245283,0,0,0,0,0,0,0,0,0.949397021,0.282440847,0,0
0.458333333,0.252199413,0.243020772,0.496065942,0.283018868,0,0,0,0,0,0,0,0,0.949397021,0.282440847,0,0
0.5,0.255131965,0.252301856,0.449756463,0.386792453,0,1,2,0.378157504,0.318278553,0.221133987,0.985981308,0.050602979,0.949397021,0.282440847,0.064736685,0.024480663
0.541666667,0.247507332,0.227718032,0.487148745,0.481132075,0,0,0,0,0,0,0,0,0.949397021,0.282440847,0,0
0.583333333,0.251026393,0.227994255,0.376920195,0.471698113,0,1,2,0.378157504,0.318278553,0.221133987,0.985981308,0.050602979,0.949397021,0.282440847,0.064736685,0.024480663
0.625,0.287763263,0.230882038,0.188187609,0.490566038,0,1,2,0.378157504,0.318278553,0.221133987,0.985981308,0.050602979,0.949397021,0.282440847,0.064736685,0.024480663
0.666666667,0.314369502,0.249152917,0.295841139,0.5,0,1,2,0.378157504,0.318278553,0.221133987,0.985981308,0.050602979,0.949397021,0.282440847,0.064736685,0.024480663
0.708333333,0.317888563,0.273571008,0.406144623,0.41509434,0,0,0,0,0,0,0,0,0.949397021,0.282440847,0,0
0.75,0.346627566,0.275725545,0.351892094,0.41509434,0,1,3,0.040118871,0.318278553,0.01913986,0.985981308,0.050602979,0.949397021,0.282440847,0.064736685,0.002597163
0.791666667,0.346627566,0.258378757,0.177219933,0.396226415,0,0,0,0,0,0,0,0,0.949397021,0.282440847,0,0
0.833333333,0.301839509,0.261256495,0.047910351,0.311320755,0,0,0,0,0,0,0,0,0.949397021,0.282440847,0,0
0.875,0.255718475,0.263185032,0.156463095,0.226415094,0,0,0,0,0,0,0,0,0.949397021,0.282440847,0,0
0.916666667,0.224046921,0.261803919,0.33136006,0.235849057,0,0,0,0,0,0,0,0,0.949397021,0.282440847,0,0
0.958333333,0.255131965,0.257550088,0.497115024,0.330188679,0,0,0,0,0,0,0,0,0.949397021,0.282440847,0,0
1,0.255718475,0.257052888,0.416410641,0.235849057,0,0,0,0,0,0,0,0,0.949397021,0.282440847,0,0
0.041666667,0.248093842,0.228104744,0.44615961,0.226415094,0,0,0,0,0,0,0,0,0.949397021,0.282440847,0,0
0.083333333,0.240469209,0.216503388,0.283776695,0.150943396,0,0,0,0,0,0,0,0,0.949397021,0.282440847,0,0
0.125,0.262170088,0.219818061,0.159010865,0.141509434,0,0,0,0,0,0,0,0,0.949397021,0.282440847,0,0
0.166666667,0.28797654,0.208216706,0.349269389,0.122641509,0,0,0,0,0,0,0,0,0.949397021,0.282440847,0,0
0.208333333,0.293841642,0.230425015,0.442487823,0,0,0,0,0,0,0,0,0,0.949397021,0.282440847,0,0
0.25,0.309677419,0.225453005,0.470887973,0.179245283,0,0,0,0,0,0,0,0,0.949397021,0.282440847,0,0
0.291666667,0.312609971,0.234789334,0.386286999,0.301886792,0,0,0,0,0,0,0,0,0.949397021,0.282440847,0,0
