,hour,wave_height,current_dir,tide_variation,wind_dir,cluster
850,0.75,0.11964809386971215,0.5571064813888891,0.044843049327354265,0.6813888888888889,4
851,0.7916666666666666,0.12316715545411548,0.5191435186111111,0.09865470852017937,0.6652777777777777,4
867,0.4583333333333333,0.09560117280835218,0.14240740741666666,0.4192825112107624,0.6733333333333333,12
872,0.6666666666666666,0.09794721433382923,0.3187268519444445,0.4245142002989537,0.7899999999999999,12
873,0.7083333333333334,0.08914956037282099,0.5442824075,0.23916292974588946,0.8002777777777779,10
874,0.75,0.09794721433382923,0.5528472222222223,0.17713004484304934,0.8283333333333333,10
892,0.5,0.07683284482740946,0.12518518519444444,0.1973094170403588,0.9969444444444444,2
894,0.5833333333333334,0.08387096799621603,0.06673611111111111,0.22645739910313906,0.7563888888888889,11
895,0.625,0.0926686219572243,0.12995370369444445,0.17937219730941706,0.8341666666666667,2
897,0.7083333333333334,0.08211143720401443,0.5931481480555556,0.4678624813153962,0.8555555555555555,9
898,0.75,0.0639296185487225,0.563125,0.3714499252615845,0.8333333333333334,9
918,0.5833333333333334,0.0633431085192594,0.05993055555555556,0.2047832585949178,0.8752777777777778,2
921,0.7083333333333334,0.07272727250973074,0.4812962963888889,0.5829596412556054,0.8197222222222222,9
922,0.75,0.06568914934092415,0.5696527777777778,0.5186846038863976,0.9711111111111111,9
943,0.625,0.11202346067144243,0.058171296305555564,0.04409566517189836,0.7269444444444444,11
944,0.6666666666666666,0.14428152496053526,0.042847222222222224,0.18236173393124067,0.7172222222222222,11
964,0.5,0.06627566007419955,0.4871990741666667,0.4626307922272048,0.7694444444444445,9
965,0.5416666666666666,0.07038123168806598,0.2506018518611111,0.6128550074738416,0.6797222222222222,12
969,0.7083333333333334,0.0991202343927555,0.07770833333333334,0.28923766816143504,0.8261111111111109,2
970,0.75,0.11612903228530888,0.4553703702777778,0.3191330343796712,0.950277777777778,10
988,0.5,0.058064516142654427,0.5298842591666667,0.3213751868460389,0.6325,6
990,0.5833333333333334,0.08211143720401443,0.1626388888888889,0.2855007473841555,0.6261111111111112,12
991,0.625,0.07624633409413402,0.09101851852777776,0.3654708520179372,0.6266666666666667,12
992,0.6666666666666666,0.081524926470739,0.08203703702777779,0.04633781763826607,0.6786111111111112,11
993,0.7083333333333334,0.06702212764035713,0.08699494949999999,0.1046337817638266,0.7241666666666666,11
994,0.75,0.058064516142654427,0.11037037036111112,0.4364723467862481,0.9461111111111112,2
1018,0.75,0.08563049878841769,0.07884259258333333,0.14648729446935727,0.8469444444444444,2
1019,0.7916666666666666,0.0639296185487225,0.2675231481388889,0.5388639760837071,0.8516666666666667,12
1035,0.4583333333333333,0.03636363660677152,0.5652546297222222,0.15695067264573992,0.7783333333333333,4
1039,0.625,0.058064516142654427,0.17694444444444446,0.3071748878923767,0.7541666666666667,12
1040,0.6666666666666666,0.0633431085192594,0.1256018518611111,0.36397608370702544,0.7863888888888889,12
1041,0.7083333333333334,0.0633431085192594,0.09490740741666666,0.04409566517189836,0.8619444444444445,11
1064,0.6666666666666666,0.13548387099952702,0.15458333333333332,0.2197309417040359,0.8961111111111112,2
1065,0.7083333333333334,0.159530792060887,0.13780092591666668,0.2272047832585949,0.8861111111111111,2
1089,0.7083333333333334,0.07390029327246928,0.14314814813888888,0.1816143497757848,0.6327777777777778,5
1090,0.75,0.06686217010366269,0.09895833333333333,0.020926756352765325,0.0,8
1138,0.75,0.15894428132761154,0.3154166666666667,0.10089686098654707,0.9044444444444444,10
1157,0.5416666666666666,0.06862170089586432,0.5834953702777779,0.06576980568011959,0.8111111111111111,4
1182,0.5833333333333334,0.0961876835416276,0.5736111111111111,0.05754857997010464,0.7138888888888889,4
1183,0.625,0.06979472165860287,0.5725694444444445,0.1898355754857997,0.7033333333333333,4
1184,0.6666666666666666,0.09560117280835218,0.5716666666666667,0.08295964125560537,0.73,4
1186,0.75,0.07331378324300616,0.5000231480555556,0.05680119581464872,0.8052777777777778,4
1205,0.5416666666666666,0.07565982406467092,0.4352546297222222,0.059043348281016435,0.6963888888888888,4
1207,0.625,0.08680351884734391,0.5810185186111111,0.13079222720478328,0.7788888888888889,4
1209,0.7083333333333334,0.08387096799621603,0.5870833333333333,0.17414050822122573,0.7977777777777777,4
1232,0.6666666666666666,0.1771260999829035,0.5575925925,0.16591928251121074,0.8397222222222223,10
1278,0.5833333333333334,0.07741935485687257,0.05064814813888889,0.017189835575485802,0.7033333333333333,11
1302,0.5833333333333334,0.06158357772705773,0.06206018519444445,0.08819133034379671,0.6966666666666667,11
1303,0.625,0.05043988294438472,0.035162037027777766,0.2690582959641256,0.6755555555555556,12
1326,0.5833333333333334,0.07624633409413402,0.08717592591666666,0.2683109118086697,0.7052777777777778,12
1328,0.6666666666666666,0.10146627591823257,0.03877314813888889,0.23318385650224216,0.8466666666666667,2
1329,0.7083333333333334,0.10439882676936044,0.02203703703611111,0.43796711509716,0.7936111111111109,12
1350,0.5833333333333334,0.08739002958061934,0.12868055555555558,0.5508221225710015,0.7494444444444445,12
1351,0.625,0.09736070360055382,0.08590277777777779,0.3579970104633782,0.7536111111111111,12
1352,0.6666666666666666,0.1026392959771588,0.06247685186111111,0.01345291479820628,0.8138888888888889,11
1353,0.7083333333333334,0.10967741914596538,0.04668981480555556,0.28026905829596416,0.8958333333333334,2
1375,0.625,0.06686217010366269,0.10793981480555556,0.2615844544095665,0.8552777777777777,2
1544,0.6666666666666666,0.13431085023678846,0.3027546297222222,0.4147982062780269,0.8386111111111111,12
1545,0.7083333333333334,0.12199413469137692,0.5671064813888889,0.5,0.8641666666666667,9
1555,0.75,0.054545454558251126,0.35208333333333336,0.2608370702541106,0.924722222222222,10
1647,0.5833333333333334,0.07741935485687257,0.5366898147222223,0.15994020926756355,0.7811111111111111,4
1651,0.75,0.14428152496053526,0.11474537036111113,0.08594917787742899,0.8005555555555556,11
1695,0.5833333333333334,0.09853372436329236,0.5660185186111111,0.14125560538116594,0.4847222222222222,1
1697,0.6666666666666666,0.14310850419779672,0.4803703702777778,0.1345291479820628,0.5069444444444444,1
1698,0.7083333333333334,0.16832844602189526,0.41657407416666653,0.2062780269058296,0.5219444444444444,6
1699,0.75,0.20000000028152493,0.18870370369444445,0.1704035874439462,0.5449999999999999,5
1719,0.5833333333333334,0.28712343349844544,0.4888888888888889,0.12630792227204785,0.5088888888888888,1
1722,0.7083333333333334,0.4797653962415872,0.39125,0.03736920777279522,0.5547222222222222,14
1862,0.5416666666666666,0.6322580644298553,0.10918981480555556,0.13976083707025413,0.5136111111111111,14
1961,0.6666666666666666,0.19379974878446912,0.12253968252777778,0.15844544095665172,0.6947222222222222,11
1985,0.6666666666666666,0.1624633429120149,0.12555555555555556,0.2384155455904335,0.5777777777777777,5
1986,0.7083333333333334,0.1720821114773213,0.10275,0.08146487294469358,0.6680555555555555,11
2056,0.625,0.27390029355399426,0.4869444444444445,0.07174887892376683,0.5294444444444444,1
2060,0.7916666666666666,0.307214076318408,0.10066666666666667,0.050822122571001487,0.5125,5
2083,0.75,0.5038123165991348,0.16842592591666666,0.3863976083707026,0.5336111111111111,14
2084,0.7916666666666666,0.4465689150607787,0.10166666666666667,0.33333333333333337,0.44833333333333336,14
2102,0.6666666666666666,0.2938416422976755,0.5497222222222222,0.06726457399103139,0.5305555555555556,1
2159,0.7083333333333334,0.1777126100123666,0.8561111111111109,0.5388639760837071,0.5572222222222222,9
2160,0.7916666666666666,0.15659824050594678,0.5511111111111111,0.3841554559043349,0.5713888888888888,6
2173,0.7083333333333334,0.11554252225584576,0.4889722222222223,0.2698056801195815,0.8622222222222221,10
2216,0.75,0.30557184781362395,0.10546296297222224,0.2713004484304933,0.5680555555555555,5
2260,0.5833333333333334,0.07331378324300616,0.5459953702777778,0.08445440956651719,0.6677777777777778,4
2263,0.7083333333333334,0.08973607040228412,0.30303240750000004,0.20254110612855009,0.6777777777777778,12
2264,0.75,0.11202346067144243,0.18875,0.20926756352765324,0.7241666666666666,2
2282,0.5,0.159530792060887,0.4430555555555555,0.14125560538116594,0.4405555555555555,1
2285,0.625,0.14956011733714022,0.5496759258333334,0.0343796711509716,0.15666666666666668,7
2287,0.7083333333333334,0.1700879768140969,0.3226620369444444,0.3086696562032885,0.5252777777777777,3
2305,0.4583333333333333,0.13958944261339346,0.9326157408333332,0.14050822122571002,0.14805555555555555,7
2307,0.5416666666666666,0.14956011733714022,0.5947916666666667,0.2533632286995516,0.12972222222222224,7
2309,0.625,0.1319648094151237,0.5661574075,0.18759342301943202,0.9538888888888888,10
2310,0.6666666666666666,0.12668621703851876,0.5696296297222222,0.08370702541106129,0.9505555555555556,10
2311,0.7083333333333334,0.14700079956527878,0.5640404041666667,0.19207772795216746,0.9880555555555556,10
2312,0.75,0.13548387099952702,0.39085648138888895,0.1674140508221226,0.8597222222222223,10
2330,0.5,0.1982404694893233,0.08583333333333333,0.2002989536621824,0.6530555555555555,11
2333,0.625,0.1917888563499798,0.5849305555555555,0.10014947683109117,0.7580555555555555,4
2335,0.7083333333333334,0.2029325511326528,0.5476851852777778,0.041106128550074734,0.9208333333333332,10
2336,0.75,0.18005865083403136,0.5716203702777778,0.06427503736920777,0.0030555555555555557,7
2353,0.4583333333333333,0.1853372432106363,0.07027777777777779,0.029147982062780273,0.9908333333333332,11
2354,0.5,0.1853372432106363,0.07851851852777778,0.05680119581464872,0.6219444444444444,11
2381,0.625,0.16235670478882264,0.1305050505,0.11584454409566518,0.7163888888888889,11
2382,0.6666666666666666,0.16539589446695505,0.4701157408333333,0.2937219730941704,0.7277777777777777,6
2404,0.5833333333333334,0.15366568895100666,0.14807870369444445,0.08744394618834081,0.9838888888888888,2
2406,0.6666666666666666,0.20058651031098804,0.4591898147222223,0.19581464872944696,0.9613888888888891,10
2407,0.7083333333333334,0.19765395875604785,0.5920370369444444,0.19133034379671152,0.9580555555555554,10
2408,0.75,0.1736070383985002,0.5830787036111111,0.3034379671150972,0.9319444444444444,10
2452,0.5833333333333334,0.06920821092532745,0.1301388888888889,0.09192825112107623,0.6766666666666666,11
2454,0.6666666666666666,0.14076246337613196,0.2751388888888889,0.14275037369207774,0.7047222222222221,11
2455,0.7083333333333334,0.13020527862292205,0.9388425925,0.3804185351270553,0.7466666666666667,9
2474,0.5,0.07800586488633568,0.435,0.5799701046337817,0.5944444444444444,9
2500,0.5833333333333334,0.04014929385106141,0.15181818180555556,0.38266068759342303,0.09194444444444444,8
2504,0.75,0.06627566007419955,0.33648148138888884,0.4588938714499253,0.11194444444444444,13
2569,0.4583333333333333,0.11085043990870393,0.5321296297222222,0.18236173393124067,0.5172222222222221,1
2576,0.75,0.0785923756196111,0.11328703702777775,0.101644245142003,0.9513888888888888,2
2577,0.7916666666666666,0.06568914934092415,0.10634259258333333,0.41704035874439466,0.9672222222222222,2
2595,0.5416666666666666,0.12023460389917527,0.5179629630555556,0.24215246636771304,0.3227777777777778,7
2596,0.5833333333333334,0.10909090911650228,0.4961342591666666,0.4282511210762332,0.4547222222222222,6
2597,0.625,0.13958944261339346,0.3581712963888889,0.4252615844544096,0.4097222222222222,3
2619,0.5416666666666666,0.09501466277888906,0.5179629630555556,0.07025411061285501,0.1475,7
2642,0.5,0.3812316718782949,0.6008101852777777,0.20254110612855009,0.4386111111111111,1
2644,0.5833333333333334,0.4404692080798755,0.5125231480555555,0.101644245142003,0.4686111111111111,1
2649,0.7916666666666666,0.5225806452838899,0.0953787878888889,0.09865470852017937,0.5594444444444444,14
2862,0.6666666666666666,0.0785923756196111,0.5696527777777778,0.13153961136023914,0.36666666666666653,7
2913,0.7916666666666666,0.14310850419779672,0.5504166666666667,0.048579970104633774,0.4847222222222222,1
3123,0.5416666666666666,0.09736070360055382,0.5120833333333333,0.2877428998505232,0.09444444444444444,13
3176,0.75,0.09736070360055382,0.18752314813888887,0.18086696562032886,0.17305555555555555,8
3199,0.7083333333333334,0.0674486801331258,0.4184722222222223,0.3647234678624813,0.12194444444444445,13
3201,0.7916666666666666,0.07390029327246928,0.14960648147222222,0.2869955156950673,0.1647222222222222,8
3220,0.5833333333333334,0.08035190641181275,0.5525231480555556,0.3026905829596413,0.33444444444444443,7
3344,0.75,0.2527859240475745,0.5839583333333334,0.5134529147982062,0.0,13
3578,0.625,0.10967741914596538,0.5628703702777778,0.06203288490284006,0.2813888888888889,7
3647,0.5,0.4533724343585626,0.1604861111111111,0.2384155455904335,0.2897222222222222,14
3651,0.6666666666666666,0.3806451611450194,0.21643518519444446,0.31988041853512705,0.3416666666666667,3
3652,0.7083333333333334,0.322580645002365,0.5262731480555556,0.2556053811659193,0.33694444444444444,1
3677,0.75,0.14369501493107212,0.5957870369444445,0.2384155455904335,0.32333333333333336,7
3696,0.5416666666666666,0.10439882676936044,0.18583333333333332,0.2698056801195815,0.3516666666666666,3
3698,0.625,0.100293255155494,0.08761574074999999,0.06427503736920777,0.3558333333333333,5
3699,0.6666666666666666,0.09901359626956333,0.14626262625,0.3841554559043349,0.3405555555555556,3
3700,0.7083333333333334,0.09261530254372204,0.5641161616666667,0.2518684603886398,0.3416666666666667,7
3724,0.7083333333333334,0.15366568895100666,0.3136342591666666,0.4461883408071749,0.3505555555555556,3
3741,0.4166666666666667,0.03343108505183134,0.5571296297222221,0.050822122571001487,0.3202777777777778,7
3742,0.4583333333333333,0.0498533722111093,0.5420370369444445,0.2414050822122571,0.33722222222222226,7
3767,0.5,0.0281524926752264,0.5392361111111111,0.3213751868460389,0.0,13
3768,0.5416666666666666,0.029325513437964933,0.4887037036111112,0.23318385650224216,0.3358333333333334,7
3842,0.6666666666666666,0.0639296185487225,0.1762731481388889,0.3430493273542601,0.3325,3
3912,0.5833333333333334,0.21407624661913813,0.5801620369444445,0.05530642750373692,0.3322222222222222,7
3915,0.7083333333333334,0.2052785926581299,0.4362962963888888,0.17713004484304934,0.32944444444444443,7
4028,0.4166666666666667,0.08035190641181275,0.5135185186111111,0.2884902840059791,0.33194444444444443,7
4076,0.6666666666666666,0.14956011733714022,0.1033796296388889,0.05381165919282512,0.3286111111111111,5
4077,0.7083333333333334,0.16598240449641816,0.07881944444444444,0.2989536621823617,0.0,8
4100,0.6666666666666666,0.21759530820354145,0.12432870369444445,0.2772795216741405,0.3316666666666667,3
4168,0.5,0.17536656919070184,0.5402777777777777,0.05605381165919282,0.3322222222222222,7
4172,0.6666666666666666,0.1771260999829035,0.3533101852777778,0.41778774289985054,0.33611111111111114,3
4173,0.7083333333333334,0.1929618771127184,0.1958585858611111,0.20852017937219733,0.3341666666666667,3
4174,0.75,0.1771260999829035,0.12736111111111112,0.2914798206278027,0.33055555555555555,3
