,hour,wave_height,current_dir,wind_dir,dif_tide_height,cluster
3651,0.6666666666666666,0.3806451611450194,0.21643518519444446,0.3416666666666667,0.06808510638297872,4
3652,0.7083333333333334,0.322580645002365,0.5262731480555556,0.33694444444444444,0.059574468085106386,8
3677,0.75,0.14369501493107212,0.5957870369444445,0.32333333333333336,0.0723404255319149,7
3696,0.5416666666666666,0.10439882676936044,0.18583333333333332,0.3516666666666666,0.05531914893617021,4
3698,0.625,0.100293255155494,0.08761574074999999,0.3558333333333333,0.021276595744680854,4
3699,0.6666666666666666,0.09901359626956333,0.14626262625,0.3405555555555556,0.08085106382978724,4
3700,0.7083333333333334,0.09261530254372204,0.5641161616666667,0.3416666666666667,0.08085106382978724,7
3724,0.7083333333333334,0.15366568895100666,0.3136342591666666,0.3505555555555556,0.08085106382978724,4
3741,0.4166666666666667,0.03343108505183134,0.5571296297222221,0.3202777777777778,0.021276595744680854,7
3742,0.4583333333333333,0.0498533722111093,0.5420370369444445,0.33722222222222226,0.059574468085106386,7
3767,0.5,0.0281524926752264,0.5392361111111111,0.0,0.059574468085106386,9
3768,0.5416666666666666,0.029325513437964933,0.4887037036111112,0.3358333333333334,0.08936170212765958,7
3842,0.6666666666666666,0.0639296185487225,0.1762731481388889,0.3325,0.0723404255319149,4
3912,0.5833333333333334,0.21407624661913813,0.5801620369444445,0.3322222222222222,0.03404255319148936,7
3915,0.7083333333333334,0.2052785926581299,0.4362962963888888,0.32944444444444443,0.046808510638297884,7
4028,0.4166666666666667,0.08035190641181275,0.5135185186111111,0.33194444444444443,0.06382978723404256,7
4076,0.6666666666666666,0.14956011733714022,0.1033796296388889,0.3286111111111111,0.021276595744680854,4
4077,0.7083333333333334,0.16598240449641816,0.07881944444444444,0.0,0.05106382978723405,11
4100,0.6666666666666666,0.21759530820354145,0.12432870369444445,0.3316666666666667,0.05531914893617021,4
4168,0.5,0.17536656919070184,0.5402777777777777,0.3322222222222222,0.029787234042553193,7
4172,0.6666666666666666,0.1771260999829035,0.3533101852777778,0.33611111111111114,0.07659574468085106,4
4173,0.7083333333333334,0.1929618771127184,0.1958585858611111,0.3341666666666667,0.05106382978723405,4
4174,0.75,0.1771260999829035,0.12736111111111112,0.33055555555555555,0.05106382978723405,4
