,hour,tide_variation,current_speed,tide_height,wind_speed,cluster
612,0.75,0.31988041853512705,0.06878980889637235,0.3752234137399463,0.11320754716981132,3
635,0.7083333333333334,0.2219730941704036,0.2866923259409338,0.12086684537533512,0.1320754716981132,7
653,0.4583333333333333,0.06427503736920777,0.4884975644560861,0.7058757821715818,0.2358490566037736,4
657,0.625,0.22571001494768314,0.4365339417217237,0.10958445040214476,0.4150943396226416,2
658,0.6666666666666666,0.03736920777279522,0.4637692017809195,0.04211349416890081,0.5660377358490567,2
659,0.7083333333333334,0.2309417040358745,0.3826901460392605,0.07841823056300268,0.30188679245283023,2
660,0.75,0.3236173393124066,0.15339078305135265,0.19526362821715815,0.14150943396226418,3
680,0.625,0.5994020926756353,0.3491467692341286,0.22508936548257366,0.33018867924528306,3
681,0.6666666666666666,0.1696562032884903,0.4668415135372019,0.09361036642091153,0.3962264150943397,2
682,0.7083333333333334,0.021674140508221227,0.468040464424812,0.06680071494638071,0.3584905660377359,2
683,0.75,0.17189835575485798,0.2472836267246889,0.1272341376005362,0.24528301886792456,7
701,0.5,0.08221225710014947,0.4328212812807344,0.6853217158176943,0.4433962264150944,4
704,0.625,0.35276532137518685,0.2625770631831538,0.34148793565683644,0.3679245283018868,3
705,0.6666666666666666,0.2384155455904335,0.4217309852331365,0.1831992850536193,0.3867924528301887,2
706,0.7083333333333334,0.07249626307922273,0.5110378417366359,0.09092940127345844,0.2924528301886793,2
725,0.5,0.10986547085201794,0.4221805918272303,0.6588471849865951,0.28301886792452835,4
729,0.6666666666666666,0.4835575485799701,0.28160359677049984,0.2960232350536193,0.3113207547169811,3
733,0.8333333333333334,0.3744394618834081,0.1850812356757041,0.2345844504021448,0.17924528301886794,3
774,0.5833333333333334,0.14050822122571002,0.19408017981685394,0.6285746199731902,0.5283018867924528,6
775,0.625,0.027653213751868463,0.2139378043593624,0.6248882928954422,0.6698113207547169,6
776,0.6666666666666666,0.3430493273542601,0.15766204569524506,0.5717158176943699,0.6886792452830189,6
777,0.7083333333333334,0.13004484304932734,0.1637317347155132,0.4813449508713137,0.6509433962264152,6
779,0.7916666666666666,0.14499252615844546,0.39932559002073614,0.26686773907506695,0.5188679245283019,2
796,0.5,0.29745889387145,0.11412514047050835,0.364946380697051,0.5660377358490567,6
801,0.7083333333333334,0.2847533632286996,0.1839640314497404,0.5938337801608577,0.2641509433962264,5
822,0.5833333333333334,0.3385650224215247,0.10168602473054987,0.4130920464477211,0.4528301886792453,6
823,0.625,0.12855007473841554,0.1706257024316727,0.5130697050938337,0.5188679245283019,6
824,0.6666666666666666,0.11509715994020925,0.237991757143388,0.5863494189008042,0.4622641509433963,6
825,0.7083333333333334,0.1046337817638266,0.15301611085963393,0.6214253800268096,0.14150943396226418,5
826,0.75,0.17264573991031393,0.1282877481844674,0.6063449510723861,0.4245283018867925,6
843,0.4583333333333333,0.09267563527653214,0.2867740726025801,0.19247095623324392,0.4056603773584906,2
846,0.5833333333333334,0.1360239162929746,0.07560884227310155,0.3026139410187667,0.3962264150943397,1
847,0.625,0.29820627802690586,0.17452229297376767,0.4092940125335121,0.4905660377358491,6
848,0.6666666666666666,0.22571001494768314,0.26908954653824485,0.5213360142761393,0.3584905660377359,6
849,0.7083333333333334,0.1532137518684604,0.3208692393513441,0.6204200180965148,0.19811320754716985,5
850,0.75,0.044843049327354265,0.3292618957444572,0.6772788203753349,0.19811320754716985,5
851,0.7916666666666666,0.09865470852017937,0.23626826516938745,0.6757149242627346,0.169811320754717,5
867,0.4583333333333333,0.4192825112107624,0.2803297113905933,0.2325737265415549,0.15094339622641512,3
872,0.6666666666666666,0.4245142002989537,0.03499437990997546,0.4085120643431636,0.17924528301886794,3
873,0.7083333333333334,0.23916292974588946,0.2130385911711745,0.5568588024798927,0.2169811320754717,5
874,0.75,0.17713004484304934,0.3881603595707629,0.6729222520107238,0.4433962264150944,5
892,0.5,0.1973094170403588,0.30228550009882105,0.2069928507372654,0.16037735849056606,7
894,0.5833333333333334,0.22645739910313906,0.2728362681856681,0.09986595174262736,0.1037735849056604,7
895,0.625,0.17937219730941706,0.14185088040966073,0.16923592493297587,0.2924528301886793,7
897,0.7083333333333334,0.4678624813153962,0.209441738418423,0.44247095623324384,0.22641509433962265,3
898,0.75,0.3714499252615845,0.3730236042662408,0.6015827104557641,0.2735849056603773,5
918,0.5833333333333334,0.2047832585949178,0.32716373166865925,0.07629579979892763,0.05660377358490566,7
921,0.7083333333333334,0.5829596412556054,0.08857249900952917,0.31914655945040205,0.3113207547169811,3
922,0.75,0.5186846038863976,0.3132259272517472,0.4840259160187666,0.169811320754717,3
943,0.625,0.04409566517189836,0.3246159609088461,0.04378909738605899,0.12264150943396228,7
944,0.6666666666666666,0.18236173393124067,0.27223679269690243,0.09550938337801608,0.15094339622641512,7
964,0.5,0.4626307922272048,0.28812289238486194,0.5142984807640749,0.07547169811320756,3
965,0.5416666666666666,0.6128550074738416,0.1958786061932297,0.3372430741957104,0.24528301886792456,3
969,0.7083333333333334,0.28923766816143504,0.17819408012889434,0.13181411977211796,0.14150943396226418,7
970,0.75,0.3191330343796712,0.059722742585141986,0.2895442359249329,0.22641509433962265,3
988,0.5,0.3213751868460389,0.4437617083437394,0.5890303840482572,0.33018867924528306,4
990,0.5833333333333334,0.2855007473841555,0.2654926937854933,0.2782618409517427,0.2641509433962264,7
991,0.625,0.3654708520179372,0.41333832884002336,0.13270777479892762,0.28301886792452835,7
992,0.6666666666666666,0.04633781763826607,0.439040839105753,0.058199285053619286,0.17924528301886794,7
993,0.7083333333333334,0.1046337817638266,0.32511325304807354,0.07964700623324394,0.14150943396226418,7
994,0.75,0.4364723467862481,0.1680779317617808,0.19693923143431635,0.17924528301886794,3
1018,0.75,0.14648729446935727,0.22540277250875776,0.1647676496648793,0.15094339622641512,7
1019,0.7916666666666666,0.5388639760837071,0.07628325216424245,0.2944593386729222,0.2641509433962264,3
1035,0.4583333333333333,0.15695067264573992,0.4723117270687043,0.6846514745308311,0.0660377358490566,4
1039,0.625,0.3071748878923767,0.25762457838884945,0.33020554068364605,0.16037735849056606,3
1040,0.6666666666666666,0.36397608370702544,0.3720494565857565,0.20688114390080425,0.19811320754716985,7
1041,0.7083333333333334,0.04409566517189836,0.38493817900973015,0.14075067024128687,0.22641509433962265,7
1064,0.6666666666666666,0.2197309417040359,0.2712626451063393,0.3021671134718499,0.3490566037735849,2
1065,0.7083333333333334,0.2272047832585949,0.3055076806598538,0.2125781948391421,0.3679245283018868,2
1089,0.7083333333333334,0.1816143497757848,0.28077931798468725,0.3465147453083109,0.2358490566037736,1
1090,0.75,0.020926756352765325,0.280479580285265,0.3026139410187667,0.03773584905660378,7
1138,0.75,0.10089686098654707,0.15691270131180762,0.4548704200402144,0.33018867924528306,1
1157,0.5416666666666666,0.06576980568011959,0.1484451105163193,0.4905049150804289,0.1037735849056604,1
1182,0.5833333333333334,0.05754857997010464,0.1446983888688961,0.4673815906836461,0.2169811320754717,1
1183,0.625,0.1898355754857997,0.20562008236862453,0.521112600536193,0.2735849056603773,1
1184,0.6666666666666666,0.08295964125560537,0.2499812662892525,0.5663538873994638,0.22641509433962265,5
1186,0.75,0.05680119581464872,0.1965530160843706,0.6127122432975871,0.19811320754716985,5
1205,0.5416666666666666,0.059043348281016435,0.02937429748380125,0.3433869526139409,0.17924528301886794,1
1207,0.625,0.13079222720478328,0.15773698009762027,0.4693923145442358,0.169811320754717,1
1209,0.7083333333333334,0.17414050822122573,0.2760584487467008,0.6239946380697049,0.169811320754717,5
1232,0.6666666666666666,0.16591928251121074,0.18471337574325647,0.5070375335120643,0.4905660377358491,6
1278,0.5833333333333334,0.017189835575485802,0.3124016484659345,0.1713583556970509,0.19811320754716985,7
1302,0.5833333333333334,0.08819133034379671,0.3784188833953681,0.15046916890080428,0.2735849056603773,7
1303,0.625,0.2690582959641256,0.3116523041724184,0.1270107238605898,0.24528301886792456,7
1326,0.5833333333333334,0.2683109118086697,0.4056950167404265,0.17672028599195708,0.169811320754717,7
1328,0.6666666666666666,0.23318385650224216,0.330161108932645,0.10819105402144773,0.18867924528301888,7
1329,0.7083333333333334,0.43796711509716,0.16403147241493538,0.21726988384718496,0.09433962264150944,3
1350,0.5833333333333334,0.5508221225710015,0.36425627568140906,0.27949061662198393,0.169811320754717,3
1351,0.625,0.3579970104633782,0.549943799042205,0.1284629133378016,0.16037735849056606,7
1352,0.6666666666666666,0.01345291479820628,0.5010116146883411,0.0901474530831099,0.0660377358490566,7
1353,0.7083333333333334,0.28026905829596416,0.35623829139009344,0.15214477211796246,0.2547169811320755,7
1375,0.625,0.2615844544095665,0.4381416259175652,0.2525692582439678,0.22641509433962265,7
1544,0.6666666666666666,0.4147982062780269,0.05485200447946029,0.2450848972520107,0.30188679245283023,3
1545,0.7083333333333334,0.5,0.2643686773002585,0.40773011615281496,0.12264150943396228,3
1555,0.75,0.2608370702541106,0.07695766205538335,0.32462019658176944,0.0849056603773585,1
1647,0.5833333333333334,0.15994020926756355,0.4029224427734876,0.5626675603217157,0.16037735849056606,4
1651,0.75,0.08594917787742899,0.34312476575899403,0.17761394101876676,0.2075471698113208,7
1695,0.5833333333333334,0.14125560538116594,0.35541401260428074,0.5428954423592492,0.28301886792452835,5
1697,0.6666666666666666,0.1345291479820628,0.2355189208758713,0.5577524575737265,0.33018867924528306,5
1698,0.7083333333333334,0.2062780269058296,0.10191082802759684,0.5088248436327077,0.24528301886792456,1
1699,0.75,0.1704035874439462,0.17871862112536352,0.4187890973860589,0.2641509433962264,1
1719,0.5833333333333334,0.12630792227204785,0.027882421057126638,0.520554066152815,0.5566037735849058,6
1722,0.7083333333333334,0.03736920777279522,0.06796553014652823,0.55015638961126,0.6037735849056605,6
1862,0.5416666666666666,0.13976083707025413,0.3682278005359579,0.1726988382707775,0.5377358490566039,2
1961,0.6666666666666666,0.15844544095665172,0.43848418333971695,0.1341599642761394,0.2547169811320755,7
1985,0.6666666666666666,0.2384155455904335,0.414162607625836,0.20062555851206434,0.18867924528301888,7
1986,0.7083333333333334,0.08146487294469358,0.4052004494869231,0.15527256481233245,0.2641509433962264,2
2056,0.625,0.07174887892376683,0.14050206062737888,0.577859696380697,0.3113207547169811,1
2060,0.7916666666666666,0.050822122571001487,0.410325964659594,0.20051385167560326,0.33018867924528306,2
2083,0.75,0.3863976083707026,0.20134881972473212,0.39186773907506706,0.3207547169811321,3
2084,0.7916666666666666,0.33333333333333337,0.3247208691441084,0.28786863270777474,0.3207547169811321,3
2102,0.6666666666666666,0.06726457399103139,0.19190708124875944,0.6089142091152814,0.15094339622641512,5
2159,0.7083333333333334,0.5388639760837071,0.050281004109169324,0.4535299374664878,0.4056603773584906,3
2160,0.7916666666666666,0.3841554559043349,0.2759835143443256,0.7782618411528149,0.3679245283018868,5
2173,0.7083333333333334,0.2698056801195815,0.7217234917290547,0.12796550154155498,0.37735849056603776,2
2216,0.75,0.2713004484304933,0.4415886098655661,0.18020245911528146,0.4245283018867925,2
2260,0.5833333333333334,0.08445440956651719,0.2481079055105016,0.6257819483914209,0.3490566037735849,5
2263,0.7083333333333334,0.20254110612855009,0.1378044210628153,0.4566577300938337,0.2547169811320755,1
2264,0.75,0.20926756352765324,0.2561258898018172,0.37701072386058976,0.12264150943396228,1
2282,0.5,0.14125560538116594,0.03506931433932707,0.510053619302949,0.2358490566037736,1
2285,0.625,0.0343796711509716,0.22555264140342954,0.6048927613941019,0.05660377358490566,5
2287,0.7083333333333334,0.3086696562032885,0.13563132258464214,0.5730563002680964,0.05660377358490566,1
2305,0.4583333333333333,0.14050822122571002,0.08520044955382466,0.3725424485924933,0.2169811320754717,1
2307,0.5416666666666666,0.2533632286995516,0.030573248398387712,0.4814566577077748,0.2075471698113208,1
2309,0.625,0.18759342301943202,0.25170475826325306,0.5752904376675602,0.16037735849056606,5
2310,0.6666666666666666,0.08370702541106129,0.22165605086133447,0.6178507593833779,0.169811320754717,5
2311,0.7083333333333334,0.19207772795216746,0.14240948261256392,0.6094727432975869,0.14150943396226418,5
2312,0.75,0.1674140508221226,0.0754589733784298,0.5711572833109919,0.11320754716981132,1
2330,0.5,0.2002989536621824,0.07785687524357124,0.35936103666219843,0.2547169811320755,1
2333,0.625,0.10014947683109117,0.18688647431135091,0.559092940147453,0.14150943396226418,1
2335,0.7083333333333334,0.041106128550074734,0.21153990249422092,0.6360589812332439,0.17924528301886794,5
2336,0.75,0.06427503736920777,0.16433121011435756,0.6363941018766756,0.30188679245283023,5
2353,0.4583333333333333,0.029147982062780273,0.17272386659739195,0.344950848994638,0.0660377358490566,1
2354,0.5,0.05680119581464872,0.1532409141566809,0.3466264522117962,0.2735849056603773,1
2381,0.625,0.11584454409566518,0.0482373377748311,0.4573279713806969,0.169811320754717,1
2382,0.6666666666666666,0.2937219730941704,0.039115773686172514,0.5455764075067023,0.1320754716981132,1
2404,0.5833333333333334,0.08744394618834081,0.19452978641094787,0.31680071494638073,0.28301886792452835,1
2406,0.6666666666666666,0.19581464872944696,0.032146871477716485,0.4985478105227882,0.3207547169811321,1
2407,0.7083333333333334,0.19133034379671152,0.2307231172355098,0.6084673813672921,0.3867924528301887,6
2408,0.75,0.3034379671150972,0.4022480328823467,0.7128016085790884,0.3679245283018868,5
2452,0.5833333333333334,0.09192825112107623,0.28984638435886245,0.25044682754691683,0.3584905660377359,2
2454,0.6666666666666666,0.14275037369207774,0.19527913070446398,0.3255138516756032,0.3679245283018868,1
2455,0.7083333333333334,0.3804185351270553,0.1204196327878235,0.4606791778150133,0.1037735849056604,3
2474,0.5,0.5799701046337817,0.1668040463818742,0.5535075960455763,0.2735849056603773,3
2500,0.5833333333333334,0.38266068759342303,0.34931026246749985,0.3490840035522789,0.30188679245283023,3
2504,0.75,0.4588938714499253,0.11719745222679072,0.3928731010053619,0.37735849056603776,3
2569,0.4583333333333333,0.18236173393124067,0.5027351066623417,0.7945710455764075,0.2358490566037736,4
2576,0.75,0.101644245142003,0.3517422254491541,0.22017426273458446,0.17924528301886794,7
2577,0.7916666666666666,0.41704035874439466,0.2368677406581532,0.32808310991957107,0.2075471698113208,3
2595,0.5416666666666666,0.24215246636771304,0.502360434470623,0.7409517426273458,0.2075471698113208,4
2596,0.5833333333333334,0.4282511210762332,0.35031847126449706,0.6715817694369972,0.18867924528301888,4
2597,0.625,0.4252615844544096,0.17032596473225048,0.5504915102546917,0.2924528301886793,3
2619,0.5416666666666666,0.07025411061285501,0.42450355928999656,0.7295576407506701,0.28301886792452835,4
2642,0.5,0.20254110612855009,0.22307980513591288,0.6096961575067024,0.5,6
2644,0.5833333333333334,0.101644245142003,0.3182465341891557,0.7308981233243966,0.5283018867924528,6
2649,0.7916666666666666,0.09865470852017937,0.3859327632881852,0.38550044684986573,0.5566037735849058,2
2862,0.6666666666666666,0.13153961136023914,0.33143499431255163,0.531166219839142,0.11320754716981132,5
2913,0.7916666666666666,0.048579970104633774,0.3165979767074517,0.6577301159517425,0.16037735849056606,5
3123,0.5416666666666666,0.2877428998505232,0.3656800298660661,0.6615777975871312,0.5377358490566039,6
3176,0.75,0.18086696562032886,0.2035219182928266,0.4139779975871313,0.2641509433962264,1
3199,0.7083333333333334,0.3647234678624813,0.16815286616415606,0.5511382343163538,0.30188679245283023,3
3201,0.7916666666666666,0.2869955156950673,0.2450355937542192,0.40750670241286857,0.2358490566037736,3
3220,0.5833333333333334,0.3026905829596413,0.23964031462509205,0.5941342332439677,0.339622641509434,6
3344,0.75,0.5134529147982062,0.3428250279696505,0.5533958892091152,0.02830188679245283,3
3578,0.625,0.06203288490284006,0.15533907823247886,0.5044682752680965,0.169811320754717,1
3647,0.5,0.2384155455904335,0.2337204944994956,0.24776586239946374,0.30188679245283023,7
3651,0.6666666666666666,0.31988041853512705,0.08542525285087163,0.41298033961126,0.2358490566037736,3
3652,0.7083333333333334,0.2556053811659193,0.1123267140941326,0.523793565683646,0.3584905660377359,6
3677,0.75,0.2384155455904335,0.1585612588834329,0.5759606789544235,0.2075471698113208,5
3696,0.5416666666666666,0.2698056801195815,0.2552266766136293,0.24776586239946374,0.2169811320754717,7
3698,0.625,0.06427503736920777,0.2338703633941673,0.1813002680965148,0.169811320754717,7
3699,0.6666666666666666,0.3841554559043349,0.16415409236244413,0.25212243076407503,0.18867924528301888,3
3700,0.7083333333333334,0.2518684603886398,0.037692019474539096,0.3706434316353887,0.4622641509433963,6
3724,0.7083333333333334,0.4461883408071749,0.05500187334715567,0.29557640750670233,0.30188679245283023,3
3741,0.4166666666666667,0.050822122571001487,0.4866991380797103,0.7617292225201071,0.2169811320754717,4
3742,0.4583333333333333,0.2414050822122571,0.4979393029320588,0.6952636280160857,0.169811320754717,4
3767,0.5,0.3213751868460389,0.3602098163345636,0.6428731012064343,0.03773584905660378,4
3768,0.5416666666666666,0.23318385650224216,0.182540277175162,0.5260277032841822,0.16037735849056606,1
3842,0.6666666666666666,0.3430493273542601,0.25530161101600457,0.33646112600536193,0.3679245283018868,3
3912,0.5833333333333334,0.05530642750373692,0.3480704382940273,0.6091376226541554,0.18867924528301888,5
3915,0.7083333333333334,0.17713004484304934,0.14432371667717736,0.5236818587801608,0.17924528301886794,1
4028,0.4166666666666667,0.2884902840059791,0.5092544022767037,0.7677613941018766,0.16037735849056606,4
4076,0.6666666666666666,0.05381165919282512,0.5146496814058309,0.05864611260053618,0.12264150943396228,7
4077,0.7083333333333334,0.2989536621823617,0.33008617453026984,0.11695710455764075,0.02830188679245283,7
4100,0.6666666666666666,0.2772795216741405,0.6189584112356243,0.1333780160857909,0.4245283018867925,2
4168,0.5,0.05605381165919282,0.4368677406275798,0.6905719390080427,0.30188679245283023,4
4172,0.6666666666666666,0.41778774289985054,0.1880104907965858,0.515862377144772,0.12264150943396228,3
4173,0.7083333333333334,0.20852017937219733,0.2575905172723367,0.41867739054959774,0.14150943396226418,1
4174,0.75,0.2914798206278027,0.3617834394138924,0.3294235924932976,0.11320754716981132,7
