,hour,dif_tide_height,water_temp,current_speed,wind_speed,tide_height,cluster
1157,0.5416666666666666,0.029787234042553193,0.7149749560150194,0.1484451105163193,0.1037735849056604,0.4905049150804289,10
1182,0.5833333333333334,0.025531914893617023,0.6965232767962652,0.1446983888688961,0.2169811320754717,0.4673815906836461,10
1183,0.625,0.03404255319148936,0.7348629937344915,0.20562008236862453,0.2735849056603773,0.521112600536193,10
1184,0.6666666666666666,0.017021276595744685,0.7349734830539109,0.2499812662892525,0.22641509433962265,0.5663538873994638,11
1186,0.75,0.017021276595744685,0.7263553333754731,0.1965530160843706,0.19811320754716985,0.6127122432975871,11
1205,0.5416666666666666,0.029787234042553193,0.7835886861471979,0.02937429748380125,0.17924528301886794,0.3433869526139409,10
1207,0.625,0.046808510638297884,0.7938641723022584,0.15773698009762027,0.169811320754717,0.4693923145442358,10
1209,0.7083333333333334,0.042553191489361715,0.7608279320892246,0.2760584487467008,0.169811320754717,0.6239946380697049,11
1232,0.6666666666666666,0.0723404255319149,0.7376252214165075,0.18471337574325647,0.4905660377358491,0.5070375335120643,3
1278,0.5833333333333334,0.0,0.6744807016571837,0.3124016484659345,0.19811320754716985,0.1713583556970509,7
1302,0.5833333333333334,0.03404255319148936,0.6626031233537429,0.3784188833953681,0.2735849056603773,0.15046916890080428,7
1303,0.625,0.042553191489361715,0.6764695054291308,0.3116523041724184,0.24528301886792456,0.1270107238605898,7
1326,0.5833333333333334,0.07659574468085106,0.649289187212519,0.4056950167404265,0.169811320754717,0.17672028599195708,7
1328,0.6666666666666666,0.046808510638297884,0.6875184148313256,0.330161108932645,0.18867924528301888,0.10819105402144773,7
1329,0.7083333333333334,0.08936170212765958,0.7122127283330035,0.16403147241493538,0.09433962264150944,0.21726988384718496,2
1350,0.5833333333333334,0.09787234042553193,0.6491786978930993,0.36425627568140906,0.169811320754717,0.27949061662198393,7
1351,0.625,0.06808510638297872,0.6834303186309459,0.549943799042205,0.16037735849056606,0.1284629133378016,7
1352,0.6666666666666666,0.004255319148936171,0.7009428402919693,0.5010116146883411,0.0660377358490566,0.0901474530831099,7
1353,0.7083333333333334,0.06382978723404256,0.6550898648806984,0.35623829139009344,0.2547169811320755,0.15214477211796246,7
1375,0.625,0.10638297872340426,0.6526038601657644,0.4381416259175652,0.22641509433962265,0.2525692582439678,7
1544,0.6666666666666666,0.1148936170212766,0.2674388629986564,0.05485200447946029,0.30188679245283023,0.2450848972520107,6
1545,0.7083333333333334,0.1148936170212766,0.2803660875163132,0.2643686773002585,0.12264150943396228,0.40773011615281496,5
1555,0.75,0.13191489361702127,0.2389326756007464,0.07695766205538335,0.0849056603773585,0.32462019658176944,5
1647,0.5833333333333334,0.059574468085106386,0.21390689480374392,0.4029224427734876,0.16037735849056606,0.5626675603217157,5
1651,0.75,0.03829787234042553,0.3013037714500013,0.34312476575899403,0.2075471698113208,0.17761394101876676,6
1695,0.5833333333333334,0.042553191489361715,0.25274381268495705,0.35541401260428074,0.28301886792452835,0.5428954423592492,5
1697,0.6666666666666666,0.05106382978723405,0.2586549796725561,0.2355189208758713,0.33018867924528306,0.5577524575737265,5
1698,0.7083333333333334,0.0851063829787234,0.2461144667784665,0.10191082802759684,0.24528301886792456,0.5088248436327077,5
1699,0.75,0.07659574468085106,0.26688641706449223,0.17871862112536352,0.2641509433962264,0.4187890973860589,5
1719,0.5833333333333334,0.042553191489361715,0.2953674938259778,0.027882421057126638,0.5566037735849058,0.520554066152815,9
1722,0.7083333333333334,0.017021276595744685,0.27346051864274035,0.06796553014652823,0.6037735849056605,0.55015638961126,9
1862,0.5416666666666666,0.046808510638297884,0.4183669710278042,0.3682278005359579,0.5377358490566039,0.1726988382707775,8
1961,0.6666666666666666,0.06808510638297872,0.5290218033379559,0.43848418333971695,0.2547169811320755,0.1341599642761394,8
1985,0.6666666666666666,0.046808510638297884,0.5222819681120454,0.414162607625836,0.18867924528301888,0.20062555851206434,7
1986,0.7083333333333334,0.017021276595744685,0.5248453154168666,0.4052004494869231,0.2641509433962264,0.15527256481233245,8
2056,0.625,0.029787234042553193,0.5232763699980192,0.14050206062737888,0.3113207547169811,0.577859696380697,4
2060,0.7916666666666666,0.029787234042553193,0.5124484385717292,0.410325964659594,0.33018867924528306,0.20051385167560326,8
2083,0.75,0.07659574468085106,0.5091337656184838,0.20134881972473212,0.3207547169811321,0.39186773907506706,3
2084,0.7916666666666666,0.06382978723404256,0.5040954627295511,0.3247208691441084,0.3207547169811321,0.28786863270777474,6
2102,0.6666666666666666,0.03404255319148936,0.5223924574314653,0.19190708124875944,0.15094339622641512,0.6089142091152814,11
2159,0.7083333333333334,0.1021276595744681,0.628461991935316,0.050281004109169324,0.4056603773584906,0.4535299374664878,3
2160,0.7916666666666666,0.06808510638297872,0.617192103894282,0.2759835143443256,0.3679245283018868,0.7782618411528149,4
2173,0.7083333333333334,0.06382978723404256,0.7588391283172777,0.7217234917290547,0.37735849056603776,0.12796550154155498,8
2216,0.75,0.05106382978723405,0.608850177182926,0.4415886098655661,0.4245283018867925,0.18020245911528146,8
2260,0.5833333333333334,0.025531914893617023,0.6253130526297329,0.2481079055105016,0.3490566037735849,0.6257819483914209,4
2263,0.7083333333333334,0.059574468085106386,0.6303955513790209,0.1378044210628153,0.2547169811320755,0.4566577300938337,3
2264,0.75,0.05531914893617021,0.6432122865772578,0.2561258898018172,0.12264150943396228,0.37701072386058976,2
2282,0.5,0.0851063829787234,0.6436542431920022,0.03506931433932707,0.2358490566037736,0.510053619302949,10
2285,0.625,0.017021276595744685,0.6260864765398018,0.22555264140342954,0.05660377358490566,0.6048927613941019,11
2287,0.7083333333333334,0.06382978723404256,0.6186284623949998,0.13563132258464214,0.05660377358490566,0.5730563002680964,11
2305,0.4583333333333333,0.05531914893617021,0.5907852095877391,0.08520044955382466,0.2169811320754717,0.3725424485924933,10
2307,0.5416666666666666,0.06808510638297872,0.6002320275044881,0.030573248398387712,0.2075471698113208,0.4814566577077748,10
2309,0.625,0.05106382978723405,0.6056459928861657,0.25170475826325306,0.16037735849056606,0.5752904376675602,11
2310,0.6666666666666666,0.029787234042553193,0.6123305837838338,0.22165605086133447,0.169811320754717,0.6178507593833779,11
2311,0.7083333333333334,0.042553191489361715,0.6218929127495265,0.14240948261256392,0.14150943396226418,0.6094727432975869,11
2312,0.75,0.029787234042553193,0.6196228642809734,0.0754589733784298,0.11320754716981132,0.5711572833109919,11
2330,0.5,0.05106382978723405,0.6487367412783551,0.07785687524357124,0.2547169811320755,0.35936103666219843,10
2333,0.625,0.03404255319148936,0.6572444023003079,0.18688647431135091,0.14150943396226418,0.559092940147453,11
2335,0.7083333333333334,0.01276595744680851,0.6901149088656793,0.21153990249422092,0.17924528301886794,0.6360589812332439,11
2336,0.75,0.021276595744680854,0.6587912494575108,0.16433121011435756,0.30188679245283023,0.6363941018766756,4
2353,0.4583333333333333,0.017021276595744685,0.6687905126454894,0.17272386659739195,0.0660377358490566,0.344950848994638,10
2354,0.5,0.01276595744680851,0.6687905126454894,0.1532409141566809,0.2735849056603773,0.3466264522117962,10
2381,0.625,0.05531914893617021,0.7323016557844142,0.0482373377748311,0.169811320754717,0.4573279713806969,10
2382,0.6666666666666666,0.05106382978723405,0.7295042726810563,0.039115773686172514,0.1320754716981132,0.5455764075067023,10
2404,0.5833333333333334,0.025531914893617023,0.7144225107437899,0.19452978641094787,0.28301886792452835,0.31680071494638073,10
2406,0.6666666666666666,0.07659574468085106,0.7248637305465127,0.032146871477716485,0.3207547169811321,0.4985478105227882,3
2407,0.7083333333333334,0.06382978723404256,0.7449175019136471,0.2307231172355098,0.3867924528301887,0.6084673813672921,4
2408,0.75,0.06382978723404256,0.7419895405839689,0.4022480328823467,0.3679245283018868,0.7128016085790884,4
2452,0.5833333333333334,0.029787234042553193,0.6711660287039383,0.28984638435886245,0.3584905660377359,0.25044682754691683,6
2454,0.6666666666666666,0.059574468085106386,0.6721051855987348,0.19527913070446398,0.3679245283018868,0.3255138516756032,3
2455,0.7083333333333334,0.08936170212765958,0.7255819094654044,0.1204196327878235,0.1037735849056604,0.4606791778150133,10
2474,0.5,0.1021276595744681,0.6534877727323185,0.1668040463818742,0.2735849056603773,0.5535075960455763,10
2500,0.5833333333333334,0.10638297872340426,0.638586810957156,0.34931026246749985,0.30188679245283023,0.3490840035522789,6
2504,0.75,0.1276595744680851,0.6384060107950522,0.11719745222679072,0.37735849056603776,0.3928731010053619,3
2569,0.4583333333333333,0.03404255319148936,0.6372458752614163,0.5027351066623417,0.2358490566037736,0.7945710455764075,1
2576,0.75,0.03404255319148936,0.6673541548077062,0.3517422254491541,0.17924528301886794,0.22017426273458446,7
2577,0.7916666666666666,0.0723404255319149,0.6386822337621341,0.2368677406581532,0.2075471698113208,0.32808310991957107,2
2595,0.5416666666666666,0.042553191489361715,0.6018341189899337,0.502360434470623,0.2075471698113208,0.7409517426273458,1
2596,0.5833333333333334,0.0723404255319149,0.6028285208759072,0.35031847126449706,0.18867924528301888,0.6715817694369972,1
2597,0.625,0.06808510638297872,0.6081319976010999,0.17032596473225048,0.2924528301886793,0.5504915102546917,4
2619,0.5416666666666666,0.021276595744680854,0.5881334712251425,0.42450355928999656,0.28301886792452835,0.7295576407506701,1
2642,0.5,0.06382978723404256,0.5574727464076232,0.22307980513591288,0.5,0.6096961575067024,9
2644,0.5833333333333334,0.042553191489361715,0.562886711789301,0.3182465341891557,0.5283018867924528,0.7308981233243966,9
2649,0.7916666666666666,0.03404255319148936,0.5637354689345127,0.3859327632881852,0.5566037735849058,0.38550044684986573,9
2862,0.6666666666666666,0.05106382978723405,0.10209192695995628,0.33143499431255163,0.11320754716981132,0.531166219839142,5
2913,0.7916666666666666,0.017021276595744685,0.14766868006707967,0.3165979767074517,0.16037735849056606,0.6577301159517425,5
3123,0.5416666666666666,0.06808510638297872,0.2590416912961233,0.3656800298660661,0.5377358490566039,0.6615777975871312,9
3176,0.75,0.042553191489361715,0.3253903946892727,0.2035219182928266,0.2641509433962264,0.4139779975871313,5
3199,0.7083333333333334,0.06808510638297872,0.2890947258512362,0.16815286616415606,0.30188679245283023,0.5511382343163538,5
3201,0.7916666666666666,0.046808510638297884,0.26230111992112604,0.2450355937542192,0.2358490566037736,0.40750670241286857,5
3220,0.5833333333333334,0.05106382978723405,0.28290733655948963,0.23964031462509205,0.339622641509434,0.5941342332439677,5
3344,0.75,0.10638297872340426,0.3596972597553616,0.3428250279696505,0.02830188679245283,0.5533958892091152,5
3578,0.625,0.029787234042553193,0.5284141130755495,0.15533907823247886,0.169811320754717,0.5044682752680965,11
3647,0.5,0.03829787234042553,0.548025928490874,0.2337204944994956,0.30188679245283023,0.24776586239946374,6
3651,0.6666666666666666,0.06808510638297872,0.6270256334345983,0.08542525285087163,0.2358490566037736,0.41298033961126,10
3652,0.7083333333333334,0.059574468085106386,0.6052592812625988,0.1123267140941326,0.3584905660377359,0.523793565683646,3
3677,0.75,0.0723404255319149,0.6500626104596534,0.1585612588834329,0.2075471698113208,0.5759606789544235,11
3696,0.5416666666666666,0.05531914893617021,0.5562021215545676,0.2552266766136293,0.2169811320754717,0.24776586239946374,6
3698,0.625,0.021276595744680854,0.5423909844703572,0.2338703633941673,0.169811320754717,0.1813002680965148,2
3699,0.6666666666666666,0.08085106382978724,0.5494522422066745,0.16415409236244413,0.18867924528301888,0.25212243076407503,2
3700,0.7083333333333334,0.08085106382978724,0.649012964245437,0.037692019474539096,0.4622641509433963,0.3706434316353887,3
3724,0.7083333333333334,0.08085106382978724,0.619015174018567,0.05500187334715567,0.30188679245283023,0.29557640750670233,3
3741,0.4166666666666667,0.021276595744680854,0.5604559520655439,0.4866991380797103,0.2169811320754717,0.7617292225201071,1
3742,0.4583333333333333,0.059574468085106386,0.543661608660478,0.4979393029320588,0.169811320754717,0.6952636280160857,1
3767,0.5,0.059574468085106386,0.5327784329059457,0.3602098163345636,0.03773584905660378,0.6428731012064343,1
3768,0.5416666666666666,0.08936170212765958,0.5448217441941139,0.182540277175162,0.16037735849056606,0.5260277032841822,10
3842,0.6666666666666666,0.0723404255319149,0.5473629939002251,0.25530161101600457,0.3679245283018868,0.33646112600536193,6
3912,0.5833333333333334,0.03404255319148936,0.6279647909923292,0.3480704382940273,0.18867924528301888,0.6091376226541554,1
3915,0.7083333333333334,0.046808510638297884,0.6168606365989573,0.14432371667717736,0.17924528301886794,0.5236818587801608,11
4028,0.4166666666666667,0.06382978723404256,0.6107284916354536,0.5092544022767037,0.16037735849056606,0.7677613941018766,1
4076,0.6666666666666666,0.021276595744680854,0.6622716560584185,0.5146496814058309,0.12264150943396228,0.05864611260053618,7
4077,0.7083333333333334,0.05106382978723405,0.6537639956994004,0.33008617453026984,0.02830188679245283,0.11695710455764075,7
4100,0.6666666666666666,0.05531914893617021,0.6578520918997799,0.6189584112356243,0.4245283018867925,0.1333780160857909,8
4168,0.5,0.029787234042553193,0.6114466705543451,0.4368677406275798,0.30188679245283023,0.6905719390080427,1
4172,0.6666666666666666,0.07659574468085106,0.5820565705898813,0.1880104907965858,0.12264150943396228,0.515862377144772,11
4173,0.7083333333333334,0.05106382978723405,0.587842181743619,0.2575905172723367,0.14150943396226418,0.41867739054959774,11
4174,0.75,0.05106382978723405,0.5984642017084456,0.3617834394138924,0.11320754716981132,0.3294235924932976,2
