,hour,current_dir,water_temp,wave_height,current_speed,wind_speed,tide_variation,cluster
559,0.5416666666666666,0.08608796297222222,0.4289739244781894,0.1102639298792408,0.328962158045035,0.28301886792452835,0.10762331838565024,16
560,0.5833333333333334,0.04826388888888889,0.4504640543460414,0.1102639298792408,0.2780816784201236,0.2075471698113208,0.07922272047832586,16
561,0.625,0.13131944444444446,0.4854890983310223,0.11143694993816702,0.16230798044093486,0.19811320754716985,0.2443946188340808,18
562,0.6666666666666666,0.3219444444444445,0.4842184741409013,0.10205278594769564,0.0787560884317591,0.16037735849056606,0.3617339312406577,18
585,0.625,0.03893518519444445,0.4706283150325956,0.03695014663623463,0.274934432261466,0.28301886792452835,0.33482810164424515,5
610,0.6666666666666666,0.044583333333333336,0.5345462580390534,0.08211143720401443,0.2917946795399887,0.2358490566037736,0.16292974588938716,16
611,0.7083333333333334,0.2817129630555556,0.5380819096311379,0.08093841644127586,0.15968527536866775,0.169811320754717,0.32810164424514204,18
612,0.75,0.6781481480555556,0.5700685036299558,0.07507331403520781,0.06878980889637235,0.11320754716981132,0.31988041853512705,9
635,0.7083333333333334,0.20477272727777776,0.5275151339945539,0.258331112084066,0.2866923259409338,0.1320754716981132,0.2219730941704036,18
653,0.4583333333333333,0.5623379630555555,0.4482542725981893,0.181818181626233,0.4884975644560861,0.2358490566037736,0.06427503736920777,10
657,0.625,0.09992424241666667,0.4756254350988879,0.2129032258563996,0.4365339417217237,0.4150943396226416,0.22571001494768314,8
658,0.6666666666666666,0.07835648147222221,0.5448217441941139,0.20762463347979465,0.4637692017809195,0.5660377358490567,0.03736920777279522,8
659,0.7083333333333334,0.12300925925,0.5679692105385887,0.19589442796384615,0.3826901460392605,0.30188679245283023,0.2309417040358745,8
660,0.75,0.17819444444444446,0.5573070127599609,0.17947214080456825,0.15339078305135265,0.14150943396226418,0.3236173393124066,18
680,0.625,0.14093434344444444,0.4511571226285085,0.2269794721940128,0.3491467692341286,0.33018867924528306,0.5994020926756353,5
681,0.6666666666666666,0.0875,0.503885533221534,0.2363636361844841,0.4668415135372019,0.3962264150943397,0.1696562032884903,8
682,0.7083333333333334,0.09745370369444444,0.5591853272124887,0.22580645143127426,0.468040464424812,0.3584905660377359,0.021674140508221227,8
683,0.75,0.13636574075000002,0.5651517385283302,0.23519061612555794,0.2472836267246889,0.24528301886792456,0.17189835575485798,18
701,0.5,0.5459027777777778,0.503940778212711,0.19472140790492,0.4328212812807344,0.4433962264150944,0.08221225710014947,10
704,0.625,0.22133838383333326,0.474118765755486,0.2084244204594544,0.2625770631831538,0.3679245283018868,0.35276532137518685,5
705,0.6666666666666666,0.12472222222222222,0.5015652621542621,0.20117302034045112,0.4217309852331365,0.3867924528301887,0.2384155455904335,8
706,0.7083333333333334,0.0901388888888889,0.5476502653351947,0.20938416427199627,0.5110378417366359,0.2924528301886793,0.07249626307922273,8
725,0.5,0.551875,0.5392420451647741,0.08328445726294065,0.4221805918272303,0.28301886792452835,0.10986547085201794,10
729,0.6666666666666666,0.17300925925000002,0.5030568649832226,0.124340176216854,0.28160359677049984,0.3113207547169811,0.4835575485799701,5
733,0.8333333333333334,0.12156565655555555,0.5383631543277443,0.12524660061589366,0.1850812356757041,0.17924528301886794,0.3744394618834081,27
774,0.5833333333333334,0.5656944444444445,0.5685216558098181,0.4299120233266656,0.19408017981685394,0.5283018867924528,0.14050822122571002,11
775,0.625,0.5142592591666667,0.5503461995581458,0.5348973608293015,0.2139378043593624,0.6698113207547169,0.027653213751868463,11
776,0.6666666666666666,0.4652314813888889,0.5434958750128156,0.606451613280106,0.15766204569524506,0.6886792452830189,0.3430493273542601,11
777,0.7083333333333334,0.2746527777777778,0.5534298497505687,0.5835777129814846,0.1637317347155132,0.6509433962264152,0.13004484304932734,11
779,0.7916666666666666,0.11150462963888888,0.5576937243835279,0.5853372437736862,0.39932559002073614,0.5188679245283019,0.14499252615844546,3
796,0.5,0.5142824075,0.5810621687039077,0.2621700880380458,0.11412514047050835,0.5660377358490567,0.29745889387145,7
801,0.7083333333333334,0.4797685186111111,0.5915586328348732,0.16891495605135834,0.1839640314497404,0.2641509433962264,0.2847533632286996,9
822,0.5833333333333334,0.471643518611111,0.6094578667823979,0.25043988252209737,0.10168602473054987,0.4528301886792453,0.3385650224215247,7
823,0.625,0.5399305555555556,0.6097893340777225,0.24750733167096955,0.1706257024316727,0.5188679245283019,0.12855007473841554,7
824,0.6666666666666666,0.5603935186111111,0.61133618189786,0.2545454548397761,0.237991757143388,0.4622641509433963,0.11509715994020925,7
825,0.7083333333333334,0.5439583333333333,0.6237662054725301,0.2228739005801464,0.15301611085963393,0.14150943396226418,0.1046337817638266,2
826,0.75,0.4540046297222222,0.6217221567094056,0.20586510268759295,0.1282877481844674,0.4245283018867925,0.17264573991031393,7
843,0.4583333333333333,0.11067129630555557,0.601778874661691,0.20410557189539133,0.2867740726025801,0.4056603773584906,0.09267563527653214,1
846,0.5833333333333334,0.4793518519444444,0.6519961699033578,0.15777126126868532,0.07560884227310155,0.3962264150943397,0.1360239162929746,7
847,0.625,0.5647222222222222,0.6452010903492051,0.14604105575273693,0.17452229297376767,0.4905660377358491,0.29820627802690586,7
848,0.6666666666666666,0.5641435186111111,0.6452010903492051,0.13724340179172867,0.26908954653824485,0.3584905660377359,0.22571001494768314,7
849,0.7083333333333334,0.5668287036111112,0.6562500004143343,0.1284457478307204,0.3208692393513441,0.19811320754716985,0.1532137518684604,2
850,0.75,0.5571064813888891,0.6555870658236853,0.11964809386971215,0.3292618957444572,0.19811320754716985,0.044843049327354265,2
851,0.7916666666666666,0.5191435186111111,0.6259759872203821,0.12316715545411548,0.23626826516938745,0.169811320754717,0.09865470852017937,2
867,0.4583333333333333,0.14240740741666666,0.6295668831407093,0.09560117280835218,0.2803297113905933,0.15094339622641512,0.4192825112107624,5
872,0.6666666666666666,0.3187268519444445,0.7495580440481906,0.09794721433382923,0.03499437990997546,0.17924528301886794,0.4245142002989537,24
873,0.7083333333333334,0.5442824075,0.7434258990846867,0.08914956037282099,0.2130385911711745,0.2169811320754717,0.23916292974588946,9
874,0.75,0.5528472222222223,0.7051414264747031,0.09794721433382923,0.3881603595707629,0.4433962264150944,0.17713004484304934,14
892,0.5,0.12518518519444444,0.6138221866127942,0.07683284482740946,0.30228550009882105,0.16037735849056606,0.1973094170403588,16
894,0.5833333333333334,0.06673611111111111,0.6344284032511576,0.08387096799621603,0.2728362681856681,0.1037735849056604,0.22645739910313906,20
895,0.625,0.12995370369444445,0.6516094582797907,0.0926686219572243,0.14185088040966073,0.2924528301886793,0.17937219730941706,1
897,0.7083333333333334,0.5931481480555556,0.67188420762283,0.08211143720401443,0.209441738418423,0.22641509433962265,0.4678624813153962,14
898,0.75,0.563125,0.6563604890708195,0.0639296185487225,0.3730236042662408,0.2735849056603773,0.3714499252615845,14
918,0.5833333333333334,0.05993055555555556,0.6108389809548733,0.0633431085192594,0.32716373166865925,0.05660377358490566,0.2047832585949178,20
921,0.7083333333333334,0.4812962963888889,0.6382402771473898,0.07272727250973074,0.08857249900952917,0.3113207547169811,0.5829596412556054,24
922,0.75,0.5696527777777778,0.6381850328191474,0.06568914934092415,0.3132259272517472,0.169811320754717,0.5186846038863976,14
943,0.625,0.058171296305555564,0.6432675309055003,0.11202346067144243,0.3246159609088461,0.12264150943396228,0.04409566517189836,4
944,0.6666666666666666,0.042847222222222224,0.6607248089012157,0.14428152496053526,0.27223679269690243,0.15094339622641512,0.18236173393124067,4
964,0.5,0.4871990741666667,0.5987956690037703,0.06627566007419955,0.28812289238486194,0.07547169811320756,0.4626307922272048,28
965,0.5416666666666666,0.2506018518611111,0.5965858872559182,0.07038123168806598,0.1958786061932297,0.24528301886792456,0.6128550074738416,24
969,0.7083333333333334,0.07770833333333334,0.6653101060445819,0.0991202343927555,0.17819408012889434,0.14150943396226418,0.28923766816143504,27
970,0.75,0.4553703702777778,0.6681828230460174,0.11612903228530888,0.059722742585141986,0.22641509433962265,0.3191330343796712,9
988,0.5,0.5298842591666667,0.599955804537406,0.058064516142654427,0.4437617083437394,0.33018867924528306,0.3213751868460389,12
990,0.5833333333333334,0.1626388888888889,0.5980774900848786,0.08211143720401443,0.2654926937854933,0.2641509433962264,0.2855007473841555,5
991,0.625,0.09101851852777776,0.6292906601736272,0.07624633409413402,0.41333832884002336,0.28301886792452835,0.3654708520179372,20
992,0.6666666666666666,0.08203703702777779,0.6948106953284652,0.081524926470739,0.439040839105753,0.17924528301886794,0.04633781763826607,4
993,0.7083333333333334,0.08699494949999999,0.6753495477092959,0.06702212764035713,0.32511325304807354,0.14150943396226418,0.1046337817638266,4
994,0.75,0.11037037036111112,0.6403948145669993,0.058064516142654427,0.1680779317617808,0.17924528301886794,0.4364723467862481,27
1018,0.75,0.07884259258333333,0.6697296702032205,0.08563049878841769,0.22540277250875776,0.15094339622641512,0.14648729446935727,4
1019,0.7916666666666666,0.2675231481388889,0.6574101359479703,0.0639296185487225,0.07628325216424245,0.2641509433962264,0.5388639760837071,24
1035,0.4583333333333333,0.5652546297222222,0.6353123158177116,0.03636363660677152,0.4723117270687043,0.0660377358490566,0.15695067264573992,12
1039,0.625,0.17694444444444446,0.6075795523298704,0.058064516142654427,0.25762457838884945,0.16037735849056606,0.3071748878923767,18
1040,0.6666666666666666,0.1256018518611111,0.6896729522509353,0.0633431085192594,0.3720494565857565,0.19811320754716985,0.36397608370702544,20
1041,0.7083333333333334,0.09490740741666666,0.6923246906135314,0.0633431085192594,0.38493817900973015,0.22641509433962265,0.04409566517189836,4
1064,0.6666666666666666,0.15458333333333332,0.6338759579799282,0.13548387099952702,0.2712626451063393,0.3490566037735849,0.2197309417040359,1
1065,0.7083333333333334,0.13780092591666668,0.6807785802683499,0.159530792060887,0.3055076806598538,0.3679245283018868,0.2272047832585949,1
1089,0.7083333333333334,0.14314814813888888,0.7095609899704071,0.07390029327246928,0.28077931798468725,0.2358490566037736,0.1816143497757848,4
1090,0.75,0.09895833333333333,0.6549793755612789,0.06686217010366269,0.280479580285265,0.03773584905660378,0.020926756352765325,4
1138,0.75,0.3154166666666667,0.7077931648372993,0.15894428132761154,0.15691270131180762,0.33018867924528306,0.10089686098654707,1
1157,0.5416666666666666,0.5834953702777779,0.7149749560150194,0.06862170089586432,0.1484451105163193,0.1037735849056604,0.06576980568011959,2
1182,0.5833333333333334,0.5736111111111111,0.6965232767962652,0.0961876835416276,0.1446983888688961,0.2169811320754717,0.05754857997010464,2
1183,0.625,0.5725694444444445,0.7348629937344915,0.06979472165860287,0.20562008236862453,0.2735849056603773,0.1898355754857997,2
1184,0.6666666666666666,0.5716666666666667,0.7349734830539109,0.09560117280835218,0.2499812662892525,0.22641509433962265,0.08295964125560537,2
1186,0.75,0.5000231480555556,0.7263553333754731,0.07331378324300616,0.1965530160843706,0.19811320754716985,0.05680119581464872,2
1205,0.5416666666666666,0.4352546297222222,0.7835886861471979,0.07565982406467092,0.02937429748380125,0.17924528301886794,0.059043348281016435,2
1207,0.625,0.5810185186111111,0.7938641723022584,0.08680351884734391,0.15773698009762027,0.169811320754717,0.13079222720478328,2
1209,0.7083333333333334,0.5870833333333333,0.7608279320892246,0.08387096799621603,0.2760584487467008,0.169811320754717,0.17414050822122573,2
1232,0.6666666666666666,0.5575925925,0.7376252214165075,0.1771260999829035,0.18471337574325647,0.4905660377358491,0.16591928251121074,7
1278,0.5833333333333334,0.05064814813888889,0.6744807016571837,0.07741935485687257,0.3124016484659345,0.19811320754716985,0.017189835575485802,4
1302,0.5833333333333334,0.06206018519444445,0.6626031233537429,0.06158357772705773,0.3784188833953681,0.2735849056603773,0.08819133034379671,4
1303,0.625,0.035162037027777766,0.6764695054291308,0.05043988294438472,0.3116523041724184,0.24528301886792456,0.2690582959641256,20
1326,0.5833333333333334,0.08717592591666666,0.649289187212519,0.07624633409413402,0.4056950167404265,0.169811320754717,0.2683109118086697,20
1328,0.6666666666666666,0.03877314813888889,0.6875184148313256,0.10146627591823257,0.330161108932645,0.18867924528301888,0.23318385650224216,20
1329,0.7083333333333334,0.02203703703611111,0.7122127283330035,0.10439882676936044,0.16403147241493538,0.09433962264150944,0.43796711509716,27
1350,0.5833333333333334,0.12868055555555558,0.6491786978930993,0.08739002958061934,0.36425627568140906,0.169811320754717,0.5508221225710015,27
1351,0.625,0.08590277777777779,0.6834303186309459,0.09736070360055382,0.549943799042205,0.16037735849056606,0.3579970104633782,20
1352,0.6666666666666666,0.06247685186111111,0.7009428402919693,0.1026392959771588,0.5010116146883411,0.0660377358490566,0.01345291479820628,4
1353,0.7083333333333334,0.04668981480555556,0.6550898648806984,0.10967741914596538,0.35623829139009344,0.2547169811320755,0.28026905829596416,20
1375,0.625,0.10793981480555556,0.6526038601657644,0.06686217010366269,0.4381416259175652,0.22641509433962265,0.2615844544095665,20
1544,0.6666666666666666,0.3027546297222222,0.2674388629986564,0.13431085023678846,0.05485200447946029,0.30188679245283023,0.4147982062780269,15
1545,0.7083333333333334,0.5671064813888889,0.2803660875163132,0.12199413469137692,0.2643686773002585,0.12264150943396228,0.5,6
1555,0.75,0.35208333333333336,0.2389326756007464,0.054545454558251126,0.07695766205538335,0.0849056603773585,0.2608370702541106,15
1647,0.5833333333333334,0.5366898147222223,0.21390689480374392,0.07741935485687257,0.4029224427734876,0.16037735849056606,0.15994020926756355,13
1651,0.75,0.11474537036111113,0.3013037714500013,0.14428152496053526,0.34312476575899403,0.2075471698113208,0.08594917787742899,17
1695,0.5833333333333334,0.5660185186111111,0.25274381268495705,0.09853372436329236,0.35541401260428074,0.28301886792452835,0.14125560538116594,13
1697,0.6666666666666666,0.4803703702777778,0.2586549796725561,0.14310850419779672,0.2355189208758713,0.33018867924528306,0.1345291479820628,15
1698,0.7083333333333334,0.41657407416666653,0.2461144667784665,0.16832844602189526,0.10191082802759684,0.24528301886792456,0.2062780269058296,15
1699,0.75,0.18870370369444445,0.26688641706449223,0.20000000028152493,0.17871862112536352,0.2641509433962264,0.1704035874439462,17
1719,0.5833333333333334,0.4888888888888889,0.2953674938259778,0.28712343349844544,0.027882421057126638,0.5566037735849058,0.12630792227204785,19
1722,0.7083333333333334,0.39125,0.27346051864274035,0.4797653962415872,0.06796553014652823,0.6037735849056605,0.03736920777279522,19
1862,0.5416666666666666,0.10918981480555556,0.4183669710278042,0.6322580644298553,0.3682278005359579,0.5377358490566039,0.13976083707025413,3
1961,0.6666666666666666,0.12253968252777778,0.5290218033379559,0.19379974878446912,0.43848418333971695,0.2547169811320755,0.15844544095665172,8
1985,0.6666666666666666,0.12555555555555556,0.5222819681120454,0.1624633429120149,0.414162607625836,0.18867924528301888,0.2384155455904335,20
1986,0.7083333333333334,0.10275,0.5248453154168666,0.1720821114773213,0.4052004494869231,0.2641509433962264,0.08146487294469358,8
2056,0.625,0.4869444444444445,0.5232763699980192,0.27390029355399426,0.14050206062737888,0.3113207547169811,0.07174887892376683,21
2060,0.7916666666666666,0.10066666666666667,0.5124484385717292,0.307214076318408,0.410325964659594,0.33018867924528306,0.050822122571001487,8
2083,0.75,0.16842592591666666,0.5091337656184838,0.5038123165991348,0.20134881972473212,0.3207547169811321,0.3863976083707026,25
2084,0.7916666666666666,0.10166666666666667,0.5040954627295511,0.4465689150607787,0.3247208691441084,0.3207547169811321,0.33333333333333337,25
2102,0.6666666666666666,0.5497222222222222,0.5223924574314653,0.2938416422976755,0.19190708124875944,0.15094339622641512,0.06726457399103139,21
2159,0.7083333333333334,0.8561111111111109,0.628461991935316,0.1777126100123666,0.050281004109169324,0.4056603773584906,0.5388639760837071,23
2160,0.7916666666666666,0.5511111111111111,0.617192103894282,0.15659824050594678,0.2759835143443256,0.3679245283018868,0.3841554559043349,14
2173,0.7083333333333334,0.4889722222222223,0.7588391283172777,0.11554252225584576,0.7217234917290547,0.37735849056603776,0.2698056801195815,26
2216,0.75,0.10546296297222224,0.608850177182926,0.30557184781362395,0.4415886098655661,0.4245283018867925,0.2713004484304933,8
2260,0.5833333333333334,0.5459953702777778,0.6253130526297329,0.07331378324300616,0.2481079055105016,0.3490566037735849,0.08445440956651719,2
2263,0.7083333333333334,0.30303240750000004,0.6303955513790209,0.08973607040228412,0.1378044210628153,0.2547169811320755,0.20254110612855009,18
2264,0.75,0.18875,0.6432122865772578,0.11202346067144243,0.2561258898018172,0.12264150943396228,0.20926756352765324,18
2282,0.5,0.4430555555555555,0.6436542431920022,0.159530792060887,0.03506931433932707,0.2358490566037736,0.14125560538116594,9
2285,0.625,0.5496759258333334,0.6260864765398018,0.14956011733714022,0.22555264140342954,0.05660377358490566,0.0343796711509716,2
2287,0.7083333333333334,0.3226620369444444,0.6186284623949998,0.1700879768140969,0.13563132258464214,0.05660377358490566,0.3086696562032885,18
2305,0.4583333333333333,0.9326157408333332,0.5907852095877391,0.13958944261339346,0.08520044955382466,0.2169811320754717,0.14050822122571002,23
2307,0.5416666666666666,0.5947916666666667,0.6002320275044881,0.14956011733714022,0.030573248398387712,0.2075471698113208,0.2533632286995516,9
2309,0.625,0.5661574075,0.6056459928861657,0.1319648094151237,0.25170475826325306,0.16037735849056606,0.18759342301943202,2
2310,0.6666666666666666,0.5696296297222222,0.6123305837838338,0.12668621703851876,0.22165605086133447,0.169811320754717,0.08370702541106129,2
2311,0.7083333333333334,0.5640404041666667,0.6218929127495265,0.14700079956527878,0.14240948261256392,0.14150943396226418,0.19207772795216746,9
2312,0.75,0.39085648138888895,0.6196228642809734,0.13548387099952702,0.0754589733784298,0.11320754716981132,0.1674140508221226,9
2330,0.5,0.08583333333333333,0.6487367412783551,0.1982404694893233,0.07785687524357124,0.2547169811320755,0.2002989536621824,1
2333,0.625,0.5849305555555555,0.6572444023003079,0.1917888563499798,0.18688647431135091,0.14150943396226418,0.10014947683109117,2
2335,0.7083333333333334,0.5476851852777778,0.6901149088656793,0.2029325511326528,0.21153990249422092,0.17924528301886794,0.041106128550074734,2
2336,0.75,0.5716203702777778,0.6587912494575108,0.18005865083403136,0.16433121011435756,0.30188679245283023,0.06427503736920777,2
2353,0.4583333333333333,0.07027777777777779,0.6687905126454894,0.1853372432106363,0.17272386659739195,0.0660377358490566,0.029147982062780273,16
2354,0.5,0.07851851852777778,0.6687905126454894,0.1853372432106363,0.1532409141566809,0.2735849056603773,0.05680119581464872,1
2381,0.625,0.1305050505,0.7323016557844142,0.16235670478882264,0.0482373377748311,0.169811320754717,0.11584454409566518,1
2382,0.6666666666666666,0.4701157408333333,0.7295042726810563,0.16539589446695505,0.039115773686172514,0.1320754716981132,0.2937219730941704,9
2404,0.5833333333333334,0.14807870369444445,0.7144225107437899,0.15366568895100666,0.19452978641094787,0.28301886792452835,0.08744394618834081,1
2406,0.6666666666666666,0.4591898147222223,0.7248637305465127,0.20058651031098804,0.032146871477716485,0.3207547169811321,0.19581464872944696,9
2407,0.7083333333333334,0.5920370369444444,0.7449175019136471,0.19765395875604785,0.2307231172355098,0.3867924528301887,0.19133034379671152,7
2408,0.75,0.5830787036111111,0.7419895405839689,0.1736070383985002,0.4022480328823467,0.3679245283018868,0.3034379671150972,14
2452,0.5833333333333334,0.1301388888888889,0.6711660287039383,0.06920821092532745,0.28984638435886245,0.3584905660377359,0.09192825112107623,1
2454,0.6666666666666666,0.2751388888888889,0.6721051855987348,0.14076246337613196,0.19527913070446398,0.3679245283018868,0.14275037369207774,1
2455,0.7083333333333334,0.9388425925,0.7255819094654044,0.13020527862292205,0.1204196327878235,0.1037735849056604,0.3804185351270553,23
2474,0.5,0.435,0.6534877727323185,0.07800586488633568,0.1668040463818742,0.2735849056603773,0.5799701046337817,24
2500,0.5833333333333334,0.15181818180555556,0.638586810957156,0.04014929385106141,0.34931026246749985,0.30188679245283023,0.38266068759342303,5
2504,0.75,0.33648148138888884,0.6384060107950522,0.06627566007419955,0.11719745222679072,0.37735849056603776,0.4588938714499253,24
2569,0.4583333333333333,0.5321296297222222,0.6372458752614163,0.11085043990870393,0.5027351066623417,0.2358490566037736,0.18236173393124067,12
2576,0.75,0.11328703702777775,0.6673541548077062,0.0785923756196111,0.3517422254491541,0.17924528301886794,0.101644245142003,4
2577,0.7916666666666666,0.10634259258333333,0.6386822337621341,0.06568914934092415,0.2368677406581532,0.2075471698113208,0.41704035874439466,27
2595,0.5416666666666666,0.5179629630555556,0.6018341189899337,0.12023460389917527,0.502360434470623,0.2075471698113208,0.24215246636771304,12
2596,0.5833333333333334,0.4961342591666666,0.6028285208759072,0.10909090911650228,0.35031847126449706,0.18867924528301888,0.4282511210762332,28
2597,0.625,0.3581712963888889,0.6081319976010999,0.13958944261339346,0.17032596473225048,0.2924528301886793,0.4252615844544096,24
2619,0.5416666666666666,0.5179629630555556,0.5881334712251425,0.09501466277888906,0.42450355928999656,0.28301886792452835,0.07025411061285501,10
2642,0.5,0.6008101852777777,0.5574727464076232,0.3812316718782949,0.22307980513591288,0.5,0.20254110612855009,7
2644,0.5833333333333334,0.5125231480555555,0.562886711789301,0.4404692080798755,0.3182465341891557,0.5283018867924528,0.101644245142003,11
2649,0.7916666666666666,0.0953787878888889,0.5637354689345127,0.5225806452838899,0.3859327632881852,0.5566037735849058,0.09865470852017937,3
2862,0.6666666666666666,0.5696527777777778,0.10209192695995628,0.0785923756196111,0.33143499431255163,0.11320754716981132,0.13153961136023914,13
2913,0.7916666666666666,0.5504166666666667,0.14766868006707967,0.14310850419779672,0.3165979767074517,0.16037735849056606,0.048579970104633774,13
3123,0.5416666666666666,0.5120833333333333,0.2590416912961233,0.09736070360055382,0.3656800298660661,0.5377358490566039,0.2877428998505232,15
3176,0.75,0.18752314813888887,0.3253903946892727,0.09736070360055382,0.2035219182928266,0.2641509433962264,0.18086696562032886,17
3199,0.7083333333333334,0.4184722222222223,0.2890947258512362,0.0674486801331258,0.16815286616415606,0.30188679245283023,0.3647234678624813,15
3201,0.7916666666666666,0.14960648147222222,0.26230111992112604,0.07390029327246928,0.2450355937542192,0.2358490566037736,0.2869955156950673,17
3220,0.5833333333333334,0.5525231480555556,0.28290733655948963,0.08035190641181275,0.23964031462509205,0.339622641509434,0.3026905829596413,15
3344,0.75,0.5839583333333334,0.3596972597553616,0.2527859240475745,0.3428250279696505,0.02830188679245283,0.5134529147982062,6
3578,0.625,0.5628703702777778,0.5284141130755495,0.10967741914596538,0.15533907823247886,0.169811320754717,0.06203288490284006,2
3647,0.5,0.1604861111111111,0.548025928490874,0.4533724343585626,0.2337204944994956,0.30188679245283023,0.2384155455904335,25
3651,0.6666666666666666,0.21643518519444446,0.6270256334345983,0.3806451611450194,0.08542525285087163,0.2358490566037736,0.31988041853512705,25
3652,0.7083333333333334,0.5262731480555556,0.6052592812625988,0.322580645002365,0.1123267140941326,0.3584905660377359,0.2556053811659193,22
3677,0.75,0.5957870369444445,0.6500626104596534,0.14369501493107212,0.1585612588834329,0.2075471698113208,0.2384155455904335,9
3696,0.5416666666666666,0.18583333333333332,0.5562021215545676,0.10439882676936044,0.2552266766136293,0.2169811320754717,0.2698056801195815,5
3698,0.625,0.08761574074999999,0.5423909844703572,0.100293255155494,0.2338703633941673,0.169811320754717,0.06427503736920777,16
3699,0.6666666666666666,0.14626262625,0.5494522422066745,0.09901359626956333,0.16415409236244413,0.18867924528301888,0.3841554559043349,27
3700,0.7083333333333334,0.5641161616666667,0.649012964245437,0.09261530254372204,0.037692019474539096,0.4622641509433963,0.2518684603886398,7
3724,0.7083333333333334,0.3136342591666666,0.619015174018567,0.15366568895100666,0.05500187334715567,0.30188679245283023,0.4461883408071749,24
3741,0.4166666666666667,0.5571296297222221,0.5604559520655439,0.03343108505183134,0.4866991380797103,0.2169811320754717,0.050822122571001487,10
3742,0.4583333333333333,0.5420370369444445,0.543661608660478,0.0498533722111093,0.4979393029320588,0.169811320754717,0.2414050822122571,12
3767,0.5,0.5392361111111111,0.5327784329059457,0.0281524926752264,0.3602098163345636,0.03773584905660378,0.3213751868460389,28
3768,0.5416666666666666,0.4887037036111112,0.5448217441941139,0.029325513437964933,0.182540277175162,0.16037735849056606,0.23318385650224216,28
3842,0.6666666666666666,0.1762731481388889,0.5473629939002251,0.0639296185487225,0.25530161101600457,0.3679245283018868,0.3430493273542601,5
3912,0.5833333333333334,0.5801620369444445,0.6279647909923292,0.21407624661913813,0.3480704382940273,0.18867924528301888,0.05530642750373692,2
3915,0.7083333333333334,0.4362962963888888,0.6168606365989573,0.2052785926581299,0.14432371667717736,0.17924528301886794,0.17713004484304934,9
4028,0.4166666666666667,0.5135185186111111,0.6107284916354536,0.08035190641181275,0.5092544022767037,0.16037735849056606,0.2884902840059791,12
4076,0.6666666666666666,0.1033796296388889,0.6622716560584185,0.14956011733714022,0.5146496814058309,0.12264150943396228,0.05381165919282512,4
4077,0.7083333333333334,0.07881944444444444,0.6537639956994004,0.16598240449641816,0.33008617453026984,0.02830188679245283,0.2989536621823617,20
4100,0.6666666666666666,0.12432870369444445,0.6578520918997799,0.21759530820354145,0.6189584112356243,0.4245283018867925,0.2772795216741405,8
4168,0.5,0.5402777777777777,0.6114466705543451,0.17536656919070184,0.4368677406275798,0.30188679245283023,0.05605381165919282,10
4172,0.6666666666666666,0.3533101852777778,0.5820565705898813,0.1771260999829035,0.1880104907965858,0.12264150943396228,0.41778774289985054,18
4173,0.7083333333333334,0.1958585858611111,0.587842181743619,0.1929618771127184,0.2575905172723367,0.14150943396226418,0.20852017937219733,18
4174,0.75,0.12736111111111112,0.5984642017084456,0.1771260999829035,0.3617834394138924,0.11320754716981132,0.2914798206278027,20
