,hour,wave_height,current_speed,wind_speed,tide_variation,tide_height,cluster
779,0.7916666666666666,0.5853372437736862,0.39932559002073614,0.5188679245283019,0.14499252615844546,0.26686773907506695,9
796,0.5,0.2621700880380458,0.11412514047050835,0.5660377358490567,0.29745889387145,0.364946380697051,2
801,0.7083333333333334,0.16891495605135834,0.1839640314497404,0.2641509433962264,0.2847533632286996,0.5938337801608577,12
822,0.5833333333333334,0.25043988252209737,0.10168602473054987,0.4528301886792453,0.3385650224215247,0.4130920464477211,2
823,0.625,0.24750733167096955,0.1706257024316727,0.5188679245283019,0.12855007473841554,0.5130697050938337,2
824,0.6666666666666666,0.2545454548397761,0.237991757143388,0.4622641509433963,0.11509715994020925,0.5863494189008042,2
825,0.7083333333333334,0.2228739005801464,0.15301611085963393,0.14150943396226418,0.1046337817638266,0.6214253800268096,5
826,0.75,0.20586510268759295,0.1282877481844674,0.4245283018867925,0.17264573991031393,0.6063449510723861,2
843,0.4583333333333333,0.20410557189539133,0.2867740726025801,0.4056603773584906,0.09267563527653214,0.19247095623324392,1
846,0.5833333333333334,0.15777126126868532,0.07560884227310155,0.3962264150943397,0.1360239162929746,0.3026139410187667,1
847,0.625,0.14604105575273693,0.17452229297376767,0.4905660377358491,0.29820627802690586,0.4092940125335121,2
848,0.6666666666666666,0.13724340179172867,0.26908954653824485,0.3584905660377359,0.22571001494768314,0.5213360142761393,2
849,0.7083333333333334,0.1284457478307204,0.3208692393513441,0.19811320754716985,0.1532137518684604,0.6204200180965148,5
850,0.75,0.11964809386971215,0.3292618957444572,0.19811320754716985,0.044843049327354265,0.6772788203753349,5
851,0.7916666666666666,0.12316715545411548,0.23626826516938745,0.169811320754717,0.09865470852017937,0.6757149242627346,5
867,0.4583333333333333,0.09560117280835218,0.2803297113905933,0.15094339622641512,0.4192825112107624,0.2325737265415549,8
872,0.6666666666666666,0.09794721433382923,0.03499437990997546,0.17924528301886794,0.4245142002989537,0.4085120643431636,3
873,0.7083333333333334,0.08914956037282099,0.2130385911711745,0.2169811320754717,0.23916292974588946,0.5568588024798927,7
874,0.75,0.09794721433382923,0.3881603595707629,0.4433962264150944,0.17713004484304934,0.6729222520107238,5
892,0.5,0.07683284482740946,0.30228550009882105,0.16037735849056606,0.1973094170403588,0.2069928507372654,8
894,0.5833333333333334,0.08387096799621603,0.2728362681856681,0.1037735849056604,0.22645739910313906,0.09986595174262736,8
895,0.625,0.0926686219572243,0.14185088040966073,0.2924528301886793,0.17937219730941706,0.16923592493297587,1
897,0.7083333333333334,0.08211143720401443,0.209441738418423,0.22641509433962265,0.4678624813153962,0.44247095623324384,3
898,0.75,0.0639296185487225,0.3730236042662408,0.2735849056603773,0.3714499252615845,0.6015827104557641,12
918,0.5833333333333334,0.0633431085192594,0.32716373166865925,0.05660377358490566,0.2047832585949178,0.07629579979892763,8
921,0.7083333333333334,0.07272727250973074,0.08857249900952917,0.3113207547169811,0.5829596412556054,0.31914655945040205,3
922,0.75,0.06568914934092415,0.3132259272517472,0.169811320754717,0.5186846038863976,0.4840259160187666,12
943,0.625,0.11202346067144243,0.3246159609088461,0.12264150943396228,0.04409566517189836,0.04378909738605899,6
944,0.6666666666666666,0.14428152496053526,0.27223679269690243,0.15094339622641512,0.18236173393124067,0.09550938337801608,6
964,0.5,0.06627566007419955,0.28812289238486194,0.07547169811320756,0.4626307922272048,0.5142984807640749,12
965,0.5416666666666666,0.07038123168806598,0.1958786061932297,0.24528301886792456,0.6128550074738416,0.3372430741957104,3
969,0.7083333333333334,0.0991202343927555,0.17819408012889434,0.14150943396226418,0.28923766816143504,0.13181411977211796,8
970,0.75,0.11612903228530888,0.059722742585141986,0.22641509433962265,0.3191330343796712,0.2895442359249329,3
988,0.5,0.058064516142654427,0.4437617083437394,0.33018867924528306,0.3213751868460389,0.5890303840482572,4
990,0.5833333333333334,0.08211143720401443,0.2654926937854933,0.2641509433962264,0.2855007473841555,0.2782618409517427,8
991,0.625,0.07624633409413402,0.41333832884002336,0.28301886792452835,0.3654708520179372,0.13270777479892762,8
992,0.6666666666666666,0.081524926470739,0.439040839105753,0.17924528301886794,0.04633781763826607,0.058199285053619286,6
993,0.7083333333333334,0.06702212764035713,0.32511325304807354,0.14150943396226418,0.1046337817638266,0.07964700623324394,6
994,0.75,0.058064516142654427,0.1680779317617808,0.17924528301886794,0.4364723467862481,0.19693923143431635,3
1018,0.75,0.08563049878841769,0.22540277250875776,0.15094339622641512,0.14648729446935727,0.1647676496648793,6
1019,0.7916666666666666,0.0639296185487225,0.07628325216424245,0.2641509433962264,0.5388639760837071,0.2944593386729222,3
1035,0.4583333333333333,0.03636363660677152,0.4723117270687043,0.0660377358490566,0.15695067264573992,0.6846514745308311,4
1039,0.625,0.058064516142654427,0.25762457838884945,0.16037735849056606,0.3071748878923767,0.33020554068364605,8
1040,0.6666666666666666,0.0633431085192594,0.3720494565857565,0.19811320754716985,0.36397608370702544,0.20688114390080425,8
1041,0.7083333333333334,0.0633431085192594,0.38493817900973015,0.22641509433962265,0.04409566517189836,0.14075067024128687,6
1064,0.6666666666666666,0.13548387099952702,0.2712626451063393,0.3490566037735849,0.2197309417040359,0.3021671134718499,1
1065,0.7083333333333334,0.159530792060887,0.3055076806598538,0.3679245283018868,0.2272047832585949,0.2125781948391421,11
1089,0.7083333333333334,0.07390029327246928,0.28077931798468725,0.2358490566037736,0.1816143497757848,0.3465147453083109,7
1090,0.75,0.06686217010366269,0.280479580285265,0.03773584905660378,0.020926756352765325,0.3026139410187667,6
1138,0.75,0.15894428132761154,0.15691270131180762,0.33018867924528306,0.10089686098654707,0.4548704200402144,7
1157,0.5416666666666666,0.06862170089586432,0.1484451105163193,0.1037735849056604,0.06576980568011959,0.4905049150804289,7
1182,0.5833333333333334,0.0961876835416276,0.1446983888688961,0.2169811320754717,0.05754857997010464,0.4673815906836461,7
1183,0.625,0.06979472165860287,0.20562008236862453,0.2735849056603773,0.1898355754857997,0.521112600536193,7
1184,0.6666666666666666,0.09560117280835218,0.2499812662892525,0.22641509433962265,0.08295964125560537,0.5663538873994638,5
1186,0.75,0.07331378324300616,0.1965530160843706,0.19811320754716985,0.05680119581464872,0.6127122432975871,5
1205,0.5416666666666666,0.07565982406467092,0.02937429748380125,0.17924528301886794,0.059043348281016435,0.3433869526139409,1
1207,0.625,0.08680351884734391,0.15773698009762027,0.169811320754717,0.13079222720478328,0.4693923145442358,7
1209,0.7083333333333334,0.08387096799621603,0.2760584487467008,0.169811320754717,0.17414050822122573,0.6239946380697049,5
1232,0.6666666666666666,0.1771260999829035,0.18471337574325647,0.4905660377358491,0.16591928251121074,0.5070375335120643,2
1278,0.5833333333333334,0.07741935485687257,0.3124016484659345,0.19811320754716985,0.017189835575485802,0.1713583556970509,6
1302,0.5833333333333334,0.06158357772705773,0.3784188833953681,0.2735849056603773,0.08819133034379671,0.15046916890080428,6
1303,0.625,0.05043988294438472,0.3116523041724184,0.24528301886792456,0.2690582959641256,0.1270107238605898,8
1326,0.5833333333333334,0.07624633409413402,0.4056950167404265,0.169811320754717,0.2683109118086697,0.17672028599195708,8
1328,0.6666666666666666,0.10146627591823257,0.330161108932645,0.18867924528301888,0.23318385650224216,0.10819105402144773,8
1329,0.7083333333333334,0.10439882676936044,0.16403147241493538,0.09433962264150944,0.43796711509716,0.21726988384718496,3
1350,0.5833333333333334,0.08739002958061934,0.36425627568140906,0.169811320754717,0.5508221225710015,0.27949061662198393,3
1351,0.625,0.09736070360055382,0.549943799042205,0.16037735849056606,0.3579970104633782,0.1284629133378016,8
1352,0.6666666666666666,0.1026392959771588,0.5010116146883411,0.0660377358490566,0.01345291479820628,0.0901474530831099,6
1353,0.7083333333333334,0.10967741914596538,0.35623829139009344,0.2547169811320755,0.28026905829596416,0.15214477211796246,8
1375,0.625,0.06686217010366269,0.4381416259175652,0.22641509433962265,0.2615844544095665,0.2525692582439678,8
1544,0.6666666666666666,0.13431085023678846,0.05485200447946029,0.30188679245283023,0.4147982062780269,0.2450848972520107,3
1545,0.7083333333333334,0.12199413469137692,0.2643686773002585,0.12264150943396228,0.5,0.40773011615281496,3
1555,0.75,0.054545454558251126,0.07695766205538335,0.0849056603773585,0.2608370702541106,0.32462019658176944,3
1647,0.5833333333333334,0.07741935485687257,0.4029224427734876,0.16037735849056606,0.15994020926756355,0.5626675603217157,4
1651,0.75,0.14428152496053526,0.34312476575899403,0.2075471698113208,0.08594917787742899,0.17761394101876676,6
1695,0.5833333333333334,0.09853372436329236,0.35541401260428074,0.28301886792452835,0.14125560538116594,0.5428954423592492,4
1697,0.6666666666666666,0.14310850419779672,0.2355189208758713,0.33018867924528306,0.1345291479820628,0.5577524575737265,5
1698,0.7083333333333334,0.16832844602189526,0.10191082802759684,0.24528301886792456,0.2062780269058296,0.5088248436327077,7
1699,0.75,0.20000000028152493,0.17871862112536352,0.2641509433962264,0.1704035874439462,0.4187890973860589,7
1719,0.5833333333333334,0.28712343349844544,0.027882421057126638,0.5566037735849058,0.12630792227204785,0.520554066152815,2
1722,0.7083333333333334,0.4797653962415872,0.06796553014652823,0.6037735849056605,0.03736920777279522,0.55015638961126,10
1862,0.5416666666666666,0.6322580644298553,0.3682278005359579,0.5377358490566039,0.13976083707025413,0.1726988382707775,9
1961,0.6666666666666666,0.19379974878446912,0.43848418333971695,0.2547169811320755,0.15844544095665172,0.1341599642761394,11
1985,0.6666666666666666,0.1624633429120149,0.414162607625836,0.18867924528301888,0.2384155455904335,0.20062555851206434,8
1986,0.7083333333333334,0.1720821114773213,0.4052004494869231,0.2641509433962264,0.08146487294469358,0.15527256481233245,6
2056,0.625,0.27390029355399426,0.14050206062737888,0.3113207547169811,0.07174887892376683,0.577859696380697,5
2060,0.7916666666666666,0.307214076318408,0.410325964659594,0.33018867924528306,0.050822122571001487,0.20051385167560326,11
2083,0.75,0.5038123165991348,0.20134881972473212,0.3207547169811321,0.3863976083707026,0.39186773907506706,9
2084,0.7916666666666666,0.4465689150607787,0.3247208691441084,0.3207547169811321,0.33333333333333337,0.28786863270777474,9
2102,0.6666666666666666,0.2938416422976755,0.19190708124875944,0.15094339622641512,0.06726457399103139,0.6089142091152814,5
2159,0.7083333333333334,0.1777126100123666,0.050281004109169324,0.4056603773584906,0.5388639760837071,0.4535299374664878,3
2160,0.7916666666666666,0.15659824050594678,0.2759835143443256,0.3679245283018868,0.3841554559043349,0.7782618411528149,12
2173,0.7083333333333334,0.11554252225584576,0.7217234917290547,0.37735849056603776,0.2698056801195815,0.12796550154155498,11
2216,0.75,0.30557184781362395,0.4415886098655661,0.4245283018867925,0.2713004484304933,0.18020245911528146,11
2260,0.5833333333333334,0.07331378324300616,0.2481079055105016,0.3490566037735849,0.08445440956651719,0.6257819483914209,5
2263,0.7083333333333334,0.08973607040228412,0.1378044210628153,0.2547169811320755,0.20254110612855009,0.4566577300938337,7
2264,0.75,0.11202346067144243,0.2561258898018172,0.12264150943396228,0.20926756352765324,0.37701072386058976,7
2282,0.5,0.159530792060887,0.03506931433932707,0.2358490566037736,0.14125560538116594,0.510053619302949,7
2285,0.625,0.14956011733714022,0.22555264140342954,0.05660377358490566,0.0343796711509716,0.6048927613941019,5
2287,0.7083333333333334,0.1700879768140969,0.13563132258464214,0.05660377358490566,0.3086696562032885,0.5730563002680964,7
2305,0.4583333333333333,0.13958944261339346,0.08520044955382466,0.2169811320754717,0.14050822122571002,0.3725424485924933,1
2307,0.5416666666666666,0.14956011733714022,0.030573248398387712,0.2075471698113208,0.2533632286995516,0.4814566577077748,7
2309,0.625,0.1319648094151237,0.25170475826325306,0.16037735849056606,0.18759342301943202,0.5752904376675602,7
2310,0.6666666666666666,0.12668621703851876,0.22165605086133447,0.169811320754717,0.08370702541106129,0.6178507593833779,5
2311,0.7083333333333334,0.14700079956527878,0.14240948261256392,0.14150943396226418,0.19207772795216746,0.6094727432975869,7
2312,0.75,0.13548387099952702,0.0754589733784298,0.11320754716981132,0.1674140508221226,0.5711572833109919,7
2330,0.5,0.1982404694893233,0.07785687524357124,0.2547169811320755,0.2002989536621824,0.35936103666219843,1
2333,0.625,0.1917888563499798,0.18688647431135091,0.14150943396226418,0.10014947683109117,0.559092940147453,7
2335,0.7083333333333334,0.2029325511326528,0.21153990249422092,0.17924528301886794,0.041106128550074734,0.6360589812332439,5
2336,0.75,0.18005865083403136,0.16433121011435756,0.30188679245283023,0.06427503736920777,0.6363941018766756,5
2353,0.4583333333333333,0.1853372432106363,0.17272386659739195,0.0660377358490566,0.029147982062780273,0.344950848994638,1
2354,0.5,0.1853372432106363,0.1532409141566809,0.2735849056603773,0.05680119581464872,0.3466264522117962,1
2381,0.625,0.16235670478882264,0.0482373377748311,0.169811320754717,0.11584454409566518,0.4573279713806969,7
2382,0.6666666666666666,0.16539589446695505,0.039115773686172514,0.1320754716981132,0.2937219730941704,0.5455764075067023,7
2404,0.5833333333333334,0.15366568895100666,0.19452978641094787,0.28301886792452835,0.08744394618834081,0.31680071494638073,1
2406,0.6666666666666666,0.20058651031098804,0.032146871477716485,0.3207547169811321,0.19581464872944696,0.4985478105227882,2
2407,0.7083333333333334,0.19765395875604785,0.2307231172355098,0.3867924528301887,0.19133034379671152,0.6084673813672921,2
2408,0.75,0.1736070383985002,0.4022480328823467,0.3679245283018868,0.3034379671150972,0.7128016085790884,12
2452,0.5833333333333334,0.06920821092532745,0.28984638435886245,0.3584905660377359,0.09192825112107623,0.25044682754691683,1
2454,0.6666666666666666,0.14076246337613196,0.19527913070446398,0.3679245283018868,0.14275037369207774,0.3255138516756032,1
2455,0.7083333333333334,0.13020527862292205,0.1204196327878235,0.1037735849056604,0.3804185351270553,0.4606791778150133,3
2474,0.5,0.07800586488633568,0.1668040463818742,0.2735849056603773,0.5799701046337817,0.5535075960455763,12
2500,0.5833333333333334,0.04014929385106141,0.34931026246749985,0.30188679245283023,0.38266068759342303,0.3490840035522789,8
2504,0.75,0.06627566007419955,0.11719745222679072,0.37735849056603776,0.4588938714499253,0.3928731010053619,3
2569,0.4583333333333333,0.11085043990870393,0.5027351066623417,0.2358490566037736,0.18236173393124067,0.7945710455764075,4
2576,0.75,0.0785923756196111,0.3517422254491541,0.17924528301886794,0.101644245142003,0.22017426273458446,6
2577,0.7916666666666666,0.06568914934092415,0.2368677406581532,0.2075471698113208,0.41704035874439466,0.32808310991957107,3
2595,0.5416666666666666,0.12023460389917527,0.502360434470623,0.2075471698113208,0.24215246636771304,0.7409517426273458,4
2596,0.5833333333333334,0.10909090911650228,0.35031847126449706,0.18867924528301888,0.4282511210762332,0.6715817694369972,12
2597,0.625,0.13958944261339346,0.17032596473225048,0.2924528301886793,0.4252615844544096,0.5504915102546917,12
2619,0.5416666666666666,0.09501466277888906,0.42450355928999656,0.28301886792452835,0.07025411061285501,0.7295576407506701,4
2642,0.5,0.3812316718782949,0.22307980513591288,0.5,0.20254110612855009,0.6096961575067024,10
2644,0.5833333333333334,0.4404692080798755,0.3182465341891557,0.5283018867924528,0.101644245142003,0.7308981233243966,10
2649,0.7916666666666666,0.5225806452838899,0.3859327632881852,0.5566037735849058,0.09865470852017937,0.38550044684986573,9
2862,0.6666666666666666,0.0785923756196111,0.33143499431255163,0.11320754716981132,0.13153961136023914,0.531166219839142,5
2913,0.7916666666666666,0.14310850419779672,0.3165979767074517,0.16037735849056606,0.048579970104633774,0.6577301159517425,5
3123,0.5416666666666666,0.09736070360055382,0.3656800298660661,0.5377358490566039,0.2877428998505232,0.6615777975871312,4
3176,0.75,0.09736070360055382,0.2035219182928266,0.2641509433962264,0.18086696562032886,0.4139779975871313,7
3199,0.7083333333333334,0.0674486801331258,0.16815286616415606,0.30188679245283023,0.3647234678624813,0.5511382343163538,12
3201,0.7916666666666666,0.07390029327246928,0.2450355937542192,0.2358490566037736,0.2869955156950673,0.40750670241286857,7
3220,0.5833333333333334,0.08035190641181275,0.23964031462509205,0.339622641509434,0.3026905829596413,0.5941342332439677,12
3344,0.75,0.2527859240475745,0.3428250279696505,0.02830188679245283,0.5134529147982062,0.5533958892091152,12
3578,0.625,0.10967741914596538,0.15533907823247886,0.169811320754717,0.06203288490284006,0.5044682752680965,7
3647,0.5,0.4533724343585626,0.2337204944994956,0.30188679245283023,0.2384155455904335,0.24776586239946374,9
3651,0.6666666666666666,0.3806451611450194,0.08542525285087163,0.2358490566037736,0.31988041853512705,0.41298033961126,2
3652,0.7083333333333334,0.322580645002365,0.1123267140941326,0.3584905660377359,0.2556053811659193,0.523793565683646,2
3677,0.75,0.14369501493107212,0.1585612588834329,0.2075471698113208,0.2384155455904335,0.5759606789544235,7
3696,0.5416666666666666,0.10439882676936044,0.2552266766136293,0.2169811320754717,0.2698056801195815,0.24776586239946374,8
3698,0.625,0.100293255155494,0.2338703633941673,0.169811320754717,0.06427503736920777,0.1813002680965148,6
3699,0.6666666666666666,0.09901359626956333,0.16415409236244413,0.18867924528301888,0.3841554559043349,0.25212243076407503,3
3700,0.7083333333333334,0.09261530254372204,0.037692019474539096,0.4622641509433963,0.2518684603886398,0.3706434316353887,2
3724,0.7083333333333334,0.15366568895100666,0.05500187334715567,0.30188679245283023,0.4461883408071749,0.29557640750670233,3
3741,0.4166666666666667,0.03343108505183134,0.4866991380797103,0.2169811320754717,0.050822122571001487,0.7617292225201071,4
3742,0.4583333333333333,0.0498533722111093,0.4979393029320588,0.169811320754717,0.2414050822122571,0.6952636280160857,4
3767,0.5,0.0281524926752264,0.3602098163345636,0.03773584905660378,0.3213751868460389,0.6428731012064343,4
3768,0.5416666666666666,0.029325513437964933,0.182540277175162,0.16037735849056606,0.23318385650224216,0.5260277032841822,7
3842,0.6666666666666666,0.0639296185487225,0.25530161101600457,0.3679245283018868,0.3430493273542601,0.33646112600536193,3
3912,0.5833333333333334,0.21407624661913813,0.3480704382940273,0.18867924528301888,0.05530642750373692,0.6091376226541554,5
3915,0.7083333333333334,0.2052785926581299,0.14432371667717736,0.17924528301886794,0.17713004484304934,0.5236818587801608,7
4028,0.4166666666666667,0.08035190641181275,0.5092544022767037,0.16037735849056606,0.2884902840059791,0.7677613941018766,4
4076,0.6666666666666666,0.14956011733714022,0.5146496814058309,0.12264150943396228,0.05381165919282512,0.05864611260053618,6
4077,0.7083333333333334,0.16598240449641816,0.33008617453026984,0.02830188679245283,0.2989536621823617,0.11695710455764075,8
4100,0.6666666666666666,0.21759530820354145,0.6189584112356243,0.4245283018867925,0.2772795216741405,0.1333780160857909,11
4168,0.5,0.17536656919070184,0.4368677406275798,0.30188679245283023,0.05605381165919282,0.6905719390080427,4
4172,0.6666666666666666,0.1771260999829035,0.1880104907965858,0.12264150943396228,0.41778774289985054,0.515862377144772,12
4173,0.7083333333333334,0.1929618771127184,0.2575905172723367,0.14150943396226418,0.20852017937219733,0.41867739054959774,7
4174,0.75,0.1771260999829035,0.3617834394138924,0.11320754716981132,0.2914798206278027,0.3294235924932976,8
