,hour,wave_height,current_dir,tide_height,wind_speed,cluster
733,0.8333333333333334,0.12524660061589366,0.12156565655555555,0.2345844504021448,0.17924528301886794,1
774,0.5833333333333334,0.4299120233266656,0.5656944444444445,0.6285746199731902,0.5283018867924528,5
775,0.625,0.5348973608293015,0.5142592591666667,0.6248882928954422,0.6698113207547169,5
776,0.6666666666666666,0.606451613280106,0.4652314813888889,0.5717158176943699,0.6886792452830189,5
777,0.7083333333333334,0.5835777129814846,0.2746527777777778,0.4813449508713137,0.6509433962264152,5
779,0.7916666666666666,0.5853372437736862,0.11150462963888888,0.26686773907506695,0.5188679245283019,9
796,0.5,0.2621700880380458,0.5142824075,0.364946380697051,0.5660377358490567,2
801,0.7083333333333334,0.16891495605135834,0.4797685186111111,0.5938337801608577,0.2641509433962264,8
822,0.5833333333333334,0.25043988252209737,0.471643518611111,0.4130920464477211,0.4528301886792453,2
823,0.625,0.24750733167096955,0.5399305555555556,0.5130697050938337,0.5188679245283019,2
824,0.6666666666666666,0.2545454548397761,0.5603935186111111,0.5863494189008042,0.4622641509433963,2
825,0.7083333333333334,0.2228739005801464,0.5439583333333333,0.6214253800268096,0.14150943396226418,8
826,0.75,0.20586510268759295,0.4540046297222222,0.6063449510723861,0.4245283018867925,2
843,0.4583333333333333,0.20410557189539133,0.11067129630555557,0.19247095623324392,0.4056603773584906,7
846,0.5833333333333334,0.15777126126868532,0.4793518519444444,0.3026139410187667,0.3962264150943397,3
847,0.625,0.14604105575273693,0.5647222222222222,0.4092940125335121,0.4905660377358491,2
848,0.6666666666666666,0.13724340179172867,0.5641435186111111,0.5213360142761393,0.3584905660377359,2
849,0.7083333333333334,0.1284457478307204,0.5668287036111112,0.6204200180965148,0.19811320754716985,8
850,0.75,0.11964809386971215,0.5571064813888891,0.6772788203753349,0.19811320754716985,8
851,0.7916666666666666,0.12316715545411548,0.5191435186111111,0.6757149242627346,0.169811320754717,8
867,0.4583333333333333,0.09560117280835218,0.14240740741666666,0.2325737265415549,0.15094339622641512,6
872,0.6666666666666666,0.09794721433382923,0.3187268519444445,0.4085120643431636,0.17924528301886794,3
873,0.7083333333333334,0.08914956037282099,0.5442824075,0.5568588024798927,0.2169811320754717,8
874,0.75,0.09794721433382923,0.5528472222222223,0.6729222520107238,0.4433962264150944,2
892,0.5,0.07683284482740946,0.12518518519444444,0.2069928507372654,0.16037735849056606,1
894,0.5833333333333334,0.08387096799621603,0.06673611111111111,0.09986595174262736,0.1037735849056604,1
895,0.625,0.0926686219572243,0.12995370369444445,0.16923592493297587,0.2924528301886793,1
897,0.7083333333333334,0.08211143720401443,0.5931481480555556,0.44247095623324384,0.22641509433962265,8
898,0.75,0.0639296185487225,0.563125,0.6015827104557641,0.2735849056603773,8
918,0.5833333333333334,0.0633431085192594,0.05993055555555556,0.07629579979892763,0.05660377358490566,1
921,0.7083333333333334,0.07272727250973074,0.4812962963888889,0.31914655945040205,0.3113207547169811,3
922,0.75,0.06568914934092415,0.5696527777777778,0.4840259160187666,0.169811320754717,8
943,0.625,0.11202346067144243,0.058171296305555564,0.04378909738605899,0.12264150943396228,1
944,0.6666666666666666,0.14428152496053526,0.042847222222222224,0.09550938337801608,0.15094339622641512,1
964,0.5,0.06627566007419955,0.4871990741666667,0.5142984807640749,0.07547169811320756,4
965,0.5416666666666666,0.07038123168806598,0.2506018518611111,0.3372430741957104,0.24528301886792456,6
969,0.7083333333333334,0.0991202343927555,0.07770833333333334,0.13181411977211796,0.14150943396226418,1
970,0.75,0.11612903228530888,0.4553703702777778,0.2895442359249329,0.22641509433962265,3
988,0.5,0.058064516142654427,0.5298842591666667,0.5890303840482572,0.33018867924528306,4
990,0.5833333333333334,0.08211143720401443,0.1626388888888889,0.2782618409517427,0.2641509433962264,6
991,0.625,0.07624633409413402,0.09101851852777776,0.13270777479892762,0.28301886792452835,1
992,0.6666666666666666,0.081524926470739,0.08203703702777779,0.058199285053619286,0.17924528301886794,1
993,0.7083333333333334,0.06702212764035713,0.08699494949999999,0.07964700623324394,0.14150943396226418,1
994,0.75,0.058064516142654427,0.11037037036111112,0.19693923143431635,0.17924528301886794,1
1018,0.75,0.08563049878841769,0.07884259258333333,0.1647676496648793,0.15094339622641512,1
1019,0.7916666666666666,0.0639296185487225,0.2675231481388889,0.2944593386729222,0.2641509433962264,3
1035,0.4583333333333333,0.03636363660677152,0.5652546297222222,0.6846514745308311,0.0660377358490566,4
1039,0.625,0.058064516142654427,0.17694444444444446,0.33020554068364605,0.16037735849056606,6
1040,0.6666666666666666,0.0633431085192594,0.1256018518611111,0.20688114390080425,0.19811320754716985,1
1041,0.7083333333333334,0.0633431085192594,0.09490740741666666,0.14075067024128687,0.22641509433962265,1
1064,0.6666666666666666,0.13548387099952702,0.15458333333333332,0.3021671134718499,0.3490566037735849,6
1065,0.7083333333333334,0.159530792060887,0.13780092591666668,0.2125781948391421,0.3679245283018868,7
1089,0.7083333333333334,0.07390029327246928,0.14314814813888888,0.3465147453083109,0.2358490566037736,6
1090,0.75,0.06686217010366269,0.09895833333333333,0.3026139410187667,0.03773584905660378,6
1138,0.75,0.15894428132761154,0.3154166666666667,0.4548704200402144,0.33018867924528306,3
1157,0.5416666666666666,0.06862170089586432,0.5834953702777779,0.4905049150804289,0.1037735849056604,4
1182,0.5833333333333334,0.0961876835416276,0.5736111111111111,0.4673815906836461,0.2169811320754717,4
1183,0.625,0.06979472165860287,0.5725694444444445,0.521112600536193,0.2735849056603773,8
1184,0.6666666666666666,0.09560117280835218,0.5716666666666667,0.5663538873994638,0.22641509433962265,8
1186,0.75,0.07331378324300616,0.5000231480555556,0.6127122432975871,0.19811320754716985,8
1205,0.5416666666666666,0.07565982406467092,0.4352546297222222,0.3433869526139409,0.17924528301886794,3
1207,0.625,0.08680351884734391,0.5810185186111111,0.4693923145442358,0.169811320754717,8
1209,0.7083333333333334,0.08387096799621603,0.5870833333333333,0.6239946380697049,0.169811320754717,8
1232,0.6666666666666666,0.1771260999829035,0.5575925925,0.5070375335120643,0.4905660377358491,2
1278,0.5833333333333334,0.07741935485687257,0.05064814813888889,0.1713583556970509,0.19811320754716985,1
1302,0.5833333333333334,0.06158357772705773,0.06206018519444445,0.15046916890080428,0.2735849056603773,1
1303,0.625,0.05043988294438472,0.035162037027777766,0.1270107238605898,0.24528301886792456,1
1326,0.5833333333333334,0.07624633409413402,0.08717592591666666,0.17672028599195708,0.169811320754717,1
1328,0.6666666666666666,0.10146627591823257,0.03877314813888889,0.10819105402144773,0.18867924528301888,1
1329,0.7083333333333334,0.10439882676936044,0.02203703703611111,0.21726988384718496,0.09433962264150944,1
1350,0.5833333333333334,0.08739002958061934,0.12868055555555558,0.27949061662198393,0.169811320754717,6
1351,0.625,0.09736070360055382,0.08590277777777779,0.1284629133378016,0.16037735849056606,1
1352,0.6666666666666666,0.1026392959771588,0.06247685186111111,0.0901474530831099,0.0660377358490566,1
1353,0.7083333333333334,0.10967741914596538,0.04668981480555556,0.15214477211796246,0.2547169811320755,1
1375,0.625,0.06686217010366269,0.10793981480555556,0.2525692582439678,0.22641509433962265,6
1544,0.6666666666666666,0.13431085023678846,0.3027546297222222,0.2450848972520107,0.30188679245283023,3
1545,0.7083333333333334,0.12199413469137692,0.5671064813888889,0.40773011615281496,0.12264150943396228,8
1555,0.75,0.054545454558251126,0.35208333333333336,0.32462019658176944,0.0849056603773585,3
1647,0.5833333333333334,0.07741935485687257,0.5366898147222223,0.5626675603217157,0.16037735849056606,4
1651,0.75,0.14428152496053526,0.11474537036111113,0.17761394101876676,0.2075471698113208,1
1695,0.5833333333333334,0.09853372436329236,0.5660185186111111,0.5428954423592492,0.28301886792452835,4
1697,0.6666666666666666,0.14310850419779672,0.4803703702777778,0.5577524575737265,0.33018867924528306,2
1698,0.7083333333333334,0.16832844602189526,0.41657407416666653,0.5088248436327077,0.24528301886792456,8
1699,0.75,0.20000000028152493,0.18870370369444445,0.4187890973860589,0.2641509433962264,6
1719,0.5833333333333334,0.28712343349844544,0.4888888888888889,0.520554066152815,0.5566037735849058,2
1722,0.7083333333333334,0.4797653962415872,0.39125,0.55015638961126,0.6037735849056605,5
1862,0.5416666666666666,0.6322580644298553,0.10918981480555556,0.1726988382707775,0.5377358490566039,9
1961,0.6666666666666666,0.19379974878446912,0.12253968252777778,0.1341599642761394,0.2547169811320755,7
1985,0.6666666666666666,0.1624633429120149,0.12555555555555556,0.20062555851206434,0.18867924528301888,1
1986,0.7083333333333334,0.1720821114773213,0.10275,0.15527256481233245,0.2641509433962264,7
2056,0.625,0.27390029355399426,0.4869444444444445,0.577859696380697,0.3113207547169811,2
2060,0.7916666666666666,0.307214076318408,0.10066666666666667,0.20051385167560326,0.33018867924528306,7
2083,0.75,0.5038123165991348,0.16842592591666666,0.39186773907506706,0.3207547169811321,9
2084,0.7916666666666666,0.4465689150607787,0.10166666666666667,0.28786863270777474,0.3207547169811321,9
2102,0.6666666666666666,0.2938416422976755,0.5497222222222222,0.6089142091152814,0.15094339622641512,8
2159,0.7083333333333334,0.1777126100123666,0.8561111111111109,0.4535299374664878,0.4056603773584906,2
2160,0.7916666666666666,0.15659824050594678,0.5511111111111111,0.7782618411528149,0.3679245283018868,2
2173,0.7083333333333334,0.11554252225584576,0.4889722222222223,0.12796550154155498,0.37735849056603776,3
2216,0.75,0.30557184781362395,0.10546296297222224,0.18020245911528146,0.4245283018867925,7
2260,0.5833333333333334,0.07331378324300616,0.5459953702777778,0.6257819483914209,0.3490566037735849,4
2263,0.7083333333333334,0.08973607040228412,0.30303240750000004,0.4566577300938337,0.2547169811320755,3
2264,0.75,0.11202346067144243,0.18875,0.37701072386058976,0.12264150943396228,6
2282,0.5,0.159530792060887,0.4430555555555555,0.510053619302949,0.2358490566037736,4
2285,0.625,0.14956011733714022,0.5496759258333334,0.6048927613941019,0.05660377358490566,8
2287,0.7083333333333334,0.1700879768140969,0.3226620369444444,0.5730563002680964,0.05660377358490566,8
2305,0.4583333333333333,0.13958944261339346,0.9326157408333332,0.3725424485924933,0.2169811320754717,4
2307,0.5416666666666666,0.14956011733714022,0.5947916666666667,0.4814566577077748,0.2075471698113208,4
2309,0.625,0.1319648094151237,0.5661574075,0.5752904376675602,0.16037735849056606,8
2310,0.6666666666666666,0.12668621703851876,0.5696296297222222,0.6178507593833779,0.169811320754717,8
2311,0.7083333333333334,0.14700079956527878,0.5640404041666667,0.6094727432975869,0.14150943396226418,8
2312,0.75,0.13548387099952702,0.39085648138888895,0.5711572833109919,0.11320754716981132,8
2330,0.5,0.1982404694893233,0.08583333333333333,0.35936103666219843,0.2547169811320755,6
2333,0.625,0.1917888563499798,0.5849305555555555,0.559092940147453,0.14150943396226418,8
2335,0.7083333333333334,0.2029325511326528,0.5476851852777778,0.6360589812332439,0.17924528301886794,8
2336,0.75,0.18005865083403136,0.5716203702777778,0.6363941018766756,0.30188679245283023,8
2353,0.4583333333333333,0.1853372432106363,0.07027777777777779,0.344950848994638,0.0660377358490566,6
2354,0.5,0.1853372432106363,0.07851851852777778,0.3466264522117962,0.2735849056603773,6
2381,0.625,0.16235670478882264,0.1305050505,0.4573279713806969,0.169811320754717,6
2382,0.6666666666666666,0.16539589446695505,0.4701157408333333,0.5455764075067023,0.1320754716981132,8
2404,0.5833333333333334,0.15366568895100666,0.14807870369444445,0.31680071494638073,0.28301886792452835,6
2406,0.6666666666666666,0.20058651031098804,0.4591898147222223,0.4985478105227882,0.3207547169811321,2
2407,0.7083333333333334,0.19765395875604785,0.5920370369444444,0.6084673813672921,0.3867924528301887,2
2408,0.75,0.1736070383985002,0.5830787036111111,0.7128016085790884,0.3679245283018868,2
2452,0.5833333333333334,0.06920821092532745,0.1301388888888889,0.25044682754691683,0.3584905660377359,6
2454,0.6666666666666666,0.14076246337613196,0.2751388888888889,0.3255138516756032,0.3679245283018868,3
2455,0.7083333333333334,0.13020527862292205,0.9388425925,0.4606791778150133,0.1037735849056604,8
2474,0.5,0.07800586488633568,0.435,0.5535075960455763,0.2735849056603773,4
2500,0.5833333333333334,0.04014929385106141,0.15181818180555556,0.3490840035522789,0.30188679245283023,6
2504,0.75,0.06627566007419955,0.33648148138888884,0.3928731010053619,0.37735849056603776,3
2569,0.4583333333333333,0.11085043990870393,0.5321296297222222,0.7945710455764075,0.2358490566037736,4
2576,0.75,0.0785923756196111,0.11328703702777775,0.22017426273458446,0.17924528301886794,1
2577,0.7916666666666666,0.06568914934092415,0.10634259258333333,0.32808310991957107,0.2075471698113208,6
2595,0.5416666666666666,0.12023460389917527,0.5179629630555556,0.7409517426273458,0.2075471698113208,4
2596,0.5833333333333334,0.10909090911650228,0.4961342591666666,0.6715817694369972,0.18867924528301888,4
2597,0.625,0.13958944261339346,0.3581712963888889,0.5504915102546917,0.2924528301886793,2
2619,0.5416666666666666,0.09501466277888906,0.5179629630555556,0.7295576407506701,0.28301886792452835,4
2642,0.5,0.3812316718782949,0.6008101852777777,0.6096961575067024,0.5,5
2644,0.5833333333333334,0.4404692080798755,0.5125231480555555,0.7308981233243966,0.5283018867924528,5
2649,0.7916666666666666,0.5225806452838899,0.0953787878888889,0.38550044684986573,0.5566037735849058,9
2862,0.6666666666666666,0.0785923756196111,0.5696527777777778,0.531166219839142,0.11320754716981132,8
2913,0.7916666666666666,0.14310850419779672,0.5504166666666667,0.6577301159517425,0.16037735849056606,8
3123,0.5416666666666666,0.09736070360055382,0.5120833333333333,0.6615777975871312,0.5377358490566039,2
3176,0.75,0.09736070360055382,0.18752314813888887,0.4139779975871313,0.2641509433962264,6
3199,0.7083333333333334,0.0674486801331258,0.4184722222222223,0.5511382343163538,0.30188679245283023,8
3201,0.7916666666666666,0.07390029327246928,0.14960648147222222,0.40750670241286857,0.2358490566037736,6
3220,0.5833333333333334,0.08035190641181275,0.5525231480555556,0.5941342332439677,0.339622641509434,4
3344,0.75,0.2527859240475745,0.5839583333333334,0.5533958892091152,0.02830188679245283,8
3578,0.625,0.10967741914596538,0.5628703702777778,0.5044682752680965,0.169811320754717,8
3647,0.5,0.4533724343585626,0.1604861111111111,0.24776586239946374,0.30188679245283023,9
3651,0.6666666666666666,0.3806451611450194,0.21643518519444446,0.41298033961126,0.2358490566037736,9
3652,0.7083333333333334,0.322580645002365,0.5262731480555556,0.523793565683646,0.3584905660377359,2
3677,0.75,0.14369501493107212,0.5957870369444445,0.5759606789544235,0.2075471698113208,8
3696,0.5416666666666666,0.10439882676936044,0.18583333333333332,0.24776586239946374,0.2169811320754717,6
3698,0.625,0.100293255155494,0.08761574074999999,0.1813002680965148,0.169811320754717,1
3699,0.6666666666666666,0.09901359626956333,0.14626262625,0.25212243076407503,0.18867924528301888,6
3700,0.7083333333333334,0.09261530254372204,0.5641161616666667,0.3706434316353887,0.4622641509433963,2
3724,0.7083333333333334,0.15366568895100666,0.3136342591666666,0.29557640750670233,0.30188679245283023,3
3741,0.4166666666666667,0.03343108505183134,0.5571296297222221,0.7617292225201071,0.2169811320754717,4
3742,0.4583333333333333,0.0498533722111093,0.5420370369444445,0.6952636280160857,0.169811320754717,4
3767,0.5,0.0281524926752264,0.5392361111111111,0.6428731012064343,0.03773584905660378,4
3768,0.5416666666666666,0.029325513437964933,0.4887037036111112,0.5260277032841822,0.16037735849056606,4
3842,0.6666666666666666,0.0639296185487225,0.1762731481388889,0.33646112600536193,0.3679245283018868,6
3912,0.5833333333333334,0.21407624661913813,0.5801620369444445,0.6091376226541554,0.18867924528301888,4
3915,0.7083333333333334,0.2052785926581299,0.4362962963888888,0.5236818587801608,0.17924528301886794,8
4028,0.4166666666666667,0.08035190641181275,0.5135185186111111,0.7677613941018766,0.16037735849056606,4
4076,0.6666666666666666,0.14956011733714022,0.1033796296388889,0.05864611260053618,0.12264150943396228,1
4077,0.7083333333333334,0.16598240449641816,0.07881944444444444,0.11695710455764075,0.02830188679245283,1
4100,0.6666666666666666,0.21759530820354145,0.12432870369444445,0.1333780160857909,0.4245283018867925,7
4168,0.5,0.17536656919070184,0.5402777777777777,0.6905719390080427,0.30188679245283023,4
4172,0.6666666666666666,0.1771260999829035,0.3533101852777778,0.515862377144772,0.12264150943396228,8
4173,0.7083333333333334,0.1929618771127184,0.1958585858611111,0.41867739054959774,0.14150943396226418,6
4174,0.75,0.1771260999829035,0.12736111111111112,0.3294235924932976,0.11320754716981132,6
