hour,wind_speed,dif_tide_height,tide_variation,drifting,prediction,cluster,p(s|pred),p(drifting),p(~drifting),p(pred|drifting),p(pred|~drifting),p(drifting|pred),p(drifting|pred)*p(s|pred)
0.16666666666666666,0.2169811320754717,0.046808510638297884,0.1038863976083707,0,0,0,0.0,0.0506029794277607,0.9493970205722393,0.985981308411215,0.3721046077210461,0.0,0.0
0.20833333333333331,0.2169811320754717,0.06382978723404256,0.2698056801195815,0,0,0,0.0,0.0506029794277607,0.9493970205722393,0.985981308411215,0.3721046077210461,0.0,0.0
0.25,0.17924528301886794,0.1148936170212766,0.5612855007473841,0,0,0,0.0,0.0506029794277607,0.9493970205722393,0.985981308411215,0.3721046077210461,0.0,0.0
0.2916666666666667,0.2641509433962264,0.10638297872340426,0.4641255605381166,0,0,0,0.0,0.0506029794277607,0.9493970205722393,0.985981308411215,0.3721046077210461,0.0,0.0
0.3333333333333333,0.169811320754717,0.10638297872340426,0.7159940209267563,0,0,0,0.0,0.0506029794277607,0.9493970205722393,0.985981308411215,0.3721046077210461,0.0,0.0
0.375,0.0660377358490566,0.042553191489361715,0.13751868460388642,0,0,0,0.0,0.0506029794277607,0.9493970205722393,0.985981308411215,0.3721046077210461,0.0,0.0
0.4166666666666667,0.14150943396226418,0.025531914893617023,0.12182361733931242,0,1,2,0.3225806451612903,0.0506029794277607,0.9493970205722393,0.985981308411215,0.3721046077210461,0.12375366568914956,0.039920537319080504
0.4583333333333333,0.22641509433962265,0.06382978723404256,0.3692077727952168,0,1,1,0.24164222873900293,0.0506029794277607,0.9493970205722393,0.985981308411215,0.3721046077210461,0.12375366568914956,0.029904111591747575
0.5,0.12264150943396228,0.11063829787234043,0.2705530642750374,0,1,1,0.24164222873900293,0.0506029794277607,0.9493970205722393,0.985981308411215,0.3721046077210461,0.12375366568914956,0.029904111591747575
0.5416666666666666,0.22641509433962265,0.1276595744680851,0.3572496263079223,0,1,1,0.24164222873900293,0.0506029794277607,0.9493970205722393,0.985981308411215,0.3721046077210461,0.12375366568914956,0.029904111591747575
0.5833333333333334,0.2169811320754717,0.12340425531914892,0.4043348281016443,0,1,1,0.24164222873900293,0.0506029794277607,0.9493970205722393,0.985981308411215,0.3721046077210461,0.12375366568914956,0.029904111591747575
0.625,0.2358490566037736,0.10638297872340426,0.4820627802690583,0,1,1,0.24164222873900293,0.0506029794277607,0.9493970205722393,0.985981308411215,0.3721046077210461,0.12375366568914956,0.029904111591747575
0.6666666666666666,0.37735849056603776,0.05106382978723405,0.17189835575485798,0,1,3,0.11495601173020528,0.0506029794277607,0.9493970205722393,0.985981308411215,0.3721046077210461,0.12375366568914956,0.01422622784461778
0.7083333333333334,0.3207547169811321,0.059574468085106386,0.22346786248131545,0,1,4,0.32082111436950145,0.0506029794277607,0.9493970205722393,0.985981308411215,0.3721046077210461,0.12375366568914956,0.039702788933703693
0.75,0.339622641509434,0.0851063829787234,0.336322869955157,0,1,1,0.24164222873900293,0.0506029794277607,0.9493970205722393,0.985981308411215,0.3721046077210461,0.12375366568914956,0.029904111591747575
0.7916666666666666,0.14150943396226418,0.07659574468085106,0.2002989536621824,0,1,4,0.32082111436950145,0.0506029794277607,0.9493970205722393,0.985981308411215,0.3721046077210461,0.12375366568914956,0.039702788933703693
0.8333333333333334,0.18867924528301888,0.13191489361702127,0.6614349775784754,0,0,0,0.0,0.0506029794277607,0.9493970205722393,0.985981308411215,0.3721046077210461,0.0,0.0
0.875,0.17924528301886794,0.059574468085106386,0.19058295964125566,0,0,0,0.0,0.0506029794277607,0.9493970205722393,0.985981308411215,0.3721046077210461,0.0,0.0
0.9166666666666666,0.15094339622641512,0.03829787234042553,0.19805680119581467,0,0,0,0.0,0.0506029794277607,0.9493970205722393,0.985981308411215,0.3721046077210461,0.0,0.0
0.9583333333333334,0.11320754716981132,0.046808510638297884,0.059043348281016435,0,0,0,0.0,0.0506029794277607,0.9493970205722393,0.985981308411215,0.3721046077210461,0.0,0.0
1.0,0.0,0.1021276595744681,0.33333333333333337,0,0,0,0.0,0.0506029794277607,0.9493970205722393,0.985981308411215,0.3721046077210461,0.0,0.0
0.04166666666666666,0.0849056603773585,0.09361702127659577,0.22869955156950675,0,0,0,0.0,0.0506029794277607,0.9493970205722393,0.985981308411215,0.3721046077210461,0.0,0.0
0.08333333333333333,0.0849056603773585,0.11063829787234043,0.6158445440956651,0,0,0,0.0,0.0506029794277607,0.9493970205722393,0.985981308411215,0.3721046077210461,0.0,0.0
0.125,0.169811320754717,0.07659574468085106,0.3325859491778774,0,0,0,0.0,0.0506029794277607,0.9493970205722393,0.985981308411215,0.3721046077210461,0.0,0.0
0.16666666666666666,0.11320754716981132,0.03404255319148936,0.09118086696562032,0,0,0,0.0,0.0506029794277607,0.9493970205722393,0.985981308411215,0.3721046077210461,0.0,0.0
0.20833333333333331,0.12264150943396228,0.059574468085106386,0.2488789237668161,0,0,0,0.0,0.0506029794277607,0.9493970205722393,0.985981308411215,0.3721046077210461,0.0,0.0
0.25,0.18867924528301888,0.06382978723404256,0.17862481315396114,0,0,0,0.0,0.0506029794277607,0.9493970205722393,0.985981308411215,0.3721046077210461,0.0,0.0
0.2916666666666667,0.1037735849056604,0.1021276595744681,0.2825112107623319,0,0,0,0.0,0.0506029794277607,0.9493970205722393,0.985981308411215,0.3721046077210461,0.0,0.0
0.3333333333333333,0.24528301886792456,0.11063829787234043,0.41704035874439466,0,0,0,0.0,0.0506029794277607,0.9493970205722393,0.985981308411215,0.3721046077210461,0.0,0.0
0.375,0.2735849056603773,0.07659574468085106,0.3871449925261585,0,0,0,0.0,0.0506029794277607,0.9493970205722393,0.985981308411215,0.3721046077210461,0.0,0.0
0.4166666666666667,0.2735849056603773,0.05106382978723405,0.11434977578475335,0,1,2,0.3225806451612903,0.0506029794277607,0.9493970205722393,0.985981308411215,0.3721046077210461,0.12375366568914956,0.039920537319080504
0.4583333333333333,0.4245283018867925,0.042553191489361715,0.09267563527653214,0,0,0,0.0,0.0506029794277607,0.9493970205722393,0.985981308411215,0.3721046077210461,0.0,0.0
0.5,0.4056603773584906,0.0851063829787234,0.1853512705530643,0,1,2,0.3225806451612903,0.0506029794277607,0.9493970205722393,0.985981308411215,0.3721046077210461,0.12375366568914956,0.039920537319080504
0.5416666666666666,0.18867924528301888,0.09361702127659577,0.40209267563527656,0,1,1,0.24164222873900293,0.0506029794277607,0.9493970205722393,0.985981308411215,0.3721046077210461,0.12375366568914956,0.029904111591747575
0.5833333333333334,0.6226415094339622,0.10638297872340426,0.6442451420029895,0,0,0,0.0,0.0506029794277607,0.9493970205722393,0.985981308411215,0.3721046077210461,0.0,0.0
0.625,0.4811320754716981,0.09787234042553193,0.3228699551569507,0,0,0,0.0,0.0506029794277607,0.9493970205722393,0.985981308411215,0.3721046077210461,0.0,0.0
0.6666666666666666,0.2641509433962264,0.042553191489361715,0.18385650224215247,0,1,4,0.32082111436950145,0.0506029794277607,0.9493970205722393,0.985981308411215,0.3721046077210461,0.12375366568914956,0.039702788933703693
0.7083333333333334,0.16037735849056606,0.05531914893617021,0.22571001494768314,0,1,4,0.32082111436950145,0.0506029794277607,0.9493970205722393,0.985981308411215,0.3721046077210461,0.12375366568914956,0.039702788933703693
0.75,0.2641509433962264,0.09787234042553193,0.15620328849028406,0,1,4,0.32082111436950145,0.0506029794277607,0.9493970205722393,0.985981308411215,0.3721046077210461,0.12375366568914956,0.039702788933703693
0.7916666666666666,0.2735849056603773,0.11914893617021274,0.3849028400597908,0,1,1,0.24164222873900293,0.0506029794277607,0.9493970205722393,0.985981308411215,0.3721046077210461,0.12375366568914956,0.029904111591747575
0.8333333333333334,0.19811320754716985,0.13191489361702127,0.4080717488789238,0,0,0,0.0,0.0506029794277607,0.9493970205722393,0.985981308411215,0.3721046077210461,0.0,0.0
0.875,0.2924528301886793,0.10638297872340426,0.6449925261584454,0,0,0,0.0,0.0506029794277607,0.9493970205722393,0.985981308411215,0.3721046077210461,0.0,0.0
0.9166666666666666,0.2075471698113208,0.0851063829787234,0.5082212257100149,0,0,0,0.0,0.0506029794277607,0.9493970205722393,0.985981308411215,0.3721046077210461,0.0,0.0
0.9583333333333334,0.05660377358490566,0.06808510638297872,0.19058295964125566,0,0,0,0.0,0.0506029794277607,0.9493970205722393,0.985981308411215,0.3721046077210461,0.0,0.0
1.0,0.0849056603773585,0.0851063829787234,0.20254110612855009,0,0,0,0.0,0.0506029794277607,0.9493970205722393,0.985981308411215,0.3721046077210461,0.0,0.0
0.04166666666666666,0.03773584905660378,0.1021276595744681,0.6225710014947683,0,0,0,0.0,0.0506029794277607,0.9493970205722393,0.985981308411215,0.3721046077210461,0.0,0.0
0.08333333333333333,0.12264150943396228,0.13191489361702127,0.6061285500747384,0,0,0,0.0,0.0506029794277607,0.9493970205722393,0.985981308411215,0.3721046077210461,0.0,0.0
0.125,0.2641509433962264,0.09361702127659577,0.3886397608370703,0,0,0,0.0,0.0506029794277607,0.9493970205722393,0.985981308411215,0.3721046077210461,0.0,0.0
0.16666666666666666,0.0849056603773585,0.0723404255319149,0.4932735426008969,0,0,0,0.0,0.0506029794277607,0.9493970205722393,0.985981308411215,0.3721046077210461,0.0,0.0
