,hour,current_speed,wind_speed,cluster
774,0.5833333333333334,0.19408017981685394,0.5283018867924528,1
775,0.625,0.2139378043593624,0.6698113207547169,1
776,0.6666666666666666,0.15766204569524506,0.6886792452830189,1
777,0.7083333333333334,0.1637317347155132,0.6509433962264152,1
779,0.7916666666666666,0.39932559002073614,0.5188679245283019,1
796,0.5,0.11412514047050835,0.5660377358490567,1
801,0.7083333333333334,0.1839640314497404,0.2641509433962264,1
822,0.5833333333333334,0.10168602473054987,0.4528301886792453,1
823,0.625,0.1706257024316727,0.5188679245283019,1
824,0.6666666666666666,0.237991757143388,0.4622641509433963,1
825,0.7083333333333334,0.15301611085963393,0.14150943396226418,1
826,0.75,0.1282877481844674,0.4245283018867925,1
843,0.4583333333333333,0.2867740726025801,0.4056603773584906,1
846,0.5833333333333334,0.07560884227310155,0.3962264150943397,1
847,0.625,0.17452229297376767,0.4905660377358491,1
848,0.6666666666666666,0.26908954653824485,0.3584905660377359,1
849,0.7083333333333334,0.3208692393513441,0.19811320754716985,1
850,0.75,0.3292618957444572,0.19811320754716985,1
851,0.7916666666666666,0.23626826516938745,0.169811320754717,1
867,0.4583333333333333,0.2803297113905933,0.15094339622641512,1
872,0.6666666666666666,0.03499437990997546,0.17924528301886794,1
873,0.7083333333333334,0.2130385911711745,0.2169811320754717,1
874,0.75,0.3881603595707629,0.4433962264150944,1
892,0.5,0.30228550009882105,0.16037735849056606,1
894,0.5833333333333334,0.2728362681856681,0.1037735849056604,1
895,0.625,0.14185088040966073,0.2924528301886793,1
897,0.7083333333333334,0.209441738418423,0.22641509433962265,1
898,0.75,0.3730236042662408,0.2735849056603773,1
918,0.5833333333333334,0.32716373166865925,0.05660377358490566,1
921,0.7083333333333334,0.08857249900952917,0.3113207547169811,1
922,0.75,0.3132259272517472,0.169811320754717,1
943,0.625,0.3246159609088461,0.12264150943396228,1
944,0.6666666666666666,0.27223679269690243,0.15094339622641512,1
964,0.5,0.28812289238486194,0.07547169811320756,1
965,0.5416666666666666,0.1958786061932297,0.24528301886792456,1
969,0.7083333333333334,0.17819408012889434,0.14150943396226418,1
970,0.75,0.059722742585141986,0.22641509433962265,1
988,0.5,0.4437617083437394,0.33018867924528306,1
990,0.5833333333333334,0.2654926937854933,0.2641509433962264,1
991,0.625,0.41333832884002336,0.28301886792452835,1
992,0.6666666666666666,0.439040839105753,0.17924528301886794,1
993,0.7083333333333334,0.32511325304807354,0.14150943396226418,1
994,0.75,0.1680779317617808,0.17924528301886794,1
1018,0.75,0.22540277250875776,0.15094339622641512,1
1019,0.7916666666666666,0.07628325216424245,0.2641509433962264,1
1035,0.4583333333333333,0.4723117270687043,0.0660377358490566,1
1039,0.625,0.25762457838884945,0.16037735849056606,1
1040,0.6666666666666666,0.3720494565857565,0.19811320754716985,1
1041,0.7083333333333334,0.38493817900973015,0.22641509433962265,1
1064,0.6666666666666666,0.2712626451063393,0.3490566037735849,1
1065,0.7083333333333334,0.3055076806598538,0.3679245283018868,1
1089,0.7083333333333334,0.28077931798468725,0.2358490566037736,1
1090,0.75,0.280479580285265,0.03773584905660378,1
1138,0.75,0.15691270131180762,0.33018867924528306,1
1157,0.5416666666666666,0.1484451105163193,0.1037735849056604,1
1182,0.5833333333333334,0.1446983888688961,0.2169811320754717,1
1183,0.625,0.20562008236862453,0.2735849056603773,1
1184,0.6666666666666666,0.2499812662892525,0.22641509433962265,1
1186,0.75,0.1965530160843706,0.19811320754716985,1
1205,0.5416666666666666,0.02937429748380125,0.17924528301886794,1
1207,0.625,0.15773698009762027,0.169811320754717,1
1209,0.7083333333333334,0.2760584487467008,0.169811320754717,1
1232,0.6666666666666666,0.18471337574325647,0.4905660377358491,1
1278,0.5833333333333334,0.3124016484659345,0.19811320754716985,1
1302,0.5833333333333334,0.3784188833953681,0.2735849056603773,1
1303,0.625,0.3116523041724184,0.24528301886792456,1
1326,0.5833333333333334,0.4056950167404265,0.169811320754717,1
1328,0.6666666666666666,0.330161108932645,0.18867924528301888,1
1329,0.7083333333333334,0.16403147241493538,0.09433962264150944,1
1350,0.5833333333333334,0.36425627568140906,0.169811320754717,1
1351,0.625,0.549943799042205,0.16037735849056606,1
1352,0.6666666666666666,0.5010116146883411,0.0660377358490566,1
1353,0.7083333333333334,0.35623829139009344,0.2547169811320755,1
1375,0.625,0.4381416259175652,0.22641509433962265,1
1544,0.6666666666666666,0.05485200447946029,0.30188679245283023,1
1545,0.7083333333333334,0.2643686773002585,0.12264150943396228,1
1555,0.75,0.07695766205538335,0.0849056603773585,1
1647,0.5833333333333334,0.4029224427734876,0.16037735849056606,1
1651,0.75,0.34312476575899403,0.2075471698113208,1
1695,0.5833333333333334,0.35541401260428074,0.28301886792452835,1
1697,0.6666666666666666,0.2355189208758713,0.33018867924528306,1
1698,0.7083333333333334,0.10191082802759684,0.24528301886792456,1
1699,0.75,0.17871862112536352,0.2641509433962264,1
1719,0.5833333333333334,0.027882421057126638,0.5566037735849058,1
1722,0.7083333333333334,0.06796553014652823,0.6037735849056605,1
1862,0.5416666666666666,0.3682278005359579,0.5377358490566039,1
1961,0.6666666666666666,0.43848418333971695,0.2547169811320755,1
1985,0.6666666666666666,0.414162607625836,0.18867924528301888,1
1986,0.7083333333333334,0.4052004494869231,0.2641509433962264,1
2056,0.625,0.14050206062737888,0.3113207547169811,1
2060,0.7916666666666666,0.410325964659594,0.33018867924528306,1
2083,0.75,0.20134881972473212,0.3207547169811321,1
2084,0.7916666666666666,0.3247208691441084,0.3207547169811321,1
2102,0.6666666666666666,0.19190708124875944,0.15094339622641512,1
2159,0.7083333333333334,0.050281004109169324,0.4056603773584906,1
2160,0.7916666666666666,0.2759835143443256,0.3679245283018868,1
2173,0.7083333333333334,0.7217234917290547,0.37735849056603776,1
2216,0.75,0.4415886098655661,0.4245283018867925,1
2260,0.5833333333333334,0.2481079055105016,0.3490566037735849,1
2263,0.7083333333333334,0.1378044210628153,0.2547169811320755,1
2264,0.75,0.2561258898018172,0.12264150943396228,1
2282,0.5,0.03506931433932707,0.2358490566037736,1
2285,0.625,0.22555264140342954,0.05660377358490566,1
2287,0.7083333333333334,0.13563132258464214,0.05660377358490566,1
2305,0.4583333333333333,0.08520044955382466,0.2169811320754717,1
2307,0.5416666666666666,0.030573248398387712,0.2075471698113208,1
2309,0.625,0.25170475826325306,0.16037735849056606,1
2310,0.6666666666666666,0.22165605086133447,0.169811320754717,1
2311,0.7083333333333334,0.14240948261256392,0.14150943396226418,1
2312,0.75,0.0754589733784298,0.11320754716981132,1
2330,0.5,0.07785687524357124,0.2547169811320755,1
2333,0.625,0.18688647431135091,0.14150943396226418,1
2335,0.7083333333333334,0.21153990249422092,0.17924528301886794,1
2336,0.75,0.16433121011435756,0.30188679245283023,1
2353,0.4583333333333333,0.17272386659739195,0.0660377358490566,1
2354,0.5,0.1532409141566809,0.2735849056603773,1
2381,0.625,0.0482373377748311,0.169811320754717,1
2382,0.6666666666666666,0.039115773686172514,0.1320754716981132,1
2404,0.5833333333333334,0.19452978641094787,0.28301886792452835,1
2406,0.6666666666666666,0.032146871477716485,0.3207547169811321,1
2407,0.7083333333333334,0.2307231172355098,0.3867924528301887,1
2408,0.75,0.4022480328823467,0.3679245283018868,1
2452,0.5833333333333334,0.28984638435886245,0.3584905660377359,1
2454,0.6666666666666666,0.19527913070446398,0.3679245283018868,1
2455,0.7083333333333334,0.1204196327878235,0.1037735849056604,1
2474,0.5,0.1668040463818742,0.2735849056603773,1
2500,0.5833333333333334,0.34931026246749985,0.30188679245283023,1
2504,0.75,0.11719745222679072,0.37735849056603776,1
2569,0.4583333333333333,0.5027351066623417,0.2358490566037736,1
2576,0.75,0.3517422254491541,0.17924528301886794,1
2577,0.7916666666666666,0.2368677406581532,0.2075471698113208,1
2595,0.5416666666666666,0.502360434470623,0.2075471698113208,1
2596,0.5833333333333334,0.35031847126449706,0.18867924528301888,1
2597,0.625,0.17032596473225048,0.2924528301886793,1
2619,0.5416666666666666,0.42450355928999656,0.28301886792452835,1
2642,0.5,0.22307980513591288,0.5,1
2644,0.5833333333333334,0.3182465341891557,0.5283018867924528,1
2649,0.7916666666666666,0.3859327632881852,0.5566037735849058,1
2862,0.6666666666666666,0.33143499431255163,0.11320754716981132,1
2913,0.7916666666666666,0.3165979767074517,0.16037735849056606,1
3123,0.5416666666666666,0.3656800298660661,0.5377358490566039,1
3176,0.75,0.2035219182928266,0.2641509433962264,1
3199,0.7083333333333334,0.16815286616415606,0.30188679245283023,1
3201,0.7916666666666666,0.2450355937542192,0.2358490566037736,1
3220,0.5833333333333334,0.23964031462509205,0.339622641509434,1
3344,0.75,0.3428250279696505,0.02830188679245283,1
3578,0.625,0.15533907823247886,0.169811320754717,1
3647,0.5,0.2337204944994956,0.30188679245283023,1
3651,0.6666666666666666,0.08542525285087163,0.2358490566037736,1
3652,0.7083333333333334,0.1123267140941326,0.3584905660377359,1
3677,0.75,0.1585612588834329,0.2075471698113208,1
3696,0.5416666666666666,0.2552266766136293,0.2169811320754717,1
3698,0.625,0.2338703633941673,0.169811320754717,1
3699,0.6666666666666666,0.16415409236244413,0.18867924528301888,1
3700,0.7083333333333334,0.037692019474539096,0.4622641509433963,1
3724,0.7083333333333334,0.05500187334715567,0.30188679245283023,1
3741,0.4166666666666667,0.4866991380797103,0.2169811320754717,1
3742,0.4583333333333333,0.4979393029320588,0.169811320754717,1
3767,0.5,0.3602098163345636,0.03773584905660378,1
3768,0.5416666666666666,0.182540277175162,0.16037735849056606,1
3842,0.6666666666666666,0.25530161101600457,0.3679245283018868,1
3912,0.5833333333333334,0.3480704382940273,0.18867924528301888,1
3915,0.7083333333333334,0.14432371667717736,0.17924528301886794,1
4028,0.4166666666666667,0.5092544022767037,0.16037735849056606,1
4076,0.6666666666666666,0.5146496814058309,0.12264150943396228,1
4077,0.7083333333333334,0.33008617453026984,0.02830188679245283,1
4100,0.6666666666666666,0.6189584112356243,0.4245283018867925,1
4168,0.5,0.4368677406275798,0.30188679245283023,1
4172,0.6666666666666666,0.1880104907965858,0.12264150943396228,1
4173,0.7083333333333334,0.2575905172723367,0.14150943396226418,1
4174,0.75,0.3617834394138924,0.11320754716981132,1
