hour,wind_dir,current_dir,wave_height,water_temp,dif_tide_height,tide_variation,drowning,prediction,cluster,p(s|pred),p(drowning),p(~drowning),p(pred|drowning),p(pred|~drowning),p(drowning|pred),p(drowning|pred)*p(s|pred)
0.6666666666666666,0.6547222222222222,0.1297453703611111,0.13958944261339346,0.2689304658276168,0.08085106382978724,0.42301943198804187,0,0,0,0.0,0.008039725703475999,0.991960274296524,0.9117647058823529,0.020738974970202623,0.0,0.0
0.7083333333333334,0.6675,0.5454861111111111,0.10733137832430062,0.2764437243006612,0.0723404255319149,0.2705530642750374,0,0,0,0.0,0.008039725703475999,0.991960274296524,0.9117647058823529,0.020738974970202623,0.0,0.0
0.75,0.9844444444444445,0.5774537036111111,0.0991202343927555,0.2870506777510464,0.09361702127659577,0.21898355754858,0,0,0,0.0,0.008039725703475999,0.991960274296524,0.9117647058823529,0.020738974970202623,0.0,0.0
0.7916666666666666,0.7716666666666667,0.5629861111111112,0.09677419357109072,0.28312831453539444,0.059574468085106386,0.2877428998505232,0,0,0,0.0,0.008039725703475999,0.991960274296524,0.9117647058823529,0.020738974970202623,0.0,0.0
0.8333333333333334,0.6775,0.5721296297222221,0.07800586488633568,0.2618591633063816,0.021276595744680854,0.06576980568011959,0,0,0,0.0,0.008039725703475999,0.991960274296524,0.9117647058823529,0.020738974970202623,0.0,0.0
0.875,0.8038888888888889,0.5340046297222222,0.07976539567853735,0.2718584264943602,0.029787234042553193,0.0695067264573991,0,0,0,0.0,0.008039725703475999,0.991960274296524,0.9117647058823529,0.020738974970202623,0.0,0.0
0.9166666666666666,0.6905555555555556,0.5113657408333333,0.08445747802567917,0.2266131406825613,0.05531914893617021,0.2683109118086697,0,0,0,0.0,0.008039725703475999,0.991960274296524,0.9117647058823529,0.020738974970202623,0.0,0.0
0.9583333333333334,0.07583333333333334,0.3411574075,0.10205278594769564,0.20059295799958554,0.09787234042553193,0.3034379671150972,0,0,0,0.0,0.008039725703475999,0.991960274296524,0.9117647058823529,0.020738974970202623,0.0,0.0
1.0,0.5641666666666667,0.13199074075,0.11143694993816702,0.2215858869244509,0.09361702127659577,0.4730941704035875,0,0,0,0.0,0.008039725703475999,0.991960274296524,0.9117647058823529,0.020738974970202623,0.0,0.0
0.04166666666666666,0.0,0.07393518519444445,0.1178885630775105,0.21164186806471494,0.0851063829787234,0.2017937219730942,0,0,0,0.0,0.008039725703475999,0.991960274296524,0.9117647058823529,0.020738974970202623,0.0,0.0
0.08333333333333333,0.5775,0.05303240741666666,0.11847507310697365,0.2053439894535487,0.029787234042553193,0.09118086696562032,0,0,0,0.0,0.008039725703475999,0.991960274296524,0.9117647058823529,0.020738974970202623,0.0,0.0
0.125,0.5594444444444444,0.046180555555555565,0.12316715545411548,0.21396213913198656,0.03404255319148936,0.09940209267563528,0,0,0,0.0,0.008039725703475999,0.991960274296524,0.9117647058823529,0.020738974970202623,0.0,0.0
0.16666666666666666,0.5725,0.4281944444444444,0.13020527862292205,0.19810695328465155,0.07659574468085106,0.2653213751868461,0,0,0,0.0,0.008039725703475999,0.991960274296524,0.9117647058823529,0.020738974970202623,0.0,0.0
0.20833333333333331,0.32166666666666666,0.9085648147222222,0.13782991182119178,0.20269225109095254,0.10638297872340426,0.5874439461883408,0,0,0,0.0,0.008039725703475999,0.991960274296524,0.9117647058823529,0.020738974970202623,0.0,0.0
0.25,0.37,0.7383101852777778,0.12082111463245072,0.21716632276581227,0.08936170212765958,0.39910313901345296,0,0,0,0.0,0.008039725703475999,0.991960274296524,0.9117647058823529,0.020738974970202623,0.0,0.0
0.2916666666666667,0.3575,0.6242592591666667,0.10850439908703913,0.2255634944683453,0.05531914893617021,0.2354260089686099,0,0,0,0.0,0.008039725703475999,0.991960274296524,0.9117647058823529,0.020738974970202623,0.0,0.0
0.3333333333333333,0.4688888888888889,0.5852083333333333,0.1032258067104342,0.22876767810217105,0.03404255319148936,0.08893871449925261,0,0,0,0.0,0.008039725703475999,0.991960274296524,0.9117647058823529,0.020738974970202623,0.0,0.0
0.375,0.5902777777777778,0.5472685186111111,0.1173020530480474,0.2253977608206832,0.025531914893617023,0.04334828101644245,0,0,0,0.0,0.008039725703475999,0.991960274296524,0.9117647058823529,0.020738974970202623,0.0,0.0
0.4166666666666667,0.5763888888888888,0.5394675925000001,0.11085043990870393,0.20390763095283093,0.059574468085106386,0.26307922272047835,0,0,0,0.0,0.008039725703475999,0.991960274296524,0.9117647058823529,0.020738974970202623,0.0,0.0
0.4583333333333333,0.03388888888888888,0.4956018519444444,0.09032258043174723,0.19871464354705812,0.0723404255319149,0.4125560538116592,0,0,0,0.0,0.008039725703475999,0.991960274296524,0.9117647058823529,0.020738974970202623,0.0,0.0
0.5,0.007222222222222224,0.2754545454444444,0.09005598477186064,0.2029785181800172,0.1021276595744681,0.23617339312406574,0,0,0,0.0,0.008039725703475999,0.991960274296524,0.9117647058823529,0.020738974970202623,0.0,0.0
0.5416666666666666,0.6283333333333333,0.11479166666666668,0.08387096799621603,0.21567471993685186,0.059574468085106386,0.2787742899850523,0,0,0,0.0,0.008039725703475999,0.991960274296524,0.9117647058823529,0.020738974970202623,0.0,0.0
0.5833333333333334,0.6055555555555555,0.06962962963888887,0.07800586488633568,0.22059148503847734,0.029787234042553193,0.08669656203288491,0,0,0,0.0,0.008039725703475999,0.991960274296524,0.9117647058823529,0.020738974970202623,0.0,0.0
0.625,0.7369444444444445,0.04243055555555556,0.0785923756196111,0.2228012667863295,0.05106382978723405,0.2772795216741405,0,0,0,0.0,0.008039725703475999,0.991960274296524,0.9117647058823529,0.020738974970202623,0.0,0.0
0.6666666666666666,0.0325,0.4978009258333334,0.0639296185487225,0.2227460224580866,0.11063829787234043,0.2301943198804185,0,0,0,0.0,0.008039725703475999,0.991960274296524,0.9117647058823529,0.020738974970202623,0.0,0.0
0.7083333333333334,0.9391666666666668,0.8841919191666666,0.06574246875442638,0.2852426741412031,0.10638297872340426,0.6053811659192825,0,0,0,0.0,0.008039725703475999,0.991960274296524,0.9117647058823529,0.020738974970202623,0.0,0.0
0.75,0.8225,0.7166666666666667,0.0645161292819979,0.2941219802722812,0.1276595744680851,0.4110612855007474,0,0,0,0.0,0.008039725703475999,0.991960274296524,0.9117647058823529,0.020738974970202623,0.0,0.0
0.7916666666666666,0.5677777777777778,0.6100462963888889,0.1360703810289901,0.28207866832117845,0.1148936170212766,0.4372197309417041,0,0,0,0.0,0.008039725703475999,0.991960274296524,0.9117647058823529,0.020738974970202623,0.0,0.0
0.8333333333333334,0.5808333333333333,0.5667129630555555,0.11495601152257033,0.26865424286053474,0.05531914893617021,0.15919282511210764,0,0,0,0.0,0.008039725703475999,0.991960274296524,0.9117647058823529,0.020738974970202623,0.0,0.0
0.875,0.6466666666666667,0.5374537036111111,0.11554252225584576,0.2312536828171048,0.05106382978723405,0.19357249626307926,0,0,0,0.0,0.008039725703475999,0.991960274296524,0.9117647058823529,0.020738974970202623,0.0,0.0
0.9166666666666666,0.9686111111111112,0.5294675925,0.11260997070090555,0.2060621683724404,0.09361702127659577,0.20553064275037367,0,0,0,0.0,0.008039725703475999,0.991960274296524,0.9117647058823529,0.020738974970202623,0.0,0.0
0.9583333333333334,0.9511111111111109,0.4659953702777778,0.11085043990870393,0.2093768413256858,0.08085106382978724,0.2608370702541106,0,0,0,0.0,0.008039725703475999,0.991960274296524,0.9117647058823529,0.020738974970202623,0.0,0.0
1.0,0.026111111111111116,0.2268055555555556,0.1102639298792408,0.20661461430660436,0.1276595744680851,0.3071748878923767,0,0,0,0.0,0.008039725703475999,0.991960274296524,0.9117647058823529,0.020738974970202623,0.0,0.0
0.04166666666666666,0.021111111111111112,0.1075,0.08914956037282099,0.22097819666204452,0.09361702127659577,0.3759342301943199,0,0,0,0.0,0.008039725703475999,0.991960274296524,0.9117647058823529,0.020738974970202623,0.0,0.0
0.08333333333333333,0.07333333333333332,0.06534722222222222,0.0674486801331258,0.22495580420593875,0.09361702127659577,0.3587443946188341,0,0,0,0.0,0.008039725703475999,0.991960274296524,0.9117647058823529,0.020738974970202623,0.0,0.0
0.125,0.03,0.04905092591666667,0.0609970676975946,0.23335297590847184,0.05106382978723405,0.2623318385650225,0,0,0,0.0,0.008039725703475999,0.991960274296524,0.9117647058823529,0.020738974970202623,0.0,0.0
0.16666666666666666,0.10694444444444444,0.023888888888888887,0.059237536905392976,0.21108942279348544,0.0851063829787234,0.15994020926756355,0,0,0,0.0,0.008039725703475999,0.991960274296524,0.9117647058823529,0.020738974970202623,0.0,0.0
0.20833333333333331,0.16055555555555553,0.88,0.06979472165860287,0.21059222185049875,0.09787234042553193,0.3243647234678625,0,0,0,0.0,0.008039725703475999,0.991960274296524,0.9117647058823529,0.020738974970202623,0.0,0.0
0.25,0.9447222222222222,0.7860185186111109,0.10850439908703913,0.2120838246794592,0.09361702127659577,0.5082212257100149,0,0,0,0.0,0.008039725703475999,0.991960274296524,0.9117647058823529,0.020738974970202623,0.0,0.0
0.2916666666666667,0.0,0.6606481480555556,0.11202346067144243,0.22026001774315285,0.09787234042553193,0.20553064275037367,0,0,0,0.0,0.008039725703475999,0.991960274296524,0.9117647058823529,0.020738974970202623,0.0,0.0
0.3333333333333333,0.0061111111111111106,0.5980324075,0.12375366548357858,0.2278285212073745,0.05106382978723405,0.4715994020926757,0,0,0,0.0,0.008039725703475999,0.991960274296524,0.9117647058823529,0.020738974970202623,0.0,0.0
0.375,0.0,0.5656018519444445,0.1143695014931072,0.2317508837600917,0.029787234042553193,0.1539611360239163,0,0,0,0.0,0.008039725703475999,0.991960274296524,0.9117647058823529,0.020738974970202623,0.0,0.0
0.4166666666666667,0.6827777777777778,0.5442129630555554,0.08680351884734391,0.21965232748074648,0.042553191489361715,0.07623318385650224,0,0,0,0.0,0.008039725703475999,0.991960274296524,0.9117647058823529,0.020738974970202623,0.0,0.0
0.4583333333333333,0.7602777777777777,0.5278240741666667,0.11085043990870393,0.2176082793805567,0.07659574468085106,0.2944693572496263,0,0,0,0.0,0.008039725703475999,0.991960274296524,0.9117647058823529,0.020738974970202623,0.0,0.0
0.5,0.8330555555555554,0.4694675925,0.1214076246619138,0.2269446079778861,0.10638297872340426,0.4992526158445441,0,0,0,0.0,0.008039725703475999,0.991960274296524,0.9117647058823529,0.020738974970202623,0.0,0.0
0.5416666666666666,0.9652777777777778,0.20671296297222225,0.10205278594769564,0.22097819666204452,0.09361702127659577,0.22047832585949176,0,0,0,0.0,0.008039725703475999,0.991960274296524,0.9117647058823529,0.020738974970202623,0.0,0.0
0.5833333333333334,0.8402777777777778,0.12,0.1102639298792408,0.25561652902345805,0.07659574468085106,0.13826606875934233,0,0,0,0.0,0.008039725703475999,0.991960274296524,0.9117647058823529,0.020738974970202623,0.0,0.0
0.625,0.9077777777777778,0.08307870369444445,0.10498533750263583,0.2643451680213158,0.03829787234042553,0.10837070254110613,0,0,0,0.0,0.008039725703475999,0.991960274296524,0.9117647058823529,0.020738974970202623,0.0,0.0
0.6666666666666666,0.7822222222222223,0.06065656566666666,0.1118101837212458,0.2727674503602735,0.059574468085106386,0.1681614349775785,0,0,0,0.0,0.008039725703475999,0.991960274296524,0.9117647058823529,0.020738974970202623,0.0,0.0
0.7083333333333334,0.6411111111111112,0.03407407408333333,0.09090909116502266,0.269759134065928,0.07659574468085106,0.21898355754858,0,0,0,0.0,0.008039725703475999,0.991960274296524,0.9117647058823529,0.020738974970202623,0.0,0.0
0.75,0.6277777777777778,0.7336574075,0.1032258067104342,0.29113877461436033,0.0723404255319149,0.3176382660687594,0,0,0,0.0,0.008039725703475999,0.991960274296524,0.9117647058823529,0.020738974970202623,0.0,0.0
0.7916666666666666,0.6436111111111111,0.5787962963888889,0.08973607040228412,0.29655273999603793,0.08936170212765958,0.2862481315396114,0,0,0,0.0,0.008039725703475999,0.991960274296524,0.9117647058823529,0.020738974970202623,0.0,0.0
0.8333333333333334,0.0,0.5603030302777778,0.0977339373836326,0.2626426313384336,0.0851063829787234,0.18011958146487295,0,0,0,0.0,0.008039725703475999,0.991960274296524,0.9117647058823529,0.020738974970202623,0.0,0.0
0.875,0.08416666666666668,0.55989899,0.082378032863901,0.2520356778880484,0.06382978723404256,0.4147982062780269,0,0,0,0.0,0.008039725703475999,0.991960274296524,0.9117647058823529,0.020738974970202623,0.0,0.0
0.9166666666666666,0.0,0.5432175925,0.09149560119448576,0.22108868598146406,0.046808510638297884,0.14424514200298955,0,0,0,0.0,0.008039725703475999,0.991960274296524,0.9117647058823529,0.020738974970202623,0.0,0.0
0.9583333333333334,0.1625,0.5218939394444444,0.0964542792015142,0.21635774343440128,0.06382978723404256,0.19880418535127056,0,0,0,0.0,0.008039725703475999,0.991960274296524,0.9117647058823529,0.020738974970202623,0.0,0.0
1.0,0.4569444444444444,0.3741435186111111,0.10674486829483748,0.2177187686999762,0.13617021276595745,0.8161434977578476,0,0,0,0.0,0.008039725703475999,0.991960274296524,0.9117647058823529,0.020738974970202623,0.0,0.0
0.04166666666666666,0.5341666666666667,0.14098484847222226,0.10989069609616203,0.2149113408117005,0.14468085106382975,0.33482810164424515,0,0,0,0.0,0.008039725703475999,0.991960274296524,0.9117647058823529,0.020738974970202623,0.0,0.0
0.08333333333333333,0.15083333333333332,0.07250000000000001,0.10498533750263583,0.2145698293943932,0.09787234042553193,0.2212257100149477,0,0,0,0.0,0.008039725703475999,0.991960274296524,0.9117647058823529,0.020738974970202623,0.0,0.0
0.125,0.2716666666666667,0.054745370361111115,0.0961876835416276,0.216890100461665,0.05106382978723405,0.1210762331838565,0,0,0,0.0,0.008039725703475999,0.991960274296524,0.9117647058823529,0.020738974970202623,0.0,0.0
0.16666666666666666,0.14222222222222222,0.033472222222222216,0.10381231673989733,0.21744254573289434,0.046808510638297884,0.1038863976083707,0,0,0,0.0,0.008039725703475999,0.991960274296524,0.9117647058823529,0.020738974970202623,0.0,0.0
0.20833333333333331,0.08555555555555555,0.014675925925,0.0997067451260309,0.2289886567410102,0.06382978723404256,0.2698056801195815,0,0,0,0.0,0.008039725703475999,0.991960274296524,0.9117647058823529,0.020738974970202623,0.0,0.0
0.25,0.16166666666666668,0.8891435186111109,0.10674486829483748,0.2351208017045141,0.1148936170212766,0.5612855007473841,0,0,0,0.0,0.008039725703475999,0.991960274296524,0.9117647058823529,0.020738974970202623,0.0,0.0
0.2916666666666667,0.12194444444444445,0.7167824075,0.09032258043174723,0.23849071898600216,0.10638297872340426,0.4641255605381166,0,0,0,0.0,0.008039725703475999,0.991960274296524,0.9117647058823529,0.020738974970202623,0.0,0.0
0.3333333333333333,0.09388888888888887,0.6157407408333333,0.08093841644127586,0.2351760460327568,0.10638297872340426,0.7159940209267563,0,0,0,0.0,0.008039725703475999,0.991960274296524,0.9117647058823529,0.020738974970202623,0.0,0.0
0.375,0.5025000000000001,0.5836805555555555,0.07565982406467092,0.23650191521405506,0.042553191489361715,0.13751868460388642,0,0,0,0.0,0.008039725703475999,0.991960274296524,0.9117647058823529,0.020738974970202623,0.0,0.0
0.4166666666666667,0.9680555555555556,0.5391898147222223,0.06920821092532745,0.2376620507476908,0.025531914893617023,0.12182361733931242,0,0,0,0.0,0.008039725703475999,0.991960274296524,0.9117647058823529,0.020738974970202623,0.0,0.0
0.4583333333333333,0.9455555555555556,0.5583333333333333,0.07038123168806598,0.21020550956399695,0.06382978723404256,0.3692077727952168,0,0,0,0.0,0.008039725703475999,0.991960274296524,0.9117647058823529,0.020738974970202623,0.0,0.0
0.5,0.7138888888888889,0.518981481388889,0.08035190641181275,0.21556423128036692,0.11063829787234043,0.2705530642750374,0,0,0,0.0,0.008039725703475999,0.991960274296524,0.9117647058823529,0.020738974970202623,0.0,0.0
0.5416666666666666,0.7144444444444444,0.35006944444444443,0.07390029327246928,0.21666912182282536,0.1276595744680851,0.3572496263079223,0,0,0,0.0,0.008039725703475999,0.991960274296524,0.9117647058823529,0.020738974970202623,0.0,0.0
0.5833333333333334,0.8316666666666666,0.14740740741666666,0.08269794723347751,0.21070271050698386,0.12340425531914892,0.4043348281016443,0,0,0,0.0,0.008039725703475999,0.991960274296524,0.9117647058823529,0.020738974970202623,0.0,0.0
0.625,0.7941666666666666,0.09151515152777777,0.09069581421482599,0.28596587545255336,0.10638297872340426,0.4820627802690583,0,0,0,0.0,0.008039725703475999,0.991960274296524,0.9117647058823529,0.020738974970202623,0.0,0.0
0.6666666666666666,0.8469444444444444,0.08023148147222223,0.10733137832430062,0.2735710079621603,0.05106382978723405,0.17189835575485798,0,0,0,0.0,0.008039725703475999,0.991960274296524,0.9117647058823529,0.020738974970202623,0.0,0.0
0.7083333333333334,0.9933333333333334,0.07337962963888889,0.10967741914596538,0.2598151152061918,0.059574468085106386,0.22346786248131545,0,0,0,0.0,0.008039725703475999,0.991960274296524,0.9117647058823529,0.020738974970202623,0.0,0.0
0.75,0.0019444444444444446,0.3032870369444444,0.09853372436329236,0.2799793752298112,0.0851063829787234,0.336322869955157,0,0,0,0.0,0.008039725703475999,0.991960274296524,0.9117647058823529,0.020738974970202623,0.0,0.0
0.7916666666666666,0.14833333333333332,0.6022222222222222,0.08387096799621603,0.2737919859380651,0.07659574468085106,0.2002989536621824,0,0,0,0.0,0.008039725703475999,0.991960274296524,0.9117647058823529,0.020738974970202623,0.0,0.0
0.8333333333333334,0.042222222222222223,0.5653703702777778,0.0645161292819979,0.2721346494614423,0.13191489361702127,0.6614349775784754,0,0,0,0.0,0.008039725703475999,0.991960274296524,0.9117647058823529,0.020738974970202623,0.0,0.0
0.875,0.11611111111111112,0.5678787877777778,0.07086110359433692,0.2501071408368025,0.059574468085106386,0.19058295964125566,0,0,0,0.0,0.008039725703475999,0.991960274296524,0.9117647058823529,0.020738974970202623,0.0,0.0
0.9166666666666666,0.1622222222222222,0.5429861111111111,0.09032258043174723,0.2342368884750259,0.03829787234042553,0.19805680119581467,0,0,0,0.0,0.008039725703475999,0.991960274296524,0.9117647058823529,0.020738974970202623,0.0,0.0
0.9583333333333334,0.07250000000000001,0.5393287036111112,0.07683284482740946,0.2144040957467308,0.046808510638297884,0.059043348281016435,0,0,0,0.0,0.008039725703475999,0.991960274296524,0.9117647058823529,0.020738974970202623,0.0,0.0
1.0,0.0,0.4857638888888889,0.06803519086640122,0.2176635237087992,0.1021276595744681,0.33333333333333337,0,0,0,0.0,0.008039725703475999,0.991960274296524,0.9117647058823529,0.020738974970202623,0.0,0.0
0.04166666666666666,0.20194444444444445,0.2790151513888889,0.06958144470840621,0.22027508425759448,0.09361702127659577,0.22869955156950675,0,0,0,0.0,0.008039725703475999,0.991960274296524,0.9117647058823529,0.020738974970202623,0.0,0.0
